rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
18,Duke University,United States,79.9,73.5,75.2,96.6,100.0,50.5,79.9,73.5,75.2,96.6,/world-university-rankings/duke-university,duke-university,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
19,Cornell University,United States,79.4,71.6,83.8,91.5,33.7,59.0,79.4,71.6,83.8,91.5,/world-university-rankings/cornell-university,cornell-university,http://www.wikidata.org/entity/Q49115,grid.5386.8,
20,University of Toronto,Canada,79.3,74.4,85.1,83.0,46.1,71.2,79.3,74.4,85.1,83.0,/world-university-rankings/university-toronto,university-toronto,http://www.wikidata.org/entity/Q180865,grid.17063.33,
21,Northwestern University,United States,79.2,72.7,78.9,96.9,77.0,36.7,79.2,72.7,78.9,96.9,/world-university-rankings/northwestern-university,northwestern-university,http://www.wikidata.org/entity/Q309350,grid.16753.36,
22,UCL,United Kingdom,78.7,70.4,80.4,85.1,46.2,90.6,78.7,70.4,80.4,85.1,/world-university-rankings/ucl,ucl,http://www.wikidata.org/entity/Q193196,grid.83440.3b,
23,The University of Tokyo,Japan,76.1,81.4,85.1,74.7,51.2,32.4,76.1,81.4,85.1,74.7,/world-university-rankings/university-tokyo,university-tokyo,http://www.wikidata.org/entity/Q7842,grid.26999.3d,
24,Carnegie Mellon University,United States,74.3,61.6,74.9,92.0,53.0,59.3,74.3,61.6,74.9,92.0,/world-university-rankings/carnegie-mellon-university,carnegie-mellon-university,http://www.wikidata.org/entity/Q190080,grid.147455.6,
25,National University of Singapore,Singapore,73.3,72.0,78.1,66.0,53.4,94.9,73.3,72.0,78.1,66.0,/world-university-rankings/national-university-singapore,national-university-singapore,http://www.wikidata.org/entity/Q738236,grid.4280.e,
26,University of Washington,United States,73.2,64.5,68.9,95.0,44.7,47.9,73.2,64.5,68.9,95.0,/world-university-rankings/university-washington,university-washington,http://www.wikidata.org/entity/Q219563,grid.34477.33,
27,Georgia Institute of Technology,United States,72.8,62.5,71.2,85.8,72.3,68.9,72.8,62.5,71.2,85.8,/world-university-rankings/georgia-institute-technology,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
28,University of Texas at Austin,United States,72.3,64.3,72.0,91.5,58.1,33.1,72.3,64.3,72.0,91.5,/world-university-rankings/university-texas-austin,university-texas-austin,http://www.wikidata.org/entity/Q49213,grid.89336.37,
29,LMU Munich,Germany,71.9,65.1,69.1,83.0,100.0,56.4,71.9,65.1,69.1,83.0,/world-university-rankings/lmu-munich,lmu-munich,http://www.wikidata.org/entity/Q55044,grid.5252.0,
29,University of Illinois at Urbana-Champaign,United States,71.9,67.7,79.0,77.8,51.7,43.9,71.9,67.7,79.0,77.8,/world-university-rankings/university-illinois-urbana-champaign,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
29,University of Wisconsin-Madison,United States,71.9,67.7,71.3,87.7,53.3,33.6,71.9,67.7,71.3,87.7,/world-university-rankings/university-wisconsin-madison,university-wisconsin-madison,http://www.wikidata.org/entity/Q838330,grid.14003.36,
32,University of British Columbia,Canada,71.8,60.5,69.0,85.3,40.1,84.8,71.8,60.5,69.0,85.3,/world-university-rankings/university-british-columbia,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
33,University of Melbourne,Australia,71.2,60.4,70.9,80.6,61.2,81.3,71.2,60.4,70.9,80.6,/world-university-rankings/university-melbourne,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
34,London School of Economics and Political Science,United Kingdom,70.9,65.4,74.2,71.3,40.6,87.4,70.9,65.4,74.2,71.3,/world-university-rankings/london-school-economics-and-political-science,london-school-economics-and-political-science,http://www.wikidata.org/entity/Q174570,grid.13063.37,
34,École Polytechnique Fédérale de Lausanne,Switzerland,70.9,54.7,56.9,95.0,61.9,98.8,70.9,54.7,56.9,95.0,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,ecole-polytechnique-federale-de-lausanne,http://www.wikidata.org/entity/Q262760,grid.5333.6,
36,University of Edinburgh,United Kingdom,70.4,58.9,62.9,88.3,41.2,84.3,70.4,58.9,62.9,88.3,/world-university-rankings/university-edinburgh,university-edinburgh,http://www.wikidata.org/entity/Q160302,grid.4305.2,
37,"University of California, Santa Barbara",United States,70.0,49.4,61.4,99.2,87.1,64.3,70.0,49.4,61.4,99.2,/world-university-rankings/university-california-santa-barbara,university-california-santa-barbara,http://www.wikidata.org/entity/Q263064,grid.133342.4,
38,New York University,United States,69.9,68.3,62.4,89.5,30.2,41.2,69.9,68.3,62.4,89.5,/world-university-rankings/new-york-university,new-york-university,http://www.wikidata.org/entity/Q49210,grid.137628.9,
39,McGill University,Canada,69.6,63.3,69.9,76.0,38.6,79.0,69.6,63.3,69.9,76.0,/world-university-rankings/mcgill-university,mcgill-university,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
40,King’s College London,United Kingdom,69.4,55.6,62.3,88.3,39.0,87.0,69.4,55.6,62.3,88.3,/world-university-rankings/kings-college-london,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
41,"University of California, San Diego",United States,68.6,52.0,66.6,96.4,54.2,37.0,68.6,52.0,66.6,96.4,/world-university-rankings/university-california-san-diego,university-california-san-diego,http://www.wikidata.org/entity/Q622664,grid.266100.3,
42,Washington University in St Louis,United States,67.8,57.6,55.2,97.1,-,46.5,67.8,57.6,55.2,97.1,/world-university-rankings/washington-university-st-louis,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
43,University of Hong Kong,Hong Kong,67.5,62.1,72.6,65.1,56.0,81.9,67.5,62.1,72.6,65.1,/world-university-rankings/university-hong-kong,university-hong-kong,http://www.wikidata.org/entity/Q15568,grid.194645.b,
44,Karolinska Institute,Sweden,66.8,57.1,68.0,76.8,65.5,60.6,66.8,57.1,68.0,76.8,/world-university-rankings/karolinska-institute,karolinska-institute,http://www.wikidata.org/entity/Q219564,grid.4714.6,
45,Australian National University,Australia,66.5,53.7,70.9,71.1,38.9,91.3,66.5,53.7,70.9,71.1,/world-university-rankings/australian-national-university,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
46,University of Minnesota Twin Cities,United States,65.9,59.9,64.7,82.9,-,33.8,65.9,59.9,64.7,82.9,/world-university-rankings/university-minnesota-0,university-minnesota-0,http://www.wikidata.org/entity/Q238101,grid.17635.36,
46,University of North Carolina at Chapel Hill,United States,65.9,57.9,58.6,91.0,40.5,35.3,65.9,57.9,58.6,91.0,/world-university-rankings/university-north-carolina-chapel-hill,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
48,Peking University,China,65.2,70.0,61.9,63.7,100.0,53.7,65.2,70.0,61.9,63.7,/world-university-rankings/peking-university,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
49,Tsinghua University,China,65.1,64.1,68.3,65.0,99.7,44.6,65.1,64.1,68.3,65.0,/world-university-rankings/tsinghua-university,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
50,Seoul National University,South Korea,64.8,75.5,77.1,48.7,86.3,30.3,64.8,75.5,77.1,48.7,/world-university-rankings/seoul-national-university,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
51,Hong Kong University of Science and Technology,Hong Kong,64.7,51.8,66.8,72.9,57.6,77.8,64.7,51.8,66.8,72.9,/world-university-rankings/hong-kong-university-science-and-technology,hong-kong-university-science-and-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
52,Korea Advanced Institute of Science and Technology (KAIST),South Korea,64.5,63.5,63.2,71.4,100.0,34.9,64.5,63.5,63.2,71.4,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,korea-advanced-institute-science-and-technology-kaist,http://www.wikidata.org/entity/Q39949,grid.37172.30,
52,University of Manchester,United Kingdom,64.5,58.1,58.7,74.3,39.4,82.0,64.5,58.1,58.7,74.3,/world-university-rankings/university-manchester,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
54,Brown University,United States,64.1,55.5,54.2,92.0,32.7,37.0,64.1,55.5,54.2,92.0,/world-university-rankings/brown-university,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
55,KU Leuven,Belgium,63.7,53.0,63.6,71.8,99.9,62.3,63.7,53.0,63.6,71.8,/world-university-rankings/ku-leuven,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
55,"University of California, Davis",United States,63.7,54.4,59.7,80.4,55.4,52.9,63.7,54.4,59.7,80.4,/world-university-rankings/university-california-davis,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
57,Boston University,United States,63.6,56.4,46.7,94.4,30.3,47.8,63.6,56.4,46.7,94.4,/world-university-rankings/boston-university,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
58,Pennsylvania State University,United States,62.9,54.6,64.8,76.0,60.4,37.4,62.9,54.6,64.8,76.0,/world-university-rankings/pennsylvania-state-university,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
59,Kyoto University,Japan,62.8,70.4,68.4,57.0,73.3,29.0,62.8,70.4,68.4,57.0,/world-university-rankings/kyoto-university,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
60,University of Sydney,Australia,62.7,52.8,60.8,69.0,67.3,83.6,62.7,52.8,60.8,69.0,/world-university-rankings/university-sydney,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
61,"Nanyang Technological University, Singapore",Singapore,62.2,43.9,55.9,75.9,100.0,92.5,62.2,43.9,55.9,75.9,/world-university-rankings/nanyang-technological-university-singapore,nanyang-technological-university-singapore,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
61,École Polytechnique,France,62.2,50.5,47.1,79.9,76.8,94.5,62.2,50.5,47.1,79.9,/world-university-rankings/ecole-polytechnique,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
63,Scuola Normale Superiore di Pisa,Italy,61.9,48.2,46.0,96.4,40.1,50.1,61.9,48.2,46.0,96.4,/world-university-rankings/scuola-normale-superiore-di-pisa,scuola-normale-superiore-di-pisa,http://www.wikidata.org/entity/Q672416,grid.6093.c,
64,Leiden University,Netherlands,61.3,45.0,58.2,82.3,47.3,59.5,61.3,45.0,58.2,82.3,/world-university-rankings/leiden-university,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
65,University of Queensland,Australia,61.2,45.8,58.4,74.2,66.2,80.4,61.2,45.8,58.4,74.2,/world-university-rankings/university-queensland,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
66,Pohang University of Science and Technology (POSTECH),South Korea,61.1,52.7,49.3,84.4,100.0,36.0,61.1,52.7,49.3,84.4,/world-university-rankings/pohang-university-science-and-technology-postech,pohang-university-science-and-technology-postech,,grid.49100.3c,103.0
67,University of Göttingen,Germany,61.0,46.9,48.0,92.3,32.8,53.9,61.0,46.9,48.0,92.3,/world-university-rankings/university-gottingen,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
68,Ohio State University,United States,60.7,54.0,51.1,80.4,46.8,51.5,60.7,54.0,51.1,80.4,/world-university-rankings/ohio-state-university,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
69,Rice University,United States,59.8,41.7,37.1,99.9,34.6,70.8,59.8,41.7,37.1,99.9,/world-university-rankings/rice-university,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
70,Heidelberg University,Germany,59.6,52.6,45.4,81.4,41.6,63.1,59.6,52.6,45.4,81.4,/world-university-rankings/heidelberg-university-0,heidelberg-university-0,http://www.wikidata.org/entity/Q151510,grid.7700.0,
71,Delft University of Technology,Netherlands,59.2,55.5,71.4,42.6,100.0,77.9,59.2,55.5,71.4,42.6,/world-university-rankings/delft-university-technology,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
72,Erasmus University Rotterdam,Netherlands,59.1,39.8,53.7,82.3,54.4,66.2,59.1,39.8,53.7,82.3,/world-university-rankings/erasmus-university-rotterdam,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
73,Wageningen University & Research,Netherlands,59.0,44.3,46.8,77.5,100.0,78.7,59.0,44.3,46.8,77.5,/world-university-rankings/wageningen-university-research,wageningen-university-research,http://www.wikidata.org/entity/Q422208,grid.4818.5,
74,University of Bristol,United Kingdom,58.9,43.7,44.7,85.1,42.1,76.6,58.9,43.7,44.7,85.1,/world-university-rankings/university-bristol,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
75,University of Basel,Switzerland,58.4,41.2,41.1,81.4,97.7,91.2,58.4,41.2,41.1,81.4,/world-university-rankings/university-basel,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
75,University of Southern California,United States,58.4,55.2,44.6,81.3,34.4,42.7,58.4,55.2,44.6,81.3,/world-university-rankings/university-southern-california,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
77,University of Amsterdam,Netherlands,58.2,42.0,55.4,76.6,56.7,60.5,58.2,42.0,55.4,76.6,/world-university-rankings/university-amsterdam,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
78,École Normale Supérieure,France,58.1,48.7,36.2,84.8,39.4,81.9,58.1,48.7,36.2,84.8,/world-university-rankings/ecole-normale-superieure,ecole-normale-superieure,,grid.5607.4,101.0
79,Utrecht University,Netherlands,58.0,38.2,54.8,80.0,84.1,52.9,58.0,38.2,54.8,80.0,/world-university-rankings/utrecht-university,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
80,Humboldt University of Berlin,Germany,57.9,51.9,52.6,71.9,31.9,55.7,57.9,51.9,52.6,71.9,/world-university-rankings/humboldt-university-berlin,humboldt-university-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
81,Free University of Berlin,Germany,57.6,49.4,58.0,67.6,33.5,56.6,57.6,49.4,58.0,67.6,/world-university-rankings/free-university-berlin,free-university-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
82,Michigan State University,United States,57.3,51.1,49.4,74.0,31.7,55.0,57.3,51.1,49.4,74.0,/world-university-rankings/michigan-state-university,michigan-state-university,http://www.wikidata.org/entity/Q270222,grid.17088.36,
83,Durham University,United Kingdom,56.9,37.2,40.7,88.9,34.8,80.4,56.9,37.2,40.7,88.9,/world-university-rankings/durham-university,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
83,Monash University,Australia,56.9,43.7,54.4,65.7,73.4,79.6,56.9,43.7,54.4,65.7,/world-university-rankings/monash-university,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
85,Middle East Technical University,Turkey,56.6,45.5,36.9,92.0,55.2,38.7,56.6,45.5,36.9,92.0,/world-university-rankings/middle-east-technical-university,middle-east-technical-university,http://www.wikidata.org/entity/Q756126,grid.6935.9,
86,University of Arizona,United States,56.5,44.9,51.4,74.0,99.6,38.8,56.5,44.9,51.4,74.0,/world-university-rankings/university-arizona,university-arizona,http://www.wikidata.org/entity/Q503419,grid.134563.6,
86,University of Notre Dame,United States,56.5,43.3,38.5,90.0,-,51.4,56.5,43.3,38.5,90.0,/world-university-rankings/university-notre-dame-0,university-notre-dame-0,http://www.wikidata.org/entity/Q178848,grid.131063.6,
88,Tufts University,United States,56.4,43.6,33.9,92.9,58.7,51.1,56.4,43.6,33.9,92.9,/world-university-rankings/tufts-university,tufts-university,http://www.wikidata.org/entity/Q49120,grid.429997.8,
88,"University of California, Irvine",United States,56.4,39.5,41.7,89.5,40.0,56.1,56.4,39.5,41.7,89.5,/world-university-rankings/university-california-irvine,university-california-irvine,http://www.wikidata.org/entity/Q868421,grid.266093.8,
90,Ghent University,Belgium,56.2,42.5,51.6,73.8,85.3,49.1,56.2,42.5,51.6,73.8,/world-university-rankings/ghent-university,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
91,University of Massachusetts,United States,56.1,44.8,49.1,78.7,52.8,40.3,56.1,44.8,49.1,78.7,/world-university-rankings/university-massachusetts,university-massachusetts,http://www.wikidata.org/entity/Q15142,grid.266683.f,
91,University of Pittsburgh,United States,56.1,45.2,46.3,84.4,38.5,32.2,56.1,45.2,46.3,84.4,/world-university-rankings/university-pittsburgh,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
93,Emory University,United States,55.5,49.0,32.4,89.5,42.3,42.9,55.5,49.0,32.4,89.5,/world-university-rankings/emory-university,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
94,McMaster University,Canada,55.3,38.1,43.2,78.8,85.0,69.4,55.3,38.1,43.2,78.8,/world-university-rankings/mcmaster-university,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
94,University of Glasgow,United Kingdom,55.3,37.0,40.5,83.7,39.9,78.8,55.3,37.0,40.5,83.7,/world-university-rankings/university-glasgow,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
96,Vanderbilt University,United States,55.2,46.0,38.2,87.7,59.4,28.3,55.2,46.0,38.2,87.7,/world-university-rankings/vanderbilt-university,vanderbilt-university,http://www.wikidata.org/entity/Q29052,grid.152326.1,
97,University of Colorado Boulder,United States,55.1,35.0,38.3,97.4,-,39.1,55.1,35.0,38.3,97.4,/world-university-rankings/university-colorado-boulder,university-colorado-boulder,http://www.wikidata.org/entity/Q736674,grid.266190.a,
98,Stockholm University,Sweden,54.6,30.1,45.0,90.9,32.4,53.2,54.6,30.1,45.0,90.9,/world-university-rankings/stockholm-university,stockholm-university,http://www.wikidata.org/entity/Q221645,grid.10548.38,
98,Technical University of Munich,Germany,54.6,45.6,37.4,78.8,49.0,64.0,54.6,45.6,37.4,78.8,/world-university-rankings/technical-university-munich,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
98,Uppsala University,Sweden,54.6,40.2,53.0,70.9,39.6,57.5,54.6,40.2,53.0,70.9,/world-university-rankings/uppsala-university,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
101,Maastricht University,Netherlands,54.3,32.4,48.1,70.1,96.1,89.7,54.3,32.4,48.1,70.1,/world-university-rankings/maastricht-university,maastricht-university,http://www.wikidata.org/entity/Q1137652,grid.5012.6,
102,Purdue University,United States,54.0,47.8,50.5,62.2,-,64.3,54.0,47.8,50.5,62.2,/world-university-rankings/purdue-university,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
103,Pierre and Marie Curie University,France,53.9,47.3,30.0,83.3,33.4,64.7,53.9,47.3,30.0,83.3,/world-university-rankings/pierre-and-marie-curie-university,pierre-and-marie-curie-university,http://www.wikidata.org/entity/Q1144549,grid.5805.8,
103,University of Helsinki,Finland,53.9,37.5,48.1,79.0,31.5,49.7,53.9,37.5,48.1,79.0,/world-university-rankings/university-helsinki,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
103,University of Warwick,United Kingdom,53.9,41.1,45.8,68.2,35.6,85.7,53.9,41.1,45.8,68.2,/world-university-rankings/university-warwick,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
103,University of Zurich,Switzerland,53.9,40.2,33.1,81.4,40.1,86.9,53.9,40.2,33.1,81.4,/world-university-rankings/university-zurich,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
107,Queen Mary University of London,United Kingdom,53.8,32.4,32.9,88.9,37.1,88.6,53.8,32.4,32.9,88.9,/world-university-rankings/queen-mary-university-london,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
107,University of Geneva,Switzerland,53.8,34.5,37.2,78.2,65.1,96.8,53.8,34.5,37.2,78.2,/world-university-rankings/university-geneva,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
109,"University of California, Santa Cruz",United States,53.7,30.6,31.9,100.0,33.8,54.6,53.7,30.6,31.9,100.0,/world-university-rankings/university-california-santa-cruz,university-california-santa-cruz,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
109,University of New South Wales,Australia,53.7,41.1,51.9,61.1,47.8,83.5,53.7,41.1,51.9,61.1,/world-university-rankings/university-new-south-wales,university-new-south-wales,http://www.wikidata.org/entity/Q734764,grid.1005.4,
111,University of St Andrews,United Kingdom,53.6,35.7,35.9,81.4,39.8,90.5,53.6,35.7,35.9,81.4,/world-university-rankings/university-st-andrews,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
111,University of Sussex,United Kingdom,53.6,31.9,30.4,92.8,31.2,83.6,53.6,31.9,30.4,92.8,/world-university-rankings/university-sussex,university-sussex,http://www.wikidata.org/entity/Q1161297,grid.12082.39,
113,University of Montreal,Canada,53.4,43.8,44.4,62.9,91.8,76.7,53.4,43.8,44.4,62.9,/world-university-rankings/university-montreal,university-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
113,University of Tübingen,Germany,53.4,41.5,44.7,74.0,54.7,53.0,53.4,41.5,44.7,74.0,/world-university-rankings/university-tubingen,university-tubingen,http://www.wikidata.org/entity/Q153978,grid.10392.39,
113,University of York,United Kingdom,53.4,32.2,33.8,90.5,32.2,75.0,53.4,32.2,33.8,90.5,/world-university-rankings/university-york,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
116,Case Western Reserve University,United States,53.2,46.5,37.4,82.9,-,34.4,53.2,46.5,37.4,82.9,/world-university-rankings/case-western-reserve-university,case-western-reserve-university,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
117,University of Groningen,Netherlands,53.1,36.9,50.8,68.1,88.9,56.1,53.1,36.9,50.8,68.1,/world-university-rankings/university-groningen,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
118,"Royal Holloway, University of London",United Kingdom,53.0,29.1,22.4,98.9,32.8,94.4,53.0,29.1,22.4,98.9,/world-university-rankings/royal-holloway-university-london,royal-holloway-university-london,http://www.wikidata.org/entity/Q1202039,grid.4970.a,
119,Lund University,Sweden,52.9,32.6,48.5,74.9,32.6,70.1,52.9,32.6,48.5,74.9,/world-university-rankings/lund-university,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
120,Paris-Sud University,France,52.8,37.3,33.1,87.7,28.9,62.7,52.8,37.3,33.1,87.7,/world-university-rankings/paris-sud-university,paris-sud-university,http://www.wikidata.org/entity/Q1480643,grid.5842.b,
121,Technical University of Denmark,Denmark,52.7,39.9,28.2,79.6,98.6,79.7,52.7,39.9,28.2,79.6,/world-university-rankings/technical-university-denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
121,University of Rochester,United States,52.7,41.9,29.2,87.7,36.4,55.5,52.7,41.9,29.2,87.7,/world-university-rankings/university-rochester,university-rochester,http://www.wikidata.org/entity/Q149990,grid.16416.34,
121,University of Sheffield,United Kingdom,52.7,40.0,39.1,74.3,43.8,74.8,52.7,40.0,39.1,74.3,/world-university-rankings/university-sheffield,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
124,University of Alberta,Canada,52.6,43.8,47.1,61.8,51.8,73.4,52.6,43.8,47.1,61.8,/world-university-rankings/university-alberta,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
124,University of Cape Town,South Africa,52.6,26.8,35.3,86.6,88.0,76.7,52.6,26.8,35.3,86.6,/world-university-rankings/university-cape-town,university-cape-town,http://www.wikidata.org/entity/Q951305,grid.7836.a,
126,Boston College,United States,52.5,32.4,29.1,95.9,46.5,54.6,52.5,32.4,29.1,95.9,/world-university-rankings/boston-college,boston-college,http://www.wikidata.org/entity/Q49118,grid.208226.c,
126,KTH Royal Institute of Technology,Sweden,52.5,45.7,44.8,55.1,100.0,84.0,52.5,45.7,44.8,55.1,/world-university-rankings/kth-royal-institute-technology,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
