rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
40,École Polytechnique Fédérale de Lausanne,Switzerland,73.0,62.4,57.0,95.0,49.8,98.8,73.0,62.4,57.0,95.0,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,ecole-polytechnique-federale-de-lausanne,http://www.wikidata.org/entity/Q262760,grid.5333.6,
41,New York University,United States,72.8,73.8,67.4,89.2,29.5,38.7,72.8,73.8,67.4,89.2,/world-university-rankings/new-york-university,new-york-university,http://www.wikidata.org/entity/Q49210,grid.137628.9,
42,Karolinska Institute,Sweden,72.4,66.3,75.7,77.3,71.4,64.5,72.4,66.3,75.7,77.3,/world-university-rankings/karolinska-institute,karolinska-institute,http://www.wikidata.org/entity/Q219564,grid.4714.6,
42,University of North Carolina at Chapel Hill,United States,72.4,70.4,69.3,90.1,40.0,32.9,72.4,70.4,69.3,90.1,/world-university-rankings/university-north-carolina-chapel-hill,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
44,"University of California, Davis",United States,71.8,67.9,71.6,82.7,52.5,51.7,71.8,67.9,71.6,82.7,/world-university-rankings/university-california-davis,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
44,Washington University in St Louis,United States,71.8,66.0,62.8,95.2,-,44.3,71.8,66.0,62.8,95.2,/world-university-rankings/washington-university-st-louis,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
46,Peking University,China,70.7,81.5,67.9,64.3,99.9,54.1,70.7,81.5,67.9,64.3,/world-university-rankings/peking-university,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
47,University of Minnesota Twin Cities,United States,70.5,66.1,74.0,84.7,-,28.7,70.5,66.1,74.0,84.7,/world-university-rankings/university-minnesota-0,university-minnesota-0,http://www.wikidata.org/entity/Q238101,grid.17635.36,
48,LMU Munich,Germany,70.4,65.4,66.5,85.5,42.0,54.7,70.4,65.4,66.5,85.5,/world-university-rankings/lmu-munich,lmu-munich,http://www.wikidata.org/entity/Q55044,grid.5252.0,
49,University of Manchester,United Kingdom,70.1,65.9,67.7,76.9,43.2,77.9,70.1,65.9,67.7,76.9,/world-university-rankings/university-manchester,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
50,Pohang University of Science and Technology (POSTECH),South Korea,69.4,63.9,63.9,88.2,100.0,28.8,69.4,63.9,63.9,88.2,/world-university-rankings/pohang-university-science-and-technology-postech,pohang-university-science-and-technology-postech,,grid.49100.3c,103.0
51,Brown University,United States,68.9,63.7,60.3,94.1,29.9,36.9,68.9,63.7,60.3,94.1,/world-university-rankings/brown-university,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
52,Tsinghua University,China,67.1,74.5,76.4,55.2,99.2,37.2,67.1,74.5,76.4,55.2,/world-university-rankings/tsinghua-university,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
53,Ohio State University,United States,67.0,66.7,60.9,80.1,49.5,46.3,67.0,66.7,60.9,80.1,/world-university-rankings/ohio-state-university,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
54,Boston University,United States,66.8,65.4,50.9,94.2,30.6,39.2,66.8,65.4,50.9,94.2,/world-university-rankings/boston-university,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
54,Kyoto University,Japan,66.8,77.1,74.8,57.8,76.4,26.3,66.8,77.1,74.8,57.8,/world-university-rankings/kyoto-university,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
56,University of Southern California,United States,66.3,68.4,57.1,81.9,33.5,43.4,66.3,68.4,57.1,81.9,/world-university-rankings/university-southern-california,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
57,King’s College London,United Kingdom,66.2,53.5,59.3,82.8,42.4,86.0,66.2,53.5,59.3,82.8,/world-university-rankings/kings-college-london,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
58,KU Leuven,Belgium,66.1,59.7,71.0,67.2,99.7,56.6,66.1,59.7,71.0,67.2,/world-university-rankings/ku-leuven,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
59,Seoul National University,South Korea,65.9,76.7,81.4,48.0,81.7,27.0,65.9,76.7,81.4,48.0,/world-university-rankings/seoul-national-university,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
59,École Normale Supérieure,France,65.9,61.6,46.9,90.3,47.2,67.3,65.9,61.6,46.9,90.3,/world-university-rankings/ecole-normale-superieure,ecole-normale-superieure,,grid.5607.4,101.0
61,Pennsylvania State University,United States,65.8,55.0,69.2,81.4,59.7,34.9,65.8,55.0,69.2,81.4,/world-university-rankings/pennsylvania-state-university,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
62,University of Sydney,Australia,65.7,59.5,70.1,62.9,69.2,83.0,65.7,59.5,70.1,62.9,/world-university-rankings/university-sydney,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
62,École Polytechnique,France,65.7,56.5,54.7,80.7,75.8,83.0,65.7,56.5,54.7,80.7,/world-university-rankings/ecole-polytechnique,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
64,Leiden University,Netherlands,65.1,54.0,67.1,78.4,46.1,54.8,65.1,54.0,67.1,78.4,/world-university-rankings/leiden-university,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
65,Hong Kong University of Science and Technology,Hong Kong,64.4,56.9,64.6,68.9,55.6,78.1,64.4,56.9,64.6,68.9,/world-university-rankings/hong-kong-university-science-and-technology,hong-kong-university-science-and-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
65,University of Queensland,Australia,64.4,54.4,66.1,69.6,64.0,77.8,64.4,54.4,66.1,69.6,/world-university-rankings/university-queensland,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
67,Utrecht University,Netherlands,64.1,48.0,64.7,82.4,82.6,47.3,64.1,48.0,64.7,82.4,/world-university-rankings/utrecht-university,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
68,Korea Advanced Institute of Science and Technology (KAIST),South Korea,64.0,69.9,68.9,58.4,100.0,31.1,64.0,69.9,68.9,58.4,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,korea-advanced-institute-science-and-technology-kaist,http://www.wikidata.org/entity/Q39949,grid.37172.30,
69,Purdue University,United States,63.8,59.8,71.9,63.1,-,54.8,63.8,59.8,71.9,63.1,/world-university-rankings/purdue-university,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
70,University of Göttingen,Germany,63.2,50.0,52.5,92.5,34.4,51.0,63.2,50.0,52.5,92.5,/world-university-rankings/university-gottingen,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
70,Wageningen University & Research,Netherlands,63.2,54.9,53.7,73.8,100.0,79.2,63.2,54.9,53.7,73.8,/world-university-rankings/wageningen-university-research,wageningen-university-research,http://www.wikidata.org/entity/Q422208,grid.4818.5,
72,Erasmus University Rotterdam,Netherlands,62.9,44.5,64.1,80.2,62.0,62.8,62.9,44.5,64.1,80.2,/world-university-rankings/erasmus-university-rotterdam,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
72,University of Massachusetts,United States,62.9,57.1,62.6,77.8,52.8,31.7,62.9,57.1,62.6,77.8,/world-university-rankings/university-massachusetts,university-massachusetts,http://www.wikidata.org/entity/Q15142,grid.266683.f,
74,University of Bristol,United Kingdom,62.5,50.1,51.7,85.4,38.7,71.9,62.5,50.1,51.7,85.4,/world-university-rankings/university-bristol,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
75,Rice University,United States,62.0,49.5,39.3,100.0,36.5,59.0,62.0,49.5,39.3,100.0,/world-university-rankings/rice-university,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
76,University of Pittsburgh,United States,61.7,54.6,55.1,85.2,39.3,29.4,61.7,54.6,55.1,85.2,/world-university-rankings/university-pittsburgh,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
77,Delft University of Technology,Netherlands,61.6,59.9,75.1,45.1,99.9,67.7,61.6,59.9,75.1,45.1,/world-university-rankings/delft-university-technology,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
78,Heidelberg University,Germany,61.4,61.4,49.0,75.5,40.7,61.3,61.4,61.4,49.0,75.5,/world-university-rankings/heidelberg-university-0,heidelberg-university-0,http://www.wikidata.org/entity/Q151510,grid.7700.0,
79,Emory University,United States,61.3,56.7,44.4,90.9,38.3,36.6,61.3,56.7,44.4,90.9,/world-university-rankings/emory-university,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
80,Durham University,United Kingdom,60.7,42.3,44.5,93.3,34.3,77.7,60.7,42.3,44.5,93.3,/world-university-rankings/durham-university,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
81,Pierre and Marie Curie University,France,60.5,59.2,43.5,80.6,28.6,64.4,60.5,59.2,43.5,80.6,/world-university-rankings/pierre-and-marie-curie-university,pierre-and-marie-curie-university,http://www.wikidata.org/entity/Q1144549,grid.5805.8,
82,Lund University,Sweden,60.3,43.6,61.3,77.1,34.2,64.4,60.3,43.6,61.3,77.1,/world-university-rankings/lund-university,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
83,University of Amsterdam,Netherlands,60.1,45.6,61.3,75.1,49.0,57.0,60.1,45.6,61.3,75.1,/world-university-rankings/university-amsterdam,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
84,University of Montreal,Canada,59.8,54.0,57.9,60.9,95.0,74.6,59.8,54.0,57.9,60.9,/world-university-rankings/university-montreal,university-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
85,University of New South Wales,Australia,59.6,52.6,63.8,56.7,50.5,84.8,59.6,52.6,63.8,56.7,/world-university-rankings/university-new-south-wales,university-new-south-wales,http://www.wikidata.org/entity/Q734764,grid.1005.4,
86,"Nanyang Technological University, Singapore",Singapore,59.4,45.7,66.9,54.5,99.5,90.5,59.4,45.7,66.9,54.5,/world-university-rankings/nanyang-technological-university-singapore,nanyang-technological-university-singapore,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
87,Tufts University,United States,59.1,52.6,36.4,94.8,39.4,39.6,59.1,52.6,36.4,94.8,/world-university-rankings/tufts-university,tufts-university,http://www.wikidata.org/entity/Q49120,grid.429997.8,
88,McMaster University,Canada,59.0,42.3,47.9,81.7,98.0,66.9,59.0,42.3,47.9,81.7,/world-university-rankings/mcmaster-university,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
89,University of Groningen,Netherlands,58.8,43.8,61.0,71.6,85.2,49.8,58.8,43.8,61.0,71.6,/world-university-rankings/university-groningen,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
89,University of Zurich,Switzerland,58.8,50.0,41.6,80.0,38.3,84.1,58.8,50.0,41.6,80.0,/world-university-rankings/university-zurich,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
91,University of Colorado Boulder,United States,58.7,42.3,44.4,97.1,-,34.7,58.7,42.3,44.4,97.1,/world-university-rankings/university-colorado-boulder,university-colorado-boulder,http://www.wikidata.org/entity/Q736674,grid.266190.a,
92,Paris-Sud University,France,58.6,48.0,45.9,82.9,28.4,63.9,58.6,48.0,45.9,82.9,/world-university-rankings/paris-sud-university,paris-sud-university,http://www.wikidata.org/entity/Q1480643,grid.5842.b,
93,Ghent University,Belgium,58.4,46.4,56.7,71.3,95.9,49.1,58.4,46.4,56.7,71.3,/world-university-rankings/ghent-university,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
94,Michigan State University,United States,58.3,51.8,56.8,73.8,32.6,36.8,58.3,51.8,56.8,73.8,/world-university-rankings/michigan-state-university,michigan-state-university,http://www.wikidata.org/entity/Q270222,grid.17088.36,
94,University of Notre Dame,United States,58.3,48.3,39.6,93.5,29.8,41.6,58.3,48.3,39.6,93.5,/world-university-rankings/university-notre-dame-0,university-notre-dame-0,http://www.wikidata.org/entity/Q178848,grid.131063.6,
96,"University of California, Irvine",United States,58.2,44.0,47.2,90.3,42.1,35.2,58.2,44.0,47.2,90.3,/world-university-rankings/university-california-irvine,university-california-irvine,http://www.wikidata.org/entity/Q868421,grid.266093.8,
97,"University of Maryland, College Park",United States,57.9,44.9,51.4,83.9,32.1,40.4,57.9,44.9,51.4,83.9,/world-university-rankings/university-maryland-college-park,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
98,University of Arizona,United States,57.7,47.0,53.7,76.9,83.9,31.3,57.7,47.0,53.7,76.9,/world-university-rankings/university-arizona,university-arizona,http://www.wikidata.org/entity/Q503419,grid.134563.6,
99,Humboldt University of Berlin,Germany,57.5,55.4,58.7,59.5,-,57.5,57.5,55.4,58.7,59.5,/world-university-rankings/humboldt-university-berlin,humboldt-university-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
99,Monash University,Australia,57.5,47.8,60.6,60.9,70.0,66.4,57.5,47.8,60.6,60.9,/world-university-rankings/monash-university,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
99,"Rutgers, the State University of New Jersey",United States,57.5,50.9,61.3,69.5,35.8,27.9,57.5,50.9,61.3,69.5,/world-university-rankings/rutgers-state-university-new-jersey-0,rutgers-state-university-new-jersey-0,http://www.wikidata.org/entity/Q7382826,grid.430387.b,103.0
102,University of Rochester,United States,57.2,46.0,37.8,92.3,39.6,45.9,57.2,46.0,37.8,92.3,/world-university-rankings/university-rochester,university-rochester,http://www.wikidata.org/entity/Q149990,grid.16416.34,
103,University of York,United Kingdom,57.1,41.9,43.9,83.4,38.4,71.9,57.1,41.9,43.9,83.4,/world-university-rankings/university-york,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
104,Case Western Reserve University,United States,56.9,56.5,42.0,80.4,-,34.2,56.9,56.5,42.0,80.4,/world-university-rankings/case-western-reserve-university,case-western-reserve-university,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
105,Technical University of Munich,Germany,56.8,51.2,42.4,76.5,49.7,61.5,56.8,51.2,42.4,76.5,/world-university-rankings/technical-university-munich,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
106,Uppsala University,Sweden,56.6,48.6,63.9,58.2,44.1,56.3,56.6,48.6,63.9,58.2,/world-university-rankings/uppsala-university,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
106,Vanderbilt University,United States,56.6,51.5,40.9,85.0,53.0,27.5,56.6,51.5,40.9,85.0,/world-university-rankings/vanderbilt-university,vanderbilt-university,http://www.wikidata.org/entity/Q29052,grid.152326.1,
108,University of St Andrews,United Kingdom,56.5,43.2,43.8,76.6,38.9,86.3,56.5,43.2,43.8,76.6,/world-university-rankings/university-st-andrews,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
109,University of Helsinki,Finland,56.4,42.8,53.0,77.7,31.1,48.3,56.4,42.8,53.0,77.7,/world-university-rankings/university-helsinki,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
110,Trinity College Dublin,Ireland,56.2,41.9,33.5,88.1,32.8,84.5,56.2,41.9,33.5,88.1,/world-university-rankings/trinity-college-dublin,trinity-college-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
110,University of Sheffield,United Kingdom,56.2,49.5,46.2,71.0,41.5,68.1,56.2,49.5,46.2,71.0,/world-university-rankings/university-sheffield,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
110,University of Sussex,United Kingdom,56.2,34.9,39.5,91.1,32.1,76.7,56.2,34.9,39.5,91.1,/world-university-rankings/university-sussex,university-sussex,http://www.wikidata.org/entity/Q1161297,grid.12082.39,
113,University of Cape Town,South Africa,55.8,34.7,45.5,79.7,87.3,75.1,55.8,34.7,45.5,79.7,/world-university-rankings/university-cape-town,university-cape-town,http://www.wikidata.org/entity/Q951305,grid.7836.a,
114,Eindhoven University of Technology,Netherlands,55.6,44.1,51.8,63.8,100.0,69.8,55.6,44.1,51.8,63.8,/world-university-rankings/eindhoven-university-technology,eindhoven-university-technology,http://www.wikidata.org/entity/Q280824,grid.6852.9,
115,Maastricht University,Netherlands,55.5,39.7,53.2,62.5,99.1,85.2,55.5,39.7,53.2,62.5,/world-university-rankings/maastricht-university,maastricht-university,http://www.wikidata.org/entity/Q1137652,grid.5012.6,
116,Aarhus University,Denmark,55.3,35.7,54.6,71.6,69.7,66.4,55.3,35.7,54.6,71.6,/world-university-rankings/aarhus-university,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
117,Stockholm University,Sweden,55.2,31.3,43.8,93.0,32.0,52.2,55.2,31.3,43.8,93.0,/world-university-rankings/stockholm-university,stockholm-university,http://www.wikidata.org/entity/Q221645,grid.10548.38,
118,University of Virginia,United States,55.0,55.9,43.0,73.5,48.6,27.9,55.0,55.9,43.0,73.5,/world-university-rankings/university-virginia,university-virginia,http://www.wikidata.org/entity/Q213439,grid.27755.32,
119,"Royal Holloway, University of London",United Kingdom,54.9,30.5,27.7,99.0,31.9,92.5,54.9,30.5,27.7,99.0,/world-university-rankings/royal-holloway-university-london,royal-holloway-university-london,http://www.wikidata.org/entity/Q1202039,grid.4970.a,
120,University of Nottingham,United Kingdom,54.8,48.1,50.8,62.8,38.3,70.1,54.8,48.1,50.8,62.8,/world-university-rankings/university-nottingham,university-nottingham,http://www.wikidata.org/entity/Q472316,grid.4563.4,
121,University of Alberta,Canada,54.7,50.9,53.9,56.6,50.6,67.6,54.7,50.9,53.9,56.6,/world-university-rankings/university-alberta,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
122,"University of California, Santa Cruz",United States,54.5,32.1,39.6,99.9,-,32.5,54.5,32.1,39.6,99.9,/world-university-rankings/university-california-santa-cruz,university-california-santa-cruz,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
122,University of Florida,United States,54.5,52.0,62.9,56.0,-,31.2,54.5,52.0,62.9,56.0,/world-university-rankings/university-florida,university-florida,http://www.wikidata.org/entity/Q501758,grid.15276.37,
124,Chinese University of Hong Kong,Hong Kong,54.4,53.7,63.1,45.1,44.5,62.6,54.4,53.7,63.1,45.1,/world-university-rankings/chinese-university-hong-kong,chinese-university-hong-kong,http://www.wikidata.org/entity/Q15570,grid.10784.3a,
124,Dartmouth College,United States,54.4,47.5,35.9,87.0,38.6,31.5,54.4,47.5,35.9,87.0,/world-university-rankings/dartmouth-college,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
124,University of Warwick,United Kingdom,54.4,48.9,50.5,58.8,35.3,80.9,54.4,48.9,50.5,58.8,/world-university-rankings/university-warwick,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
127,Radboud University Nijmegen,Netherlands,54.0,35.7,54.3,73.3,41.7,53.4,54.0,35.7,54.3,73.3,/world-university-rankings/radboud-university-nijmegen,radboud-university-nijmegen,http://www.wikidata.org/entity/Q632004,grid.5590.9,
