rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
128,Free University of Berlin,Germany,53.7,53.1,56.5,51.5,32.8,60.9,53.7,53.1,56.5,51.5,/world-university-rankings/free-university-berlin,free-university-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
128,Tokyo Institute of Technology,Japan,53.7,58.0,56.1,52.0,65.3,29.6,53.7,58.0,56.1,52.0,/world-university-rankings/tokyo-institute-technology,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
130,University of Copenhagen,Denmark,53.6,42.2,40.4,74.3,39.7,73.5,53.6,42.2,40.4,74.3,/world-university-rankings/university-copenhagen,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
130,University of Lausanne,Switzerland,53.6,33.0,44.8,76.2,45.8,82.7,53.6,33.0,44.8,76.2,/world-university-rankings/university-lausanne,university-lausanne,http://www.wikidata.org/entity/Q658975,grid.9851.5,
130,University of Southampton,United Kingdom,53.6,37.9,38.9,79.2,41.8,77.4,53.6,37.9,38.9,79.2,/world-university-rankings/university-southampton,university-southampton,http://www.wikidata.org/entity/Q76473,grid.5491.9,
133,University of Geneva,Switzerland,53.5,36.2,42.5,73.1,32.4,95.3,53.5,36.2,42.5,73.1,/world-university-rankings/university-geneva,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
134,Indiana University,United States,53.2,48.3,44.2,72.5,-,36.0,53.2,48.3,44.2,72.5,/world-university-rankings/indiana-university,indiana-university,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
134,National Taiwan University,Taiwan,53.2,56.4,65.7,45.5,44.0,24.6,53.2,56.4,65.7,45.5,/world-university-rankings/national-taiwan-university,national-taiwan-university,http://www.wikidata.org/entity/Q32746,grid.19188.39,
134,University of Utah,United States,53.2,43.3,41.3,81.0,63.3,25.2,53.2,43.3,41.3,81.0,/world-university-rankings/university-utah,university-utah,http://www.wikidata.org/entity/Q168515,grid.223827.e,
137,Hebrew University of Jerusalem,Israel,53.1,48.8,55.8,57.0,33.6,50.3,53.1,48.8,55.8,57.0,/world-university-rankings/hebrew-university-jerusalem,hebrew-university-jerusalem,http://www.wikidata.org/entity/Q174158,grid.9619.7,
137,Tohoku University,Japan,53.1,57.7,55.6,48.9,80.7,32.0,53.1,57.7,55.6,48.9,/world-university-rankings/tohoku-university,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
139,University of Glasgow,United Kingdom,53.0,37.3,40.2,78.1,44.1,69.7,53.0,37.3,40.2,78.1,/world-university-rankings/university-glasgow,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
140,KTH Royal Institute of Technology,Sweden,52.9,47.5,49.7,49.1,100.0,86.1,52.9,47.5,49.7,49.1,/world-university-rankings/kth-royal-institute-technology,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
140,Vrije Universiteit Amsterdam,Netherlands,52.9,40.5,45.1,74.2,58.5,47.1,52.9,40.5,45.1,74.2,/world-university-rankings/vrije-universiteit-amsterdam,vrije-universiteit-amsterdam,http://www.wikidata.org/entity/Q1065414,grid.12380.38,
142,University of Basel,Switzerland,52.8,37.1,23.2,87.8,64.2,89.8,52.8,37.1,23.2,87.8,/world-university-rankings/university-basel,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
142,University of Leeds,United Kingdom,52.8,41.5,48.6,65.8,41.3,66.6,52.8,41.5,48.6,65.8,/world-university-rankings/university-leeds,university-leeds,http://www.wikidata.org/entity/Q503424,grid.9909.9,
144,University of Freiburg,Germany,52.3,48.3,33.0,72.4,81.1,54.9,52.3,48.3,33.0,72.4,/world-university-rankings/university-freiburg,university-freiburg,http://www.wikidata.org/entity/Q153987,grid.5963.9,
145,Lancaster University,United Kingdom,52.1,37.7,40.9,73.2,31.8,76.2,52.1,37.7,40.9,73.2,/world-university-rankings/lancaster-university,lancaster-university,http://www.wikidata.org/entity/Q262854,grid.9835.7,
145,Queen Mary University of London,United Kingdom,52.1,33.1,30.0,85.4,42.7,87.0,52.1,33.1,30.0,85.4,/world-university-rankings/queen-mary-university-london,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
147,Osaka University,Japan,52.0,59.5,55.7,46.4,69.6,23.6,52.0,59.5,55.7,46.4,/world-university-rankings/osaka-university,osaka-university,http://www.wikidata.org/entity/Q651233,grid.136593.b,
148,Arizona State University,United States,51.9,38.4,45.2,79.9,31.8,27.4,51.9,38.4,45.2,79.9,/world-university-rankings/arizona-state-university,arizona-state-university,http://www.wikidata.org/entity/Q670897,grid.215654.1,
149,Technical University of Denmark,Denmark,51.7,37.9,30.0,76.9,98.7,77.0,51.7,37.9,30.0,76.9,/world-university-rankings/technical-university-denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
150,Boston College,United States,51.6,34.5,33.2,88.7,-,52.4,51.6,34.5,33.2,88.7,/world-university-rankings/boston-college,boston-college,http://www.wikidata.org/entity/Q49118,grid.208226.c,
151,Karlsruhe Institute of Technology,Germany,51.5,46.3,38.9,63.4,82.9,64.5,51.5,46.3,38.9,63.4,/world-university-rankings/karlsruhe-institute-technology,karlsruhe-institute-technology,http://www.wikidata.org/entity/Q309988,grid.7892.4,
151,University of Bern,Switzerland,51.5,43.0,36.0,69.7,42.0,77.3,51.5,43.0,36.0,69.7,/world-university-rankings/university-bern,university-bern,http://www.wikidata.org/entity/Q659080,grid.5734.5,
153,University of Exeter,United Kingdom,51.3,33.2,38.1,78.1,37.1,74.1,51.3,33.2,38.1,78.1,/world-university-rankings/university-exeter,university-exeter,http://www.wikidata.org/entity/Q1414861,grid.8391.3,
154,RWTH Aachen University,Germany,51.1,45.3,32.4,73.8,63.1,53.9,51.1,45.3,32.4,73.8,/world-university-rankings/rwth-aachen-university,rwth-aachen-university,http://www.wikidata.org/entity/Q273263,grid.1957.a,
154,"University of California, Riverside",United States,51.1,29.1,32.5,90.3,33.5,62.8,51.1,29.1,32.5,90.3,/world-university-rankings/university-california-riverside,university-california-riverside,http://www.wikidata.org/entity/Q1075148,grid.266097.c,
156,Texas A&M University,United States,50.9,46.4,58.3,49.3,45.5,47.2,50.9,46.4,58.3,49.3,/world-university-rankings/texas-am-university,texas-am-university,http://www.wikidata.org/entity/Q49212,grid.264756.4,
156,Yeshiva University,United States,50.9,51.7,30.1,78.8,-,28.4,50.9,51.7,30.1,78.8,/world-university-rankings/yeshiva-university,yeshiva-university,,grid.268433.8,101.0
158,Tel Aviv University,Israel,50.5,50.7,59.8,43.7,49.2,39.5,50.5,50.7,59.8,43.7,/world-university-rankings/tel-aviv-university,tel-aviv-university,http://www.wikidata.org/entity/Q319239,grid.12136.37,
158,University of Birmingham,United Kingdom,50.5,44.8,46.7,56.3,38.4,69.7,50.5,44.8,46.7,56.3,/world-university-rankings/university-birmingham,university-birmingham,http://www.wikidata.org/entity/Q223429,grid.6572.6,
158,University of São Paulo,Brazil,50.5,63.0,65.7,30.2,40.0,24.5,50.5,63.0,65.7,30.2,/world-university-rankings/university-sao-paulo,university-sao-paulo,http://www.wikidata.org/entity/Q835960,grid.11899.38,
161,University of Auckland,New Zealand,50.3,34.0,40.9,64.2,76.6,88.0,50.3,34.0,40.9,64.2,/world-university-rankings/university-auckland,university-auckland,http://www.wikidata.org/entity/Q492467,grid.9654.e,
162,Stony Brook University,United States,50.2,38.8,29.9,82.9,31.6,52.8,50.2,38.8,29.9,82.9,/world-university-rankings/stony-brook-university,stony-brook-university,http://www.wikidata.org/entity/Q969850,grid.36425.36,
162,University of Vienna,Austria,50.2,44.3,46.7,52.4,29.1,86.3,50.2,44.3,46.7,52.4,/world-university-rankings/university-vienna,university-vienna,http://www.wikidata.org/entity/Q165980,grid.10420.37,
164,Université Catholique de Louvain,Belgium,50.0,38.6,40.5,68.8,34.5,64.3,50.0,38.6,40.5,68.8,/world-university-rankings/universite-catholique-de-louvain,universite-catholique-de-louvain,http://www.wikidata.org/entity/Q378134,grid.7942.8,
165,University of Delaware,United States,49.7,30.0,41.6,76.6,97.7,37.3,49.7,30.0,41.6,76.6,/world-university-rankings/university-delaware,university-delaware,http://www.wikidata.org/entity/Q1068072,grid.33489.35,
166,Paris Diderot University – Paris 7,France,49.6,31.9,27.1,87.9,-,66.8,49.6,31.9,27.1,87.9,/world-university-rankings/paris-diderot-university-paris-7,paris-diderot-university-paris-7,http://www.wikidata.org/entity/Q1235608,grid.7452.4,
167,University of Texas at Dallas,United States,49.5,32.6,32.2,85.2,40.0,46.8,49.5,32.6,32.2,85.2,/world-university-rankings/university-texas-dallas,university-texas-dallas,http://www.wikidata.org/entity/Q1781394,grid.267323.1,
168,George Washington University,United States,49.4,48.1,28.0,77.1,30.0,36.6,49.4,48.1,28.0,77.1,/world-university-rankings/george-washington-university,george-washington-university,http://www.wikidata.org/entity/Q432637,grid.253615.6,
169,University of Iowa,United States,49.3,49.0,40.9,65.7,-,26.4,49.3,49.0,40.9,65.7,/world-university-rankings/university-iowa,university-iowa,http://www.wikidata.org/entity/Q182973,grid.214572.7,
170,École Normale Supérieure de Lyon,France,49.2,40.8,25.9,79.6,28.9,61.0,49.2,40.8,25.9,79.6,/world-university-rankings/ecole-normale-superieure-de-lyon,ecole-normale-superieure-de-lyon,http://www.wikidata.org/entity/Q10159,grid.15140.31,
171,University of Bonn,Germany,49.0,40.9,26.1,80.4,-,54.0,49.0,40.9,26.1,80.4,/world-university-rankings/university-bonn,university-bonn,http://www.wikidata.org/entity/Q152171,grid.10388.32,
171,University of Liverpool,United Kingdom,49.0,38.7,37.5,64.8,46.4,73.7,49.0,38.7,37.5,64.8,/world-university-rankings/university-liverpool,university-liverpool,http://www.wikidata.org/entity/Q499510,grid.10025.36,
171,University of Ottawa,Canada,49.0,40.8,41.4,63.1,43.0,58.1,49.0,40.8,41.4,63.1,/world-university-rankings/university-ottawa,university-ottawa,http://www.wikidata.org/entity/Q627969,grid.28046.38,
174,Georgetown University,United States,48.9,56.4,35.6,59.8,-,32.9,48.9,56.4,35.6,59.8,/world-university-rankings/georgetown-university,georgetown-university,http://www.wikidata.org/entity/Q333886,grid.213910.8,
174,Rensselaer Polytechnic Institute,United States,48.9,36.2,40.2,73.0,66.8,32.9,48.9,36.2,40.2,73.0,/world-university-rankings/rensselaer-polytechnic-institute,rensselaer-polytechnic-institute,http://www.wikidata.org/entity/Q49211,grid.33647.35,
176,University of Aberdeen,United Kingdom,48.8,31.9,34.3,71.5,48.9,84.1,48.8,31.9,34.3,71.5,/world-university-rankings/university-aberdeen,university-aberdeen,http://www.wikidata.org/entity/Q270532,grid.7107.1,
176,University of Adelaide,Australia,48.8,37.3,43.7,55.9,63.2,82.2,48.8,37.3,43.7,55.9,/world-university-rankings/university-adelaide,university-adelaide,http://www.wikidata.org/entity/Q15574,grid.1010.0,
176,University of East Anglia,United Kingdom,48.8,29.6,27.7,85.5,30.7,68.9,48.8,29.6,27.7,85.5,/world-university-rankings/university-east-anglia,university-east-anglia,http://www.wikidata.org/entity/Q1045828,grid.8273.e,
176,University of Reading,United Kingdom,48.8,39.3,41.1,61.3,35.2,72.4,48.8,39.3,41.1,61.3,/world-university-rankings/university-reading,university-reading,http://www.wikidata.org/entity/Q1432632,grid.9435.b,
180,Joseph Fourier University,France,48.6,36.6,26.5,81.8,36.3,56.3,48.6,36.6,26.5,81.8,/world-university-rankings/universite-joseph-fourier-grenoble,universite-joseph-fourier-grenoble,,grid.9621.c,101.0
180,Newcastle University,United Kingdom,48.6,37.9,30.5,72.1,37.4,74.4,48.6,37.9,30.5,72.1,/world-university-rankings/newcastle-university,newcastle-university,http://www.wikidata.org/entity/Q837164,grid.1006.7,
182,City University of Hong Kong,Hong Kong,48.5,35.2,41.8,64.1,53.6,64.0,48.5,35.2,41.8,64.1,/world-university-rankings/city-university-hong-kong,city-university-hong-kong,http://www.wikidata.org/entity/Q787360,grid.35030.35,
183,Yonsei University,South Korea,48.2,48.3,50.6,48.6,56.1,33.4,48.2,48.3,50.6,48.6,/world-university-rankings/yonsei-university,yonsei-university,,grid.15444.30,101.0
184,Colorado School of Mines,United States,48.0,24.9,22.5,94.3,66.0,51.2,48.0,24.9,22.5,94.3,/world-university-rankings/colorado-school-mines,colorado-school-mines,http://www.wikidata.org/entity/Q1111367,grid.254549.b,
184,University of Illinois at Chicago,United States,48.0,53.9,42.6,52.9,40.4,29.1,48.0,53.9,42.6,52.9,/world-university-rankings/university-illinois-chicago,university-illinois-chicago,http://www.wikidata.org/entity/Q955764,grid.185648.6,
184,William & Mary,United States,48.0,41.3,22.6,87.1,29.9,25.8,48.0,41.3,22.6,87.1,/world-university-rankings/william-mary,william-mary,http://www.wikidata.org/entity/Q875637,grid.264889.9,
187,University College Dublin,Ireland,47.9,31.1,31.8,74.9,35.3,76.5,47.9,31.1,31.8,74.9,/world-university-rankings/university-college-dublin,university-college-dublin,http://www.wikidata.org/entity/Q1068258,grid.7886.1,
187,University of Twente,Netherlands,47.9,35.8,46.4,55.6,79.7,61.5,47.9,35.8,46.4,55.6,/world-university-rankings/university-twente,university-twente,http://www.wikidata.org/entity/Q1547084,grid.6214.1,
189,Medical University of South Carolina,United States,47.7,46.2,39.6,59.7,77.1,27.7,47.7,46.2,39.6,59.7,/world-university-rankings/medical-university-south-carolina,medical-university-south-carolina,,grid.259828.c,101.0
190,University of Western Australia,Australia,47.3,35.0,39.9,55.7,60.0,88.4,47.3,35.0,39.9,55.7,/world-university-rankings/university-western-australia,university-western-australia,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
190,Wake Forest University,United States,47.3,37.5,22.4,89.1,48.0,19.0,47.3,37.5,22.4,89.1,/world-university-rankings/wake-forest-university,wake-forest-university,http://www.wikidata.org/entity/Q392667,grid.241167.7,
192,University of Antwerp,Belgium,47.1,33.8,35.5,64.8,100.0,58.5,47.1,33.8,35.5,64.8,/world-university-rankings/university-antwerp,university-antwerp,http://www.wikidata.org/entity/Q175241,grid.5284.b,
193,Iowa State University,United States,46.9,35.7,34.3,74.9,44.0,30.5,46.9,35.7,34.3,74.9,/world-university-rankings/iowa-state-university,iowa-state-university,http://www.wikidata.org/entity/Q1136919,grid.34421.30,
193,Technion Israel Institute of Technology,Israel,46.9,44.8,50.2,44.0,40.8,55.9,46.9,44.8,50.2,44.0,/world-university-rankings/technion-israel-institute-technology,technion-israel-institute-technology,http://www.wikidata.org/entity/Q333705,grid.6451.6,
193,University of Miami,United States,46.9,48.7,27.0,69.7,-,33.1,46.9,48.7,27.0,69.7,/world-university-rankings/university-miami,university-miami,http://www.wikidata.org/entity/Q738258,grid.26790.3a,
196,University of Leicester,United Kingdom,46.7,33.0,32.5,66.5,34.9,83.7,46.7,33.0,32.5,66.5,/world-university-rankings/university-leicester,university-leicester,http://www.wikidata.org/entity/Q1333399,grid.9918.9,
196,University of Victoria,Canada,46.7,20.2,33.7,82.7,30.6,65.9,46.7,20.2,33.7,82.7,/world-university-rankings/university-victoria,university-victoria,http://www.wikidata.org/entity/Q1458113,grid.143640.4,
198,University at Buffalo,United States,46.6,46.3,40.6,52.1,42.4,50.7,46.6,46.3,40.6,52.1,/world-university-rankings/university-buffalo,university-buffalo,http://www.wikidata.org/entity/Q681025,grid.273335.3,
199,Goethe University Frankfurt,Germany,46.4,33.3,29.7,73.9,41.4,57.6,46.4,33.3,29.7,73.9,/world-university-rankings/goethe-university-frankfurt,goethe-university-frankfurt,http://www.wikidata.org/entity/Q50662,grid.7839.5,
200,"Birkbeck, University of London",United Kingdom,46.2,27.6,30.5,72.8,29.4,83.2,46.2,27.6,30.5,72.8,/world-university-rankings/birkbeck-university-london,birkbeck-university-london,http://www.wikidata.org/entity/Q375606,grid.88379.3d,
201-225,Autonomous University of Barcelona,Spain,-,39.0,35.7,62.8,37.3,47.1,-,39.0,35.7,62.8,/world-university-rankings/autonomous-university-barcelona,autonomous-university-barcelona,http://www.wikidata.org/entity/Q43452,grid.7080.f,
201-225,Brandeis University,United States,-,27.3,27.9,83.1,37.4,45.3,-,27.3,27.9,83.1,/world-university-rankings/brandeis-university,brandeis-university,http://www.wikidata.org/entity/Q49119,grid.253264.4,
201-225,Cardiff University,United Kingdom,-,32.5,38.2,60.2,39.8,68.1,-,32.5,38.2,60.2,/world-university-rankings/cardiff-university,cardiff-university,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
201-225,Fudan University,China,-,45.3,39.5,51.3,46.3,38.6,-,45.3,39.5,51.3,/world-university-rankings/fudan-university,fudan-university,http://www.wikidata.org/entity/Q495015,grid.8547.e,
201-225,Johannes Gutenberg University of Mainz,Germany,-,33.5,18.4,85.2,-,57.0,-,33.5,18.4,85.2,/world-university-rankings/johannes-gutenberg-university-mainz,johannes-gutenberg-university-mainz,http://www.wikidata.org/entity/Q161982,grid.5802.f,
201-225,Lomonosov Moscow State University,Russian Federation,-,63.5,48.1,19.7,70.1,50.3,-,63.5,48.1,19.7,/world-university-rankings/lomonosov-moscow-state-university,lomonosov-moscow-state-university,http://www.wikidata.org/entity/Q13164,grid.14476.30,
201-225,Middle East Technical University,Turkey,-,50.8,46.0,44.6,50.6,28.0,-,50.8,46.0,44.6,/world-university-rankings/middle-east-technical-university,middle-east-technical-university,http://www.wikidata.org/entity/Q756126,grid.6935.9,
201-225,Nagoya University,Japan,-,44.2,39.2,53.3,35.5,25.3,-,44.2,39.2,53.3,/world-university-rankings/nagoya-university,nagoya-university,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
201-225,Northeastern University,United States,-,40.1,21.2,76.4,33.8,41.0,-,40.1,21.2,76.4,/world-university-rankings/northeastern-university,northeastern-university,http://www.wikidata.org/entity/Q37548,grid.261112.7,
201-225,Pompeu Fabra University,Spain,-,27.3,23.2,77.5,34.2,49.9,-,27.3,23.2,77.5,/world-university-rankings/pompeu-fabra-university,pompeu-fabra-university,http://www.wikidata.org/entity/Q24543,grid.5612.0,
201-225,Queen’s University,Canada,-,39.5,35.4,51.2,77.3,58.0,-,39.5,35.4,51.2,/world-university-rankings/queens-university,queens-university,http://www.wikidata.org/entity/Q1420038,grid.410356.5,
201-225,"St George’s, University of London",United Kingdom,-,20.0,22.6,89.7,44.1,57.9,-,20.0,22.6,89.7,/world-university-rankings/st-georges-university-london,st-georges-university-london,http://www.wikidata.org/entity/Q772421,grid.264200.2,
201-225,Sungkyunkwan University (SKKU),South Korea,-,47.1,48.7,39.3,98.7,30.9,-,47.1,48.7,39.3,/world-university-rankings/sungkyunkwan-university-skku,sungkyunkwan-university-skku,http://www.wikidata.org/entity/Q41085,grid.264381.a,
201-225,Tilburg University,Netherlands,-,38.2,54.5,33.7,54.8,56.6,-,38.2,54.5,33.7,/world-university-rankings/tilburg-university,tilburg-university,http://www.wikidata.org/entity/Q595668,grid.12295.3d,
201-225,University of Barcelona,Spain,-,32.5,33.4,71.4,30.9,46.0,-,32.5,33.4,71.4,/world-university-rankings/university-barcelona,university-barcelona,http://www.wikidata.org/entity/Q219615,grid.5841.8,
201-225,University of Dundee,United Kingdom,-,24.8,23.2,81.1,49.9,66.6,-,24.8,23.2,81.1,/world-university-rankings/university-dundee,university-dundee,http://www.wikidata.org/entity/Q1249005,grid.8241.f,
201-225,University of Erlangen-Nuremberg,Germany,-,35.0,18.7,74.6,45.2,49.0,-,35.0,18.7,74.6,/world-university-rankings/university-erlangen-nuremberg,university-erlangen-nuremberg,http://www.wikidata.org/entity/Q40025,grid.5330.5,
201-225,University of Georgia,United States,-,45.4,40.1,46.8,31.3,36.2,-,45.4,40.1,46.8,/world-university-rankings/university-georgia,university-georgia,http://www.wikidata.org/entity/Q761534,grid.213876.9,
201-225,University of Gothenburg,Sweden,-,28.3,41.9,63.8,38.6,48.4,-,28.3,41.9,63.8,/world-university-rankings/university-gothenburg,university-gothenburg,http://www.wikidata.org/entity/Q371522,grid.8761.8,
201-225,University of Innsbruck,Austria,-,36.6,17.9,71.6,38.2,88.7,-,36.6,17.9,71.6,/world-university-rankings/university-innsbruck,university-innsbruck,http://www.wikidata.org/entity/Q875788,grid.5771.4,
201-225,University of Konstanz,Germany,-,32.6,35.6,64.5,51.9,58.5,-,32.6,35.6,64.5,/world-university-rankings/university-konstanz,university-konstanz,http://www.wikidata.org/entity/Q835440,grid.9811.1,
201-225,University of Oslo,Norway,-,33.5,39.8,62.3,31.4,59.0,-,33.5,39.8,62.3,/world-university-rankings/university-oslo,university-oslo,http://www.wikidata.org/entity/Q486156,grid.5510.1,
201-225,University of Science and Technology of China,China,-,39.2,27.7,72.7,50.1,22.0,-,39.2,27.7,72.7,/world-university-rankings/university-science-and-technology-china,university-science-and-technology-china,http://www.wikidata.org/entity/Q1074103,grid.59053.3a,
201-225,University of Strasbourg,France,-,29.7,29.2,72.0,34.8,68.3,-,29.7,29.2,72.0,/world-university-rankings/university-strasbourg,university-strasbourg,http://www.wikidata.org/entity/Q157575,grid.11843.3f,
201-225,University of Tübingen,Germany,-,36.3,25.1,73.8,31.6,56.3,-,36.3,25.1,73.8,/world-university-rankings/university-tubingen,university-tubingen,http://www.wikidata.org/entity/Q153978,grid.10392.39,
226-250,Bilkent University,Turkey,-,34.7,30.5,60.1,39.9,42.0,-,34.7,30.5,60.1,/world-university-rankings/bilkent-university,bilkent-university,http://www.wikidata.org/entity/Q861904,grid.18376.3b,
226-250,Carleton University,Canada,-,18.3,26.7,75.1,-,56.8,-,18.3,26.7,75.1,/world-university-rankings/carleton-university,carleton-university,http://www.wikidata.org/entity/Q1041737,grid.34428.39,
226-250,Chalmers University of Technology,Sweden,-,29.9,41.5,47.7,78.5,65.3,-,29.9,41.5,47.7,/world-university-rankings/chalmers-university-technology,chalmers-university-technology,http://www.wikidata.org/entity/Q836805,grid.5371.0,
226-250,Florida Institute of Technology,United States,-,16.2,11.9,92.5,28.7,58.4,-,16.2,11.9,92.5,/world-university-rankings/florida-institute-technology,florida-institute-technology,http://www.wikidata.org/entity/Q3152650,grid.255966.b,
226-250,Georgia Health Sciences University,United States,-,49.4,17.5,62.0,43.6,32.6,-,49.4,17.5,62.0,/world-university-rankings/georgia-health-sciences-university,georgia-health-sciences-university,,grid.410427.4,103.0
226-250,Indian Institute of Technology Kharagpur,India,-,44.2,45.3,39.0,72.4,16.1,-,44.2,45.3,39.0,/world-university-rankings/indian-institute-technology-kharagpur,indian-institute-technology-kharagpur,http://www.wikidata.org/entity/Q1661243,grid.429017.9,
226-250,Korea University,South Korea,-,44.7,43.7,39.4,52.1,27.3,-,44.7,43.7,39.4,/world-university-rankings/korea-university,korea-university,http://www.wikidata.org/entity/Q39997,grid.222754.4,
226-250,Koç University,Turkey,-,20.4,22.3,79.2,37.9,52.8,-,20.4,22.3,79.2,/world-university-rankings/koc-university,koc-university,http://www.wikidata.org/entity/Q1193155,grid.15876.3d,
226-250,Laval University,Canada,-,36.4,27.3,57.5,56.6,54.4,-,36.4,27.3,57.5,/world-university-rankings/laval-university,laval-university,http://www.wikidata.org/entity/Q1067935,grid.23856.3a,
226-250,Mines ParisTech,France,-,39.5,25.6,51.7,99.4,62.4,-,39.5,25.6,51.7,/world-university-rankings/mines-paristech,mines-paristech,,grid.58140.38,101.0
226-250,National Research Nuclear University MEPhI,Russian Federation,-,20.9,10.6,100.0,59.6,18.8,-,20.9,10.6,100.0,/world-university-rankings/national-research-nuclear-university-mephi,national-research-nuclear-university-mephi,http://www.wikidata.org/entity/Q56837,grid.183446.c,
226-250,National Tsing Hua University,Taiwan,-,45.5,44.1,44.4,44.0,20.1,-,45.5,44.1,44.4,/world-university-rankings/national-tsing-hua-university,national-tsing-hua-university,http://www.wikidata.org/entity/Q43406,grid.38348.34,
226-250,Simon Fraser University,Canada,-,24.0,35.3,61.0,41.6,55.6,-,24.0,35.3,61.0,/world-university-rankings/simon-fraser-university,simon-fraser-university,http://www.wikidata.org/entity/Q201603,grid.61971.38,
226-250,Technical University of Darmstadt,Germany,-,37.8,31.8,44.4,84.4,64.4,-,37.8,31.8,44.4,/world-university-rankings/technical-university-darmstadt,technical-university-darmstadt,http://www.wikidata.org/entity/Q310695,grid.6546.1,
226-250,Tulane University,United States,-,42.8,22.6,66.8,-,31.2,-,42.8,22.6,66.8,/world-university-rankings/tulane-university,tulane-university,http://www.wikidata.org/entity/Q1193547,grid.265219.b,
226-250,University of Bergen,Norway,-,28.3,26.8,66.2,41.1,71.0,-,28.3,26.8,66.2,/world-university-rankings/university-bergen,university-bergen,http://www.wikidata.org/entity/Q204457,grid.7914.b,
226-250,University of Calgary,Canada,-,37.3,35.8,47.1,42.8,62.2,-,37.3,35.8,47.1,/world-university-rankings/university-calgary,university-calgary,http://www.wikidata.org/entity/Q1067471,grid.22072.35,
226-250,University of Cincinnati,United States,-,34.9,26.5,69.5,35.8,23.9,-,34.9,26.5,69.5,/world-university-rankings/university-cincinnati,university-cincinnati,http://www.wikidata.org/entity/Q153265,grid.24827.3b,
226-250,University of Missouri-Columbia,United States,-,40.4,45.8,45.2,31.1,30.8,-,40.4,45.8,45.2,/world-university-rankings/university-missouri-columbia,university-missouri-columbia,,grid.134936.a,103.0
226-250,University of Otago,New Zealand,-,28.8,30.9,54.8,37.2,85.4,-,28.8,30.9,54.8,/world-university-rankings/university-otago,university-otago,http://www.wikidata.org/entity/Q1201513,grid.29980.3a,
226-250,University of South Florida,United States,-,32.6,42.0,48.4,98.9,19.7,-,32.6,42.0,48.4,/world-university-rankings/university-south-florida,university-south-florida,http://www.wikidata.org/entity/Q500606,grid.170693.a,
226-250,University of the Witwatersrand,South Africa,-,28.6,38.3,49.8,98.4,65.1,-,28.6,38.3,49.8,/world-university-rankings/university-witwatersrand,university-witwatersrand,http://www.wikidata.org/entity/Q534643,grid.11951.3d,
226-250,University of Waterloo,Canada,-,34.7,42.1,41.8,39.4,58.3,-,34.7,42.1,41.8,/world-university-rankings/university-waterloo,university-waterloo,http://www.wikidata.org/entity/Q1049470,grid.46078.3d,
226-250,University of Würzburg,Germany,-,33.0,19.4,70.9,30.4,44.8,-,33.0,19.4,70.9,/world-university-rankings/university-wurzburg,university-wurzburg,http://www.wikidata.org/entity/Q161976,grid.8379.5,
226-250,Université Libre de Bruxelles,Belgium,-,25.6,30.6,59.3,54.9,78.2,-,25.6,30.6,59.3,/world-university-rankings/universite-libre-de-bruxelles,universite-libre-de-bruxelles,http://www.wikidata.org/entity/Q574606,grid.4989.c,
226-250,Western University,Canada,-,39.4,37.2,44.8,44.6,51.3,-,39.4,37.2,44.8,/world-university-rankings/western-university,western-university,http://www.wikidata.org/entity/Q1144262,grid.39381.30,
251-275,Aalto University,Finland,-,34.4,26.8,50.1,73.7,52.0,-,34.4,26.8,50.1,/world-university-rankings/aalto-university,aalto-university,http://www.wikidata.org/entity/Q300980,grid.5373.2,
251-275,Dalhousie University,Canada,-,30.2,29.8,54.3,65.0,59.1,-,30.2,29.8,54.3,/world-university-rankings/dalhousie-university,dalhousie-university,http://www.wikidata.org/entity/Q579321,grid.55602.34,
251-275,Hong Kong Polytechnic University,Hong Kong,-,34.6,41.2,39.8,42.2,65.4,-,34.6,41.2,39.8,/world-university-rankings/hong-kong-polytechnic-university,hong-kong-polytechnic-university,http://www.wikidata.org/entity/Q1187271,grid.16890.36,
251-275,Indian Institute of Technology Bombay,India,-,47.3,33.1,45.6,52.7,19.9,-,47.3,33.1,45.6,/world-university-rankings/indian-institute-technology-bombay,indian-institute-technology-bombay,http://www.wikidata.org/entity/Q1661242,grid.417971.d,
