rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
129,Stockholm University,Sweden,54.0,36.9,49.2,75.9,31.7,-,54.0,36.9,49.2,75.9,/world-university-rankings/stockholm-university,stockholm-university,http://www.wikidata.org/entity/Q221645,grid.10548.38,
130,Osaka University,Japan,53.4,61.7,63.4,40.0,73.4,20.1,53.4,61.7,63.4,40.0,/world-university-rankings/osaka-university,osaka-university,http://www.wikidata.org/entity/Q651233,grid.136593.b,
130,University of Victoria,Canada,53.4,32.9,48.3,79.1,27.4,-,53.4,32.9,48.3,79.1,/world-university-rankings/university-victoria,university-victoria,http://www.wikidata.org/entity/Q1458113,grid.143640.4,
132,Tohoku University,Japan,53.3,60.3,62.5,41.2,82.3,20.1,53.3,60.3,62.5,41.2,/world-university-rankings/tohoku-university,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
132,University of Freiburg,Germany,53.3,52.4,41.4,64.3,79.8,46.2,53.3,52.4,41.4,64.3,/world-university-rankings/university-freiburg,university-freiburg,http://www.wikidata.org/entity/Q153987,grid.5963.9,
132,University of Iowa,United States,53.3,48.6,59.8,54.8,-,31.7,53.3,48.6,59.8,54.8,/world-university-rankings/university-iowa,university-iowa,http://www.wikidata.org/entity/Q182973,grid.214572.7,
135,University of Bergen,Norway,52.7,39.9,42.1,73.1,41.5,66.6,52.7,39.9,42.1,73.1,/world-university-rankings/university-bergen,university-bergen,http://www.wikidata.org/entity/Q204457,grid.7914.b,
136,University of Lausanne,Switzerland,52.6,43.1,50.5,59.1,42.5,84.1,52.6,43.1,50.5,59.1,/world-university-rankings/university-lausanne,university-lausanne,http://www.wikidata.org/entity/Q658975,grid.9851.5,
137,University of Sheffield,United Kingdom,52.5,48.9,49.2,58.4,40.3,62.7,52.5,48.9,49.2,58.4,/world-university-rankings/university-sheffield,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
138,University of Montreal,Canada,52.4,56.1,49.4,51.9,-,-,52.4,56.1,49.4,51.9,/world-university-rankings/university-montreal,university-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
139,Vrije Universiteit Amsterdam,Netherlands,52.3,47.6,51.6,58.5,81.4,30.6,52.3,47.6,51.6,58.5,/world-university-rankings/vrije-universiteit-amsterdam,vrije-universiteit-amsterdam,http://www.wikidata.org/entity/Q1065414,grid.12380.38,
140,Pierre and Marie Curie University,France,52.2,51.9,37.2,71.5,26.4,30.7,52.2,51.9,37.2,71.5,/world-university-rankings/pierre-and-marie-curie-university,pierre-and-marie-curie-university,http://www.wikidata.org/entity/Q1144549,grid.5805.8,
140,University of Dundee,United Kingdom,52.2,34.1,41.0,79.3,49.3,54.4,52.2,34.1,41.0,79.3,/world-university-rankings/university-dundee,university-dundee,http://www.wikidata.org/entity/Q1249005,grid.8241.f,
142,University of Barcelona,Spain,52.1,34.1,33.7,91.9,30.0,22.3,52.1,34.1,33.7,91.9,/world-university-rankings/university-barcelona,university-barcelona,http://www.wikidata.org/entity/Q219615,grid.5841.8,
143,Utrecht University,Netherlands,52.0,43.4,53.0,58.8,55.3,52.6,52.0,43.4,53.0,58.8,/world-university-rankings/utrecht-university,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
144,Wageningen University & Research,Netherlands,51.9,58.5,48.8,53.0,-,24.3,51.9,58.5,48.8,53.0,/world-university-rankings/wageningen-university-research,wageningen-university-research,http://www.wikidata.org/entity/Q422208,grid.4818.5,
145,University of Auckland,New Zealand,51.8,34.8,39.2,71.8,61.1,94.3,51.8,34.8,39.2,71.8,/world-university-rankings/university-auckland,university-auckland,http://www.wikidata.org/entity/Q492467,grid.9654.e,
145,University of Birmingham,United Kingdom,51.8,50.3,50.7,52.1,34.8,73.8,51.8,50.3,50.7,52.1,/world-university-rankings/university-birmingham,university-birmingham,http://www.wikidata.org/entity/Q223429,grid.6572.6,
147,Alexandria University,Egypt,51.6,29.5,28.0,99.8,36.0,19.3,51.6,29.5,28.0,99.8,/world-university-rankings/alexandria-university,alexandria-university,http://www.wikidata.org/entity/Q1424632,grid.7155.6,
147,Uppsala University,Sweden,51.6,49.6,62.2,40.7,39.5,77.9,51.6,49.6,62.2,40.7,/world-university-rankings/uppsala-university,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
149,Hong Kong Polytechnic University,Hong Kong,51.4,39.4,45.7,62.4,57.2,82.9,51.4,39.4,45.7,62.4,/world-university-rankings/hong-kong-polytechnic-university,hong-kong-polytechnic-university,http://www.wikidata.org/entity/Q1187271,grid.16890.36,
149,University of Aberdeen,United Kingdom,51.4,37.8,45.2,64.6,47.0,86.1,51.4,37.8,45.2,64.6,/world-university-rankings/university-aberdeen,university-aberdeen,http://www.wikidata.org/entity/Q270532,grid.7107.1,
151,Delft University of Technology,Netherlands,51.3,55.5,67.7,29.0,99.4,47.4,51.3,55.5,67.7,29.0,/world-university-rankings/delft-university-technology,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
152,"Birkbeck, University of London",United Kingdom,51.2,41.2,35.8,70.6,27.4,88.5,51.2,41.2,35.8,70.6,/world-university-rankings/birkbeck-university-london,birkbeck-university-london,http://www.wikidata.org/entity/Q375606,grid.88379.3d,
152,Newcastle University,United Kingdom,51.2,42.7,42.8,63.6,31.1,80.5,51.2,42.7,42.8,63.6,/world-university-rankings/newcastle-university,newcastle-university,http://www.wikidata.org/entity/Q837164,grid.1006.7,
152,University of New South Wales,Australia,51.2,49.5,48.9,51.2,60.0,70.7,51.2,49.5,48.9,51.2,/world-university-rankings/university-new-south-wales,university-new-south-wales,http://www.wikidata.org/entity/Q734764,grid.1005.4,
155,Pompeu Fabra University,Spain,51.1,35.0,33.0,84.7,40.0,44.1,51.1,35.0,33.0,84.7,/world-university-rankings/pompeu-fabra-university,pompeu-fabra-university,http://www.wikidata.org/entity/Q24543,grid.5612.0,
156,Indiana University,United States,51.0,48.5,42.5,63.2,-,37.7,51.0,48.5,42.5,63.2,/world-university-rankings/indiana-university,indiana-university,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
156,Iowa State University,United States,51.0,49.3,49.6,58.2,49.6,23.2,51.0,49.3,49.6,58.2,/world-university-rankings/iowa-state-university,iowa-state-university,http://www.wikidata.org/entity/Q1136919,grid.34421.30,
158,Georgia Health Sciences University,United States,50.7,67.3,41.7,48.9,50.1,16.3,50.7,67.3,41.7,48.9,/world-university-rankings/georgia-health-sciences-university,georgia-health-sciences-university,,grid.410427.4,103.0
159,Erasmus University Rotterdam,Netherlands,50.4,39.4,43.6,65.5,-,58.6,50.4,39.4,43.6,65.5,/world-university-rankings/erasmus-university-rotterdam,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
159,University of Delaware,United States,50.4,38.4,51.9,61.3,100.0,16.8,50.4,38.4,51.9,61.3,/world-university-rankings/university-delaware,university-delaware,http://www.wikidata.org/entity/Q1068072,grid.33489.35,
161,Arizona State University,United States,50.3,43.0,44.1,66.9,-,24.1,50.3,43.0,44.1,66.9,/world-university-rankings/arizona-state-university,arizona-state-university,http://www.wikidata.org/entity/Q670897,grid.215654.1,
161,Boston College,United States,50.3,40.1,33.6,78.0,-,31.6,50.3,40.1,33.6,78.0,/world-university-rankings/boston-college,boston-college,http://www.wikidata.org/entity/Q49118,grid.208226.c,
163,National Sun Yat-Sen University,Taiwan,50.2,46.1,50.6,58.9,37.5,21.3,50.2,46.1,50.6,58.9,/world-university-rankings/national-sun-yat-sen-university,national-sun-yat-sen-university,http://www.wikidata.org/entity/Q32751,grid.412036.2,
164,Georgetown University,United States,50.1,65.1,44.7,45.0,-,24.7,50.1,65.1,44.7,45.0,/world-university-rankings/georgetown-university,georgetown-university,http://www.wikidata.org/entity/Q333886,grid.213910.8,
165,University of Amsterdam,Netherlands,50.0,42.5,49.2,60.2,38.8,38.2,50.0,42.5,49.2,60.2,/world-university-rankings/university-amsterdam,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
165,University of Liverpool,United Kingdom,50.0,40.8,47.8,59.6,40.6,59.8,50.0,40.8,47.8,59.6,/world-university-rankings/university-liverpool,university-liverpool,http://www.wikidata.org/entity/Q499510,grid.10025.36,
167,Aarhus University,Denmark,49.9,38.1,55.6,57.3,61.5,33.4,49.9,38.1,55.6,57.3,/world-university-rankings/aarhus-university,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
168,University of Leeds,United Kingdom,49.8,46.2,48.0,55.6,38.3,50.0,49.8,46.2,48.0,55.6,/world-university-rankings/university-leeds,university-leeds,http://www.wikidata.org/entity/Q503424,grid.9909.9,
168,University of Würzburg,Germany,49.8,48.7,40.9,60.4,-,40.3,49.8,48.7,40.9,60.4,/world-university-rankings/university-wurzburg,university-wurzburg,http://www.wikidata.org/entity/Q161976,grid.8379.5,
170,University of Groningen,Netherlands,49.7,41.7,56.4,54.1,34.2,35.5,49.7,41.7,56.4,54.1,/world-university-rankings/university-groningen,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
171,Sun Yat-sen University,China,49.6,46.2,34.7,70.2,41.2,29.3,49.6,46.2,34.7,70.2,/world-university-rankings/sun-yat-sen-university,sun-yat-sen-university,http://www.wikidata.org/entity/Q178972,grid.12981.33,
172,Goethe University Frankfurt,Germany,49.4,39.2,37.3,69.5,41.6,56.1,49.4,39.2,37.3,69.5,/world-university-rankings/goethe-university-frankfurt,goethe-university-frankfurt,http://www.wikidata.org/entity/Q50662,grid.7839.5,
173,Bielefeld University,Germany,49.3,39.9,35.7,70.4,-,-,49.3,39.9,35.7,70.4,/world-university-rankings/bielefeld-university,bielefeld-university,http://www.wikidata.org/entity/Q24382,grid.7491.b,
174,"Nanyang Technological University, Singapore",Singapore,49.0,43.6,51.7,45.0,40.0,96.3,49.0,43.6,51.7,45.0,/world-university-rankings/nanyang-technological-university-singapore,nanyang-technological-university-singapore,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
174,University of East Anglia,United Kingdom,49.0,42.1,40.4,62.8,29.7,62.8,49.0,42.1,40.4,62.8,/world-university-rankings/university-east-anglia,university-east-anglia,http://www.wikidata.org/entity/Q1045828,grid.8273.e,
174,University of Nottingham,United Kingdom,49.0,46.8,44.1,52.5,38.4,74.8,49.0,46.8,44.1,52.5,/world-university-rankings/university-nottingham,university-nottingham,http://www.wikidata.org/entity/Q472316,grid.4563.4,
177,University of Copenhagen,Denmark,48.8,44.1,45.7,58.3,26.1,45.8,48.8,44.1,45.7,58.3,/world-university-rankings/university-copenhagen,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
178,Humboldt University of Berlin,Germany,48.5,50.9,44.5,52.0,27.8,46.1,48.5,50.9,44.5,52.0,/world-university-rankings/humboldt-university-berlin,humboldt-university-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
178,Monash University,Australia,48.5,39.4,38.8,60.5,40.8,87.1,48.5,39.4,38.8,60.5,/world-university-rankings/monash-university,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
178,University of Bonn,Germany,48.5,46.8,33.8,65.3,29.4,46.8,48.5,46.8,33.8,65.3,/world-university-rankings/university-bonn,university-bonn,http://www.wikidata.org/entity/Q152171,grid.10388.32,
181,National Chiao Tung University,Taiwan,48.3,53.2,54.4,32.9,98.7,57.9,48.3,53.2,54.4,32.9,/world-university-rankings/national-chiao-tung-university,national-chiao-tung-university,http://www.wikidata.org/entity/Q43401,grid.260539.b,
182,RWTH Aachen University,Germany,48.2,50.0,42.5,48.9,56.6,63.8,48.2,50.0,42.5,48.9,/world-university-rankings/rwth-aachen-university,rwth-aachen-university,http://www.wikidata.org/entity/Q273263,grid.1957.a,
183,Middle East Technical University,Turkey,47.7,39.5,39.5,66.4,43.9,27.2,47.7,39.5,39.5,66.4,/world-university-rankings/middle-east-technical-university,middle-east-technical-university,http://www.wikidata.org/entity/Q756126,grid.6935.9,
184,University of Exeter,United Kingdom,47.6,40.4,42.5,57.9,32.2,62.8,47.6,40.4,42.5,57.9,/world-university-rankings/university-exeter,university-exeter,http://www.wikidata.org/entity/Q1414861,grid.8391.3,
185,University of Twente,Netherlands,47.5,49.9,48.3,42.0,49.8,62.4,47.5,49.9,48.3,42.0,/world-university-rankings/university-twente,university-twente,http://www.wikidata.org/entity/Q1547084,grid.6214.1,
186,University of Konstanz,Germany,47.3,42.7,40.1,51.3,-,93.6,47.3,42.7,40.1,51.3,/world-university-rankings/university-konstanz,university-konstanz,http://www.wikidata.org/entity/Q835440,grid.9811.1,
187,Karlsruhe Institute of Technology,Germany,47.2,45.0,35.4,60.7,40.0,47.3,47.2,45.0,35.4,60.7,/world-university-rankings/karlsruhe-institute-technology,karlsruhe-institute-technology,http://www.wikidata.org/entity/Q309988,grid.7892.4,
187,University of Innsbruck,Austria,47.2,37.9,34.8,60.2,35.0,99.5,47.2,37.9,34.8,60.2,/world-university-rankings/university-innsbruck,university-innsbruck,http://www.wikidata.org/entity/Q875788,grid.5771.4,
189,University of Tübingen,Germany,47.0,45.9,36.3,57.3,32.3,57.8,47.0,45.9,36.3,57.3,/world-university-rankings/university-tubingen,university-tubingen,http://www.wikidata.org/entity/Q153978,grid.10392.39,
190,Drexel University,United States,46.9,45.0,35.9,58.2,27.4,60.6,46.9,45.0,35.9,58.2,/world-university-rankings/drexel-university,drexel-university,http://www.wikidata.org/entity/Q603034,grid.166341.7,
190,University of Cincinnati,United States,46.9,43.6,40.4,61.5,32.5,18.9,46.9,43.6,40.4,61.5,/world-university-rankings/university-cincinnati,university-cincinnati,http://www.wikidata.org/entity/Q153265,grid.24827.3b,
190,Yonsei University,South Korea,46.9,43.0,48.7,52.2,40.4,28.0,46.9,43.0,48.7,52.2,/world-university-rankings/yonsei-university,yonsei-university,,grid.15444.30,101.0
193,Dalhousie University,Canada,46.8,41.6,50.2,48.8,-,44.9,46.8,41.6,50.2,48.8,/world-university-rankings/dalhousie-university,dalhousie-university,http://www.wikidata.org/entity/Q579321,grid.55602.34,
193,KTH Royal Institute of Technology,Sweden,46.8,49.1,56.2,29.2,100.0,64.2,46.8,49.1,56.2,29.2,/world-university-rankings/kth-royal-institute-technology,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
195,University of Vienna,Austria,46.7,47.6,45.7,45.6,27.0,63.2,46.7,47.6,45.7,45.6,/world-university-rankings/university-vienna,university-vienna,http://www.wikidata.org/entity/Q165980,grid.10420.37,
196,Kent State University,United States,46.5,33.5,33.3,76.8,26.3,15.9,46.5,33.5,33.3,76.8,/world-university-rankings/kent-state-university,kent-state-university,http://www.wikidata.org/entity/Q1473615,grid.258518.3,
197,University of Illinois at Chicago,United States,46.4,57.8,46.8,34.7,-,51.8,46.4,57.8,46.8,34.7,/world-university-rankings/university-illinois-chicago,university-illinois-chicago,http://www.wikidata.org/entity/Q955764,grid.185648.6,
197,Zhejiang University,China,46.4,54.6,41.3,44.3,70.3,29.6,46.4,54.6,41.3,44.3,/world-university-rankings/zhejiang-university,zhejiang-university,http://www.wikidata.org/entity/Q197543,grid.13402.34,
199,Simon Fraser University,Canada,46.2,32.9,44.2,60.2,37.9,51.9,46.2,32.9,44.2,60.2,/world-university-rankings/simon-fraser-university,simon-fraser-university,http://www.wikidata.org/entity/Q201603,grid.61971.38,
199,Swedish University of Agricultural Sciences,Sweden,46.2,43.3,49.5,41.7,99.9,-,46.2,43.3,49.5,41.7,/world-university-rankings/swedish-university-agricultural-sciences,swedish-university-agricultural-sciences,http://www.wikidata.org/entity/Q1312762,grid.6341.0,
