rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
11,"University of California, Los Angeles",United States,87.7,83.0,92.9,93.2,-,48.1,87.7,83.0,92.9,93.2,/world-university-rankings/university-california-los-angeles,university-california-los-angeles,http://www.wikidata.org/entity/Q174710,grid.19006.3e,
12,University of Chicago,United States,86.9,79.1,87.9,96.9,-,62.8,86.9,79.1,87.9,96.9,/world-university-rankings/university-chicago,university-chicago,http://www.wikidata.org/entity/Q131252,grid.170205.1,
13,Johns Hopkins University,United States,86.4,80.9,89.2,92.3,100.0,58.5,86.4,80.9,89.2,92.3,/world-university-rankings/johns-hopkins-university,johns-hopkins-university,http://www.wikidata.org/entity/Q193727,grid.21107.35,
14,Cornell University,United States,83.9,82.2,88.8,88.1,34.7,62.4,83.9,82.2,88.8,88.1,/world-university-rankings/cornell-university,cornell-university,http://www.wikidata.org/entity/Q49115,grid.5386.8,
15,ETH Zurich,Switzerland,83.4,77.5,87.8,83.1,-,93.7,83.4,77.5,87.8,83.1,/world-university-rankings/eth-zurich,eth-zurich,,grid.5801.c,103.0
15,University of Michigan,United States,83.4,83.9,89.1,84.1,59.6,53.3,83.4,83.9,89.1,84.1,/world-university-rankings/university-michigan,university-michigan,http://www.wikidata.org/entity/Q230492,grid.214458.e,
17,University of Toronto,Canada,82.0,75.8,87.9,82.2,-,-,82.0,75.8,87.9,82.2,/world-university-rankings/university-toronto,university-toronto,http://www.wikidata.org/entity/Q180865,grid.17063.33,
18,Columbia University,United States,81.0,73.8,73.8,92.6,-,90.9,81.0,73.8,73.8,92.6,/world-university-rankings/columbia-university,columbia-university,http://www.wikidata.org/entity/Q49088,grid.21729.3f,
19,University of Pennsylvania,United States,79.5,71.8,82.7,93.6,43.7,32.9,79.5,71.8,82.7,93.6,/world-university-rankings/university-pennsylvania,university-pennsylvania,http://www.wikidata.org/entity/Q49117,grid.25879.31,
20,Carnegie Mellon University,United States,79.3,70.3,79.3,95.7,53.7,39.1,79.3,70.3,79.3,95.7,/world-university-rankings/carnegie-mellon-university,carnegie-mellon-university,http://www.wikidata.org/entity/Q190080,grid.147455.6,
21,University of Hong Kong,Hong Kong,79.2,68.4,71.4,96.1,56.5,91.4,79.2,68.4,71.4,96.1,/world-university-rankings/university-hong-kong,university-hong-kong,http://www.wikidata.org/entity/Q15568,grid.194645.b,
22,UCL,United Kingdom,78.4,74.0,81.6,80.6,39.0,90.8,78.4,74.0,81.6,80.6,/world-university-rankings/ucl,ucl,http://www.wikidata.org/entity/Q193196,grid.83440.3b,
23,University of Washington,United States,78.0,68.2,77.1,95.9,32.8,49.0,78.0,68.2,77.1,95.9,/world-university-rankings/university-washington,university-washington,http://www.wikidata.org/entity/Q219563,grid.34477.33,
24,Duke University,United States,76.5,66.8,71.5,92.3,100.0,49.4,76.5,66.8,71.5,92.3,/world-university-rankings/duke-university,duke-university,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
25,Northwestern University,United States,75.9,64.5,68.8,95.3,-,60.5,75.9,64.5,68.8,95.3,/world-university-rankings/northwestern-university,northwestern-university,http://www.wikidata.org/entity/Q309350,grid.16753.36,
26,The University of Tokyo,Japan,75.6,87.7,91.9,58.1,-,18.4,75.6,87.7,91.9,58.1,/world-university-rankings/university-tokyo,university-tokyo,http://www.wikidata.org/entity/Q7842,grid.26999.3d,
27,Georgia Institute of Technology,United States,75.3,67.9,72.6,83.2,95.1,73.2,75.3,67.9,72.6,83.2,/world-university-rankings/georgia-institute-technology,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
28,Pohang University of Science and Technology (POSTECH),South Korea,75.1,69.5,62.5,96.5,100.0,32.6,75.1,69.5,62.5,96.5,/world-university-rankings/pohang-university-science-and-technology-postech,pohang-university-science-and-technology-postech,,grid.49100.3c,103.0
29,"University of California, Santa Barbara",United States,75.0,56.6,68.0,98.8,89.8,64.3,75.0,56.6,68.0,98.8,/world-university-rankings/university-california-santa-barbara,university-california-santa-barbara,http://www.wikidata.org/entity/Q263064,grid.133342.4,
30,University of British Columbia,Canada,73.8,65.1,74.8,80.3,42.6,93.3,73.8,65.1,74.8,80.3,/world-university-rankings/university-british-columbia,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
30,University of North Carolina at Chapel Hill,United States,73.8,70.9,75.1,85.0,50.2,21.5,73.8,70.9,75.1,85.0,/world-university-rankings/university-north-carolina-chapel-hill,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
32,"University of California, San Diego",United States,73.2,59.8,76.3,90.8,51.8,31.6,73.2,59.8,76.3,90.8,/world-university-rankings/university-california-san-diego,university-california-san-diego,http://www.wikidata.org/entity/Q622664,grid.266100.3,
33,University of Illinois at Urbana-Champaign,United States,73.0,68.1,80.9,72.9,-,55.9,73.0,68.1,80.9,72.9,/world-university-rankings/university-illinois-urbana-champaign,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
34,National University of Singapore,Singapore,72.9,65.5,72.6,78.7,40.5,97.8,72.9,65.5,72.6,78.7,/world-university-rankings/national-university-singapore,national-university-singapore,http://www.wikidata.org/entity/Q738236,grid.4280.e,
35,McGill University,Canada,71.7,69.0,74.9,69.0,-,85.9,71.7,69.0,74.9,69.0,/world-university-rankings/mcgill-university,mcgill-university,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
36,University of Melbourne,Australia,71.0,58.7,69.2,83.3,47.7,88.0,71.0,58.7,69.2,83.3,/world-university-rankings/university-melbourne,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
37,Peking University,China,70.7,76.4,61.3,72.2,98.6,68.6,70.7,76.4,61.3,72.2,/world-university-rankings/peking-university,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
38,Washington University in St Louis,United States,69.9,58.9,63.0,88.6,-,56.4,69.9,58.9,63.0,88.6,/world-university-rankings/washington-university-st-louis,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
39,École Polytechnique,France,69.5,57.9,56.1,91.4,-,77.9,69.5,57.9,56.1,91.4,/world-university-rankings/ecole-polytechnique,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
40,University of Edinburgh,United Kingdom,69.2,59.9,61.9,86.8,42.2,67.3,69.2,59.9,61.9,86.8,/world-university-rankings/university-edinburgh,university-edinburgh,http://www.wikidata.org/entity/Q160302,grid.4305.2,
41,Hong Kong University of Science and Technology,Hong Kong,69.0,50.4,51.8,98.2,64.1,97.4,69.0,50.4,51.8,98.2,/world-university-rankings/hong-kong-university-science-and-technology,hong-kong-university-science-and-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
42,École Normale Supérieure,France,68.6,66.8,48.2,95.7,30.7,44.9,68.6,66.8,48.2,95.7,/world-university-rankings/ecole-normale-superieure,ecole-normale-superieure,,grid.5607.4,101.0
43,Australian National University,Australia,67.0,51.9,62.4,81.0,-,93.9,67.0,51.9,62.4,81.0,/world-university-rankings/australian-national-university,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
43,Karolinska Institute,Sweden,67.0,65.8,72.7,62.3,73.3,-,67.0,65.8,72.7,62.3,/world-university-rankings/karolinska-institute,karolinska-institute,http://www.wikidata.org/entity/Q219564,grid.4714.6,
43,University of Göttingen,Germany,67.0,57.3,55.9,92.5,31.7,44.5,67.0,57.3,55.9,92.5,/world-university-rankings/university-gottingen,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
43,University of Wisconsin,United States,67.0,55.5,64.6,83.4,-,43.7,67.0,55.5,64.6,83.4,/world-university-rankings/university-of-wisconsin,university-of-wisconsin,,grid.14003.36,103.0
47,Rice University,United States,66.9,57.4,50.6,99.1,29.2,31.2,66.9,57.4,50.6,99.1,/world-university-rankings/rice-university,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
48,École Polytechnique Fédérale de Lausanne,Switzerland,66.5,55.0,56.1,83.8,38.0,100.0,66.5,55.0,56.1,83.8,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,ecole-polytechnique-federale-de-lausanne,http://www.wikidata.org/entity/Q262760,grid.5333.6,
49,"University of California, Irvine",United States,66.0,49.4,54.7,91.6,-,66.3,66.0,49.4,54.7,91.6,/world-university-rankings/university-california-irvine,university-california-irvine,http://www.wikidata.org/entity/Q868421,grid.266093.8,
49,University of Science and Technology of China,China,66.0,57.5,48.6,92.7,30.3,-,66.0,57.5,48.6,92.7,/world-university-rankings/university-science-and-technology-china,university-science-and-technology-china,http://www.wikidata.org/entity/Q1074103,grid.59053.3a,
51,Vanderbilt University,United States,65.9,64.9,59.5,78.1,84.2,22.1,65.9,64.9,59.5,78.1,/world-university-rankings/vanderbilt-university,vanderbilt-university,http://www.wikidata.org/entity/Q29052,grid.152326.1,
52,University of Minnesota Twin Cities,United States,65.6,57.6,69.1,76.4,-,23.0,65.6,57.6,69.1,76.4,/world-university-rankings/university-minnesota-0,university-minnesota-0,http://www.wikidata.org/entity/Q238101,grid.17635.36,
53,Tufts University,United States,65.2,64.1,52.3,83.9,-,28.3,65.2,64.1,52.3,83.9,/world-university-rankings/tufts-university,tufts-university,http://www.wikidata.org/entity/Q49120,grid.429997.8,
54,"University of California, Davis",United States,65.0,57.3,70.7,68.8,48.0,60.5,65.0,57.3,70.7,68.8,/world-university-rankings/university-california-davis,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
55,Brown University,United States,64.9,59.7,57.0,77.7,-,60.5,64.9,59.7,57.0,77.7,/world-university-rankings/brown-university,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
56,University of Massachusetts,United States,64.7,61.3,72.6,67.9,53.9,22.6,64.7,61.3,72.6,67.9,/world-university-rankings/university-massachusetts,university-massachusetts,http://www.wikidata.org/entity/Q15142,grid.266683.f,
57,Kyoto University,Japan,64.6,78.9,77.7,46.3,67.1,18.4,64.6,78.9,77.7,46.3,/world-university-rankings/kyoto-university,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
58,Tsinghua University,China,64.2,74.9,66.6,52.7,97.8,43.0,64.2,74.9,66.6,52.7,/world-university-rankings/tsinghua-university,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
59,Boston University,United States,64.0,53.6,51.9,91.4,29.6,38.1,64.0,53.6,51.9,91.4,/world-university-rankings/boston-university,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
60,New York University,United States,63.9,62.0,50.7,82.9,-,31.8,63.9,62.0,50.7,82.9,/world-university-rankings/new-york-university,new-york-university,http://www.wikidata.org/entity/Q49210,grid.137628.9,
61,Emory University,United States,63.0,63.4,48.4,77.8,-,52.3,63.0,63.4,48.4,77.8,/world-university-rankings/emory-university,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
61,LMU Munich,Germany,63.0,59.1,57.5,76.4,40.4,43.1,63.0,59.1,57.5,76.4,/world-university-rankings/lmu-munich,lmu-munich,http://www.wikidata.org/entity/Q55044,grid.5252.0,
63,University of Notre Dame,United States,62.8,56.4,45.1,89.1,-,35.6,62.8,56.4,45.1,89.1,/world-university-rankings/university-notre-dame-0,university-notre-dame-0,http://www.wikidata.org/entity/Q178848,grid.131063.6,
64,University of Pittsburgh,United States,62.7,58.5,58.3,78.3,37.9,25.2,62.7,58.5,58.3,78.3,/world-university-rankings/university-pittsburgh,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
65,Case Western Reserve University,United States,62.2,67.2,53.8,66.0,-,56.5,62.2,67.2,53.8,66.0,/world-university-rankings/case-western-reserve-university,case-western-reserve-university,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
66,Ohio State University,United States,62.1,63.5,54.9,67.2,-,64.0,62.1,63.5,54.9,67.2,/world-university-rankings/ohio-state-university,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
67,University of Colorado Boulder,United States,61.6,46.4,58.1,83.4,-,31.7,61.6,46.4,58.1,83.4,/world-university-rankings/university-colorado-boulder,university-colorado-boulder,http://www.wikidata.org/entity/Q736674,grid.266190.a,
68,University of Bristol,United Kingdom,61.4,49.6,53.1,80.9,36.2,67.2,61.4,49.6,53.1,80.9,/world-university-rankings/university-bristol,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
68,"University of California, Santa Cruz",United States,61.4,38.3,50.4,99.6,-,16.7,61.4,38.3,50.4,99.6,/world-university-rankings/university-california-santa-cruz,university-california-santa-cruz,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
68,Yeshiva University,United States,61.4,63.5,46.7,74.4,-,53.3,61.4,63.5,46.7,74.4,/world-university-rankings/yeshiva-university,yeshiva-university,,grid.268433.8,101.0
71,University of Sydney,Australia,61.2,49.8,61.9,64.3,90.8,89.6,61.2,49.8,61.9,64.3,/world-university-rankings/university-sydney,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
72,University of Virginia,United States,61.1,62.0,55.4,68.6,-,42.2,61.1,62.0,55.4,68.6,/world-university-rankings/university-virginia,university-virginia,http://www.wikidata.org/entity/Q213439,grid.27755.32,
73,University of Adelaide,Australia,60.7,46.5,38.8,90.5,52.7,87.5,60.7,46.5,38.8,90.5,/world-university-rankings/university-adelaide,university-adelaide,http://www.wikidata.org/entity/Q15574,grid.1010.0,
73,University of Southern California,United States,60.7,65.4,48.7,71.9,-,31.2,60.7,65.4,48.7,71.9,/world-university-rankings/university-southern-california,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
75,William & Mary,United States,60.4,53.1,36.1,95.6,-,20.9,60.4,53.1,36.1,95.6,/world-university-rankings/william-mary,william-mary,http://www.wikidata.org/entity/Q875637,grid.264889.9,
76,Trinity College Dublin,Ireland,60.3,47.7,45.3,84.4,31.6,84.2,60.3,47.7,45.3,84.4,/world-university-rankings/trinity-college-dublin,trinity-college-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
77,King’s College London,United Kingdom,59.7,48.5,54.5,72.1,44.1,85.9,59.7,48.5,54.5,72.1,/world-university-rankings/kings-college-london,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
78,Stony Brook University,United States,59.6,48.5,43.6,85.8,-,52.2,59.6,48.5,43.6,85.8,/world-university-rankings/stony-brook-university,stony-brook-university,http://www.wikidata.org/entity/Q969850,grid.36425.36,
79,Korea Advanced Institute of Science and Technology (KAIST),South Korea,59.5,71.3,63.4,45.5,100.0,36.7,59.5,71.3,63.4,45.5,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,korea-advanced-institute-science-and-technology-kaist,http://www.wikidata.org/entity/Q39949,grid.37172.30,
79,University of Sussex,United Kingdom,59.5,42.4,42.4,91.6,29.1,72.8,59.5,42.4,42.4,91.6,/world-university-rankings/university-sussex,university-sussex,http://www.wikidata.org/entity/Q1161297,grid.12082.39,
81,University of Queensland,Australia,59.1,51.8,53.4,69.0,57.1,74.2,59.1,51.8,53.4,69.0,/world-university-rankings/university-queensland,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
81,University of York,United Kingdom,59.1,47.9,46.2,81.9,36.2,66.6,59.1,47.9,46.2,81.9,/world-university-rankings/university-york,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
83,Heidelberg University,Germany,59.0,59.2,47.5,70.3,39.1,63.4,59.0,59.2,47.5,70.3,/world-university-rankings/heidelberg-university-0,heidelberg-university-0,http://www.wikidata.org/entity/Q151510,grid.7700.0,
83,University of Utah,United States,59.0,55.8,54.2,72.0,-,22.5,59.0,55.8,54.2,72.0,/world-university-rankings/university-utah,university-utah,http://www.wikidata.org/entity/Q168515,grid.223827.e,
85,Durham University,United Kingdom,58.9,39.8,44.1,91.0,33.9,65.7,58.9,39.8,44.1,91.0,/world-university-rankings/durham-university,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
86,London School of Economics and Political Science,United Kingdom,58.3,62.4,56.2,51.6,38.4,99.5,58.3,62.4,56.2,51.6,/world-university-rankings/london-school-economics-and-political-science,london-school-economics-and-political-science,http://www.wikidata.org/entity/Q174570,grid.13063.37,
87,University of Manchester,United Kingdom,58.0,56.5,56.2,59.2,39.0,79.1,58.0,56.5,56.2,59.2,/world-university-rankings/university-manchester,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
88,"Royal Holloway, University of London",United Kingdom,57.9,37.7,36.2,93.2,30.5,92.9,57.9,37.7,36.2,93.2,/world-university-rankings/royal-holloway-university-london,royal-holloway-university-london,http://www.wikidata.org/entity/Q1202039,grid.4970.a,
89,Lund University,Sweden,57.8,46.3,60.8,67.6,33.2,56.8,57.8,46.3,60.8,67.6,/world-university-rankings/lund-university,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
90,University of Southampton,United Kingdom,57.7,50.8,47.8,72.9,37.7,69.0,57.7,50.8,47.8,72.9,/world-university-rankings/university-southampton,university-southampton,http://www.wikidata.org/entity/Q76473,grid.5491.9,
90,University of Zurich,Switzerland,57.7,56.6,47.0,65.0,43.8,87.9,57.7,56.6,47.0,65.0,/world-university-rankings/university-zurich,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
90,Wake Forest University,United States,57.7,54.6,42.9,79.2,-,24.4,57.7,54.6,42.9,79.2,/world-university-rankings/wake-forest-university,wake-forest-university,http://www.wikidata.org/entity/Q392667,grid.241167.7,
93,McMaster University,Canada,57.6,44.7,58.7,68.5,-,-,57.6,44.7,58.7,68.5,/world-university-rankings/mcmaster-university,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
94,University College Dublin,Ireland,57.5,42.4,36.6,86.3,-,87.0,57.5,42.4,36.6,86.3,/world-university-rankings/university-college-dublin,university-college-dublin,http://www.wikidata.org/entity/Q1068258,grid.7886.1,
95,George Washington University,United States,57.3,60.6,43.1,70.2,-,39.6,57.3,60.6,43.1,70.2,/world-university-rankings/george-washington-university,george-washington-university,http://www.wikidata.org/entity/Q432637,grid.253615.6,
95,University of Arizona,United States,57.3,52.4,52.2,70.1,84.2,21.9,57.3,52.4,52.2,70.1,/world-university-rankings/university-arizona,university-arizona,http://www.wikidata.org/entity/Q503419,grid.134563.6,
95,University of Basel,Switzerland,57.3,50.2,37.1,78.3,45.8,91.3,57.3,50.2,37.1,78.3,/world-university-rankings/university-basel,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
98,"University of Maryland, College Park",United States,57.2,45.4,48.6,79.2,-,35.4,57.2,45.4,48.6,79.2,/world-university-rankings/university-maryland-college-park,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
99,Dartmouth College,United States,57.1,44.7,49.2,79.7,-,31.0,57.1,44.7,49.2,79.7,/world-university-rankings/dartmouth-college,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
100,École Normale Supérieure de Lyon,France,57.0,51.1,34.4,88.8,26.1,37.6,57.0,51.1,34.4,88.8,/world-university-rankings/ecole-normale-superieure-de-lyon,ecole-normale-superieure-de-lyon,http://www.wikidata.org/entity/Q10159,grid.15140.31,
101,Technical University of Munich,Germany,56.9,50.4,43.2,71.2,-,85.3,56.9,50.4,43.2,71.2,/world-university-rankings/technical-university-munich,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
102,University of Helsinki,Finland,56.6,49.0,51.4,75.4,30.2,24.2,56.6,49.0,51.4,75.4,/world-university-rankings/university-helsinki,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
103,University of St Andrews,United Kingdom,56.5,44.8,47.7,72.9,32.6,85.7,56.5,44.8,47.7,72.9,/world-university-rankings/university-st-andrews,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
104,Rensselaer Polytechnic Institute,United States,56.4,50.5,54.6,64.9,-,48.0,56.4,50.5,54.6,64.9,/world-university-rankings/rensselaer-polytechnic-institute,rensselaer-polytechnic-institute,http://www.wikidata.org/entity/Q49211,grid.33647.35,
105,"Rutgers, the State University of New Jersey",United States,56.3,53.4,64.7,55.7,-,26.8,56.3,53.4,64.7,55.7,/world-university-rankings/rutgers-state-university-new-jersey-0,rutgers-state-university-new-jersey-0,http://www.wikidata.org/entity/Q7382826,grid.430387.b,103.0
106,Purdue University,United States,56.2,57.0,67.8,43.9,-,62.6,56.2,57.0,67.8,43.9,/world-university-rankings/purdue-university,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
107,National Tsing Hua University,Taiwan,56.1,52.2,52.6,66.9,50.2,34.1,56.1,52.2,52.6,66.9,/world-university-rankings/national-tsing-hua-university,national-tsing-hua-university,http://www.wikidata.org/entity/Q43406,grid.38348.34,
107,University of Cape Town,South Africa,56.1,36.6,42.1,82.8,-,83.3,56.1,36.6,42.1,82.8,/world-university-rankings/university-cape-town,university-cape-town,http://www.wikidata.org/entity/Q951305,grid.7836.a,
109,Pennsylvania State University,United States,56.0,46.3,49.2,77.6,44.0,19.9,56.0,46.3,49.2,77.6,/world-university-rankings/pennsylvania-state-university,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
109,Seoul National University,South Korea,56.0,62.3,54.1,54.6,43.0,44.9,56.0,62.3,54.1,54.6,/world-university-rankings/seoul-national-university,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
111,Hong Kong Baptist University,Hong Kong,55.6,32.9,32.5,97.6,26.7,71.8,55.6,32.9,32.5,97.6,/world-university-rankings/hong-kong-baptist-university,hong-kong-baptist-university,http://www.wikidata.org/entity/Q603686,grid.221309.b,
112,Bilkent University,Turkey,55.4,34.3,36.1,95.7,32.4,47.7,55.4,34.3,36.1,95.7,/world-university-rankings/bilkent-university,bilkent-university,http://www.wikidata.org/entity/Q861904,grid.18376.3b,
112,Tokyo Institute of Technology,Japan,55.4,62.9,63.4,45.5,60.5,24.8,55.4,62.9,63.4,45.5,/world-university-rankings/tokyo-institute-technology,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
114,Eindhoven University of Technology,Netherlands,55.3,55.4,51.7,56.9,99.8,44.9,55.3,55.4,51.7,56.9,/world-university-rankings/eindhoven-university-technology,eindhoven-university-technology,http://www.wikidata.org/entity/Q280824,grid.6852.9,
115,National Taiwan University,Taiwan,55.2,50.3,59.0,61.6,35.7,29.2,55.2,50.3,59.0,61.6,/world-university-rankings/national-taiwan-university,national-taiwan-university,http://www.wikidata.org/entity/Q32746,grid.19188.39,
115,University of Hawai’i at Mānoa,United States,55.2,38.3,47.6,81.0,-,34.2,55.2,38.3,47.6,81.0,/world-university-rankings/university-hawaii-manoa,university-hawaii-manoa,http://www.wikidata.org/entity/Q2000129,grid.410445.0,
117,"University of California, Riverside",United States,55.1,38.6,47.4,78.3,30.5,63.0,55.1,38.6,47.4,78.3,/world-university-rankings/university-california-riverside,university-california-riverside,http://www.wikidata.org/entity/Q1075148,grid.266097.c,
118,University of Geneva,Switzerland,55.0,46.6,49.7,63.1,32.7,95.7,55.0,46.6,49.7,63.1,/world-university-rankings/university-geneva,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
119,KU Leuven,Belgium,54.8,57.7,62.9,45.2,97.7,29.6,54.8,57.7,62.9,45.2,/world-university-rankings/ku-leuven,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
120,Nanjing University,China,54.6,52.2,46.2,66.0,43.4,50.2,54.6,52.2,46.2,66.0,/world-university-rankings/nanjing-university,nanjing-university,http://www.wikidata.org/entity/Q683580,grid.41156.37,
120,Queen Mary University of London,United Kingdom,54.6,39.7,44.1,73.5,38.9,91.0,54.6,39.7,44.1,73.5,/world-university-rankings/queen-mary-university-london,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
122,Michigan State University,United States,54.5,50.4,52.7,63.7,-,30.4,54.5,50.4,52.7,63.7,/world-university-rankings/michigan-state-university,michigan-state-university,http://www.wikidata.org/entity/Q270222,grid.17088.36,
122,Technical University of Denmark,Denmark,54.5,46.2,46.9,64.6,95.5,64.0,54.5,46.2,46.9,64.6,/world-university-rankings/technical-university-denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
124,Ghent University,Belgium,54.4,52.8,59.1,52.8,97.1,24.7,54.4,52.8,59.1,52.8,/world-university-rankings/ghent-university,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
124,Lancaster University,United Kingdom,54.4,43.5,41.9,74.9,28.8,73.8,54.4,43.5,41.9,74.9,/world-university-rankings/lancaster-university,lancaster-university,http://www.wikidata.org/entity/Q262854,grid.9835.7,
124,Leiden University,Netherlands,54.4,47.3,54.9,59.3,100.0,40.0,54.4,47.3,54.9,59.3,/world-university-rankings/leiden-university,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
127,University of Alberta,Canada,54.3,53.7,58.0,49.7,44.5,71.6,54.3,53.7,58.0,49.7,/world-university-rankings/university-alberta,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
128,University of Glasgow,United Kingdom,54.2,45.6,50.3,65.1,61.0,55.1,54.2,45.6,50.3,65.1,/world-university-rankings/university-glasgow,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
