rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
251–300,Swedish University of Agricultural Sciences,Sweden,46.4–49.4,32.5,29.1,78.3,95.7,47.2,"3,745",4.4,4%,69 : 31,/world-university-rankings/swedish-university-agricultural-sciences,swedish-university-agricultural-sciences,http://www.wikidata.org/entity/Q1312762,grid.6341.0,
251–300,Syracuse University,United States,46.4–49.4,32.0,28.3,79.2,40.6,48.3,"20,277",16.0,20%,53 : 47,/world-university-rankings/syracuse-university,syracuse-university,http://www.wikidata.org/entity/Q617433,grid.264484.8,
251–300,Technical University of Darmstadt,Germany,46.4–49.4,41.3,43.6,58.0,87.9,56.4,"18,221",40.7,16%,30 : 70,/world-university-rankings/technical-university-darmstadt,technical-university-darmstadt,http://www.wikidata.org/entity/Q310695,grid.6546.1,
251–300,University of Texas at Dallas,United States,46.4–49.4,23.7,28.6,87.5,41.6,59.5,"20,787",21.6,25%,43 : 57,/world-university-rankings/university-texas-dallas,university-texas-dallas,http://www.wikidata.org/entity/Q1781394,grid.267323.1,
251–300,Tohoku University,Japan,46.4–49.4,53.0,47.7,46.1,71.9,37.0,"17,687",5.5,11%,26 : 74,/world-university-rankings/tohoku-university,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
251–300,Tokyo Institute of Technology,Japan,46.4–49.4,54.3,52.7,39.9,68.1,39.4,"9,612",7.5,14%,14 : 86,/world-university-rankings/tokyo-institute-technology,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
251–300,University of Trento,Italy,46.4–49.4,25.4,30.5,85.2,41.3,58.2,"12,856",20.2,8%,51 : 49,/world-university-rankings/university-trento,university-trento,http://www.wikidata.org/entity/Q930528,grid.11696.39,
251–300,Vienna University of Technology,Austria,46.4–49.4,40.2,36.6,52.7,66.7,82.9,"17,827",34.0,29%,29 : 71,/world-university-rankings/vienna-university-technology,vienna-university-technology,http://www.wikidata.org/entity/Q689400,grid.5329.d,
251–300,Virginia Polytechnic Institute and State University,United States,46.4–49.4,34.8,39.8,70.2,48.2,52.4,"32,296",18.5,14%,43 : 57,/world-university-rankings/virginia-polytechnic-institute-and-state-university,virginia-polytechnic-institute-and-state-university,http://www.wikidata.org/entity/Q65379,grid.438526.e,
251–300,Vrije Universiteit Brussel,Belgium,46.4–49.4,35.4,36.1,66.4,57.9,74.1,"11,101",27.8,22%,54 : 46,/world-university-rankings/vrije-universiteit-brussel,vrije-universiteit-brussel,http://www.wikidata.org/entity/Q612665,grid.8767.e,
251–300,Wake Forest University,United States,46.4–49.4,41.3,18.4,87.8,44.1,29.3,"7,588",4.0,7%,52 : 48,/world-university-rankings/wake-forest-university,wake-forest-university,http://www.wikidata.org/entity/Q392667,grid.241167.7,
301–350,Aix-Marseille University,France,44.0–46.3,40.6,22.4,68.4,37.4,58.7,"69,147",17.1,11%,58 : 42,/world-university-rankings/aix-marseille-university,aix-marseille-university,http://www.wikidata.org/entity/Q2302586,grid.5399.6,
301–350,University of Alaska Fairbanks,United States,44.0–46.3,27.9,24.9,76.9,44.9,53.4,"3,667",8.4,6%,50 : 50,/world-university-rankings/university-alaska-fairbanks,university-alaska-fairbanks,http://www.wikidata.org/entity/Q1285262,grid.70738.3b,
301–350,Alfaisal University,Saudi Arabia,44.0–46.3,19.3,23.0,78.1,53.6,98.7,"2,407",10.6,40%,58 : 42,/world-university-rankings/alfaisal-university,alfaisal-university,http://www.wikidata.org/entity/Q4118882,grid.411335.1,
301–350,American University,United States,44.0–46.3,43.1,21.7,76.6,39.4,33.5,"10,790",10.8,13%,65 : 35,/world-university-rankings/american-university,american-university,http://www.wikidata.org/entity/Q168000,grid.63124.32,
301–350,Anglia Ruskin University,United Kingdom,44.0–46.3,15.3,12.8,98.7,34.7,79.0,"16,498",22.5,28%,61 : 39,/world-university-rankings/anglia-ruskin-university,anglia-ruskin-university,http://www.wikidata.org/entity/Q540751,grid.5115.0,
301–350,Auckland University of Technology,New Zealand,44.0–46.3,17.3,16.6,91.4,35.6,96.0,"18,160",17.5,44%,59 : 41,/world-university-rankings/auckland-university-technology,auckland-university-technology,http://www.wikidata.org/entity/Q758659,grid.252547.3,
301–350,University of Bayreuth,Germany,44.0–46.3,35.1,31.2,65.6,56.8,55.2,"12,784",36.7,8%,45 : 55,/world-university-rankings/university-bayreuth,university-bayreuth,http://www.wikidata.org/entity/Q702482,grid.7384.8,
301–350,"Birkbeck, University of London",United Kingdom,44.0–46.3,27.9,31.4,66.9,34.2,87.5,"8,242",16.1,40%,53 : 47,/world-university-rankings/birkbeck-university-london,birkbeck-university-london,http://www.wikidata.org/entity/Q375606,grid.88379.3d,
301–350,Boston College,United States,44.0–46.3,36.1,25.3,72.3,45.2,57.6,"13,035",15.9,14%,55 : 45,/world-university-rankings/boston-college,boston-college,http://www.wikidata.org/entity/Q49118,grid.208226.c,
301–350,University of Bremen,Germany,44.0–46.3,36.2,35.1,60.4,48.5,53.8,"19,173",31.4,11%,50 : 50,/world-university-rankings/university-bremen,university-bremen,http://www.wikidata.org/entity/Q500692,grid.7704.4,
301–350,University of Canterbury,New Zealand,44.0–46.3,22.4,26.6,74.9,36.7,92.1,"12,492",17.2,22%,49 : 51,/world-university-rankings/university-canterbury,university-canterbury,http://www.wikidata.org/entity/Q432475,grid.21006.35,
301–350,University of Colorado Denver,United States,44.0–46.3,33.6,13.9,96.1,34.0,28.8,"17,853",5.4,7%,56 : 44,/world-university-rankings/university-colorado-denver,university-colorado-denver,http://www.wikidata.org/entity/Q1468161,grid.241116.1,
301–350,University of Connecticut,United States,44.0–46.3,36.7,29.8,67.3,37.1,46.1,"30,356",14.6,8%,53 : 47,/world-university-rankings/university-connecticut,university-connecticut,http://www.wikidata.org/entity/Q49206,grid.63054.34,
301–350,Curtin University,Australia,44.0–46.3,20.6,25.7,74.8,41.6,94.9,"30,904",18.3,35%,51 : 49,/world-university-rankings/curtin-university,curtin-university,http://www.wikidata.org/entity/Q1145497,grid.1032.0,
301–350,Cyprus University of Technology,Cyprus,44.0–46.3,15.8,14.9,95.5,35.3,70.6,"3,114",17.7,8%,56 : 44,/world-university-rankings/cyprus-university-technology,cyprus-university-technology,http://www.wikidata.org/entity/Q1518320,grid.15810.3d,
301–350,University of Denver,United States,44.0–46.3,40.2,21.5,76.2,35.3,28.0,"9,421",13.2,10%,57 : 43,/world-university-rankings/university-denver,university-denver,http://www.wikidata.org/entity/Q519427,grid.266239.a,
301–350,Federal University of Toulouse Midi-Pyrénées,France,44.0–46.3,31.9,30.6,64.5,37.4,72.1,"101,658",25.0,18%,52 : 48,/world-university-rankings/federal-university-toulouse-midi-pyrenees,federal-university-toulouse-midi-pyrenees,http://www.wikidata.org/entity/Q20669873,grid.11417.32,
301–350,George Mason University,United States,44.0–46.3,29.0,25.8,79.3,35.3,44.1,"28,261",17.7,9%,54 : 46,/world-university-rankings/george-mason-university,george-mason-university,http://www.wikidata.org/entity/Q1411222,grid.22448.38,
301–350,Grenoble Alpes University,France,44.0–46.3,32.4,27.8,75.1,35.6,59.4,"40,758",17.5,13%,53 : 47,/world-university-rankings/grenoble-alpes-university,grenoble-alpes-university,http://www.wikidata.org/entity/Q945876,grid.411819.4,
301–350,Heriot-Watt University,United Kingdom,44.0–46.3,27.1,23.0,73.0,41.2,94.1,"9,158",16.7,38%,41 : 59,/world-university-rankings/heriot-watt-university,heriot-watt-university,http://www.wikidata.org/entity/Q1610024,grid.9531.e,
301–350,Higher School of Economics,Russian Federation,44.0–46.3,32.8,32.7,72.7,56.6,40.5,"19,527",11.3,9%,,/world-university-rankings/higher-school-economics,higher-school-economics,http://www.wikidata.org/entity/Q1959511,grid.410682.9,
301–350,University of Houston,United States,44.0–46.3,38.8,32.4,61.6,38.3,42.1,"42,962",43.6,10%,50 : 50,/world-university-rankings/university-houston,university-houston,http://www.wikidata.org/entity/Q1472358,grid.266436.3,
301–350,Khalifa University,United Arab Emirates,44.0–46.3,25.3,29.1,65.3,100.0,96.4,"3,288",8.1,28%,51 : 49,/world-university-rankings/khalifa-university,khalifa-university,http://www.wikidata.org/entity/Q6399651,grid.440568.b,
301–350,La Trobe University,Australia,44.0–46.3,25.2,32.5,65.4,54.1,81.7,"21,203",34.8,28%,62 : 38,/world-university-rankings/la-trobe-university,la-trobe-university,http://www.wikidata.org/entity/Q1478723,grid.1018.8,
301–350,University of Liège,Belgium,44.0–46.3,29.8,37.0,60.1,98.2,69.8,"20,730",26.5,21%,56 : 44,/world-university-rankings/university-liege,university-liege,http://www.wikidata.org/entity/Q1334582,grid.4861.b,
301–350,University of Malaya,Malaysia,44.0–46.3,37.0,27.1,59.1,52.3,85.0,"17,095",8.9,23%,57 : 43,/world-university-rankings/university-malaya,university-malaya,http://www.wikidata.org/entity/Q1142924,grid.10347.31,
301–350,University of Milan,Italy,44.0–46.3,33.4,27.0,76.5,44.0,42.1,"46,843",23.0,6%,59 : 41,/world-university-rankings/university-milan,university-milan,http://www.wikidata.org/entity/Q46210,grid.4708.b,
301–350,Montpellier University,France,44.0–46.3,36.9,20.8,73.0,37.0,60.3,"39,837",19.9,14%,53 : 47,/world-university-rankings/montpellier-university,montpellier-university,http://www.wikidata.org/entity/Q776223,grid.121334.6,
301–350,Nagoya University,Japan,44.0–46.3,48.1,49.0,42.4,77.9,31.4,"15,630",9.2,10%,29 : 71,/world-university-rankings/nagoya-university,nagoya-university,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
301–350,University of Naples Federico II,Italy,44.0–46.3,36.0,22.6,77.7,38.0,29.9,"49,789",20.5,1%,56 : 44,/world-university-rankings/university-naples-federico-ii,university-naples-federico-ii,http://www.wikidata.org/entity/Q691851,grid.4691.a,
301–350,"National University of Ireland, Galway",Ireland,44.0–46.3,27.5,30.9,71.9,44.9,80.5,"13,888",26.8,18%,57 : 43,/world-university-rankings/national-university-ireland-galway,national-university-ireland-galway,http://www.wikidata.org/entity/Q644478,grid.6142.1,
301–350,University of Newcastle,Australia,44.0–46.3,23.8,26.9,74.1,57.0,82.3,"22,220",20.9,17%,55 : 45,/world-university-rankings/university-newcastle,university-newcastle,http://www.wikidata.org/entity/Q531285,grid.266842.c,
301–350,University of New Mexico,United States,44.0–46.3,27.8,32.0,78.7,37.3,32.0,"21,506",18.8,5%,55 : 45,/world-university-rankings/university-new-mexico,university-new-mexico,,grid.266832.b,101.0
301–350,Oregon State University,United States,44.0–46.3,31.3,30.4,71.2,38.1,51.1,"24,280",16.2,11%,46 : 54,/world-university-rankings/oregon-state-university,oregon-state-university,http://www.wikidata.org/entity/Q861888,grid.4391.f,
301–350,University of Pisa,Italy,44.0–46.3,32.2,25.2,79.5,40.8,39.9,"32,751",22.1,5%,52 : 48,/world-university-rankings/university-pisa,university-pisa,http://www.wikidata.org/entity/Q645663,grid.5395.a,
301–350,Polytechnic University of Milan,Italy,44.0–46.3,33.2,34.7,63.3,68.9,57.4,"33,663",24.2,15%,34 : 66,/world-university-rankings/polytechnic-university-milan,polytechnic-university-milan,http://www.wikidata.org/entity/Q392904,grid.4643.5,
301–350,Reykjavík University,Iceland,44.0–46.3,13.6,17.6,99.9,36.2,62.7,"3,110",27.2,7%,42 : 58,/world-university-rankings/reykjavik-university,reykjavik-university,http://www.wikidata.org/entity/Q1542418,grid.9580.4,
301–350,Southern University of Science and Technology (SUSTech),China,44.0–46.3,22.1,17.8,89.0,37.5,61.9,"2,115",6.3,,33 : 67,/world-university-rankings/southern-university-science-and-technology-sustech,southern-university-science-and-technology-sustech,,grid.263817.9,103.0
301–350,Stellenbosch University,South Africa,44.0–46.3,28.5,34.1,65.8,60.4,54.0,"23,750",26.0,8%,55 : 45,/world-university-rankings/stellenbosch-university,stellenbosch-university,http://www.wikidata.org/entity/Q1066492,grid.11956.3a,
301–350,Sun Yat-sen University,China,44.0–46.3,42.6,33.6,60.8,55.8,34.3,"51,061",16.2,9%,51 : 49,/world-university-rankings/sun-yat-sen-university,sun-yat-sen-university,http://www.wikidata.org/entity/Q178972,grid.12981.33,
301–350,University of Tartu,Estonia,44.0–46.3,25.1,26.4,81.1,36.8,51.9,"8,518",11.3,6%,68 : 32,/world-university-rankings/university-tartu,university-tartu,http://www.wikidata.org/entity/Q204181,grid.10939.32,
301–350,Technion Israel Institute of Technology,Israel,44.0–46.3,35.7,33.1,59.3,42.6,64.1,"14,703",21.8,5%,36 : 64,/world-university-rankings/technion-israel-institute-technology,technion-israel-institute-technology,http://www.wikidata.org/entity/Q333705,grid.6451.6,
301–350,"University of Tennessee, Knoxville",United States,44.0–46.3,33.7,23.2,82.2,41.3,44.7,"25,720",16.7,5%,,/world-university-rankings/university-tennessee-knoxville,university-tennessee-knoxville,http://www.wikidata.org/entity/Q1150105,grid.411461.7,
301–350,Technical University of Dortmund,Germany,44.0–46.3,36.0,40.2,59.6,44.9,43.7,"33,665",102.0,10%,45 : 55,/world-university-rankings/technical-university-dortmund,technical-university-dortmund,http://www.wikidata.org/entity/Q685557,grid.5675.1,
301–350,Tulane University,United States,44.0–46.3,43.2,23.4,73.1,37.0,41.1,"11,120",10.5,11%,57 : 43,/world-university-rankings/tulane-university,tulane-university,http://www.wikidata.org/entity/Q1193547,grid.265219.b,
301–350,Umeå University,Sweden,44.0–46.3,24.0,29.4,80.9,36.9,62.5,"16,762",11.9,11%,60 : 40,/world-university-rankings/umea-university,umea-university,http://www.wikidata.org/entity/Q1144565,grid.12650.30,
301–350,University College Cork,Ireland,44.0–46.3,25.8,28.4,68.9,49.9,80.1,"16,578",22.2,18%,57 : 43,/world-university-rankings/university-college-cork,university-college-cork,http://www.wikidata.org/entity/Q1574185,grid.7872.a,
301–350,Université de Versailles Saint-Quentin-en-Yvelines,France,44.0–46.3,18.3,22.9,94.2,35.7,62.2,"16,817",24.1,14%,59 : 41,/world-university-rankings/universite-de-versailles-saint-quentin-en-yvelines,universite-de-versailles-saint-quentin-en-yvelines,http://www.wikidata.org/entity/Q186638,grid.12832.3a,
301–350,University of Victoria,Canada,44.0–46.3,21.9,28.0,71.6,43.0,86.5,"19,286",23.4,21%,56 : 44,/world-university-rankings/university-victoria,university-victoria,http://www.wikidata.org/entity/Q1458113,grid.143640.4,
301–350,Victoria University,Australia,44.0–46.3,23.4,25.0,78.0,41.8,74.8,"15,153",31.1,19%,53 : 47,/world-university-rankings/victoria-university,victoria-university,http://www.wikidata.org/entity/Q180514,grid.1019.9,
301–350,Washington State University,United States,44.0–46.3,31.3,28.4,75.2,51.5,48.3,"27,689",19.3,8%,52 : 48,/world-university-rankings/washington-state-university,washington-state-university,http://www.wikidata.org/entity/Q597236,grid.30064.31,
301–350,Wayne State University,United States,44.0–46.3,33.7,17.7,82.2,43.9,38.1,"22,123",11.0,9%,55 : 45,/world-university-rankings/wayne-state-university,wayne-state-university,http://www.wikidata.org/entity/Q349055,grid.254444.7,
301–350,Wuhan University,China,44.0–46.3,48.0,34.1,47.1,87.3,40.4,"50,015",14.2,8%,,/world-university-rankings/wuhan-university,wuhan-university,http://www.wikidata.org/entity/Q1108197,grid.49470.3e,
351–400,Aberystwyth University,United Kingdom,41.7–43.9,26.2,24.0,67.8,37.9,75.0,"7,163",15.7,18%,47 : 53,/world-university-rankings/aberystwyth-university,aberystwyth-university,http://www.wikidata.org/entity/Q319761,grid.8186.7,
351–400,Aston University,United Kingdom,41.7–43.9,23.0,24.3,65.2,36.0,93.2,"9,926",21.6,29%,49 : 51,/world-university-rankings/aston-university,aston-university,http://www.wikidata.org/entity/Q750066,grid.7273.1,
351–400,Autonomous University of Madrid,Spain,41.7–43.9,33.9,28.4,64.8,37.8,51.1,"29,532",13.4,14%,59 : 41,/world-university-rankings/autonomous-university-madrid,autonomous-university-madrid,http://www.wikidata.org/entity/Q788091,grid.5515.4,
351–400,Babol Noshirvani University of Technology,Iran,41.7–43.9,13.6,21.3,100.0,47.8,16.0,"5,353",30.9,,33 : 67,/world-university-rankings/babol-noshirvani-university-technology,babol-noshirvani-university-technology,http://www.wikidata.org/entity/Q4837977,grid.411496.f,
351–400,"University of California, Merced",United States,41.7–43.9,16.2,20.5,96.4,37.8,40.1,"6,680",19.3,8%,51 : 49,/world-university-rankings/university-california-merced,university-california-merced,,grid.266096.d,101.0
351–400,"City, University of London",United Kingdom,41.7–43.9,23.4,26.1,67.5,35.4,94.5,"14,067",18.7,53%,56 : 44,/world-university-rankings/city-university-london,city-university-london,http://www.wikidata.org/entity/Q1094046,grid.28577.3f,
351–400,University of Côte d’Azur,France,41.7–43.9,27.1,16.5,74.5,38.8,82.4,"35,112",21.8,23%,55 : 45,/world-university-rankings/university-cote-dazur,university-cote-dazur,http://www.wikidata.org/entity/Q19370961,grid.460782.f,
351–400,University of Crete,Greece,41.7–43.9,18.0,19.1,87.9,39.8,47.6,"14,890",27.8,4%,61 : 39,/world-university-rankings/university-crete,university-crete,http://www.wikidata.org/entity/Q2302473,grid.8127.c,
351–400,University of Cyprus,Cyprus,41.7–43.9,20.7,26.4,68.0,49.0,79.8,"6,861",22.7,10%,67 : 33,/world-university-rankings/university-cyprus,university-cyprus,http://www.wikidata.org/entity/Q1520608,grid.6603.3,
351–400,Deakin University,Australia,41.7–43.9,23.3,28.8,67.9,38.3,81.3,"37,330",30.3,19%,58 : 42,/world-university-rankings/deakin-university,deakin-university,http://www.wikidata.org/entity/Q1180978,grid.1021.2,
351–400,Drexel University,United States,41.7–43.9,36.2,19.3,67.9,40.6,50.7,"19,650",10.5,18%,49 : 51,/world-university-rankings/drexel-university,drexel-university,http://www.wikidata.org/entity/Q603034,grid.166341.7,
351–400,University of Eastern Finland,Finland,41.7–43.9,25.8,28.0,75.4,38.2,50.8,"11,572",18.7,7%,63 : 37,/world-university-rankings/university-eastern-finland,university-eastern-finland,http://www.wikidata.org/entity/Q2093139,grid.9668.1,
351–400,Free University of Bozen-Bolzano,Italy,41.7–43.9,19.3,12.6,87.2,34.5,74.5,"3,445",11.4,11%,67 : 33,/world-university-rankings/free-university-bozen-bolzano,free-university-bozen-bolzano,http://www.wikidata.org/entity/Q1231433,grid.34988.3e,
351–400,Hanyang University,South Korea,41.7–43.9,39.1,40.0,44.1,86.1,59.8,"20,010",14.8,19%,,/world-university-rankings/hanyang-university,hanyang-university,http://www.wikidata.org/entity/Q40006,grid.49606.3d,
351–400,Hofstra University,United States,41.7–43.9,37.9,12.7,84.7,34.0,29.4,"9,813",13.6,10%,57 : 43,/world-university-rankings/hofstra-university,hofstra-university,http://www.wikidata.org/entity/Q1623314,grid.257060.6,
351–400,Huazhong University of Science and Technology,China,41.7–43.9,37.9,32.9,57.1,75.2,24.6,"56,282",16.6,5%,35 : 65,/world-university-rankings/huazhong-university-science-and-technology,huazhong-university-science-and-technology,http://www.wikidata.org/entity/Q1711196,grid.33199.31,
351–400,IMT Atlantique,France,41.7–43.9,31.9,22.2,59.8,90.4,75.6,"1,664",8.0,45%,,/world-university-rankings/imt-atlantique,imt-atlantique,,grid.486295.4,101.0
351–400,Indian Institute of Technology Indore,India,41.7–43.9,25.1,20.2,86.5,34.0,18.2,"1,118",8.6,,15 : 85,/world-university-rankings/indian-institute-technology-indore,indian-institute-technology-indore,,grid.450280.b,101.0
351–400,University of Innsbruck,Austria,41.7–43.9,26.7,19.9,71.1,43.7,97.4,"14,524",13.0,39%,54 : 46,/world-university-rankings/university-innsbruck,university-innsbruck,http://www.wikidata.org/entity/Q875788,grid.5771.4,
351–400,Iowa State University,United States,41.7–43.9,28.8,32.2,63.7,49.5,55.5,"31,931",18.3,12%,44 : 56,/world-university-rankings/iowa-state-university,iowa-state-university,http://www.wikidata.org/entity/Q1136919,grid.34421.30,
351–400,Jordan University of Science and Technology,Jordan,41.7–43.9,15.2,7.8,98.3,36.9,63.6,"22,318",12.1,19%,57 : 43,/world-university-rankings/jordan-university-science-and-technology,jordan-university-science-and-technology,http://www.wikidata.org/entity/Q2919325,grid.37553.37,
351–400,Justus Liebig University Giessen,Germany,41.7–43.9,34.9,33.0,59.3,40.7,53.3,"28,389",47.0,9%,61 : 39,/world-university-rankings/justus-liebig-university-giessen,justus-liebig-university-giessen,http://www.wikidata.org/entity/Q317053,grid.8664.c,
351–400,University of Kansas,United States,41.7–43.9,37.2,24.5,65.6,41.9,33.6,"24,450",9.9,9%,51 : 49,/world-university-rankings/university-kansas,university-kansas,http://www.wikidata.org/entity/Q52413,grid.266515.3,
351–400,University of Kent,United Kingdom,41.7–43.9,23.7,23.4,69.8,34.4,90.8,"17,369",13.1,30%,53 : 47,/world-university-rankings/university-kent,university-kent,http://www.wikidata.org/entity/Q1516684,grid.9759.2,
351–400,Kyung Hee University,South Korea,41.7–43.9,33.9,38.3,50.3,86.9,64.7,"22,013",16.9,23%,45 : 55,/world-university-rankings/kyung-hee-university,kyung-hee-university,http://www.wikidata.org/entity/Q496536,grid.289247.2,
351–400,Linköping University,Sweden,41.7–43.9,24.1,19.2,79.1,43.8,64.0,"18,221",8.2,11%,55 : 45,/world-university-rankings/linkoping-university,linkoping-university,http://www.wikidata.org/entity/Q782600,grid.5640.7,
351–400,University of Macau,Macao,41.7–43.9,26.2,29.8,60.3,45.4,99.3,"9,893",15.2,36%,58 : 42,/world-university-rankings/university-macau,university-macau,http://www.wikidata.org/entity/Q1563050,grid.437123.0,
351–400,Maynooth University,Ireland,41.7–43.9,20.8,27.7,73.1,37.1,78.9,"8,768",27.6,12%,56 : 44,/world-university-rankings/maynooth-university,maynooth-university,http://www.wikidata.org/entity/Q2601879,grid.95004.38,
351–400,University of Modena and Reggio Emilia,Italy,41.7–43.9,31.3,19.3,78.4,41.3,39.2,"16,137",22.2,6%,53 : 47,/world-university-rankings/university-modena-and-reggio-emilia,university-modena-and-reggio-emilia,http://www.wikidata.org/entity/Q1243705,grid.7548.e,
351–400,Nankai University,China,41.7–43.9,38.2,20.8,75.1,43.1,32.3,"28,336",13.7,6%,,/world-university-rankings/nankai-university,nankai-university,,grid.216938.7,101.0
351–400,National Research Nuclear University MEPhI,Russian Federation,41.7–43.9,39.7,33.9,43.3,100.0,60.6,"6,804",9.7,21%,30 : 70,/world-university-rankings/national-research-nuclear-university-mephi,national-research-nuclear-university-mephi,http://www.wikidata.org/entity/Q56837,grid.183446.c,
351–400,University of Nebraska-Lincoln,United States,41.7–43.9,32.2,26.2,66.5,39.5,54.7,"22,728",16.6,12%,48 : 52,/world-university-rankings/university-nebraska-lincoln,university-nebraska-lincoln,http://www.wikidata.org/entity/Q1353679,grid.24434.35,
351–400,Norwegian University of Science and Technology,Norway,41.7–43.9,25.2,28.5,67.8,37.9,60.8,"34,803",16.2,9%,49 : 51,/world-university-rankings/norwegian-university-science-and-technology,norwegian-university-science-and-technology,http://www.wikidata.org/entity/Q314536,grid.5947.f,
351–400,University of Perugia,Italy,41.7–43.9,17.0,20.6,90.8,45.4,44.3,"23,401",34.4,5%,56 : 44,/world-university-rankings/university-perugia,university-perugia,,grid.9027.c,101.0
351–400,Rensselaer Polytechnic Institute,United States,41.7–43.9,27.9,30.1,67.1,68.3,49.9,"7,459",15.4,19%,32 : 68,/world-university-rankings/rensselaer-polytechnic-institute,rensselaer-polytechnic-institute,http://www.wikidata.org/entity/Q49211,grid.33647.35,
351–400,Rush University,United States,41.7–43.9,34.6,10.6,90.4,39.5,20.0,"2,426",1.4,1%,74 : 26,/world-university-rankings/rush-university,rush-university,http://www.wikidata.org/entity/Q750639,grid.262743.6,
351–400,Sabancı University,Turkey,41.7–43.9,27.3,35.6,56.3,95.5,48.4,"3,632",22.0,10%,38 : 62,/world-university-rankings/sabanci-university,sabanci-university,http://www.wikidata.org/entity/Q7395882,grid.5334.1,
351–400,University of Salerno,Italy,41.7–43.9,17.5,17.4,93.9,37.7,33.1,"23,171",24.3,2%,58 : 42,/world-university-rankings/university-salerno,university-salerno,http://www.wikidata.org/entity/Q1633215,grid.11780.3f,
351–400,University of Siena,Italy,41.7–43.9,36.9,20.3,69.7,36.6,42.5,"12,143",13.8,7%,59 : 41,/world-university-rankings/university-siena,university-siena,http://www.wikidata.org/entity/Q1245999,grid.9024.f,
351–400,University of Stirling,United Kingdom,41.7–43.9,21.4,25.0,75.9,35.6,78.7,"9,183",16.0,22%,62 : 38,/world-university-rankings/university-stirling,university-stirling,http://www.wikidata.org/entity/Q963530,grid.11918.30,
351–400,University of Tasmania,Australia,41.7–43.9,24.6,31.3,60.2,50.6,86.2,"11,920",15.0,26%,57 : 43,/world-university-rankings/university-tasmania,university-tasmania,http://www.wikidata.org/entity/Q962011,grid.1009.8,
351–400,Temple University,United States,41.7–43.9,34.0,16.3,83.2,37.1,37.5,"34,450",9.1,9%,52 : 48,/world-university-rankings/temple-university,temple-university,http://www.wikidata.org/entity/Q1420239,grid.264727.2,
351–400,University of Turku,Finland,41.7–43.9,25.3,29.3,73.8,36.5,52.0,"12,604",16.3,6%,62 : 38,/world-university-rankings/university-turku,university-turku,http://www.wikidata.org/entity/Q501841,grid.1374.1,
351–400,United Arab Emirates University,United Arab Emirates,41.7–43.9,23.2,18.9,69.5,47.4,94.3,"7,494",9.2,24%,81 : 19,/world-university-rankings/united-arab-emirates-university,united-arab-emirates-university,http://www.wikidata.org/entity/Q1544739,grid.43519.3a,
351–400,University of Vermont,United States,41.7–43.9,27.9,19.9,81.4,47.1,28.7,"11,126",8.7,5%,56 : 44,/world-university-rankings/university-vermont,university-vermont,http://www.wikidata.org/entity/Q1048898,grid.59062.38,
351–400,Western Sydney University,Australia,41.7–43.9,17.6,27.0,76.4,39.7,79.8,"32,461",33.2,14%,55 : 45,/world-university-rankings/western-sydney-university,western-sydney-university,http://www.wikidata.org/entity/Q1141452,grid.1029.a,
351–400,York University,Canada,41.7–43.9,31.0,41.3,47.9,42.5,75.3,"46,220",41.5,24%,57 : 43,/world-university-rankings/york-university,york-university,http://www.wikidata.org/entity/Q849751,grid.21100.32,
401–500,University of Alabama,United States,37.1–41.6,26.1,21.1,79.2,34.8,29.0,"34,539",22.3,5%,55 : 45,/world-university-rankings/university-alabama,university-alabama,http://www.wikidata.org/entity/Q492318,grid.411015.0,
401–500,University of Alabama in Huntsville,United States,37.1–41.6,20.7,21.3,67.1,68.2,44.8,"5,969",14.1,9%,44 : 56,/world-university-rankings/university-alabama-huntsville,university-alabama-huntsville,,grid.265893.3,101.0
401–500,American University of Beirut,Lebanon,37.1–41.6,27.9,14.6,66.2,39.3,88.3,"8,214",8.6,21%,51 : 49,/world-university-rankings/american-university-beirut,american-university-beirut,http://www.wikidata.org/entity/Q469482,grid.22903.3a,
401–500,Australian Catholic University,Australia,37.1–41.6,18.3,26.9,62.0,39.4,71.7,"23,078",42.4,11%,73 : 27,/world-university-rankings/australian-catholic-university,australian-catholic-university,http://www.wikidata.org/entity/Q781371,grid.411958.0,
401–500,Bangor University,United Kingdom,37.1–41.6,24.9,21.6,67.7,35.6,81.6,"9,277",18.9,24%,56 : 44,/world-university-rankings/bangor-university,bangor-university,http://www.wikidata.org/entity/Q790029,grid.7362.0,
401–500,University of Bari Aldo Moro,Italy,37.1–41.6,17.3,17.0,82.1,37.4,32.0,"30,273",20.6,1%,61 : 39,/world-university-rankings/university-bari-aldo-moro,university-bari-aldo-moro,http://www.wikidata.org/entity/Q1236136,grid.7644.1,
401–500,Bar-Ilan University,Israel,37.1–41.6,28.1,34.3,52.3,52.9,53.3,"16,637",17.7,5%,59 : 41,/world-university-rankings/bar-ilan-university,bar-ilan-university,http://www.wikidata.org/entity/Q1124657,grid.22098.31,
