rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
34,University of British Columbia,Canada,75.3,60.2,73.2,91.5,42.6,90.5,"50,152",17.6,25%,54 : 46,/world-university-rankings/university-british-columbia,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
35,KU Leuven,Belgium,74.8,59.9,76.9,87.3,100,68.6,"42,503",41.9,18%,54 : 46,/world-university-rankings/ku-leuven,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
36,University of Illinois at Urbana-Champaign,United States,74.5,64.5,81.2,86.8,52.8,45.8,"42,727",18.7,20%,47 : 53,/world-university-rankings/university-illinois-urbana-champaign,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
37,Heidelberg University,Germany,74.4,68.8,69.6,88.2,68.2,62.8,"28,881",24.5,17%,55 : 45,/world-university-rankings/heidelberg-university-0,heidelberg-university-0,http://www.wikidata.org/entity/Q151510,grid.7700.0,
38,McGill University,Canada,72.6,66.1,72.1,78.9,40.3,85.5,"31,326",13.7,23%,56 : 44,/world-university-rankings/mcgill-university,mcgill-university,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
 =39,"University of California, San Diego",United States,72.2,56.9,69.8,98.7,56.7,42.9,"27,233",6.5,11%,48 : 52,/world-university-rankings/university-california-san-diego,university-california-san-diego,http://www.wikidata.org/entity/Q622664,grid.266100.3,
 =39,"University of California, Santa Barbara",United States,72.2,52.6,66.0,99.2,90.4,61.5,"22,020",27.3,11%,52 : 48,/world-university-rankings/university-california-santa-barbara,university-california-santa-barbara,http://www.wikidata.org/entity/Q263064,grid.133342.4,
41,Georgia Institute of Technology,United States,72.1,57.8,72.7,86.0,73.7,71.5,"19,967",20.1,26%,31 : 69,/world-university-rankings/georgia-institute-technology,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
42,Peking University,China,72,77.8,72.4,69.1,100,49.2,"40,148",8.3,14%,,/world-university-rankings/peking-university,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
43,The University of Tokyo,Japan,71.1,81.4,83.0,60.9,50.8,30.3,"26,199",5.7,10%,,/world-university-rankings/university-tokyo,university-tokyo,http://www.wikidata.org/entity/Q7842,grid.26999.3d,
 =44,"University of California, Davis",United States,71,60.1,72.7,84.3,57.3,58.4,"35,364",13.9,13%,54 : 46,/world-university-rankings/university-california-davis,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
 =44,University of Hong Kong,Hong Kong,71,64.6,72.8,70.1,53.7,99.5,"19,835",17.6,38%,53 : 47,/world-university-rankings/university-hong-kong,university-hong-kong,http://www.wikidata.org/entity/Q15568,grid.194645.b,
46,University of Texas at Austin,United States,70.3,59.3,69.7,92.2,63.1,31.7,"49,427",17.4,9%,51 : 49,/world-university-rankings/university-texas-austin,university-texas-austin,http://www.wikidata.org/entity/Q49213,grid.89336.37,
 =47,Tsinghua University,China,70,73.3,83.0,58.8,100,39.5,"39,763",13.7,10%,32 : 68,/world-university-rankings/tsinghua-university,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
 =47,Wageningen University & Research,Netherlands,70,52.6,66.9,87.8,100,70.3,"9,248",17.0,21%,56 : 44,/world-university-rankings/wageningen-university-research,wageningen-university-research,http://www.wikidata.org/entity/Q422208,grid.4818.5,
49,Humboldt University of Berlin,Germany,69.9,63.7,77.0,73.6,36.1,62.6,"29,987",52.5,16%,,/world-university-rankings/humboldt-university-berlin,humboldt-university-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
50,University of Wisconsin-Madison,United States,69.7,65.1,68.2,86.6,48.5,33.0,"39,655",10.8,11%,51 : 49,/world-university-rankings/university-wisconsin-madison,university-wisconsin-madison,http://www.wikidata.org/entity/Q838330,grid.14003.36,
51,Brown University,United States,69.6,62.8,55.7,96.4,31.4,57.8,"8,653",10.1,19%,,/world-university-rankings/brown-university,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
52,Australian National University,Australia,69.5,54.7,77.3,72.3,48,93.3,"14,604",19.2,35%,52 : 48,/world-university-rankings/australian-national-university,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
53,Technical University of Munich,Germany,69.4,61.0,66.0,80.1,99.2,63.8,"35,565",31.5,20%,33 : 67,/world-university-rankings/technical-university-munich,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
54,École Normale Supérieure,France,69,70.6,47.7,87.1,37.1,85.5,"2,400",7.9,20%,46 : 54,/world-university-rankings/ecole-normale-superieure,ecole-normale-superieure,,grid.5607.4,101.0
55,"Nanyang Technological University, Singapore",Singapore,68.2,48.4,61.3,85.6,99.9,94.6,"25,028",16.2,33%,48 : 52,/world-university-rankings/nanyang-technological-university-singapore,nanyang-technological-university-singapore,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
 =56,University of Manchester,United Kingdom,68.1,58.4,66.0,77.3,42,87.0,"34,938",15.3,34%,52 : 48,/world-university-rankings/university-manchester,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
 =56,University of Sydney,Australia,68.1,54.3,68.1,77.5,72.4,84.4,"41,868",20.2,28%,57 : 43,/world-university-rankings/university-sydney,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
58,University of Amsterdam,Netherlands,67.8,52.2,64.7,87.4,62.8,66.5,"24,570",14.4,11%,53 : 47,/world-university-rankings/university-amsterdam,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
59,Hong Kong University of Science and Technology,Hong Kong,67.2,49.4,66.1,82.6,68.1,80.5,"11,385",23.8,36%,,/world-university-rankings/hong-kong-university-science-and-technology,hong-kong-university-science-and-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
 =60,University of Queensland,Australia,67,49.2,62.8,82.4,76.7,89.3,"34,718",32.7,27%,53 : 47,/world-university-rankings/university-queensland,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
 =60,Washington University in St Louis,United States,67,54.3,55.6,99.2,33.5,44.9,"12,528",5.7,17%,0 : 100,/world-university-rankings/washington-university-st-louis,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
62,Utrecht University,Netherlands,66.6,48.1,64.3,88.1,89.1,55.8,"30,779",15.4,7%,59 : 41,/world-university-rankings/utrecht-university,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
63,University of North Carolina at Chapel Hill,United States,66.4,58.0,54.5,95.9,39.4,39.0,"26,518",7.3,8%,58 : 42,/world-university-rankings/university-north-carolina-chapel-hill,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
64,Boston University,United States,66.1,57.8,49.5,97.7,30.3,51.0,"24,789",8.6,17%,58 : 42,/world-university-rankings/boston-university,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
 =65,Delft University of Technology,Netherlands,65.9,55.0,73.8,61.5,100,84.0,"15,920",19.4,25%,26 : 74,/world-university-rankings/delft-university-technology,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
 =65,University of Minnesota Twin Cities,United States,65.9,53.5,61.0,88.0,98.5,35.3,"46,825",18.0,12%,52 : 48,/world-university-rankings/university-minnesota-0,university-minnesota-0,http://www.wikidata.org/entity/Q238101,grid.17635.36,
67,Leiden University,Netherlands,65.7,50.5,63.1,85.2,49.8,64.3,"21,222",17.1,9%,59 : 41,/world-university-rankings/leiden-university,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
68,University of Southern California,United States,65.5,49.3,58.9,93.0,38,56.3,"36,534",12.9,20%,52 : 48,/world-university-rankings/university-southern-california,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
69,University of Bristol,United Kingdom,64.3,47.6,51.6,91.2,40,82.4,"17,906",14.0,25%,53 : 47,/world-university-rankings/university-bristol,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
70,Durham University,United Kingdom,63.6,47.9,51.9,87.7,34.4,86.4,"15,489",15.7,24%,54 : 46,/world-university-rankings/durham-university,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
71,Erasmus University Rotterdam,Netherlands,63.5,37.2,55.2,95.6,54.6,76.1,"20,580",18.9,17%,48 : 52,/world-university-rankings/erasmus-university-rotterdam,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
72,Free University of Berlin,Germany,63.2,57.9,72.2,60.2,35.1,69.2,"33,062",39.3,20%,58 : 42,/world-university-rankings/free-university-berlin,free-university-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
73,Monash University,Australia,62.8,48.3,59.1,73.3,82.5,87.6,"50,882",40.5,36%,56 : 44,/world-university-rankings/monash-university,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
74,University of Groningen,Netherlands,62.4,43.3,56.9,84.0,92.4,63.9,"24,556",25.6,11%,52 : 48,/world-university-rankings/university-groningen,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
75,Pennsylvania State University,United States,62.3,50.4,61.9,80.5,56.2,40.8,"44,501",12.4,12%,46 : 54,/world-university-rankings/pennsylvania-state-university,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
 =76,University of Glasgow,United Kingdom,61.9,41.6,48.3,92.3,31.6,85.8,"22,616",16.0,29%,57 : 43,/world-university-rankings/university-glasgow,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
 =76,University of Helsinki,Finland,61.9,48.4,60.4,82.1,31.6,51.8,"23,505",15.1,6%,66 : 34,/world-university-rankings/university-helsinki,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
78,University of Tübingen,Germany,61.7,47.0,59.8,79.3,59.2,58.2,"28,327",38.9,12%,58 : 42,/world-university-rankings/university-tubingen,university-tubingen,http://www.wikidata.org/entity/Q153978,grid.10392.39,
79,University of Pittsburgh,United States,61.5,50.6,50.3,92.3,39.3,33.9,"26,485",5.8,10%,51 : 49,/world-university-rankings/university-pittsburgh,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
80,University of Warwick,United Kingdom,61.3,47.4,53.1,78.2,37.7,90.3,"18,529",16.6,37%,48 : 52,/world-university-rankings/university-warwick,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
81,Uppsala University,Sweden,61.2,44.1,61.0,80.9,39.5,59.6,"25,266",18.2,12%,57 : 43,/world-university-rankings/uppsala-university,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
 =82,University of Copenhagen,Denmark,61,49.8,42.7,86.2,45,83.3,"27,545",4.1,19%,67 : 33,/world-university-rankings/university-copenhagen,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
 =82,University of New South Wales,Australia,61,40.7,53.9,82.1,50,89.5,"38,309",25.9,32%,47 : 53,/world-university-rankings/university-new-south-wales,university-new-south-wales,http://www.wikidata.org/entity/Q734764,grid.1005.4,
84,University of Freiburg,Germany,60.7,47.4,51.1,80.5,100,60.3,"26,467",31.2,16%,52 : 48,/world-university-rankings/university-freiburg,university-freiburg,http://www.wikidata.org/entity/Q153987,grid.5963.9,
85,Seoul National University,South Korea,60.5,66.5,70.5,50.0,85.4,30.9,"26,389",13.9,10%,,/world-university-rankings/seoul-national-university,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
86,University of St Andrews,United Kingdom,60.4,49.7,47.3,78.8,30.6,92.3,"8,338",12.7,47%,56 : 44,/world-university-rankings/university-st-andrews,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
87,Vanderbilt University,United States,60.1,47.8,44.2,95.7,63.2,29.1,"12,161",3.6,9%,52 : 48,/world-university-rankings/vanderbilt-university,vanderbilt-university,http://www.wikidata.org/entity/Q29052,grid.152326.1,
 =88,Kyoto University,Japan,59.9,70.6,69.3,46.6,79,26.1,"22,809",5.6,7%,,/world-university-rankings/kyoto-university,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
 =88,Maastricht University,Netherlands,59.9,37.5,47.7,82.7,95.4,95.5,"15,626",18.9,48%,56 : 44,/world-university-rankings/maastricht-university,maastricht-university,http://www.wikidata.org/entity/Q1137652,grid.5012.6,
 =90,Emory University,United States,59.7,48.3,37.1,96.7,48.9,51.0,"12,338",4.5,18%,56 : 44,/world-university-rankings/emory-university,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
 =90,Lund University,Sweden,59.7,39.7,53.6,81.3,70.4,74.1,"28,251",11.5,15%,,/world-university-rankings/lund-university,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
 =90,Ohio State University,United States,59.7,51.6,46.6,83.2,53.1,53.0,"51,462",13.4,12%,49 : 51,/world-university-rankings/ohio-state-university,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
93,University of Exeter,United Kingdom,59.5,39.4,40.0,94.3,31.9,87.3,"17,755",18.8,28%,54 : 46,/world-university-rankings/university-exeter,university-exeter,http://www.wikidata.org/entity/Q1414861,grid.8391.3,
 =94,University of Bonn,Germany,58.8,45.1,47.5,85.3,-,63.6,"32,474",70.4,12%,55 : 45,/world-university-rankings/university-bonn,university-bonn,http://www.wikidata.org/entity/Q152171,grid.10388.32,
 =94,Georgetown University,United States,58.8,54.4,39.3,82.5,80.7,52.7,"15,408",8.5,14%,53 : 47,/world-university-rankings/georgetown-university,georgetown-university,http://www.wikidata.org/entity/Q333886,grid.213910.8,
 =94,McMaster University,Canada,58.8,39.8,44.8,84.9,88,76.1,"23,823",19.3,15%,53 : 47,/world-university-rankings/mcmaster-university,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
97,University of Sheffield,United Kingdom,58.6,42.4,48.8,80.1,43.4,81.9,"23,311",15.5,31%,50 : 50,/world-university-rankings/university-sheffield,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
98,Queen Mary University of London,United Kingdom,58.5,34.1,41.3,93.3,36.8,93.5,"14,260",14.0,40%,52 : 48,/world-university-rankings/queen-mary-university-london,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
 =99,University of Göttingen,Germany,58,49.3,54.5,72.7,31.8,56.4,"25,581",25.6,12%,51 : 49,/world-university-rankings/university-gottingen,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
 =99,Michigan State University,United States,58,47.3,52.6,76.8,32.2,56.4,"44,750",15.7,15%,51 : 49,/world-university-rankings/michigan-state-university,michigan-state-university,http://www.wikidata.org/entity/Q270222,grid.17088.36,
 =101,University of Basel,Switzerland,57.9,39.5,33.1,88.3,99.9,94.7,"12,551",17.3,24%,54 : 46,/world-university-rankings/university-basel,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
 =101,École Polytechnique,France,57.9,53.5,44.6,64.7,82.3,92.8,"2,429",4.8,30%,18 : 82,/world-university-rankings/ecole-polytechnique,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
 =101,Rice University,United States,57.9,37.9,35.1,99.7,41.7,66.6,"6,333",9.0,26%,44 : 56,/world-university-rankings/rice-university,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
 =101,Trinity College Dublin,Ireland,57.9,45.5,46.2,75.8,32.8,90.8,"15,520",22.3,25%,57 : 43,/world-university-rankings/trinity-college-dublin,trinity-college-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
 =104,Dartmouth College,United States,57.8,50.7,35.8,93.3,40.8,38.3,"6,178",6.6,16%,47 : 53,/world-university-rankings/dartmouth-college,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
 =104,University of Zurich,Switzerland,57.8,49.5,31.5,85.4,44,90.4,"26,583",6.5,19%,57 : 43,/world-university-rankings/university-zurich,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
 =106,"University of California, Irvine",United States,57.7,39.9,41.8,91.6,48.9,59.2,"26,614",16.1,16%,52 : 48,/world-university-rankings/university-california-irvine,university-california-irvine,http://www.wikidata.org/entity/Q868421,grid.266093.8,
 =106,Aarhus University,Denmark,57.7,36.9,50.7,79.8,68.3,76.8,"23,895",13.6,14%,54 : 46,/world-university-rankings/aarhus-university,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
 =106,University of Mannheim,Germany,57.7,34.5,47.7,86.9,85.3,64.6,"11,761",85.8,15%,55 : 45,/world-university-rankings/university-mannheim,university-mannheim,http://www.wikidata.org/entity/Q317070,grid.5601.2,
108,University of Notre Dame,United States,57.6,47.6,48.1,81.7,33.7,47.6,"11,829",13.8,10%,44 : 56,/world-university-rankings/university-notre-dame-0,university-notre-dame-0,http://www.wikidata.org/entity/Q178848,grid.131063.6,
109,University of Western Australia,Australia,57.5,33.4,46.1,83.6,64.5,92.6,"20,851",20.7,27%,50 : 50,/world-university-rankings/university-western-australia,university-western-australia,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
 =110,RWTH Aachen University,Germany,57.2,49.4,56.3,63.2,98.1,54.1,"37,917",27.6,16%,31 : 69,/world-university-rankings/rwth-aachen-university,rwth-aachen-university,http://www.wikidata.org/entity/Q273263,grid.1957.a,
 =110,University of Southampton,United Kingdom,57.2,39.8,43.6,82.0,37.5,88.4,"20,925",13.5,29%,53 : 47,/world-university-rankings/university-southampton,university-southampton,http://www.wikidata.org/entity/Q76473,grid.5491.9,
112,Scuola Normale Superiore di Pisa,Italy,57.1,54.2,53.1,67.2,52,46.3,462,16.5,5%,28 : 72,/world-university-rankings/scuola-normale-superiore-di-pisa,scuola-normale-superiore-di-pisa,http://www.wikidata.org/entity/Q672416,grid.6093.c,
 =113,University of Montreal,Canada,57,46.3,45.5,69.6,92.6,84.2,"38,264",20.3,25%,57 : 43,/world-university-rankings/university-montreal,university-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
 =113,Pierre and Marie Curie University,France,57,52.8,32.7,82.9,37.4,74.1,"27,862",8.7,18%,48 : 52,/world-university-rankings/pierre-and-marie-curie-university,pierre-and-marie-curie-university,http://www.wikidata.org/entity/Q1144549,grid.5805.8,
 =113,Purdue University,United States,57,50.2,57.7,63.2,-,66.4,"39,256",18.1,22%,42 : 58,/world-university-rankings/purdue-university,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
116,Pohang University of Science and Technology (POSTECH),South Korea,56.9,49.1,47.1,76.7,100,33.7,"3,055",10.1,4%,20 : 80,/world-university-rankings/pohang-university-science-and-technology-postech,pohang-university-science-and-technology-postech,,grid.49100.3c,103.0
117,"University of Maryland, College Park",United States,56.7,45.0,42.1,88.2,32.3,43.5,"31,331",8.4,9%,48 : 52,/world-university-rankings/university-maryland-college-park,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
118,Ghent University,Belgium,56.6,42.1,54.5,71.2,88.3,54.2,"32,166",34.1,9%,57 : 43,/world-university-rankings/ghent-university,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
119,University of Birmingham,United Kingdom,56.2,39.4,41.8,82.7,34.7,82.0,"25,295",16.4,23%,54 : 46,/world-university-rankings/university-birmingham,university-birmingham,http://www.wikidata.org/entity/Q223429,grid.6572.6,
 =120,University of Bern,Switzerland,56.1,40.0,42.5,76.6,82.9,83.7,"14,708",22.5,14%,54 : 46,/world-university-rankings/university-bern,university-bern,http://www.wikidata.org/entity/Q659080,grid.5734.5,
 =120,University of Cape Town,South Africa,56.1,34.9,38.7,85.6,92.7,80.2,"20,040",12.1,18%,53 : 47,/world-university-rankings/university-cape-town,university-cape-town,http://www.wikidata.org/entity/Q951305,grid.7836.a,
 =120,University of Florida,United States,56.1,51.8,56.8,67.7,-,33.3,"50,095",18.7,9%,54 : 46,/world-university-rankings/university-florida,university-florida,http://www.wikidata.org/entity/Q501758,grid.15276.37,
 =123,University of Erlangen-Nuremberg,Germany,56,51.7,39.7,75.2,99.4,47.0,"36,146",53.9,9%,49 : 51,/world-university-rankings/university-erlangen-nuremberg,university-erlangen-nuremberg,http://www.wikidata.org/entity/Q40025,grid.5330.5,
