rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
37,University of Melbourne,Australia,71.9,62.2,72.4,80.7,44.4,82.5,71.9,62.2,72.4,80.7,/world-university-rankings/university-melbourne,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
38,Australian National University,Australia,71.2,62.8,75.1,72.6,41.7,93.8,71.2,62.8,75.1,72.6,/world-university-rankings/australian-national-university,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
38,"University of California, Davis",United States,71.2,68.0,68.7,83.4,52.5,51.4,71.2,68.0,68.7,83.4,/world-university-rankings/university-california-davis,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
40,National University of Singapore,Singapore,70.9,65.7,79.0,63.4,60.7,93.0,70.9,65.7,79.0,63.4,/world-university-rankings/national-university-singapore,national-university-singapore,http://www.wikidata.org/entity/Q738236,grid.4280.e,
41,Washington University in St Louis,United States,70.5,64.0,58.9,96.1,-,45.7,70.5,64.0,58.9,96.1,/world-university-rankings/washington-university-st-louis,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
42,University of Minnesota Twin Cities,United States,70.0,66.1,72.5,85.4,-,25.6,70.0,66.1,72.5,85.4,/world-university-rankings/university-minnesota-0,university-minnesota-0,http://www.wikidata.org/entity/Q238101,grid.17635.36,
43,University of North Carolina at Chapel Hill,United States,69.3,67.6,62.6,92.6,35.5,20.2,69.3,67.6,62.6,92.6,/world-university-rankings/university-north-carolina-chapel-hill,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
44,New York University,United States,69.0,60.2,65.4,92.3,30.9,38.1,69.0,60.2,65.4,92.3,/world-university-rankings/new-york-university,new-york-university,http://www.wikidata.org/entity/Q49210,grid.137628.9,
45,LMU Munich,Germany,67.6,63.8,59.9,84.6,40.7,54.3,67.6,63.8,59.9,84.6,/world-university-rankings/lmu-munich,lmu-munich,http://www.wikidata.org/entity/Q55044,grid.5252.0,
46,École Polytechnique Fédérale de Lausanne,Switzerland,66.3,53.1,43.9,95.3,46.7,98.9,66.3,53.1,43.9,95.3,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,ecole-polytechnique-federale-de-lausanne,http://www.wikidata.org/entity/Q262760,grid.5333.6,
47,London School of Economics and Political Science,United Kingdom,66.0,66.4,75.4,50.6,41.1,96.0,66.0,66.4,75.4,50.6,/world-university-rankings/london-school-economics-and-political-science,london-school-economics-and-political-science,http://www.wikidata.org/entity/Q174570,grid.13063.37,
48,University of Manchester,United Kingdom,65.7,59.0,61.1,75.6,37.7,80.4,65.7,59.0,61.1,75.6,/world-university-rankings/university-manchester,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
49,Brown University,United States,65.6,59.8,53.6,93.9,34.9,33.4,65.6,59.8,53.6,93.9,/world-university-rankings/brown-university,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
49,Peking University,China,65.6,82.3,64.1,51.0,99.9,51.7,65.6,82.3,64.1,51.0,/world-university-rankings/peking-university,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
51,Pennsylvania State University,United States,64.9,53.5,66.7,83.4,61.6,29.5,64.9,53.5,66.7,83.4,/world-university-rankings/pennsylvania-state-university,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
52,Kyoto University,Japan,64.8,76.4,72.0,56.3,71.7,21.1,64.8,76.4,72.0,56.3,/world-university-rankings/kyoto-university,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
53,Pohang University of Science and Technology (POSTECH),South Korea,64.6,56.4,51.9,92.3,100.0,25.0,64.6,56.4,51.9,92.3,/world-university-rankings/pohang-university-science-and-technology-postech,pohang-university-science-and-technology-postech,,grid.49100.3c,103.0
54,Boston University,United States,64.2,60.7,46.2,95.6,27.6,37.2,64.2,60.7,46.2,95.6,/world-university-rankings/boston-university,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
55,University of Southern California,United States,64.0,65.8,48.7,80.2,99.3,41.1,64.0,65.8,48.7,80.2,/world-university-rankings/university-southern-california,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
56,King’s College London,United Kingdom,63.2,49.8,54.2,80.9,40.8,90.0,63.2,49.8,54.2,80.9,/world-university-rankings/kings-college-london,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
57,Ohio State University,United States,63.0,61.8,56.2,77.5,49.9,42.2,63.0,61.8,56.2,77.5,/world-university-rankings/ohio-state-university,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
58,University of Sydney,Australia,62.4,55.4,65.7,57.2,92.1,88.1,62.4,55.4,65.7,57.2,/world-university-rankings/university-sydney,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
59,University of Pittsburgh,United States,62.0,54.3,53.9,88.7,37.5,26.5,62.0,54.3,53.9,88.7,/world-university-rankings/university-pittsburgh,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
59,École Normale Supérieure,France,62.0,56.6,33.5,96.4,44.7,66.2,62.0,56.6,33.5,96.4,/world-university-rankings/ecole-normale-superieure,ecole-normale-superieure,,grid.5607.4,101.0
61,University of Zurich,Switzerland,61.9,56.7,45.9,78.4,43.5,87.4,61.9,56.7,45.9,78.4,/world-university-rankings/university-zurich,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
62,Hong Kong University of Science and Technology,Hong Kong,61.7,51.0,58.6,71.0,59.0,80.1,61.7,51.0,58.6,71.0,/world-university-rankings/hong-kong-university-science-and-technology,hong-kong-university-science-and-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
63,École Polytechnique,France,61.5,50.4,38.8,89.1,63.0,86.1,61.5,50.4,38.8,89.1,/world-university-rankings/ecole-polytechnique,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
64,University of Massachusetts,United States,61.1,54.0,58.3,80.1,53.2,27.3,61.1,54.0,58.3,80.1,/world-university-rankings/university-massachusetts,university-massachusetts,http://www.wikidata.org/entity/Q15142,grid.266683.f,
65,McMaster University,Canada,61.0,41.9,49.9,85.5,97.5,72.0,61.0,41.9,49.9,85.5,/world-university-rankings/mcmaster-university,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
66,University of Bristol,United Kingdom,60.9,44.2,47.7,89.9,34.8,73.7,60.9,44.2,47.7,89.9,/world-university-rankings/university-bristol,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
67,KU Leuven,Belgium,60.8,52.5,64.7,63.0,99.9,56.7,60.8,52.5,64.7,63.0,/world-university-rankings/ku-leuven,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
68,Utrecht University,Netherlands,60.4,42.8,53.2,85.7,59.3,58.1,60.4,42.8,53.2,85.7,/world-university-rankings/utrecht-university,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
69,University of Göttingen,Germany,60.3,51.4,50.9,84.1,32.7,48.0,60.3,51.4,50.9,84.1,/world-university-rankings/university-gottingen,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
70,Vanderbilt University,United States,59.6,52.1,47.6,86.8,64.4,26.8,59.6,52.1,47.6,86.8,/world-university-rankings/vanderbilt-university,vanderbilt-university,http://www.wikidata.org/entity/Q29052,grid.152326.1,
71,Tsinghua University,China,59.5,74.1,70.1,37.4,99.8,33.4,59.5,74.1,70.1,37.4,/world-university-rankings/tsinghua-university,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
72,Rice University,United States,59.0,45.9,38.0,99.9,36.2,39.7,59.0,45.9,38.0,99.9,/world-university-rankings/rice-university,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
73,Heidelberg University,Germany,58.7,57.1,41.5,78.5,37.6,62.3,58.7,57.1,41.5,78.5,/world-university-rankings/heidelberg-university-0,heidelberg-university-0,http://www.wikidata.org/entity/Q151510,grid.7700.0,
74,University of Queensland,Australia,58.6,47.5,52.3,70.2,62.6,80.8,58.6,47.5,52.3,70.2,/world-university-rankings/university-queensland,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
75,Emory University,United States,57.4,48.4,39.8,90.9,34.4,37.3,57.4,48.4,39.8,90.9,/world-university-rankings/emory-university,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
75,Wageningen University & Research,Netherlands,57.4,50.1,47.6,66.3,100.0,75.9,57.4,50.1,47.6,66.3,/world-university-rankings/wageningen-university-research,wageningen-university-research,http://www.wikidata.org/entity/Q422208,grid.4818.5,
77,Tufts University,United States,57.3,45.8,37.4,94.5,35.4,41.3,57.3,45.8,37.4,94.5,/world-university-rankings/tufts-university,tufts-university,http://www.wikidata.org/entity/Q49120,grid.429997.8,
77,University of Colorado Boulder,United States,57.3,39.5,42.6,98.2,-,30.8,57.3,39.5,42.6,98.2,/world-university-rankings/university-colorado-boulder,university-colorado-boulder,http://www.wikidata.org/entity/Q736674,grid.266190.a,
79,Leiden University,Netherlands,57.0,45.4,55.3,71.7,48.6,54.4,57.0,45.4,55.3,71.7,/world-university-rankings/leiden-university,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
80,Lund University,Sweden,56.9,40.4,58.5,72.8,32.6,61.2,56.9,40.4,58.5,72.8,/world-university-rankings/lund-university,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
81,"Rutgers, the State University of New Jersey",United States,56.8,51.6,60.0,69.0,-,25.3,56.8,51.6,60.0,69.0,/world-university-rankings/rutgers-state-university-new-jersey-0,rutgers-state-university-new-jersey-0,http://www.wikidata.org/entity/Q7382826,grid.430387.b,103.0
81,University of Rochester,United States,56.8,47.0,33.5,94.5,36.4,45.7,56.8,47.0,33.5,94.5,/world-university-rankings/university-rochester,university-rochester,http://www.wikidata.org/entity/Q149990,grid.16416.34,
83,Durham University,United Kingdom,56.4,32.5,37.9,96.2,30.5,75.8,56.4,32.5,37.9,96.2,/world-university-rankings/durham-university,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
84,Pierre and Marie Curie University,France,56.0,56.3,30.5,81.1,26.2,66.7,56.0,56.3,30.5,81.1,/world-university-rankings/pierre-and-marie-curie-university,pierre-and-marie-curie-university,http://www.wikidata.org/entity/Q1144549,grid.5805.8,
85,University of St Andrews,United Kingdom,55.7,37.1,40.2,83.0,34.1,89.1,55.7,37.1,40.2,83.0,/world-university-rankings/university-st-andrews,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
86,"University of California, Irvine",United States,55.4,36.2,42.3,93.5,45.6,36.3,55.4,36.2,42.3,93.5,/world-university-rankings/university-california-irvine,university-california-irvine,http://www.wikidata.org/entity/Q868421,grid.266093.8,
87,Uppsala University,Sweden,55.2,47.2,65.1,53.3,43.4,59.1,55.2,47.2,65.1,53.3,/world-university-rankings/uppsala-university,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
88,Technical University of Munich,Germany,55.1,50.0,37.1,76.3,47.2,65.2,55.1,50.0,37.1,76.3,/world-university-rankings/technical-university-munich,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
89,University of Notre Dame,United States,55.0,42.6,36.2,94.1,27.3,33.1,55.0,42.6,36.2,94.1,/world-university-rankings/university-notre-dame-0,university-notre-dame-0,http://www.wikidata.org/entity/Q178848,grid.131063.6,
90,Dartmouth College,United States,54.9,44.8,38.7,89.9,-,30.6,54.9,44.8,38.7,89.9,/world-university-rankings/dartmouth-college,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
91,University of Helsinki,Finland,54.8,39.3,54.2,75.1,28.9,46.8,54.8,39.3,54.2,75.1,/world-university-rankings/university-helsinki,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
92,University of Amsterdam,Netherlands,54.7,41.7,54.7,68.3,42.5,56.4,54.7,41.7,54.7,68.3,/world-university-rankings/university-amsterdam,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
93,Case Western Reserve University,United States,54.6,54.2,40.2,78.4,-,29.9,54.6,54.2,40.2,78.4,/world-university-rankings/case-western-reserve-university,case-western-reserve-university,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
94,Korea Advanced Institute of Science and Technology (KAIST),South Korea,54.5,64.2,54.6,47.1,100.0,29.3,54.5,64.2,54.6,47.1,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,korea-advanced-institute-science-and-technology-kaist,http://www.wikidata.org/entity/Q39949,grid.37172.30,
94,"University of Maryland, College Park",United States,54.5,41.1,43.6,85.8,28.5,35.3,54.5,41.1,43.6,85.8,/world-university-rankings/university-maryland-college-park,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
96,Michigan State University,United States,54.4,47.4,49.6,73.6,28.0,34.0,54.4,47.4,49.6,73.6,/world-university-rankings/michigan-state-university,michigan-state-university,http://www.wikidata.org/entity/Q270222,grid.17088.36,
97,University of Arizona,United States,54.2,45.1,43.0,78.3,86.0,28.4,54.2,45.1,43.0,78.3,/world-university-rankings/university-arizona,university-arizona,http://www.wikidata.org/entity/Q503419,grid.134563.6,
98,Purdue University,United States,54.0,56.6,49.4,57.8,-,52.6,54.0,56.6,49.4,57.8,/world-university-rankings/purdue-university,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
99,University of Sussex,United Kingdom,53.9,30.6,34.8,92.0,28.1,79.8,53.9,30.6,34.8,92.0,/world-university-rankings/university-sussex,university-sussex,http://www.wikidata.org/entity/Q1161297,grid.12082.39,
100,University of Alberta,Canada,53.7,50.6,54.4,51.7,53.7,71.9,53.7,50.6,54.4,51.7,/world-university-rankings/university-alberta,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
101,University of Sheffield,United Kingdom,53.6,44.6,46.0,67.5,40.2,68.2,53.6,44.6,46.0,67.5,/world-university-rankings/university-sheffield,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
102,University of Glasgow,United Kingdom,53.4,37.5,41.0,77.5,61.4,68.1,53.4,37.5,41.0,77.5,/world-university-rankings/university-glasgow,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
103,University of Cape Town,South Africa,53.2,34.3,41.1,75.3,97.5,73.9,53.2,34.3,41.1,75.3,/world-university-rankings/university-cape-town,university-cape-town,http://www.wikidata.org/entity/Q951305,grid.7836.a,
104,Delft University of Technology,Netherlands,53.1,53.5,66.1,31.2,100.0,71.3,53.1,53.5,66.1,31.2,/world-university-rankings/delft-university-technology,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
104,University of Montreal,Canada,53.1,54.5,47.0,48.7,81.3,79.5,53.1,54.5,47.0,48.7,/world-university-rankings/university-montreal,university-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
106,Ghent University,Belgium,53.0,41.1,52.2,63.4,97.8,47.3,53.0,41.1,52.2,63.4,/world-university-rankings/ghent-university,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
107,"Royal Holloway, University of London",United Kingdom,52.9,28.6,24.1,98.2,25.9,93.3,52.9,28.6,24.1,98.2,/world-university-rankings/royal-holloway-university-london,royal-holloway-university-london,http://www.wikidata.org/entity/Q1202039,grid.4970.a,
108,Tokyo Institute of Technology,Japan,52.8,56.0,58.9,49.5,66.3,24.9,52.8,56.0,58.9,49.5,/world-university-rankings/tokyo-institute-technology,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
109,Humboldt University of Berlin,Germany,52.6,51.3,54.5,50.1,-,64.5,52.6,51.3,54.5,50.1,/world-university-rankings/humboldt-university-berlin,humboldt-university-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
110,"University of California, Santa Cruz",United States,52.5,28.5,36.6,99.9,29.5,29.8,52.5,28.5,36.6,99.9,/world-university-rankings/university-california-santa-cruz,university-california-santa-cruz,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
111,University of Basel,Switzerland,52.2,38.9,21.9,86.0,48.6,92.4,52.2,38.9,21.9,86.0,/world-university-rankings/university-basel,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
112,University of Bern,Switzerland,52.1,43.0,34.6,73.5,38.2,77.6,52.1,43.0,34.6,73.5,/world-university-rankings/university-bern,university-bern,http://www.wikidata.org/entity/Q659080,grid.5734.5,
113,University of Utah,United States,51.9,42.1,41.0,82.3,-,23.3,51.9,42.1,41.0,82.3,/world-university-rankings/university-utah,university-utah,http://www.wikidata.org/entity/Q168515,grid.223827.e,
114,Stony Brook University,United States,51.4,37.7,28.7,88.3,29.2,56.5,51.4,37.7,28.7,88.3,/world-university-rankings/stony-brook-university,stony-brook-university,http://www.wikidata.org/entity/Q969850,grid.36425.36,
115,Eindhoven University of Technology,Netherlands,51.3,35.6,48.0,62.1,100.0,67.3,51.3,35.6,48.0,62.1,/world-university-rankings/eindhoven-university-technology,eindhoven-university-technology,http://www.wikidata.org/entity/Q280824,grid.6852.9,
116,University of Lausanne,Switzerland,51.2,27.5,40.4,77.8,40.3,86.7,51.2,27.5,40.4,77.8,/world-university-rankings/university-lausanne,university-lausanne,http://www.wikidata.org/entity/Q658975,grid.9851.5,
117,Monash University,Australia,51.1,40.5,48.5,57.1,62.2,75.8,51.1,40.5,48.5,57.1,/world-university-rankings/monash-university,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
117,Trinity College Dublin,Ireland,51.1,30.3,23.5,91.7,29.7,89.4,51.1,30.3,23.5,91.7,/world-university-rankings/trinity-college-dublin,trinity-college-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
119,Osaka University,Japan,51.0,61.8,56.5,40.0,75.0,21.1,51.0,61.8,56.5,40.0,/world-university-rankings/osaka-university,osaka-university,http://www.wikidata.org/entity/Q651233,grid.136593.b,
120,Tohoku University,Japan,50.8,57.7,55.7,42.9,78.9,25.6,50.8,57.7,55.7,42.9,/world-university-rankings/tohoku-university,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
121,Hebrew University of Jerusalem,Israel,50.4,47.7,56.4,48.4,25.0,53.0,50.4,47.7,56.4,48.4,/world-university-rankings/hebrew-university-jerusalem,hebrew-university-jerusalem,http://www.wikidata.org/entity/Q174158,grid.9619.7,
121,University of York,United Kingdom,50.4,36.7,38.8,71.6,33.9,72.7,50.4,36.7,38.8,71.6,/world-university-rankings/university-york,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
123,Indiana University,United States,50.2,46.8,34.5,73.7,-,37.7,50.2,46.8,34.5,73.7,/world-university-rankings/indiana-university,indiana-university,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
124,Seoul National University,South Korea,50.1,64.6,50.8,44.0,42.6,16.3,50.1,64.6,50.8,44.0,/world-university-rankings/seoul-national-university,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
125,Aarhus University,Denmark,50.0,30.7,49.0,64.0,67.0,69.3,50.0,30.7,49.0,64.0,/world-university-rankings/aarhus-university,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
125,University of Florida,United States,50.0,46.7,59.9,50.9,-,25.9,50.0,46.7,59.9,50.9,/world-university-rankings/university-florida,university-florida,http://www.wikidata.org/entity/Q501758,grid.15276.37,
127,Arizona State University,United States,49.9,38.2,39.0,80.3,28.7,26.1,49.9,38.2,39.0,80.3,/world-university-rankings/arizona-state-university,arizona-state-university,http://www.wikidata.org/entity/Q670897,grid.215654.1,
127,Queen Mary University of London,United Kingdom,49.9,29.0,28.6,83.7,36.6,88.8,49.9,29.0,28.6,83.7,/world-university-rankings/queen-mary-university-london,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
