rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
=74,Kyoto University,Japan,64.9,71.8,78.6,50.9,93.8,28.8,"22,481",8.7,8%,24 : 76,/world-university-rankings/kyoto-university,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
=74,Seoul National University,South Korea,64.9,69.3,71.2,60.6,79.8,34.1,"26,470",12.6,11%,,/world-university-rankings/seoul-national-university,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
76,University of Bristol,United Kingdom,64.8,45.7,51.2,94.7,39.3,84.8,"19,995",13.7,27%,53 : 47,/world-university-rankings/university-bristol,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
77,Pennsylvania State University,United States,64.6,53.6,64.8,81.6,50.0,44.3,"45,411",15.2,14%,46 : 54,/world-university-rankings/pennsylvania-state-university,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
78,McMaster University,Canada,63.4,45.6,48.8,89.9,89.8,78.1,"23,693",24.7,15%,52 : 48,/world-university-rankings/mcmaster-university,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
79,RWTH Aachen University,Germany,63.3,53.4,62.4,72.8,99.7,56.4,"43,721",57.7,18%,32 : 68,/world-university-rankings/rwth-aachen-university,rwth-aachen-university,http://www.wikidata.org/entity/Q273263,grid.1957.a,
=80,University of Glasgow,United Kingdom,63.2,43.4,48.9,92.6,38.6,90.4,"23,389",15.4,36%,58 : 42,/world-university-rankings/university-glasgow,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
=80,Monash University,Australia,63.2,47.4,55.4,80.9,71.5,83.8,"46,846",33.7,28%,57 : 43,/world-university-rankings/monash-university,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
82,University of Freiburg,Germany,62.9,47.1,54.3,83.1,100.0,67.2,"20,871",40.3,19%,57 : 43,/world-university-rankings/university-freiburg,university-freiburg,http://www.wikidata.org/entity/Q153987,grid.5963.9,
=83,University of Groningen,Netherlands,62.8,40.7,54.8,89.0,77.2,74.4,"26,197",24.1,17%,52 : 48,/world-university-rankings/university-groningen,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
=83,Michigan State University,United States,62.8,55.1,53.3,82.6,35.7,61.2,"44,556",17.0,17%,51 : 49,/world-university-rankings/michigan-state-university,michigan-state-university,http://www.wikidata.org/entity/Q270222,grid.17088.36,
85,University of New South Wales,Australia,62.5,40.9,57.5,82.8,49.8,91.4,"40,133",26.7,34%,46 : 54,/world-university-rankings/university-new-south-wales,university-new-south-wales,http://www.wikidata.org/entity/Q734764,grid.1005.4,
=86,Rice University,United States,62.2,45.1,41.9,98.7,42.4,72.7,"6,441",9.0,28%,43 : 57,/world-university-rankings/rice-university,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
=86,Uppsala University,Sweden,62.2,42.9,56.1,84.6,79.5,68.8,"25,174",17.3,11%,57 : 43,/world-university-rankings/uppsala-university,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
88,Free University of Berlin,Germany,62.1,58.7,66.5,60.6,39.8,71.8,"34,114",57.0,21%,59 : 41,/world-university-rankings/free-university-berlin,free-university-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
89,Dartmouth College,United States,62.0,58.5,41.9,93.4,37.9,39.1,"6,100",6.6,15%,47 : 53,/world-university-rankings/dartmouth-college,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
90,University of Helsinki,Finland,61.7,45.7,56.6,86.9,35.5,53.3,"22,532",16.2,6%,65 : 35,/world-university-rankings/university-helsinki,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
91,University of Warwick,United Kingdom,61.6,46.6,52.0,80.4,41.0,91.9,"18,424",13.0,39%,48 : 52,/world-university-rankings/university-warwick,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
92,Technical University of Berlin,Germany,61.5,49.0,58.0,74.2,97.8,62.4,"22,390",64.3,20%,34 : 66,/world-university-rankings/technical-university-berlin,technical-university-berlin,http://www.wikidata.org/entity/Q51985,grid.6734.6,
93,Lund University,Sweden,61.3,40.8,52.6,85.9,70.9,76.1,"28,663",12.1,16%,55 : 45,/world-university-rankings/lund-university,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
94,University of Tübingen,Germany,61.2,45.7,55.4,83.0,55.4,60.8,"27,844",38.5,13%,59 : 41,/world-university-rankings/university-tubingen,university-tubingen,http://www.wikidata.org/entity/Q153978,grid.10392.39,
=95,University of Basel,Switzerland,60.9,39.8,39.9,91.0,99.9,95.9,"12,729",17.7,27%,55 : 45,/world-university-rankings/university-basel,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
=95,Korea Advanced Institute of Science and Technology (KAIST),South Korea,60.9,56.3,59.2,70.4,100.0,35.6,"9,464",10.6,9%,20 : 80,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,korea-advanced-institute-science-and-technology-kaist,http://www.wikidata.org/entity/Q39949,grid.37172.30,
97,Durham University,United Kingdom,60.8,44.8,47.9,84.6,36.8,89.0,"16,310",14.9,29%,54 : 46,/world-university-rankings/durham-university,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
98,Emory University,United States,60.7,47.1,40.4,98.1,42.3,53.3,"12,649",4.4,19%,57 : 43,/world-university-rankings/emory-university,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
99,"University of California, Irvine",United States,60.6,43.4,44.9,93.6,43.9,65.2,"30,419",17.0,21%,52 : 48,/world-university-rankings/university-california-irvine,university-california-irvine,http://www.wikidata.org/entity/Q868421,grid.266093.8,
=100,University of Bonn,Germany,60.5,47.3,41.6,91.3,83.5,58.4,"35,619",77.9,13%,55 : 45,/world-university-rankings/university-bonn,university-bonn,http://www.wikidata.org/entity/Q152171,grid.10388.32,
=100,University of Colorado Boulder,United States,60.5,44.8,45.8,97.4,37.5,42.4,"30,780",16.3,10%,44 : 56,/world-university-rankings/university-colorado-boulder,university-colorado-boulder,http://www.wikidata.org/entity/Q736674,grid.266190.a,
=100,University of Pittsburgh,United States,60.5,45.7,48.7,94.9,39.9,36.8,"26,367",5.9,10%,52 : 48,/world-university-rankings/university-pittsburgh,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
103,Maastricht University,Netherlands,60.4,40.2,49.7,79.9,87.6,96.7,"16,727",18.0,50%,58 : 42,/world-university-rankings/maastricht-university,maastricht-university,http://www.wikidata.org/entity/Q1137652,grid.5012.6,
104,University of Sheffield,United Kingdom,60.1,42.9,45.7,86.8,43.7,85.4,"24,581",14.9,36%,50 : 50,/world-university-rankings/university-sheffield,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
=105,University of Bern,Switzerland,60.0,42.7,43.6,85.4,81.0,85.7,"10,449",16.5,15%,56 : 44,/world-university-rankings/university-bern,university-bern,http://www.wikidata.org/entity/Q659080,grid.5734.5,
=105,Vanderbilt University,United States,60.0,47.7,41.4,96.9,52.8,38.9,"12,011",3.3,13%,53 : 47,/world-university-rankings/vanderbilt-university,vanderbilt-university,http://www.wikidata.org/entity/Q29052,grid.152326.1,
107,Ghent University,Belgium,59.8,44.4,56.2,77.6,84.3,56.8,"35,909",35.9,10%,53 : 47,/world-university-rankings/ghent-university,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
108,University of Montreal,Canada,59.6,44.5,48.9,79.0,65.3,83.2,"41,017",21.9,22%,55 : 45,/world-university-rankings/university-montreal,university-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
=109,Aarhus University,Denmark,59.4,37.3,53.6,82.7,67.6,75.3,"25,167",14.3,12%,54 : 46,/world-university-rankings/aarhus-university,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
=109,University of Copenhagen,Denmark,59.4,44.0,39.7,90.6,44.6,79.3,"30,395",4.1,14%,58 : 42,/world-university-rankings/university-copenhagen,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
=111,Sungkyunkwan University (SKKU),South Korea,59.3,54.1,55.1,69.5,93.7,44.7,"24,055",19.6,12%,42 : 58,/world-university-rankings/sungkyunkwan-university-skku,sungkyunkwan-university-skku,http://www.wikidata.org/entity/Q41085,grid.264381.a,
=111,University of Western Australia,Australia,59.3,33.5,46.1,90.6,54.5,91.9,"18,787",21.8,25%,49 : 51,/world-university-rankings/university-western-australia,university-western-australia,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
=113,University of Göttingen,Germany,59.2,47.1,50.3,82.4,33.7,58.6,"28,554",27.9,12%,50 : 50,/world-university-rankings/university-gottingen,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
=113,University of Virginia,United States,59.2,52.4,40.7,89.3,40.6,46.5,"24,055",9.7,12%,52 : 48,/world-university-rankings/university-virginia,university-virginia,http://www.wikidata.org/entity/Q213439,grid.27755.32,
115,École Polytechnique,France,59.1,54.4,38.2,75.1,70.8,93.4,"2,799",5.1,36%,21 : 79,/world-university-rankings/ecole-polytechnique,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
116,Fudan University,China,58.9,59.5,57.5,65.1,53.0,38.7,"32,859",12.1,10%,51 : 49,/world-university-rankings/fudan-university,fudan-university,http://www.wikidata.org/entity/Q495015,grid.8547.e,
=117,Indiana University,United States,58.7,50.5,46.5,81.9,51.5,50.5,"66,835",14.1,15%,52 : 48,/world-university-rankings/indiana-university,indiana-university,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
=117,Trinity College Dublin,Ireland,58.7,45.3,44.8,79.0,41.2,92.1,"16,157",22.8,27%,58 : 42,/world-university-rankings/trinity-college-dublin,trinity-college-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
=119,University of Alberta,Canada,58.6,47.2,51.2,70.5,63.4,84.8,"32,435",21.6,26%,55 : 45,/world-university-rankings/university-alberta,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
=119,City University of Hong Kong,Hong Kong,58.6,40.8,48.6,79.4,65.9,84.4,"9,240",11.2,35%,54 : 46,/world-university-rankings/city-university-hong-kong,city-university-hong-kong,http://www.wikidata.org/entity/Q787360,grid.35030.35,
121,Queen Mary University of London,United Kingdom,58.5,32.8,38.2,96.7,39.1,95.5,"15,405",13.3,45%,54 : 46,/world-university-rankings/queen-mary-university-london,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
122,Radboud University Nijmegen,Netherlands,58.4,33.9,50.4,89.4,44.8,68.8,"19,358",19.1,12%,56 : 44,/world-university-rankings/radboud-university-nijmegen,radboud-university-nijmegen,http://www.wikidata.org/entity/Q632004,grid.5590.9,
=123,Georgetown University,United States,58.3,51.8,37.2,87.5,66.3,49.6,"15,956",8.6,17%,54 : 46,/world-university-rankings/georgetown-university,georgetown-university,http://www.wikidata.org/entity/Q333886,grid.213910.8,
=123,Pierre and Marie Curie University,France,58.3,49.5,39.8,85.7,31.8,66.6,"25,117",12.3,20%,49 : 51,/world-university-rankings/pierre-and-marie-curie-university,pierre-and-marie-curie-university,http://www.wikidata.org/entity/Q1144549,grid.5805.8,
