rank,Name,Location,Overall,Teaching,Rechearch,Citations,Industry_Income,Internationals_Outlook,n_students,student_staff_ratio,n_international_students,m_v_ratio,href,Times_Higher_Education_World_University_ID,item,GRID_ID,fuzz
18,University of Michigan,United States,79.2,70.0,86.2,90.8,53.5,49.5,79.2,70.0,86.2,90.8,/world-university-rankings/university-michigan,university-michigan,http://www.wikidata.org/entity/Q230492,grid.214458.e,
19,Cornell University,United States,79.1,72.1,83.8,90.8,35.8,55.6,79.1,72.1,83.8,90.8,/world-university-rankings/cornell-university,cornell-university,http://www.wikidata.org/entity/Q49115,grid.5386.8,
20,University of Toronto,Canada,78.3,73.6,81.5,84.5,45.8,70.0,78.3,73.6,81.5,84.5,/world-university-rankings/university-toronto,university-toronto,http://www.wikidata.org/entity/Q180865,grid.17063.33,
21,UCL,United Kingdom,77.6,70.5,77.5,84.1,46.8,90.2,77.6,70.5,77.5,84.1,/world-university-rankings/ucl,ucl,http://www.wikidata.org/entity/Q193196,grid.83440.3b,
22,Northwestern University,United States,77.1,70.2,76.0,97.1,61.9,34.4,77.1,70.2,76.0,97.1,/world-university-rankings/northwestern-university,northwestern-university,http://www.wikidata.org/entity/Q309350,grid.16753.36,
23,The University of Tokyo,Japan,76.4,84.7,88.0,69.8,56.7,29.6,76.4,84.7,88.0,69.8,/world-university-rankings/university-tokyo,university-tokyo,http://www.wikidata.org/entity/Q7842,grid.26999.3d,
24,Carnegie Mellon University,United States,76.0,63.1,77.4,93.9,52.5,58.1,76.0,63.1,77.4,93.9,/world-university-rankings/carnegie-mellon-university,carnegie-mellon-university,http://www.wikidata.org/entity/Q190080,grid.147455.6,
25,University of Washington,United States,73.4,65.6,69.2,95.6,43.1,43.2,73.4,65.6,69.2,95.6,/world-university-rankings/university-washington,university-washington,http://www.wikidata.org/entity/Q219563,grid.34477.33,
26,National University of Singapore,Singapore,72.4,68.0,77.8,66.4,64.3,94.3,72.4,68.0,77.8,66.4,/world-university-rankings/national-university-singapore,national-university-singapore,http://www.wikidata.org/entity/Q738236,grid.4280.e,
27,University of Texas at Austin,United States,72.2,64.7,69.0,91.3,59.6,42.4,72.2,64.7,69.0,91.3,/world-university-rankings/university-texas-austin,university-texas-austin,http://www.wikidata.org/entity/Q49213,grid.89336.37,
28,Georgia Institute of Technology,United States,71.6,59.4,68.6,87.9,71.3,67.8,71.6,59.4,68.6,87.9,/world-university-rankings/georgia-institute-technology,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
29,University of Illinois at Urbana-Champaign,United States,71.4,66.0,78.9,79.4,-,41.1,71.4,66.0,78.9,79.4,/world-university-rankings/university-illinois-urbana-champaign,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
30,University of Wisconsin-Madison,United States,71.1,69.8,67.7,87.2,51.2,32.3,71.1,69.8,67.7,87.2,/world-university-rankings/university-wisconsin-madison,university-wisconsin-madison,http://www.wikidata.org/entity/Q838330,grid.14003.36,
31,University of British Columbia,Canada,70.8,59.9,67.9,83.7,43.1,84.2,70.8,59.9,67.9,83.7,/world-university-rankings/university-british-columbia,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
32,London School of Economics and Political Science,United Kingdom,69.8,65.2,74.2,69.2,43.6,81.7,69.8,65.2,74.2,69.2,/world-university-rankings/london-school-economics-and-political-science,london-school-economics-and-political-science,http://www.wikidata.org/entity/Q174570,grid.13063.37,
33,"University of California, Santa Barbara",United States,68.4,47.8,58.2,99.4,86.7,61.8,68.4,47.8,58.2,99.4,/world-university-rankings/university-california-santa-barbara,university-california-santa-barbara,http://www.wikidata.org/entity/Q263064,grid.133342.4,
34,University of Melbourne,Australia,68.2,57.1,64.2,80.2,65.1,81.3,68.2,57.1,64.2,80.2,/world-university-rankings/university-melbourne,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
35,McGill University,Canada,68.1,61.5,68.1,74.5,40.8,77.8,68.1,61.5,68.1,74.5,/world-university-rankings/mcgill-university,mcgill-university,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
36,Karolinska Institute,Sweden,67.8,58.1,67.7,76.0,68.7,73.2,67.8,58.1,67.7,76.0,/world-university-rankings/karolinska-institute,karolinska-institute,http://www.wikidata.org/entity/Q219564,grid.4714.6,
37,École Polytechnique Fédérale de Lausanne,Switzerland,67.7,52.9,48.3,95.9,49.2,98.2,67.7,52.9,48.3,95.9,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,ecole-polytechnique-federale-de-lausanne,http://www.wikidata.org/entity/Q262760,grid.5333.6,
38,King’s College London,United Kingdom,67.6,56.2,56.8,87.6,38.3,86.0,67.6,56.2,56.8,87.6,/world-university-rankings/kings-college-london,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
39,University of Edinburgh,United Kingdom,67.5,56.6,56.9,87.6,42.5,81.5,67.5,56.6,56.9,87.6,/world-university-rankings/university-edinburgh,university-edinburgh,http://www.wikidata.org/entity/Q160302,grid.4305.2,
40,New York University,United States,67.4,65.4,58.4,87.9,29.9,41.8,67.4,65.4,58.4,87.9,/world-university-rankings/new-york-university,new-york-university,http://www.wikidata.org/entity/Q49210,grid.137628.9,
40,"University of California, San Diego",United States,67.4,52.0,63.0,96.7,48.4,35.6,67.4,52.0,63.0,96.7,/world-university-rankings/university-california-san-diego,university-california-san-diego,http://www.wikidata.org/entity/Q622664,grid.266100.3,
42,Washington University in St Louis,United States,67.2,59.5,52.9,96.4,-,44.6,67.2,59.5,52.9,96.4,/world-university-rankings/washington-university-st-louis,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
43,University of Hong Kong,Hong Kong,65.3,61.6,69.9,61.5,56.9,80.3,65.3,61.6,69.9,61.5,/world-university-rankings/university-hong-kong,university-hong-kong,http://www.wikidata.org/entity/Q15568,grid.194645.b,
44,Seoul National University,South Korea,65.2,76.4,79.2,47.3,86.0,29.4,65.2,76.4,79.2,47.3,/world-university-rankings/seoul-national-university,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
45,Peking University,China,65.0,72.3,58.1,62.8,99.9,60.6,65.0,72.3,58.1,62.8,/world-university-rankings/peking-university,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
46,University of Minnesota Twin Cities,United States,64.9,61.4,62.7,81.2,-,31.7,64.9,61.4,62.7,81.2,/world-university-rankings/university-minnesota-0,university-minnesota-0,http://www.wikidata.org/entity/Q238101,grid.17635.36,
47,University of North Carolina at Chapel Hill,United States,64.5,57.6,55.3,90.2,39.1,35.0,64.5,57.6,55.3,90.2,/world-university-rankings/university-north-carolina-chapel-hill,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
48,Australian National University,Australia,64.4,51.8,65.1,71.2,44.8,91.4,64.4,51.8,65.1,71.2,/world-university-rankings/australian-national-university,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
49,Pennsylvania State University,United States,64.2,55.3,65.9,79.4,60.0,33.7,64.2,55.3,65.9,79.4,/world-university-rankings/pennsylvania-state-university,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
50,Boston University,United States,63.5,56.5,46.1,95.3,31.1,44.2,63.5,56.5,46.1,95.3,/world-university-rankings/boston-university,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
50,Tsinghua University,China,63.5,66.8,65.9,59.9,99.9,42.6,63.5,66.8,65.9,59.9,/world-university-rankings/tsinghua-university,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
52,Brown University,United States,63.2,55.4,52.0,91.3,33.5,37.7,63.2,55.4,52.0,91.3,/world-university-rankings/brown-university,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
52,Kyoto University,Japan,63.2,69.5,69.5,58.2,78.7,27.5,63.2,69.5,69.5,58.2,/world-university-rankings/kyoto-university,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
52,"University of California, Davis",United States,63.2,55.5,56.4,81.2,51.3,53.7,63.2,55.5,56.4,81.2,/world-university-rankings/university-california-davis,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
55,LMU Munich,Germany,63.1,55.4,54.1,83.3,41.4,56.3,63.1,55.4,54.1,83.3,/world-university-rankings/lmu-munich,lmu-munich,http://www.wikidata.org/entity/Q55044,grid.5252.0,
56,Korea Advanced Institute of Science and Technology (KAIST),South Korea,62.9,65.6,60.0,67.0,100.0,34.3,62.9,65.6,60.0,67.0,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,korea-advanced-institute-science-and-technology-kaist,http://www.wikidata.org/entity/Q39949,grid.37172.30,
57,Hong Kong University of Science and Technology,Hong Kong,62.5,52.4,59.7,72.3,58.5,77.0,62.5,52.4,59.7,72.3,/world-university-rankings/hong-kong-university-science-and-technology,hong-kong-university-science-and-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
58,University of Manchester,United Kingdom,62.3,54.5,52.2,77.3,40.8,80.9,62.3,54.5,52.2,77.3,/world-university-rankings/university-manchester,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
59,Ohio State University,United States,62.0,58.3,52.9,79.4,47.7,48.1,62.0,58.3,52.9,79.4,/world-university-rankings/ohio-state-university,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
60,Pohang University of Science and Technology (POSTECH),South Korea,61.7,54.2,49.0,85.7,100.0,33.8,61.7,54.2,49.0,85.7,/world-university-rankings/pohang-university-science-and-technology-postech,pohang-university-science-and-technology-postech,,grid.49100.3c,103.0
61,KU Leuven,Belgium,61.3,48.6,59.9,72.9,99.9,58.6,61.3,48.6,59.9,72.9,/world-university-rankings/ku-leuven,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
62,Purdue University,United States,60.7,53.7,62.5,67.0,-,60.6,60.7,53.7,62.5,67.0,/world-university-rankings/purdue-university,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
63,University of Göttingen,Germany,59.9,45.1,48.8,89.6,41.2,51.5,59.9,45.1,48.8,89.6,/world-university-rankings/university-gottingen,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
63,University of Queensland,Australia,59.9,43.4,58.0,73.3,61.0,79.7,59.9,43.4,58.0,73.3,/world-university-rankings/university-queensland,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
65,Rice University,United States,59.8,44.1,35.5,99.9,35.2,67.7,59.8,44.1,35.5,99.9,/world-university-rankings/rice-university,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
65,École Normale Supérieure,France,59.8,54.6,37.1,87.0,44.7,67.1,59.8,54.6,37.1,87.0,/world-university-rankings/ecole-normale-superieure,ecole-normale-superieure,,grid.5607.4,101.0
67,Leiden University,Netherlands,59.4,41.9,53.2,84.2,49.8,58.5,59.4,41.9,53.2,84.2,/world-university-rankings/leiden-university,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
68,Heidelberg University,Germany,59.2,57.8,44.8,76.0,42.1,61.3,59.2,57.8,44.8,76.0,/world-university-rankings/heidelberg-university-0,heidelberg-university-0,http://www.wikidata.org/entity/Q151510,grid.7700.0,
69,Delft University of Technology,Netherlands,59.1,55.8,67.3,47.2,100.0,74.2,59.1,55.8,67.3,47.2,/world-university-rankings/delft-university-technology,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
70,University of Southern California,United States,59.0,58.7,43.2,81.2,34.6,43.4,59.0,58.7,43.2,81.2,/world-university-rankings/university-southern-california,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
70,École Polytechnique,France,59.0,46.3,40.5,82.3,74.0,86.1,59.0,46.3,40.5,82.3,/world-university-rankings/ecole-polytechnique,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
72,University of Sydney,Australia,58.8,47.4,55.4,66.6,66.3,84.8,58.8,47.4,55.4,66.6,/world-university-rankings/university-sydney,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
73,Erasmus University Rotterdam,Netherlands,58.1,37.8,53.3,81.2,56.0,66.6,58.1,37.8,53.3,81.2,/world-university-rankings/erasmus-university-rotterdam,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
74,University of Basel,Switzerland,57.7,39.1,41.0,81.4,98.5,91.1,57.7,39.1,41.0,81.4,/world-university-rankings/university-basel,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
74,Utrecht University,Netherlands,57.7,36.3,54.7,82.0,85.6,49.2,57.7,36.3,54.7,82.0,/world-university-rankings/utrecht-university,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
76,"Nanyang Technological University, Singapore",Singapore,57.2,37.7,54.3,67.5,100.0,91.0,57.2,37.7,54.3,67.5,/world-university-rankings/nanyang-technological-university-singapore,nanyang-technological-university-singapore,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
77,Wageningen University & Research,Netherlands,56.8,43.1,44.3,74.1,100.0,78.3,56.8,43.1,44.3,74.1,/world-university-rankings/wageningen-university-research,wageningen-university-research,http://www.wikidata.org/entity/Q422208,grid.4818.5,
78,University of Pittsburgh,United States,56.7,48.6,45.4,84.4,39.4,29.4,56.7,48.6,45.4,84.4,/world-university-rankings/university-pittsburgh,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
79,University of Bristol,United Kingdom,56.3,39.6,41.2,84.9,38.0,75.0,56.3,39.6,41.2,84.9,/world-university-rankings/university-bristol,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
80,Durham University,United Kingdom,56.1,38.3,38.3,88.2,35.3,76.8,56.1,38.3,38.3,88.2,/world-university-rankings/durham-university,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
80,Emory University,United States,56.1,50.4,31.6,90.8,43.2,42.4,56.1,50.4,31.6,90.8,/world-university-rankings/emory-university,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
80,Tufts University,United States,56.1,46.7,32.1,93.9,39.1,43.4,56.1,46.7,32.1,93.9,/world-university-rankings/tufts-university,tufts-university,http://www.wikidata.org/entity/Q49120,grid.429997.8,
83,Michigan State University,United States,55.9,50.0,49.1,71.5,32.0,52.6,55.9,50.0,49.1,71.5,/world-university-rankings/michigan-state-university,michigan-state-university,http://www.wikidata.org/entity/Q270222,grid.17088.36,
83,University of Amsterdam,Netherlands,55.9,38.3,54.1,75.0,50.2,58.3,55.9,38.3,54.1,75.0,/world-university-rankings/university-amsterdam,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
85,Ghent University,Belgium,55.5,41.0,48.9,74.9,94.6,49.5,55.5,41.0,48.9,74.9,/world-university-rankings/ghent-university,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
86,Free University of Berlin,Germany,55.3,43.8,58.0,64.8,34.4,58.7,55.3,43.8,58.0,64.8,/world-university-rankings/free-university-berlin,free-university-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
87,Technical University of Munich,Germany,55.2,48.2,35.2,80.7,50.1,63.1,55.2,48.2,35.2,80.7,/world-university-rankings/technical-university-munich,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
88,Case Western Reserve University,United States,55.0,51.0,38.6,82.8,-,35.4,55.0,51.0,38.6,82.8,/world-university-rankings/case-western-reserve-university,case-western-reserve-university,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
88,Vanderbilt University,United States,55.0,46.8,38.7,86.5,51.0,28.6,55.0,46.8,38.7,86.5,/world-university-rankings/vanderbilt-university,vanderbilt-university,http://www.wikidata.org/entity/Q29052,grid.152326.1,
90,University of Notre Dame,United States,54.7,41.2,34.7,91.8,31.2,47.5,54.7,41.2,34.7,91.8,/world-university-rankings/university-notre-dame-0,university-notre-dame-0,http://www.wikidata.org/entity/Q178848,grid.131063.6,
91,Monash University,Australia,54.6,42.5,48.9,65.4,67.0,78.3,54.6,42.5,48.9,65.4,/world-university-rankings/monash-university,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
92,McMaster University,Canada,54.5,35.3,42.7,79.4,86.9,68.0,54.5,35.3,42.7,79.4,/world-university-rankings/mcmaster-university,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
93,"University of California, Irvine",United States,54.1,37.1,40.8,89.7,44.9,36.4,54.1,37.1,40.8,89.7,/world-university-rankings/university-california-irvine,university-california-irvine,http://www.wikidata.org/entity/Q868421,grid.266093.8,
94,Humboldt University of Berlin,Germany,53.8,45.6,48.7,68.4,-,54.4,53.8,45.6,48.7,68.4,/world-university-rankings/humboldt-university-berlin,humboldt-university-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
95,University of Rochester,United States,53.6,42.8,29.9,89.7,41.4,50.7,53.6,42.8,29.9,89.7,/world-university-rankings/university-rochester,university-rochester,http://www.wikidata.org/entity/Q149990,grid.16416.34,
96,Pierre and Marie Curie University,France,53.5,50.2,26.7,82.3,34.4,65.5,53.5,50.2,26.7,82.3,/world-university-rankings/pierre-and-marie-curie-university,pierre-and-marie-curie-university,http://www.wikidata.org/entity/Q1144549,grid.5805.8,
97,University of Colorado Boulder,United States,53.4,34.2,33.3,97.3,-,40.5,53.4,34.2,33.3,97.3,/world-university-rankings/university-colorado-boulder,university-colorado-boulder,http://www.wikidata.org/entity/Q736674,grid.266190.a,
98,Maastricht University,Netherlands,52.9,33.1,47.1,65.8,98.2,89.1,52.9,33.1,47.1,65.8,/world-university-rankings/maastricht-university,maastricht-university,http://www.wikidata.org/entity/Q1137652,grid.5012.6,
98,University of Groningen,Netherlands,52.9,36.0,48.6,71.1,87.6,53.0,52.9,36.0,48.6,71.1,/world-university-rankings/university-groningen,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
100,University of Helsinki,Finland,52.6,35.5,46.5,77.8,30.7,51.3,52.6,35.5,46.5,77.8,/world-university-rankings/university-helsinki,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
100,University of York,United Kingdom,52.6,31.7,33.2,89.4,33.3,73.6,52.6,31.7,33.2,89.4,/world-university-rankings/university-york,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
102,"Royal Holloway, University of London",United Kingdom,52.5,30.4,21.2,97.5,33.1,92.6,52.5,30.4,21.2,97.5,/world-university-rankings/royal-holloway-university-london,royal-holloway-university-london,http://www.wikidata.org/entity/Q1202039,grid.4970.a,
103,"Rutgers, the State University of New Jersey",United States,52.4,43.4,50.1,70.4,35.4,31.4,52.4,43.4,50.1,70.4,/world-university-rankings/rutgers-state-university-new-jersey-0,rutgers-state-university-new-jersey-0,http://www.wikidata.org/entity/Q7382826,grid.430387.b,103.0
103,Stockholm University,Sweden,52.4,28.6,41.4,88.7,31.5,53.4,52.4,28.6,41.4,88.7,/world-university-rankings/stockholm-university,stockholm-university,http://www.wikidata.org/entity/Q221645,grid.10548.38,
103,University of Arizona,United States,52.4,39.4,44.4,74.6,82.3,38.0,52.4,39.4,44.4,74.6,/world-university-rankings/university-arizona,university-arizona,http://www.wikidata.org/entity/Q503419,grid.134563.6,
106,Eindhoven University of Technology,Netherlands,52.3,37.3,47.9,63.6,100.0,68.7,52.3,37.3,47.9,63.6,/world-university-rankings/eindhoven-university-technology,eindhoven-university-technology,http://www.wikidata.org/entity/Q280824,grid.6852.9,
106,University of Montreal,Canada,52.3,45.7,42.9,59.3,90.9,75.6,52.3,45.7,42.9,59.3,/world-university-rankings/university-montreal,university-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
108,"University of Maryland, College Park",United States,52.2,39.0,37.2,84.4,32.1,42.4,52.2,39.0,37.2,84.4,/world-university-rankings/university-maryland-college-park,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
109,Chinese University of Hong Kong,Hong Kong,52.0,45.5,54.7,52.4,46.4,66.9,52.0,45.5,54.7,52.4,/world-university-rankings/chinese-university-hong-kong,chinese-university-hong-kong,http://www.wikidata.org/entity/Q15570,grid.10784.3a,
109,University of Alberta,Canada,52.0,44.6,47.8,59.3,46.8,70.1,52.0,44.6,47.8,59.3,/world-university-rankings/university-alberta,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
111,Uppsala University,Sweden,51.9,38.9,49.7,66.4,40.5,57.8,51.9,38.9,49.7,66.4,/world-university-rankings/uppsala-university,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
112,University of Sheffield,United Kingdom,51.8,40.6,38.1,72.4,42.7,71.6,51.8,40.6,38.1,72.4,/world-university-rankings/university-sheffield,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
112,University of Virginia,United States,51.8,49.7,33.9,77.5,49.4,30.2,51.8,49.7,33.9,77.5,/world-university-rankings/university-virginia,university-virginia,http://www.wikidata.org/entity/Q213439,grid.27755.32,
114,Paris-Sud University,France,51.7,35.9,32.1,86.3,28.8,62.0,51.7,35.9,32.1,86.3,/world-university-rankings/paris-sud-university,paris-sud-university,http://www.wikidata.org/entity/Q1480643,grid.5842.b,
114,Queen Mary University of London,United Kingdom,51.7,31.0,29.2,87.0,37.7,88.0,51.7,31.0,29.2,87.0,/world-university-rankings/queen-mary-university-london,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
114,University of New South Wales,Australia,51.7,38.8,50.1,58.0,52.6,83.5,51.7,38.8,50.1,58.0,/world-university-rankings/university-new-south-wales,university-new-south-wales,http://www.wikidata.org/entity/Q734764,grid.1005.4,
117,KTH Royal Institute of Technology,Sweden,51.6,45.0,41.6,55.6,100.0,86.2,51.6,45.0,41.6,55.6,/world-university-rankings/kth-royal-institute-technology,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
117,Technical University of Denmark,Denmark,51.6,38.9,26.9,78.7,98.7,77.4,51.6,38.9,26.9,78.7,/world-university-rankings/technical-university-denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
117,University of Glasgow,United Kingdom,51.6,34.5,36.6,79.2,40.8,73.7,51.6,34.5,36.6,79.2,/world-university-rankings/university-glasgow,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
117,University of St Andrews,United Kingdom,51.6,36.9,32.2,77.3,40.3,88.8,51.6,36.9,32.2,77.3,/world-university-rankings/university-st-andrews,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
121,University of Sussex,United Kingdom,51.2,29.5,32.2,86.3,31.3,80.1,51.2,29.5,32.2,86.3,/world-university-rankings/university-sussex,university-sussex,http://www.wikidata.org/entity/Q1161297,grid.12082.39,
121,University of Zurich,Switzerland,51.2,38.0,29.8,78.1,39.2,85.5,51.2,38.0,29.8,78.1,/world-university-rankings/university-zurich,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
123,Lund University,Sweden,51.1,30.1,48.6,72.0,33.5,67.4,51.1,30.1,48.6,72.0,/world-university-rankings/lund-university,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
124,University of Geneva,Switzerland,51.0,31.4,33.9,77.2,38.3,96.7,51.0,31.4,33.9,77.2,/world-university-rankings/university-geneva,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
125,Tokyo Institute of Technology,Japan,50.8,52.4,51.4,52.0,67.5,32.1,50.8,52.4,51.4,52.0,/world-university-rankings/tokyo-institute-technology,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
126,Dartmouth College,United States,50.5,38.5,34.5,83.6,42.3,32.7,50.5,38.5,34.5,83.6,/world-university-rankings/dartmouth-college,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
126,University of Cape Town,South Africa,50.5,26.3,31.0,84.6,85.6,77.2,50.5,26.3,31.0,84.6,/world-university-rankings/university-cape-town,university-cape-town,http://www.wikidata.org/entity/Q951305,grid.7836.a,
