,WorldRank,NationalRank,Name,ARWU_university_ID,Country,TotalScore,Alumni,Award,HiCi,NS,PUB,PCP,item,GRID_ID,fuzz
23,24,1,University of Toronto,University-of-Toronto,canada,43.1,28.1,19.7,39.3,38.9,76.7,41.9,http://www.wikidata.org/entity/Q180865,grid.17063.33,
24,25,19,University of Illinois at Urbana-Champaign,University-of-Illinois-at-Urbana-Champaign,unitedstates,42.8,41.6,37.4,44.4,34.1,58,26,http://www.wikidata.org/entity/Q457281,grid.35403.31,
25,26,4,University College London,University-College-London,unitedkingdom,42.6,30.7,32.9,37.7,41.5,60.5,38.8,http://www.wikidata.org/entity/Q193196,grid.83440.3b,
26,27,1,Swiss Federal Institute of Technology Zurich,Swiss-Federal-Institute-of-Technology-Zurich,switzerland,41.7,40.2,37,35.1,41.1,43.4,52.4,http://www.wikidata.org/entity/Q11942,grid.5801.c,
27,28,20,Washington University in St. Louis,Washington-University-in-St-Louis,unitedstates,40.7,25.1,26.6,38.5,46.5,53.9,39.9,http://www.wikidata.org/entity/Q777403,grid.4367.6,
28,29,21,New York University,New-York-University,unitedstates,38.8,33.8,25,43,35.3,55.4,26.3,http://www.wikidata.org/entity/Q49210,grid.137628.9,
29,30,22,Rockefeller University,Rockefeller-University,unitedstates,38.2,22.6,59.8,28.3,44.1,24,35.9,http://www.wikidata.org/entity/Q270272,grid.134907.8,
30,31,23,Northwestern University,Northwestern-University,unitedstates,37.9,21.7,19.3,44.4,33.8,57.6,36.2,http://www.wikidata.org/entity/Q309350,grid.16753.36,
31,32,24,Duke University,Duke-University,unitedstates,37.7,20.8,0,47.1,45.3,60.8,38.9,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
32,32,24,"University of Minnesota, Twin Cities",University-of-Minnesota-Twin-Cities,unitedstates,37.7,36,0,49.7,35.2,68.4,23.8,http://www.wikidata.org/entity/Q238101,grid.17635.36,
33,34,26,"University of California, Santa Barbara",University-of-California-Santa-Barbara,unitedstates,36.9,0,36,42.3,39,44.1,35.8,http://www.wikidata.org/entity/Q263064,grid.133342.4,
34,35,27,University of Colorado at Boulder,University-of-Colorado-at-Boulder,unitedstates,36.3,16.6,29.8,40.8,36.6,46.3,29.5,http://www.wikidata.org/entity/Q736674,grid.266190.a,
35,36,28,The University of Texas at Austin,The-University-of-Texas-at-Austin,unitedstates,35.5,21.7,17.1,49.1,30,54.8,21.7,http://www.wikidata.org/entity/Q49213,grid.89336.37,
36,37,2,University of British Columbia,University-of-British-Columbia,canada,35.4,20.8,19.3,32.4,32.5,60.4,33.9,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
37,38,29,The University of Texas Southwestern Medical Center at Dallas,The-University-of-Texas-Southwestern-Medical-Center-at-Dallas,unitedstates,34.8,24.3,33.9,31.4,38.2,37.9,31,http://www.wikidata.org/entity/Q2725999,grid.267313.2,
38,39,30,Pennsylvania State University - University Park,Pennsylvania-State-University---University-Park,unitedstates,33.4,14,0,45.8,37.9,59.9,24,http://www.wikidata.org/entity/Q739627,grid.29857.31,
39,39,30,Vanderbilt University,Vanderbilt-University,unitedstates,33.4,12.5,30.2,34.2,24.5,49.2,35.6,http://www.wikidata.org/entity/Q29052,grid.152326.1,
40,41,32,"University of California, Davis",University-of-California-Davis,unitedstates,32.9,0,0,46.5,34.5,64,29.8,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
41,41,1,Utrecht University,Utrecht-University,netherlands,32.9,30.7,21.4,27.2,27.3,55.7,25.9,http://www.wikidata.org/entity/Q221653,grid.5477.1,
42,43,33,"Rutgers, The State University of New Jersey - New Brunswick",Rutgers-The-State-University-of-New-Jersey,unitedstates,32.3,15.4,20.4,36.9,32.9,47.1,24.1,,grid.430387.b,103
43,43,33,University of Pittsburgh,University-of-Pittsburgh,unitedstates,32.3,25.1,0,40.1,25.9,64.3,28.2,,grid.21925.3d,101
44,45,1,Karolinska Institute,Karolinska-Institute,sweden,32.1,30.7,27.8,33.3,19.7,47.3,25.1,http://www.wikidata.org/entity/Q219564,grid.4714.6,
45,46,1,Pierre and Marie  Curie University - Paris 6,Pierre-and-Marie--Curie-University---Paris-6,france,32,35.7,23.9,23.6,24.2,51.2,30,,grid.5805.8,103
46,47,5,The University of Edinburgh,The-University-of-Edinburgh,unitedkingdom,31.8,22.6,17.1,26.1,35.8,49.4,29.9,http://www.wikidata.org/entity/Q160302,grid.4305.2,
47,47,35,"University of California, Irvine",University-of-California-Irvine,unitedstates,31.8,0,30,32.4,28.5,48.2,31.1,http://www.wikidata.org/entity/Q868421,grid.266093.8,
48,47,35,"University of Maryland, College Park",University-of-Maryland-College-Park,unitedstates,31.8,25.9,0,40.8,33.6,54.6,25.6,http://www.wikidata.org/entity/Q503415,grid.164295.d,
49,50,37,University of Southern California,University-of-Southern-California,unitedstates,31.7,0,27.3,37.7,23.6,52.8,25.8,http://www.wikidata.org/entity/Q4614,grid.42505.36,
50,51,1,University of Munich,University-of-Munich,germany,31.4,37.1,21.1,15.7,30.4,51.9,30,http://www.wikidata.org/entity/Q55044,grid.5252.0,
51,52,2,Technical University Munich,Technical-University-Munich,germany,31.3,43,24.1,24.8,20.7,46.5,29.2,http://www.wikidata.org/entity/Q157808,grid.6936.a,
52,53,6,The University of Manchester,The-University-of-Manchester,unitedkingdom,31.2,27.3,19.3,23.6,22.6,57.3,30.4,http://www.wikidata.org/entity/Q230899,grid.5379.8,
53,54,38,Carnegie Mellon University,Carnegie-Mellon-University,unitedstates,30.8,30.7,33.5,32.4,14.7,38.3,31.4,http://www.wikidata.org/entity/Q190080,grid.147455.6,
54,55,39,University of North Carolina at Chapel Hill,University-of-North-Carolina-at-Chapel-Hill,unitedstates,30.3,12.5,0,35.1,32.8,59.5,27.3,http://www.wikidata.org/entity/Q192334,grid.10698.36,
55,56,1,The Australian National University,The-Australian-National-University,australia,30.2,17.7,12.9,36.9,29,45.1,27.8,http://www.wikidata.org/entity/Q127990,grid.1001.0,
56,57,1,University of Copenhagen,University-of-Copenhagen,denmark,30,30.7,24.7,23.6,22.8,45.7,27.7,http://www.wikidata.org/entity/Q186285,grid.5254.6,
57,57,40,University of Florida,University-of-Florida,unitedstates,30,15.4,0,35.1,25,65.2,25.8,http://www.wikidata.org/entity/Q501758,grid.15276.37,
58,57,2,University of Zurich,University-of-Zurich,switzerland,30,12.5,27.3,19.2,30.3,47.2,30.6,http://www.wikidata.org/entity/Q206702,grid.7400.3,
59,60,2,Uppsala University,Uppsala-University,sweden,29.9,25.9,32.9,11.1,28.7,49.1,21.6,http://www.wikidata.org/entity/Q185246,grid.8993.b,
60,61,2,University of Paris Sud (Paris 11),University-of-Paris-Sud-(Paris-11),france,29.4,33.2,34.2,13.6,19.6,44.9,27.9,http://www.wikidata.org/entity/Q1480643,grid.5842.b,
61,62,3,Osaka University,Osaka-University,japan,29.3,12.5,0,23.6,31.1,66.8,29.2,http://www.wikidata.org/entity/Q651233,grid.136593.b,
62,63,41,The Ohio State University - Columbus,The-Ohio-State-University---Columbus,unitedstates,29.2,17.7,0,40.8,21.5,61.2,19.5,http://www.wikidata.org/entity/Q309331,grid.261331.4,
63,64,7,University of Bristol,University-of-Bristol,unitedkingdom,28.8,10.9,18.2,30.4,24.5,47.5,27.4,http://www.wikidata.org/entity/Q459506,grid.5337.2,
64,65,8,The University of Sheffield,The-University-of-Sheffield,unitedkingdom,28.6,23.5,14.4,23.6,29.2,46.6,27.1,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
65,65,42,University of Rochester,University-of-Rochester,unitedstates,28.6,33.2,9.1,27.2,25.3,43,36.1,http://www.wikidata.org/entity/Q149990,grid.16416.34,
66,67,3,McGill University,McGill-University,canada,28.4,28.8,0,28.3,23.6,56.8,30,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
67,67,1,Moscow State University,Moscow-State-University,russia,28.4,51.4,34.9,0,7.5,54,31.6,http://www.wikidata.org/entity/Q13164,grid.14476.30,
68,69,43,Case Western Reserve University,Case-Western-Reserve-University,unitedstates,28.3,40.7,11.8,20.8,23,44.8,33.7,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
69,69,1,University of Oslo,University-of-Oslo,norway,28.3,25.9,34.1,17.6,18.2,41.5,26.4,http://www.wikidata.org/entity/Q486156,grid.5510.1,
70,71,3,University of Heidelberg,University-of-Heidelberg,germany,28,10.9,27.7,20.8,20.9,48.1,26.9,,grid.7700.0,103
71,72,2,Leiden University,Leiden-University,netherlands,27.9,25.1,15.8,27.2,19.3,46.7,28.1,http://www.wikidata.org/entity/Q156598,grid.5132.5,
72,73,4,Tohoku University,Tohoku-University,japan,27.8,18.8,0,19.2,26.9,65.3,29,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
73,73,44,University of Arizona,University-of-Arizona,unitedstates,27.8,0,0,29.4,36.8,55.8,25.7,http://www.wikidata.org/entity/Q503419,grid.134563.6,
74,75,45,Purdue University - West Lafayette,Purdue-University---West-Lafayette,unitedstates,27.7,18.8,17.1,27.2,21.4,49.8,19.4,http://www.wikidata.org/entity/Q217741,grid.169077.e,
75,76,1,University of Helsinki,University-of-Helsinki,finland,27.4,18.8,18.2,15.7,21.4,54.5,27.5,http://www.wikidata.org/entity/Q28695,grid.7737.4,
76,77,46,Michigan State University,Michigan-State-University,unitedstates,26.9,12.5,0,37.7,26.6,51,18.7,http://www.wikidata.org/entity/Q270222,grid.17088.36,
77,78,47,Rice University,Rice-University,unitedstates,26.2,21.7,22.3,23.6,24.4,30.8,31,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
78,78,1,The Hebrew University of Jerusalem,The-Hebrew-University-of-Jerusalem,israel,26.2,33.2,0,23.6,27.1,46.6,26.9,http://www.wikidata.org/entity/Q174158,grid.9619.7,
79,80,48,Boston University,Boston-University,unitedstates,26.1,15.4,0,31.4,28.1,50.8,17.5,http://www.wikidata.org/entity/Q49110,grid.189504.1,
80,80,9,King's College London,Kings-College-London,unitedkingdom,26.1,16.6,23.5,20.8,17.4,44.6,24.8,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
81,82,2,University of Melbourne,University-of-Melbourne,australia,26,15.4,14.4,22.2,18.7,53.5,19.9,,grid.1008.9,101
82,83,10,University of Nottingham,University-of-Nottingham,unitedkingdom,25.9,15.4,20.4,20.8,19,45.6,24.8,http://www.wikidata.org/entity/Q472316,grid.4563.4,
83,84,4,University of Goettingen,University-of-Goettingen,germany,25.8,38.7,20.4,15.7,17.5,40.2,24.5,http://www.wikidata.org/entity/Q152838,grid.7450.6,
84,85,1,University of Vienna,University-of-Vienna,austria,25.6,25.1,15.8,7.9,22.7,52.2,26.4,http://www.wikidata.org/entity/Q165980,grid.10420.37,
85,86,49,Brown University,Brown-University,unitedstates,25.4,0,13.9,29.4,25.5,40.7,27.9,http://www.wikidata.org/entity/Q49114,grid.40263.33,
86,87,50,Indiana University Bloomington,Indiana-University-Bloomington,unitedstates,25.2,14,18.2,24.8,21.2,42,18.2,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
87,87,3,University of Basel,University-of-Basel,switzerland,25.2,25.9,17.5,19.2,21.4,34.5,33.8,http://www.wikidata.org/entity/Q372608,grid.6612.3,
88,89,51,Texas A&M; University - College Station,Texas-AM-University---College-Station,unitedstates,25.1,0,0,32.4,24.4,55,20.4,,grid.264756.4,103
89,90,4,McMaster University,McMaster-University,canada,24.9,16.6,19.3,22.2,15.9,43.5,23.9,http://www.wikidata.org/entity/Q632891,grid.25073.33,
90,90,5,University of Freiburg,University-of-Freiburg,germany,24.9,25.1,21.4,17.6,18.2,39.5,23.2,http://www.wikidata.org/entity/Q153987,grid.5963.9,
91,92,3,University of Strasbourg,University-of-Strasbourg,france,24.7,29.4,22.9,19.2,19.5,32.7,22.4,http://www.wikidata.org/entity/Q157575,grid.11843.3f,
92,93,4,Ecole Normale Superieure - Paris,Ecole-Normale-Superieure---Paris,france,24.6,47.8,25,13.6,18.1,27.2,23.3,http://www.wikidata.org/entity/Q83259,grid.5607.4,
93,93,3,Stockholm University,Stockholm-University,sweden,24.6,29.4,30.2,15.7,14.3,35.3,18.9,http://www.wikidata.org/entity/Q221645,grid.10548.38,
94,93,5,Tokyo Institute of Technology,Tokyo-Institute-of-Technology,japan,24.6,16.6,0,22.2,22.5,50.6,31.5,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
95,93,52,University of Utah,University-of-Utah,unitedstates,24.6,0,0,30.4,31.4,45.5,24.8,http://www.wikidata.org/entity/Q168515,grid.223827.e,
96,97,1,University of Roma - La Sapienza,University-of-Roma---La-Sapienza,italy,24.5,16.6,15.8,11.1,21.8,54.6,15.1,,grid.7841.a,103
97,98,11,University of Birmingham,University-of-Birmingham,unitedkingdom,24.4,25.1,11.2,22.2,13.4,47,24.5,http://www.wikidata.org/entity/Q223429,grid.6572.6,
98,99,4,Lund University,Lund-University,sweden,24.3,29.4,0,24.8,19.4,50.1,18.1,http://www.wikidata.org/entity/Q218506,grid.4514.4,
99,100,53,Tufts University,Tufts-University,unitedstates,23.9,18.8,17.1,20.8,19.1,37.4,25.2,http://www.wikidata.org/entity/Q49120,grid.429997.8,
100,101-152,2,Aarhus University,Aarhus-University,denmark,,15.4,19.3,7.9,22.3,41.6,22.4,http://www.wikidata.org/entity/Q924265,grid.7048.b,
101,101-152,54-71,Arizona State University - Tempe,Arizona-State-University---Tempe,unitedstates,,0,14.4,20.8,26.3,41.9,17.5,,grid.215654.1,103
102,101-152,54-71,Baylor College of Medicine,Baylor-College-of-Medicine,unitedstates,,0,0,17.6,34.5,44,24.9,http://www.wikidata.org/entity/Q2892284,grid.39382.33,
103,101-152,4-Jan,Catholic University of Leuven,Catholic-University-of-Leuven,belgium,,0,0,19.2,16,48.7,23.1,,grid.5596.f,103
104,101-152,4-Jan,Catholic University of Louvain,Catholic-University-of-Louvain,belgium,,14,13.9,13.6,8.3,44.7,26.9,http://www.wikidata.org/entity/Q378134,grid.7942.8,
105,101-152,5,College of France,College-of-France,france,,15.4,37.4,11.1,11.7,16.9,19.3,,grid.466422.0,90
106,101-152,54-71,Dartmouth College,Dartmouth-College,unitedstates,,24.3,0,20.8,22,33,29.1,http://www.wikidata.org/entity/Q49116,grid.254880.3,
107,101-152,54-71,Emory University,Emory-University,unitedstates,,0,0,28.3,19,48.4,21.6,http://www.wikidata.org/entity/Q621043,grid.189967.8,
108,101-152,54-71,Georgia Institute of Technology,Georgia-Institute-of-Technology,unitedstates,,16.6,0,23.6,19,43.9,25.8,http://www.wikidata.org/entity/Q864855,grid.213917.f,
109,101-152,4-Jan,Ghent University,Ghent-University,belgium,,8.9,15.8,15.7,9.1,48.8,27.2,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
110,101-152,9-Jun,Hokkaido University,Hokkaido-University,japan,,0,0,15.7,14.1,53.8,21.5,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
111,101-152,9-Jun,Kyushu University,Kyushu-University,japan,,0,0,13.6,21.3,52.8,21.6,http://www.wikidata.org/entity/Q1188786,grid.177174.3,
112,101-152,54-71,Mayo Medical School,Mayo-Medical-School,unitedstates,,0,0,27.2,6.2,50.2,24.4,http://www.wikidata.org/entity/Q48977467,grid.66875.3a,103
113,101-152,9-Jun,Nagoya University,Nagoya-University,japan,,0,14.4,15.7,20.5,52.3,25.1,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
114,101-152,1,National University of Singapore,National-University-of-Singapore,singapore,,0,0,15.7,13.8,56.7,25.7,http://www.wikidata.org/entity/Q738236,grid.4280.e,
115,101-152,54-71,North Carolina State University - Raleigh,North-Carolina-State-University---Raleigh,unitedstates,,0,0,29.4,17.8,44.3,19,http://www.wikidata.org/entity/Q1132346,grid.40803.3f,
116,101-152,54-71,Oregon State University,Oregon-State-University,unitedstates,,15.4,0,24.8,25.7,36.6,27.1,http://www.wikidata.org/entity/Q861888,grid.4391.f,
117,101-152,1,Seoul National University,Seoul-National-University,southkorea,,0,0,7.9,14.6,61.2,26.9,http://www.wikidata.org/entity/Q39913,grid.31501.36,
118,101-152,54-71,State University of New York at Stony Brook,State-University-of-New-York-at-Stony-Brook,unitedstates,,0,0,17.6,31.4,40.7,20.5,,grid.36425.36,103
119,101-152,4-Feb,Technion-Israel Institute of Technology,Technion-Israel-Institute-of-Technology,israel,,18.8,23.5,13.6,14.1,42.1,22.8,http://www.wikidata.org/entity/Q333705,grid.6451.6,
120,101-152,4-Feb,Tel Aviv University,Tel-Aviv-University,israel,,0,0,24.8,20.1,54.7,26.9,http://www.wikidata.org/entity/Q319239,grid.12136.37,
121,101-152,54-71,The University of Georgia,The-University-of-Georgia,unitedstates,,0,0,28.3,21.1,46.4,18.4,http://www.wikidata.org/entity/Q761534,grid.213876.9,
122,101-152,15-Dec,The University of Glasgow,The-University-of-Glasgow,unitedkingdom,,10.9,0,19.2,17.1,44.4,22.1,http://www.wikidata.org/entity/Q192775,grid.8756.c,
123,101-152,4-Mar,The University of Queensland,The-University-of-Queensland,australia,,16.6,0,7.9,19.9,50.1,18.9,http://www.wikidata.org/entity/Q866012,grid.1003.2,
124,101-152,4-Jan,University Libre Bruxelles,University-Libre-Bruxelles,belgium,,28.1,19.3,0,12.8,37.8,29.1,,grid.4989.c,103
125,101-152,5,University of Alberta,University-of-Alberta,canada,,15.4,0,17.6,17.4,55.1,26.1,http://www.wikidata.org/entity/Q640694,grid.17089.37,
126,101-152,4-Mar,University of Amsterdam,University-of-Amsterdam,netherlands,,8.9,0,19.2,22.2,50.1,23.1,http://www.wikidata.org/entity/Q214341,grid.7177.6,
127,101-152,11-Jun,University of Bonn,University-of-Bonn,germany,,19.8,20.4,15.7,11.3,41.3,22,http://www.wikidata.org/entity/Q152171,grid.10388.32,
128,101-152,54-71,"University of California, Riverside",University-of-California-Riverside,unitedstates,,0,0,28.3,25.9,36.5,27,http://www.wikidata.org/entity/Q1075148,grid.266097.c,
129,101-152,54-71,"University of California, Santa Cruz",University-of-California-Santa-Cruz,unitedstates,,0,0,28.3,28.5,31.1,29.2,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
130,101-152,11-Jun,University of Frankfurt,University-of-Frankfurt,germany,,36.6,9.1,17.6,16.5,37.9,22.4,http://www.wikidata.org/entity/Q50662,grid.7839.5,
131,101-152,4,University of Geneva,University-of-Geneva,switzerland,,29.4,0,19.2,23.8,33.7,23.1,http://www.wikidata.org/entity/Q503473,grid.8591.5,
132,101-152,4-Mar,University of Groningen,University-of-Groningen,netherlands,,0,20.4,13.6,18.5,43.2,19.8,http://www.wikidata.org/entity/Q850730,grid.4830.f,
133,101-152,11-Jun,University of Hamburg,University-of-Hamburg,germany,,16.6,0,17.6,20.7,40.9,21.4,http://www.wikidata.org/entity/Q156725,grid.9026.d,
134,101-152,54-71,University of Hawaii at Manoa,University-of-Hawaii-at-Manoa,unitedstates,,0,0,27.2,30.1,36.8,22.2,http://www.wikidata.org/entity/Q2000129,grid.410445.0,
135,101-152,54-71,University of Illinois at Chicago,University-of-Illinois-at-Chicago,unitedstates,,0,0,28.3,18.5,46.9,21.5,http://www.wikidata.org/entity/Q955764,grid.185648.6,
136,101-152,54-71,University of Iowa,University-of-Iowa,unitedstates,,0,0,31.4,22.7,50.8,20.9,http://www.wikidata.org/entity/Q182973,grid.214572.7,
137,101-152,15-Dec,University of Leeds,University-of-Leeds,unitedkingdom,,22.6,0,11.1,22.9,45,23,http://www.wikidata.org/entity/Q503424,grid.9909.9,
138,101-152,15-Dec,University of Liverpool,University-of-Liverpool,unitedkingdom,,23.5,15.8,13.6,18.1,42.4,22.6,http://www.wikidata.org/entity/Q499510,grid.10025.36,
139,101-152,54-71,University of Massachusetts Amherst,University-of-Massachusetts-Amherst,unitedstates,,17.7,0,33.3,24.3,38,23,http://www.wikidata.org/entity/Q15142,grid.266683.f,
140,101-152,54-71,University of Miami,University-of-Miami,unitedstates,,0,0,26.1,16.4,41.7,23.4,http://www.wikidata.org/entity/Q738258,grid.26790.3a,
141,101-152,3-Feb,University of Milan,University-of-Milan,italy,,22.6,0,15.7,14.2,49.7,19.1,http://www.wikidata.org/entity/Q46210,grid.4708.b,
142,101-152,11-Jun,University of Muenster,University-of-Muenster,germany,,25.1,15.8,11.1,14.8,38.3,20.7,http://www.wikidata.org/entity/Q168426,grid.5949.1,
143,101-152,3-Feb,University of Pisa,University-of-Pisa,italy,,18.8,24.1,11.1,8.7,40.6,18.4,http://www.wikidata.org/entity/Q645663,grid.5395.a,
144,101-152,1,University of Sao Paulo,University-of-Sao-Paulo,brazil,,0,0,11.1,11,63.5,27.8,http://www.wikidata.org/entity/Q835960,grid.11899.38,
145,101-152,15-Dec,University of Sussex,University-of-Sussex,unitedkingdom,,0,23.2,19.2,15.9,28.8,19,http://www.wikidata.org/entity/Q1161297,grid.12082.39,
146,101-152,4-Mar,University of Sydney,University-of-Sydney,australia,,19.8,0,19.2,17.8,54.5,19.7,http://www.wikidata.org/entity/Q487556,grid.1013.3,
147,101-152,9-Jun,University of Tsukuba,University-of-Tsukuba,japan,,0,20.4,13.6,12.7,42.9,21.3,http://www.wikidata.org/entity/Q743615,grid.20515.33,
148,101-152,11-Jun,University of Tuebingen,University-of-Tuebingen,germany,,29.4,0,15.7,22.4,43.7,23.6,http://www.wikidata.org/entity/Q153978,grid.10392.39,
149,101-152,54-71,University of Virginia,University-of-Virginia,unitedstates,,0,0,29.4,23.6,47.9,24,http://www.wikidata.org/entity/Q213439,grid.27755.32,
150,101-152,11-Jun,University of Wuerzburg,University-of-Wuerzburg,germany,,25.1,9.1,22.2,16.9,37.9,21.7,http://www.wikidata.org/entity/Q161976,grid.8379.5,
151,101-152,4-Feb,Weizmann Institute of Science,Weizmann-Institute-of-Science,israel,,0,0,26.1,35.1,33.6,23.4,http://www.wikidata.org/entity/Q4182,grid.13992.30,
152,153-202,2-Jan,Autonomous University of Madrid,Autonomous-University-of-Madrid,spain,,19.8,0,13.6,11.4,36.3,18.2,http://www.wikidata.org/entity/Q788091,grid.5515.4,
153,153-202,72-90,Brandeis University,Brandeis-University,unitedstates,,25.1,0,7.9,26.1,20.3,27.4,http://www.wikidata.org/entity/Q49119,grid.253264.4,
154,153-202,16-19,Cardiff University,Cardiff-University,unitedkingdom,,0,0,13.6,17,42.5,20.3,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
155,153-202,72-90,Colorado State University,Colorado-State-University,unitedstates,,0,0,27.2,14.8,37.6,21.7,http://www.wikidata.org/entity/Q1111640,grid.47894.36,
156,153-202,7-May,Erasmus University Rotterdam,Erasmus-University,netherlands,,0,15.8,15.7,11,29.8,17,,grid.6906.9,101
157,153-202,72-90,Florida State University,Florida-State-University,unitedstates,,0,0,22.2,17.1,37.9,18.4,http://www.wikidata.org/entity/Q861548,grid.255986.5,
158,153-202,72-90,Iowa State University,Iowa-State-University,unitedstates,,0,0,24.8,11.5,45,18.4,http://www.wikidata.org/entity/Q1136919,grid.34421.30,
159,153-202,8-Jun,Joseph Fourier University (Grenoble 1),Joseph-Fourier-University-(Grenoble-1),france,,0,15.8,11.1,14.4,32.5,17.2,,grid.9621.c,103
160,153-202,72-90,Mount Sinai School of Medicine,Mount-Sinai-School-of-Medicine,unitedstates,,0,0,19.2,18.3,34,18.3,,grid.59734.3c,103
161,153-202,1,National Autonomous University of Mexico,National-Autonomous-University-of-Mexico,mexico,,16.6,0,7.9,15.1,49,22.6,http://www.wikidata.org/entity/Q222738,grid.9486.3,
162,153-202,1,National Taiwan University,National-Taiwan-University,"taiwan,china",,15.4,0,7.9,7.3,53.2,15.8,http://www.wikidata.org/entity/Q32746,grid.19188.39,
