,WorldRank,NationalRank,Name,ARWU_university_ID,Country,TotalScore,Alumni,Award,HiCi,NS,PUB,PCP,item,GRID_ID,fuzz
74,75,44,Boston University,Boston-University,unitedstates,27.4,12.0,11.6,29.8,24.7,50.8,20.9,http://www.wikidata.org/entity/Q49110,grid.189504.1,
75,76,1,University of Helsinki,University-of-Helsinki,finland,27.2,13.1,16.4,24.0,19.9,51.1,28.8,http://www.wikidata.org/entity/Q28695,grid.7737.4,
76,77,2,Technion-Israel Institute of Technology,Technion-Israel-Institute-of-Technology,israel,26.6,20.7,37.9,16.2,16.8,34.6,26.7,http://www.wikidata.org/entity/Q333705,grid.6451.6,
77,78,45,University of Arizona,University-of-Arizona,unitedstates,26.5,15.1,0.0,29.8,32.4,49.0,20.4,http://www.wikidata.org/entity/Q503419,grid.134563.6,
78,79,46,Arizona State University - Tempe,Arizona-State-University---Tempe,unitedstates,26.1,0.0,20.1,27.1,27.5,42.5,18.9,,grid.215654.1,103.0
79,79,1,Moscow State University,Moscow-State-University,russia,26.1,43.1,33.3,0.0,8.8,48.1,30.5,http://www.wikidata.org/entity/Q13164,grid.14476.30,
80,81,2,Aarhus University,Aarhus-University,denmark,26.0,12.0,22.2,7.2,25.6,50.9,28.5,http://www.wikidata.org/entity/Q924265,grid.7048.b,
81,82,3,Stockholm University,Stockholm-University,sweden,25.8,25.1,27.6,16.2,19.1,38.3,23.5,http://www.wikidata.org/entity/Q221645,grid.10548.38,
82,83,4,University of Basel,University-of-Basel,switzerland,25.6,20.0,16.4,24.9,18.6,37.5,34.1,http://www.wikidata.org/entity/Q372608,grid.6612.3,
83,83,9,University of Nottingham,University-of-Nottingham,unitedkingdom,25.6,12.0,20.1,24.0,17.9,46.1,20.5,http://www.wikidata.org/entity/Q472316,grid.4563.4,
84,85,1,Ghent University,Ghent-University,belgium,25.5,5.3,13.4,17.7,19.6,55.3,30.2,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
85,85,47,Indiana University Bloomington,Indiana-University-Bloomington,unitedstates,25.5,10.7,21.7,27.1,20.4,39.7,19.9,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
86,85,3,Osaka University,Osaka-University,japan,25.5,9.3,0.0,27.1,29.0,53.3,20.6,http://www.wikidata.org/entity/Q651233,grid.136593.b,
87,85,3,The University of Queensland,The-University-of-Queensland,australia,25.5,13.1,0.0,21.7,22.5,60.0,26.5,http://www.wikidata.org/entity/Q866012,grid.1003.2,
88,85,47,University of Utah,University-of-Utah,unitedstates,25.5,0.0,11.6,30.7,26.9,45.6,18.1,http://www.wikidata.org/entity/Q168515,grid.223827.e,
89,90,49,University of Rochester,University-of-Rochester,unitedstates,25.4,25.6,7.7,28.0,22.6,41.8,21.2,http://www.wikidata.org/entity/Q149990,grid.16416.34,
90,91,4,The University of Western Australia,The-University-of-Western-Australia,australia,25.0,14.1,14.2,25.8,14.8,45.8,27.3,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
91,92,4,McMaster University,McMaster-University,canada,24.9,13.1,19.0,24.0,16.0,44.7,21.6,http://www.wikidata.org/entity/Q632891,grid.25073.33,
92,92,50,Michigan State University,Michigan-State-University,unitedstates,24.9,9.3,0.0,36.9,18.7,51.5,18.6,http://www.wikidata.org/entity/Q270222,grid.17088.36,
93,92,50,Rice University,Rice-University,unitedstates,24.9,16.9,21.9,21.5,24.1,29.5,30.9,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
94,92,3,University of Groningen,University-of-Groningen,netherlands,24.9,0.0,19.0,17.7,18.7,51.4,28.8,http://www.wikidata.org/entity/Q850730,grid.4830.f,
95,92,3,Weizmann Institute of Science,Weizmann-Institute-of-Science,israel,24.9,13.1,16.4,24.0,33.5,28.4,24.5,http://www.wikidata.org/entity/Q4182,grid.13992.30,
96,97,4,University of Strasbourg,University-of-Strasbourg,france,24.7,26.2,26.3,17.7,18.5,34.6,20.3,http://www.wikidata.org/entity/Q157575,grid.11843.3f,
97,97,5,University of Sydney,University-of-Sydney,australia,24.7,15.1,0.0,19.1,19.2,62.5,23.9,http://www.wikidata.org/entity/Q487556,grid.1013.3,
98,99,52,Case Western Reserve University,Case-Western-Reserve-University,unitedstates,24.6,31.6,10.9,21.7,20.6,39.2,22.6,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
99,100,4,University of Freiburg,University-of-Freiburg,germany,24.3,19.3,19.0,15.9,24.4,37.2,24.2,http://www.wikidata.org/entity/Q153987,grid.5963.9,
100,101-150,53-67,Baylor College of Medicine,Baylor-College-of-Medicine,unitedstates,,0.0,0.0,19.1,31.7,39.1,18.5,http://www.wikidata.org/entity/Q2892284,grid.39382.33,
101,101-150,2-4,Catholic University of Leuven,Catholic-University-of-Leuven,belgium,,0.0,0.0,22.9,17.7,53.4,26.0,,grid.5596.f,103.0
102,101-150,2-4,Catholic University of Louvain,Catholic-University-of-Louvain,belgium,,10.7,13.4,17.7,10.5,41.0,27.8,http://www.wikidata.org/entity/Q378134,grid.7942.8,
103,101-150,53-67,Emory University,Emory-University,unitedstates,,0.0,0.0,32.4,23.0,50.0,17.3,http://www.wikidata.org/entity/Q621043,grid.189967.8,
104,101-150,53-67,Georgia Institute of Technology,Georgia-Institute-of-Technology,unitedstates,,13.1,0.0,26.0,19.3,43.4,25.1,http://www.wikidata.org/entity/Q864855,grid.213917.f,
105,101-150,4-7,Hokkaido University,Hokkaido-University,japan,,12.0,16.4,14.5,16.8,42.8,18.4,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
106,101-150,5-6,Joseph Fourier University (Grenoble 1),Joseph-Fourier-University-(Grenoble-1),france,,0.0,15.0,10.2,22.9,40.4,18.8,,grid.9621.c,103.0
107,101-150,10-14,London School of Economics and Political Science,London-School-of-Economics-and-Political-Science,unitedkingdom,,20.7,16.4,16.2,,28.9,26.8,http://www.wikidata.org/entity/Q174570,grid.13063.37,
108,101-150,4,Lund University,Lund-University,sweden,,22.0,0.0,25.1,14.9,49.7,20.3,http://www.wikidata.org/entity/Q218506,grid.4514.4,
109,101-150,53-67,Mayo Medical School,Mayo-Medical-School,unitedstates,,0.0,0.0,25.1,14.9,45.9,24.9,http://www.wikidata.org/entity/Q48977467,grid.66875.3a,103.0
110,101-150,6-7,Monash University,Monash-University,australia,,0.0,0.0,14.5,19.6,55.0,22.1,http://www.wikidata.org/entity/Q598841,grid.1002.3,
111,101-150,4-7,Nagoya University,Nagoya-University,japan,,22.7,14.2,16.2,21.6,44.1,20.3,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
112,101-150,1,National Taiwan University,National-Taiwan-University,china-taiwan,,12.0,0.0,17.7,13.4,57.5,19.4,http://www.wikidata.org/entity/Q32746,grid.19188.39,
113,101-150,1,National University of Singapore,National-University-of-Singapore,singapore,,0.0,0.0,10.2,17.1,59.5,28.8,http://www.wikidata.org/entity/Q738236,grid.4280.e,
114,101-150,53-67,Oregon State University,Oregon-State-University,unitedstates,,10.7,0.0,26.1,20.8,33.9,21.8,http://www.wikidata.org/entity/Q861888,grid.4391.f,
115,101-150,4-7,Radboud University Nijmegen,Radboud-University-Nijmegen,netherlands,,16.9,0.0,7.2,17.3,50.0,31.0,http://www.wikidata.org/entity/Q632004,grid.5590.9,
116,101-150,1,Seoul National University,Seoul-National-University,southkorea,,0.0,0.0,7.2,18.0,68.0,22.2,http://www.wikidata.org/entity/Q39913,grid.31501.36,
117,101-150,5,Swiss Federal Institute of Technology of Lausanne,Swiss-Federal-Institute-of-Technology-of-Lausanne,switzerland,,0.0,0.0,24.0,26.3,40.9,34.4,,grid.5333.6,103.0
118,101-150,4,Tel Aviv University,Tel-Aviv-University,israel,,0.0,0.0,24.0,14.0,48.2,25.5,http://www.wikidata.org/entity/Q319239,grid.12136.37,
119,101-150,53-67,Texas A&M; University - College Station,Texas-AM-University---College-Station,unitedstates,,0.0,0.0,33.9,21.3,50.3,19.7,,grid.264756.4,103.0
120,101-150,53-67,The University of Georgia,The-University-of-Georgia,unitedstates,,0.0,0.0,27.0,20.8,40.8,18.1,http://www.wikidata.org/entity/Q761534,grid.213876.9,
121,101-150,10-14,The University of Sheffield,The-University-of-Sheffield,unitedkingdom,,18.5,13.4,19.5,19.0,43.4,22.2,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
122,101-150,53-67,The University of Texas M. D. Anderson Cancer Center,The-University-of-Texas-M-D-Anderson-Cancer-Center,unitedstates,,0.0,0.0,21.7,20.2,41.3,28.4,http://www.wikidata.org/entity/Q1525831,grid.240145.6,
123,101-150,4-7,Tohoku University,Tohoku-University,japan,,15.1,0.0,21.4,22.3,53.0,20.5,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
124,101-150,4-7,Tokyo Institute of Technology,Tokyo-Institute-of-Technology,japan,,13.1,0.0,21.7,18.9,38.6,24.8,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
125,101-150,53-67,Tufts University,Tufts-University,unitedstates,,15.1,16.4,22.9,15.8,34.9,24.7,http://www.wikidata.org/entity/Q49120,grid.429997.8,
126,101-150,2-4,University Libre Bruxelles,University-Libre-Bruxelles,belgium,,16.9,16.4,12.5,12.4,33.3,26.0,,grid.4989.c,103.0
127,101-150,5-6,University of Alberta,University-of-Alberta,canada,,12.0,0.0,21.4,20.1,54.1,21.1,http://www.wikidata.org/entity/Q640694,grid.17089.37,
128,101-150,4-7,University of Amsterdam,University-of-Amsterdam,netherlands,,5.3,0.0,19.1,17.7,52.4,26.2,http://www.wikidata.org/entity/Q214341,grid.7177.6,
129,101-150,10-14,University of Birmingham,University-of-Birmingham,unitedkingdom,,19.3,9.5,21.6,14.8,44.9,21.0,http://www.wikidata.org/entity/Q223429,grid.6572.6,
130,101-150,5-8,University of Bonn,University-of-Bonn,germany,,16.0,19.9,14.7,19.9,40.7,24.2,http://www.wikidata.org/entity/Q152171,grid.10388.32,
131,101-150,53-67,"University of California, Riverside",University-of-California-Riverside,unitedstates,,13.1,0.0,27.1,26.7,32.4,27.5,http://www.wikidata.org/entity/Q1075148,grid.266097.c,
132,101-150,53-67,"University of California, Santa Cruz",University-of-California-Santa-Cruz,unitedstates,,0.0,0.0,28.9,35.0,30.8,33.0,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
133,101-150,5-8,University of Frankfurt,University-of-Frankfurt,germany,,31.6,0.0,19.1,20.7,38.4,24.1,http://www.wikidata.org/entity/Q50662,grid.7839.5,
134,101-150,5-8,University of Goettingen,University-of-Goettingen,germany,,28.3,15.0,16.2,18.5,39.3,24.1,http://www.wikidata.org/entity/Q152838,grid.7450.6,
135,101-150,53-67,University of Iowa,University-of-Iowa,unitedstates,,0.0,0.0,30.7,21.8,43.9,17.9,http://www.wikidata.org/entity/Q182973,grid.214572.7,
136,101-150,10-14,University of Liverpool,University-of-Liverpool,unitedkingdom,,17.7,13.4,12.5,17.0,40.7,21.0,http://www.wikidata.org/entity/Q499510,grid.10025.36,
137,101-150,53-67,University of Massachusetts Amherst,University-of-Massachusetts-Amherst,unitedstates,,14.1,0.0,33.9,16.0,36.5,22.6,http://www.wikidata.org/entity/Q15142,grid.266683.f,
138,101-150,53-67,University of Massachusetts Medical School - Worcester,University-of-Massachusetts-Medical-School---Worcester,unitedstates,,0.0,20.1,14.5,26.6,27.4,22.9,http://www.wikidata.org/entity/Q7895715,grid.168645.8,
139,101-150,5-6,University of Montreal,University-of-Montreal,canada,,12.0,0.0,14.5,18.2,49.8,20.1,http://www.wikidata.org/entity/Q392189,grid.14848.31,
140,101-150,5-8,University of Muenster,University-of-Muenster,germany,,20.0,13.4,12.2,15.9,35.2,20.6,http://www.wikidata.org/entity/Q168426,grid.5949.1,
141,101-150,6-7,University of New South Wales,University-of-New-South-Wales,australia,,0.0,0.0,20.4,15.5,55.0,21.5,,grid.1005.4,103.0
142,101-150,5-6,University of Paris Diderot (Paris 7),University-of-Paris-Diderot-(Paris-7),france,,12.0,9.5,12.5,28.5,44.9,18.0,,grid.7452.4,103.0
143,101-150,1-2,University of Pisa,University-of-Pisa,italy,,14.1,23.2,14.5,6.4,37.3,21.0,http://www.wikidata.org/entity/Q645663,grid.5395.a,
144,101-150,1-2,University of Roma - La Sapienza,University-of-Roma---La-Sapienza,italy,,12.0,13.4,10.2,13.8,51.5,16.9,,grid.7841.a,103.0
145,101-150,1,University of Sao Paulo,University-of-Sao-Paulo,brazil,,0.0,0.0,10.2,11.6,72.7,14.7,http://www.wikidata.org/entity/Q835960,grid.11899.38,
146,101-150,10-14,University of Sussex,University-of-Sussex,unitedkingdom,,0.0,22.6,20.5,11.6,28.1,26.2,http://www.wikidata.org/entity/Q1161297,grid.12082.39,
147,101-150,53-67,University of Virginia,University-of-Virginia,unitedstates,,0.0,0.0,33.9,27.3,44.5,19.2,http://www.wikidata.org/entity/Q213439,grid.27755.32,
148,101-150,4-7,University of Wageningen,University-of-Wageningen,netherlands,,0.0,0.0,28.2,18.6,40.0,31.7,http://www.wikidata.org/entity/Q422208,grid.4818.5,
149,101-150,4-7,VU University Amsterdam,VU-University-Amsterdam,netherlands,,0.0,0.0,24.0,16.3,53.1,29.7,http://www.wikidata.org/entity/Q1065414,grid.12380.38,
150,151-200,7-8,Aix Marseille University,Aix-Marseille-University,france,,14.1,0.0,16.2,14.4,46.1,23.8,http://www.wikidata.org/entity/Q2302586,grid.5399.6,
151,151-200,15-19,Cardiff University,Cardiff-University,unitedkingdom,,0.0,16.4,7.2,19.6,40.3,18.2,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
152,151-200,68-85,Colorado State University,Colorado-State-University,unitedstates,,0.0,0.0,30.7,13.4,34.3,20.2,http://www.wikidata.org/entity/Q1111640,grid.47894.36,
153,151-200,68-85,Dartmouth College,Dartmouth-College,unitedstates,,18.5,0.0,24.0,15.0,28.3,21.6,http://www.wikidata.org/entity/Q49116,grid.254880.3,
154,151-200,8,Erasmus University Rotterdam,Erasmus-University,netherlands,,0.0,15.0,21.7,6.4,34.4,25.1,,grid.6906.9,101.0
155,151-200,68-85,Florida State University,Florida-State-University,unitedstates,,0.0,0.0,19.1,15.5,37.7,18.9,http://www.wikidata.org/entity/Q861548,grid.255986.5,
156,151-200,1-5,Fudan University,Fudan-University,china,,0.0,0.0,7.1,13.6,52.5,19.1,http://www.wikidata.org/entity/Q495015,grid.8547.e,
157,151-200,68-85,George Mason University,George-Mason-University,unitedstates,,0.0,32.2,10.2,9.0,28.0,17.7,http://www.wikidata.org/entity/Q1411222,grid.22448.38,
