,WorldRank,NationalRank,Name,ARWU_university_ID,Country,TotalScore,Alumni,Award,HiCi,NS,PUB,PCP,item,GRID_ID,fuzz
147,101-151,11-Jun,University of Tuebingen,University-of-Tuebingen,germany,,25.6,0,16.2,17.8,41.8,23.7,http://www.wikidata.org/entity/Q153978,grid.10392.39,
148,101-151,6-Mar,University of Wageningen,University-of-Wageningen,netherlands,,0,0,29,14.8,38.1,27,http://www.wikidata.org/entity/Q422208,grid.4818.5,
149,101-151,11-Jun,University of Wuerzburg,University-of-Wuerzburg,germany,,21.9,8.9,23.5,14.4,36.3,22.5,http://www.wikidata.org/entity/Q161976,grid.8379.5,
150,101-151,6-Mar,VU University Amsterdam,VU-University-Amsterdam,netherlands,,0,0,24.1,13.7,49.2,25.8,http://www.wikidata.org/entity/Q1065414,grid.12380.38,
151,152-200,16-23,Cardiff University,Cardiff-University,unitedkingdom,,0,16.3,7.3,17.7,40.6,23.4,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
152,152-200,71-90,Colorado State University,Colorado-State-University,unitedstates,,0,0,27.1,13.3,38.3,22.5,http://www.wikidata.org/entity/Q1111640,grid.47894.36,
153,152-200,9-Jul,Delft University of Technology,Delft-University-of-Technology,netherlands,,13.4,0,7.3,23.1,37.5,17,http://www.wikidata.org/entity/Q752663,grid.5292.c,
154,152-200,9-Jul,Erasmus University Rotterdam,Erasmus-University,netherlands,,0,15.5,21.8,5.4,30.3,18.4,,grid.6906.9,101
155,152-200,71-90,Florida State University,Florida-State-University,unitedstates,,0,0,20.5,20.4,39.7,19.8,http://www.wikidata.org/entity/Q861548,grid.255986.5,
156,152-200,71-90,George Mason University,George-Mason-University,unitedstates,,0,32.2,10.3,5.6,26.8,19.4,http://www.wikidata.org/entity/Q1411222,grid.22448.38,
157,152-200,9-Jul,Hokkaido University,Hokkaido-University,japan,,0,0,16.2,15.9,48.9,20.8,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
158,152-200,71-90,Iowa State University,Iowa-State-University,unitedstates,,0,0,22.9,10.6,43.6,18.2,http://www.wikidata.org/entity/Q1136919,grid.34421.30,
159,152-200,7-Jun,Joseph Fourier University (Grenoble 1),Joseph-Fourier-University-(Grenoble-1),france,,0,15.5,10.3,18.2,38,17.1,,grid.9621.c,103
160,152-200,9-Jul,Kyushu University,Kyushu-University,japan,,0,0,14.5,16.4,49.5,20.6,http://www.wikidata.org/entity/Q1188786,grid.177174.3,
161,152-200,71-90,Mount Sinai School of Medicine,Mount-Sinai-School-of-Medicine,unitedstates,,0,0,19.2,18.3,35.5,20.4,,grid.59734.3c,103
