,WorldRank,NationalRank,Name,ARWU_university_ID,Country,TotalScore,Alumni,Award,HiCi,NS,PUB,PCP,item,GRID_ID,fuzz
27,28,20,Washington University in St. Louis,Washington-University-in-St-Louis,unitedstates,40.4,24.2,26,37.7,45.6,55.3,40.4,http://www.wikidata.org/entity/Q777403,grid.4367.6,
28,29,21,New York University,New-York-University,unitedstates,38.4,36.8,24.5,42.8,34,54,26.4,http://www.wikidata.org/entity/Q49210,grid.137628.9,
29,30,22,Rockefeller University,Rockefeller-University,unitedstates,38.3,21.8,58.6,28.8,44.8,24.1,38.4,http://www.wikidata.org/entity/Q270272,grid.134907.8,
30,31,23,Duke University,Duke-University,unitedstates,38.2,20.1,0,48,45.4,62.4,40.3,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
31,32,24,"University of Minnesota, Twin Cities",University-of-Minnesota-Twin-Cities,unitedstates,37.8,34.8,0,50.4,34.1,69.7,24.3,http://www.wikidata.org/entity/Q238101,grid.17635.36,
32,33,25,Northwestern University,Northwestern-University,unitedstates,37.6,21,18.9,44.9,33.6,57.1,36.7,http://www.wikidata.org/entity/Q309350,grid.16753.36,
33,34,26,University of Colorado at Boulder,University-of-Colorado-at-Boulder,unitedstates,36.4,16,30.8,40,37,46.4,30.1,http://www.wikidata.org/entity/Q736674,grid.266190.a,
34,35,27,"University of California, Santa Barbara",University-of-California-Santa-Barbara,unitedstates,36.1,0,35.3,42.1,37,43.7,35.7,http://www.wikidata.org/entity/Q263064,grid.133342.4,
35,36,2,University of British Columbia,University-of-British-Columbia,canada,35.5,20.1,18.9,31.7,31.9,62.1,36.6,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
36,37,28,"University of Maryland, College Park",University-of-Maryland-College-Park,unitedstates,35.4,25,20,40,32.7,53.8,26.4,http://www.wikidata.org/entity/Q503415,grid.164295.d,
37,38,29,The University of Texas Southwestern Medical Center at Dallas,The-University-of-Texas-Southwestern-Medical-Center-at-Dallas,unitedstates,35.2,23.4,33.2,31.7,38.1,39.8,33.5,http://www.wikidata.org/entity/Q2725999,grid.267313.2,
38,39,30,The University of Texas at Austin,The-University-of-Texas-at-Austin,unitedstates,34.9,21,16.7,48,28.3,55.4,21.8,http://www.wikidata.org/entity/Q49213,grid.89336.37,
39,40,1,Utrecht University,Utrecht-University,netherlands,33.4,29.6,20.9,28.8,27.5,57.3,26.9,http://www.wikidata.org/entity/Q221653,grid.5477.1,
40,41,31,Vanderbilt University,Vanderbilt-University,unitedstates,33.2,12.1,29.6,32.6,24.7,50.6,36.2,http://www.wikidata.org/entity/Q29052,grid.152326.1,
41,42,32,Pennsylvania State University - University Park,Pennsylvania-State-University---University-Park,unitedstates,32.7,13.5,0,44.9,37.7,58,23.8,http://www.wikidata.org/entity/Q739627,grid.29857.31,
42,42,32,"University of California, Davis",University-of-California-Davis,unitedstates,32.7,0,0,47.4,33.3,63.3,30.1,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
43,44,34,"University of California, Irvine",University-of-California-Irvine,unitedstates,32.6,0,29.4,35.3,28.9,49,32.4,http://www.wikidata.org/entity/Q868421,grid.266093.8,
44,45,1,Pierre and Marie  Curie University - Paris 6,Pierre-and-Marie--Curie-University---Paris-6,france,32.4,34.4,23.5,23.1,24.9,52.9,32.5,,grid.5805.8,103
45,46,35,"Rutgers, The State University of New Jersey - New Brunswick",Rutgers-The-State-University-of-New-Jersey,unitedstates,32.3,14.8,20,38.5,32.7,46.5,24.6,,grid.430387.b,103
46,47,36,University of Southern California,University-of-Southern-California,unitedstates,32,0,26.8,37.7,24.1,54,26.6,http://www.wikidata.org/entity/Q4614,grid.42505.36,
47,48,1,Karolinska Institute,Karolinska-Institute,sweden,31.9,29.6,27.3,33.5,18,48.7,25.6,http://www.wikidata.org/entity/Q219564,grid.4714.6,
48,48,37,University of Pittsburgh,University-of-Pittsburgh,unitedstates,31.9,24.2,0,40,24,65,28.6,,grid.21925.3d,101
49,50,5,The University of Manchester,The-University-of-Manchester,unitedkingdom,31.7,26.4,18.9,24.3,24.9,58.7,28.7,http://www.wikidata.org/entity/Q230899,grid.5379.8,
50,51,1,University of Munich,University-of-Munich,germany,31.5,35.8,22.9,15.4,28,52.9,32.2,http://www.wikidata.org/entity/Q55044,grid.5252.0,
51,52,6,The University of Edinburgh,The-University-of-Edinburgh,unitedkingdom,31.4,21.8,16.7,25.5,35.4,49.3,30.3,http://www.wikidata.org/entity/Q160302,grid.4305.2,
52,53,38,University of Florida,University-of-Florida,unitedstates,31,21.8,0,36.1,25.1,65.6,26.7,http://www.wikidata.org/entity/Q501758,grid.15276.37,
53,54,2,Technical University Munich,Technical-University-Munich,germany,30.8,41.5,23.6,24.3,19.5,46.2,30.7,http://www.wikidata.org/entity/Q157808,grid.6936.a,
54,54,1,The Australian National University,The-Australian-National-University,australia,30.8,17.1,12.6,37.7,30.1,44.4,32.8,http://www.wikidata.org/entity/Q127990,grid.1001.0,
55,56,39,Carnegie Mellon University,Carnegie-Mellon-University,unitedstates,30.5,33.7,32.8,32.6,12.7,37.5,31.8,http://www.wikidata.org/entity/Q190080,grid.147455.6,
56,56,1,University of Copenhagen,University-of-Copenhagen,denmark,30.5,29.6,24.2,23.1,24.8,46.4,30,http://www.wikidata.org/entity/Q186285,grid.5254.6,
57,58,2,University of Zurich,University-of-Zurich,switzerland,30.4,12.1,26.8,21.8,29.7,47.9,31.4,http://www.wikidata.org/entity/Q206702,grid.7400.3,
58,59,40,University of North Carolina at Chapel Hill,University-of-North-Carolina-at-Chapel-Hill,unitedstates,30.3,12.1,0,37.7,29.3,60.3,27.9,http://www.wikidata.org/entity/Q192334,grid.10698.36,
59,60,1,The Hebrew University of Jerusalem,The-Hebrew-University-of-Jerusalem,israel,30,32,20,25.5,25.2,44.7,29.5,http://www.wikidata.org/entity/Q174158,grid.9619.7,
60,61,3,Osaka University,Osaka-University,japan,29.6,12.1,0,25.5,30.7,67,29.9,http://www.wikidata.org/entity/Q651233,grid.136593.b,
61,62,3,McGill University,McGill-University,canada,29.5,27.7,0,30.8,22.4,59.7,33.5,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
62,62,7,University of Bristol,University-of-Bristol,unitedkingdom,29.5,10.5,17.9,29.8,26.3,47.8,33.2,http://www.wikidata.org/entity/Q459506,grid.5337.2,
63,64,2,University of Paris Sud (Paris 11),University-of-Paris-Sud-(Paris-11),france,29.4,32,33.5,13.3,20.8,44.7,29.7,http://www.wikidata.org/entity/Q1480643,grid.5842.b,
64,65,2,Uppsala University,Uppsala-University,sweden,29.3,25,32.2,13.3,24.6,49.3,21.5,http://www.wikidata.org/entity/Q185246,grid.8993.b,
65,66,41,The Ohio State University - Columbus,The-Ohio-State-University---Columbus,unitedstates,29,17.1,0,40.7,20.6,61.3,19.7,http://www.wikidata.org/entity/Q309331,grid.261331.4,
66,66,3,University of Heidelberg,University-of-Heidelberg,germany,29,19.1,27.2,18.8,21.5,49.5,29.5,,grid.7700.0,103
67,68,1,University of Oslo,University-of-Oslo,norway,28.6,25,33.4,18.8,17.7,42.7,28.5,http://www.wikidata.org/entity/Q486156,grid.5510.1,
68,69,8,The University of Sheffield,The-University-of-Sheffield,unitedkingdom,28.5,22.6,14.1,23.1,29.2,45.8,30.2,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
69,70,42,Case Western Reserve University,Case-Western-Reserve-University,unitedstates,27.9,39.2,11.5,21.8,22,43.9,33.6,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
70,70,1,Moscow State University,Moscow-State-University,russia,27.9,49.5,34.2,0,5.6,54.3,33.4,http://www.wikidata.org/entity/Q13164,grid.14476.30,
71,72,2,Leiden University,Leiden-University,netherlands,27.8,24.2,15.5,28.8,18.9,46,28.5,http://www.wikidata.org/entity/Q156598,grid.5132.5,
72,73,43,Purdue University - West Lafayette,Purdue-University---West-Lafayette,unitedstates,27.7,18.2,16.7,27.7,20.7,50.6,19.9,http://www.wikidata.org/entity/Q217741,grid.169077.e,
73,74,1,University of Helsinki,University-of-Helsinki,finland,27.6,18.2,17.9,20.4,19.2,53.4,29.2,http://www.wikidata.org/entity/Q28695,grid.7737.4,
74,74,44,University of Rochester,University-of-Rochester,unitedstates,27.6,32,8.9,26.6,21.6,43.3,35.6,http://www.wikidata.org/entity/Q149990,grid.16416.34,
75,76,4,Tohoku University,Tohoku-University,japan,27.2,18.2,0,20.4,22.6,65.9,29.2,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
76,76,45,University of Arizona,University-of-Arizona,unitedstates,27.2,0,0,28.8,36.7,54,25.6,http://www.wikidata.org/entity/Q503419,grid.134563.6,
77,78,2,University of Melbourne,University-of-Melbourne,australia,26.7,14.8,14.1,23.1,18.1,54.8,25.2,,grid.1008.9,101
78,79,9,University of Nottingham,University-of-Nottingham,unitedkingdom,26.2,14.8,20,23.1,18.3,45,27.6,http://www.wikidata.org/entity/Q472316,grid.4563.4,
79,80,46,Michigan State University,Michigan-State-University,unitedstates,26.1,12.1,0,37.7,22.7,51.2,18.6,http://www.wikidata.org/entity/Q270222,grid.17088.36,
80,81,47,Boston University,Boston-University,unitedstates,25.9,14.8,0,31.7,26.7,51.6,17.8,http://www.wikidata.org/entity/Q49110,grid.189504.1,
81,81,3,University of Basel,University-of-Basel,switzerland,25.9,25,17.1,20.4,22.4,36.2,35.4,http://www.wikidata.org/entity/Q372608,grid.6612.3,
82,83,10,King's College London,Kings-College-London,unitedkingdom,25.8,16,23.1,20.4,16.7,43.9,26.7,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
83,84,3,Stockholm University,Stockholm-University,sweden,25.6,28.4,29.6,15.4,18.5,36.9,19.7,http://www.wikidata.org/entity/Q221645,grid.10548.38,
84,85,48,Brown University,Brown-University,unitedstates,25.4,0,13.6,28.8,26.7,40.5,28.4,http://www.wikidata.org/entity/Q49114,grid.40263.33,
85,85,4,University of Goettingen,University-of-Goettingen,germany,25.4,37.3,20,15.4,15.9,40.8,26,http://www.wikidata.org/entity/Q152838,grid.7450.6,
86,87,49,Rice University,Rice-University,unitedstates,25.3,21,21.9,23.1,22,30.4,30.4,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
87,88,50,Texas A&M; University - College Station,Texas-AM-University---College-Station,unitedstates,25.1,0,0,31.7,24.4,55.7,20.8,,grid.264756.4,103
88,89,5,Tokyo Institute of Technology,Tokyo-Institute-of-Technology,japan,25,16,0,23.1,23.3,51.2,32.5,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
89,90,4,Lund University,Lund-University,sweden,24.7,28.4,0,24.3,20.2,52.2,18.8,http://www.wikidata.org/entity/Q218506,grid.4514.4,
90,90,4,McMaster University,McMaster-University,canada,24.7,16,18.9,21.8,14.2,44.6,25.6,http://www.wikidata.org/entity/Q632891,grid.25073.33,
91,90,11,University of Birmingham,University-of-Birmingham,unitedkingdom,24.7,24.2,10.9,21.8,15.2,46.6,27.6,http://www.wikidata.org/entity/Q223429,grid.6572.6,
92,93,5,University of Freiburg,University-of-Freiburg,germany,24.6,24.2,20.9,17.2,18.4,38.8,24.4,http://www.wikidata.org/entity/Q153987,grid.5963.9,
93,94,51,University of Utah,University-of-Utah,unitedstates,24.5,0,0,30.8,28.6,47.1,25.3,http://www.wikidata.org/entity/Q168515,grid.223827.e,
94,95,52,University of Iowa,University-of-Iowa,unitedstates,24.3,0,0,33.5,22.4,51.6,21.8,http://www.wikidata.org/entity/Q182973,grid.214572.7,
95,96,3,University of Strasbourg,University-of-Strasbourg,france,24.2,28.4,22.5,18.8,16.7,33.6,23.6,http://www.wikidata.org/entity/Q157575,grid.11843.3f,
96,97,53,Indiana University Bloomington,Indiana-University-Bloomington,unitedstates,24.1,13.5,17.9,24.3,18.9,40.7,17.8,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
97,98,6,Nagoya University,Nagoya-University,japan,24,0,14.1,15.4,21.6,52.9,25.8,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
98,99,4,Ecole Normale Superieure - Paris,Ecole-Normale-Superieure---Paris,france,23.6,46.1,24.5,13.3,14.8,27.3,24.1,http://www.wikidata.org/entity/Q83259,grid.5607.4,
99,100,54,Arizona State University - Tempe,Arizona-State-University---Tempe,unitedstates,23.5,0,14.1,21.8,27,42.6,18.1,,grid.215654.1,103
100,100,1,University of Roma - La Sapienza,University-of-Roma---La-Sapienza,italy,23.5,16,15.5,10.9,19.4,53.3,14.8,,grid.7841.a,103
101,102-150,2,Aarhus University,Aarhus-University,denmark,,14.8,18.9,7.7,23.8,42.7,24.6,http://www.wikidata.org/entity/Q924265,grid.7048.b,
102,102-150,55-69,Baylor College of Medicine,Baylor-College-of-Medicine,unitedstates,,0,0,17.2,33.4,44.6,26.6,http://www.wikidata.org/entity/Q2892284,grid.39382.33,
103,102-150,4-Jan,Catholic University of Leuven,Catholic-University-of-Leuven,belgium,,0,0,21.8,14.1,50.5,24.3,,grid.5596.f,103
104,102-150,4-Jan,Catholic University of Louvain,Catholic-University-of-Louvain,belgium,,13.5,13.6,15.4,11.6,44.6,27.9,http://www.wikidata.org/entity/Q378134,grid.7942.8,
105,102-150,55-69,Dartmouth College,Dartmouth-College,unitedstates,,23.4,0,21.8,21.4,32.5,29.4,http://www.wikidata.org/entity/Q49116,grid.254880.3,
106,102-150,55-69,Emory University,Emory-University,unitedstates,,0,0,27.7,18.7,49.1,22,http://www.wikidata.org/entity/Q621043,grid.189967.8,
107,102-150,55-69,Georgia Institute of Technology,Georgia-Institute-of-Technology,unitedstates,,16,0,23.1,21.8,45.5,27.2,http://www.wikidata.org/entity/Q864855,grid.213917.f,
108,102-150,4-Jan,Ghent University,Ghent-University,belgium,,8.6,15.5,15.4,6.7,50.8,28.3,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
109,102-150,9-Jul,Hokkaido University,Hokkaido-University,japan,,0,0,15.4,15.4,54.3,22.2,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
110,102-150,9-Jul,Kyushu University,Kyushu-University,japan,,0,0,13.3,18.4,55,22.3,http://www.wikidata.org/entity/Q1188786,grid.177174.3,
111,102-150,55-69,Mayo Medical School,Mayo-Medical-School,unitedstates,,0,0,26.6,9.2,52.8,27.3,http://www.wikidata.org/entity/Q48977467,grid.66875.3a,103
112,102-150,1,National University of Singapore,National-University-of-Singapore,singapore,,0,0,15.4,13.7,57.1,27.7,http://www.wikidata.org/entity/Q738236,grid.4280.e,
113,102-150,55-69,North Carolina State University - Raleigh,North-Carolina-State-University---Raleigh,unitedstates,,0,0,28.8,18.9,45,19.5,http://www.wikidata.org/entity/Q1132346,grid.40803.3f,
114,102-150,55-69,Oregon State University,Oregon-State-University,unitedstates,,14.8,0,27.7,25.6,36.8,28.4,http://www.wikidata.org/entity/Q861888,grid.4391.f,
115,102-150,5-Apr,Swiss Federal Institute of Technology of Lausanne,Swiss-Federal-Institute-of-Technology-of-Lausanne,switzerland,,0,0,17.2,18.1,40.7,40.7,,grid.5333.6,103
116,102-150,4-Feb,Technion-Israel Institute of Technology,Technion-Israel-Institute-of-Technology,israel,,18.2,23.1,13.3,14,41,23.9,http://www.wikidata.org/entity/Q333705,grid.6451.6,
117,102-150,4-Feb,Tel Aviv University,Tel-Aviv-University,israel,,0,0,25.5,18.9,52.3,27.9,http://www.wikidata.org/entity/Q319239,grid.12136.37,
118,102-150,55-69,The University of Georgia,The-University-of-Georgia,unitedstates,,0,0,27.7,21,46.1,18.6,http://www.wikidata.org/entity/Q761534,grid.213876.9,
119,102-150,15-Dec,The University of Glasgow,The-University-of-Glasgow,unitedkingdom,,12.1,0,20.4,17.8,43.6,23.4,http://www.wikidata.org/entity/Q192775,grid.8756.c,
120,102-150,5-Mar,The University of Queensland,The-University-of-Queensland,australia,,16,0,7.7,18.8,52.5,24.6,http://www.wikidata.org/entity/Q866012,grid.1003.2,
121,102-150,5-Mar,The University of Western Australia,The-University-of-Western-Australia,australia,,17.1,14.1,20.4,13.1,40.4,27.1,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
122,102-150,55-69,Tufts University,Tufts-University,unitedstates,,18.2,16.7,20.4,16.4,37.8,25.1,http://www.wikidata.org/entity/Q49120,grid.429997.8,
123,102-150,4-Jan,University Libre Bruxelles,University-Libre-Bruxelles,belgium,,21,18.9,7.7,14.6,33,26.8,,grid.4989.c,103
124,102-150,5,University of Alberta,University-of-Alberta,canada,,14.8,0,17.2,17,56.1,28.3,http://www.wikidata.org/entity/Q640694,grid.17089.37,
125,102-150,7-Mar,University of Amsterdam,University-of-Amsterdam,netherlands,,8.6,0,18.8,23.4,50.4,23.7,http://www.wikidata.org/entity/Q214341,grid.7177.6,
126,102-150,11-Jun,University of Bonn,University-of-Bonn,germany,,19.1,20,15.4,12.7,43.5,24.4,http://www.wikidata.org/entity/Q152171,grid.10388.32,
127,102-150,55-69,"University of California, Riverside",University-of-California-Riverside,unitedstates,,16,0,27.7,25.3,36.5,27.8,http://www.wikidata.org/entity/Q1075148,grid.266097.c,
128,102-150,55-69,"University of California, Santa Cruz",University-of-California-Santa-Cruz,unitedstates,,0,0,27.7,29.2,29.5,29.2,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
129,102-150,11-Jun,University of Frankfurt,University-of-Frankfurt,germany,,35.3,8.9,17.2,14.1,38.6,23.6,http://www.wikidata.org/entity/Q50662,grid.7839.5,
130,102-150,5-Apr,University of Geneva,University-of-Geneva,switzerland,,28.4,0,20.4,22.7,34.6,23.7,http://www.wikidata.org/entity/Q503473,grid.8591.5,
131,102-150,7-Mar,University of Groningen,University-of-Groningen,netherlands,,0,20,13.3,18.7,45.6,20.9,http://www.wikidata.org/entity/Q850730,grid.4830.f,
132,102-150,11-Jun,University of Hamburg,University-of-Hamburg,germany,,16,0,17.2,19.8,41.2,22.8,http://www.wikidata.org/entity/Q156725,grid.9026.d,
133,102-150,55-69,University of Hawaii at Manoa,University-of-Hawaii-at-Manoa,unitedstates,,0,0,26.6,29.7,36.6,22.3,http://www.wikidata.org/entity/Q2000129,grid.410445.0,
134,102-150,55-69,University of Illinois at Chicago,University-of-Illinois-at-Chicago,unitedstates,,0,0,26.6,15.9,47.5,21.5,http://www.wikidata.org/entity/Q955764,grid.185648.6,
135,102-150,15-Dec,University of Leeds,University-of-Leeds,unitedkingdom,,21.8,0,10.9,23.7,43.8,23.9,http://www.wikidata.org/entity/Q503424,grid.9909.9,
136,102-150,15-Dec,University of Liverpool,University-of-Liverpool,unitedkingdom,,22.6,15.5,13.3,18.5,41.2,28,http://www.wikidata.org/entity/Q499510,grid.10025.36,
137,102-150,55-69,University of Massachusetts Amherst,University-of-Massachusetts-Amherst,unitedstates,,17.1,0,33.5,23.4,36.9,23,http://www.wikidata.org/entity/Q15142,grid.266683.f,
138,102-150,3-Feb,University of Milan,University-of-Milan,italy,,21.8,0,18.8,15.5,51.5,20.3,http://www.wikidata.org/entity/Q46210,grid.4708.b,
139,102-150,11-Jun,University of Muenster,University-of-Muenster,germany,,24.2,15.5,13.3,13.2,39,22.3,http://www.wikidata.org/entity/Q168426,grid.5949.1,
140,102-150,5,University of Paris Diderot (Paris 7),University-of-Paris-Diderot-(Paris-7),france,,17.5,13.8,10.9,17.9,35.1,20.5,,grid.7452.4,103
141,102-150,3-Feb,University of Pisa,University-of-Pisa,italy,,18.2,23.6,13.3,7.5,40.5,18.7,http://www.wikidata.org/entity/Q645663,grid.5395.a,
142,102-150,1,University of Sao Paulo,University-of-Sao-Paulo,brazil,,0,0,10.9,11.5,64.2,30.2,http://www.wikidata.org/entity/Q835960,grid.11899.38,
143,102-150,15-Dec,University of Sussex,University-of-Sussex,unitedkingdom,,0,22.8,18.8,15.6,28.6,31.4,http://www.wikidata.org/entity/Q1161297,grid.12082.39,
144,102-150,5-Mar,University of Sydney,University-of-Sydney,australia,,19.1,0,18.8,16.9,55.7,25.7,http://www.wikidata.org/entity/Q487556,grid.1013.3,
145,102-150,9-Jul,University of Tsukuba,University-of-Tsukuba,japan,,0,20,13.3,10.8,41.9,21,http://www.wikidata.org/entity/Q743615,grid.20515.33,
146,102-150,11-Jun,University of Tuebingen,University-of-Tuebingen,germany,,28.4,0,15.4,21.5,44.4,25.2,http://www.wikidata.org/entity/Q153978,grid.10392.39,
147,102-150,55-69,University of Virginia,University-of-Virginia,unitedstates,,0,0,29.8,22.9,47.9,24.4,http://www.wikidata.org/entity/Q213439,grid.27755.32,
148,102-150,11-Jun,University of Wuerzburg,University-of-Wuerzburg,germany,,24.2,8.9,23.1,15.5,38,23.2,http://www.wikidata.org/entity/Q161976,grid.8379.5,
149,102-150,4-Feb,Weizmann Institute of Science,Weizmann-Institute-of-Science,israel,,0,0,25.5,32,32.3,23.7,http://www.wikidata.org/entity/Q4182,grid.13992.30,
150,151-200,16-22,Cardiff University,Cardiff-University,unitedkingdom,,0,0,13.3,17.6,42,22.9,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
151,151-200,70-87,Colorado State University,Colorado-State-University,unitedstates,,0,0,26.6,15.9,39.3,22.7,http://www.wikidata.org/entity/Q1111640,grid.47894.36,
152,151-200,7-Mar,Delft University of Technology,Delft-University-of-Technology,netherlands,,14.8,0,7.7,21.4,38,16.7,http://www.wikidata.org/entity/Q752663,grid.5292.c,
153,151-200,70-87,Florida State University,Florida-State-University,unitedstates,,0,0,21.8,18.5,37.9,18.8,http://www.wikidata.org/entity/Q861548,grid.255986.5,
154,151-200,70-87,Iowa State University,Iowa-State-University,unitedstates,,0,0,24.3,11.4,44.7,18.5,http://www.wikidata.org/entity/Q1136919,grid.34421.30,
155,151-200,6,Joseph Fourier University (Grenoble 1),Joseph-Fourier-University-(Grenoble-1),france,,0,15.5,10.9,14.2,33.2,18.6,,grid.9621.c,103
156,151-200,1,National Autonomous University of Mexico,National-Autonomous-University-of-Mexico,mexico,,16,0,7.7,16.5,49.1,24.4,http://www.wikidata.org/entity/Q222738,grid.9486.3,
157,151-200,1,National Taiwan University,National-Taiwan-University,"taiwan,china",,14.8,0,7.7,7.4,55.5,16.7,http://www.wikidata.org/entity/Q32746,grid.19188.39,
158,151-200,16-22,Newcastle University,Newcastle-University,unitedkingdom,,0,0,10.9,19,39.2,23.5,http://www.wikidata.org/entity/Q837164,grid.1006.7,
159,151-200,70-87,Oregon Health and Science University,Oregon-Health-and-Science-University,unitedstates,,0,0,20.4,22.2,35.8,21.3,http://www.wikidata.org/entity/Q282097,grid.5288.7,
160,151-200,8-Jun,Queen's University,Queens-University,canada,,0,0,18.8,16.5,36.6,20.2,http://www.wikidata.org/entity/Q1420038,grid.410356.5,
161,151-200,1,Seoul National University,Seoul-National-University,southkorea,,0,0,7.7,14.3,64.2,19.4,http://www.wikidata.org/entity/Q39913,grid.31501.36,
162,151-200,70-87,State University of New York at Stony Brook,State-University-of-New-York-at-Stony-Brook,unitedstates,,0,0,17.2,29.3,39.5,20,,grid.36425.36,103
