,WorldRank,NationalRank,Name,ARWU_university_ID,Country,TotalScore,Alumni,Award,HiCi,NS,PUB,PCP,item,GRID_ID,fuzz
45,46,7,King's College London,Kings-College-London,uk,33.1,20.9,20.8,39.3,21.1,56.1,29.0,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
46,47,1,Utrecht University,Utrecht-University,netherlands,33.0,22.7,19.7,40.8,26.7,47.7,31.1,http://www.wikidata.org/entity/Q221653,grid.5477.1,
47,48,29,The University of Texas Southwestern Medical Center at Dallas,The-University-of-Texas-Southwestern-Medical-Center-at-Dallas,usa,32.8,18.3,34.0,28.9,39.4,35.6,27.2,http://www.wikidata.org/entity/Q2725999,grid.267313.2,
48,48,1,Tsinghua University,Tsinghua-University,china,32.8,10.2,0.0,37.8,35.2,70.3,25.1,http://www.wikidata.org/entity/Q16955,grid.12527.33,
49,50,2,Technical University Munich,Technical-University-Munich,germany,32.7,34.4,21.3,28.9,23.4,51.7,35.5,http://www.wikidata.org/entity/Q157808,grid.6936.a,
50,51,30,The University of Texas at Austin,The-University-of-Texas-at-Austin,usa,32.5,16.1,16.1,28.9,35.9,56.9,26.9,http://www.wikidata.org/entity/Q49213,grid.89336.37,
51,52,31,Vanderbilt University,Vanderbilt-University,usa,32.0,15.2,28.6,36.2,21.6,51.9,21.4,http://www.wikidata.org/entity/Q29052,grid.152326.1,
52,53,32,"University of Maryland, College Park",University-of-Maryland-College-Park,usa,31.8,19.0,19.7,26.7,31.9,53.6,28.2,http://www.wikidata.org/entity/Q503415,grid.164295.d,
53,54,33,University of Southern California,University-of-Southern-California,usa,31.7,0.0,31.3,36.2,20.8,54.0,25.5,http://www.wikidata.org/entity/Q4614,grid.42505.36,
54,55,2,The University of Queensland,The-University-of-Queensland,australia,31.6,12.4,0.0,40.8,25.6,64.8,34.9,http://www.wikidata.org/entity/Q866012,grid.1003.2,
55,56,1,University of Helsinki,University-of-Helsinki,finland,31.5,18.3,20.8,30.9,22.6,53.5,34.9,http://www.wikidata.org/entity/Q28695,grid.7737.4,
56,57,3,University of Munich,University-of-Munich,germany,31.4,25.4,18.9,21.8,31.6,51.7,34.5,http://www.wikidata.org/entity/Q55044,grid.5252.0,
57,58,2,University of Zurich,University-of-Zurich,switzerland,31.3,5.1,23.7,28.9,28.2,53.1,33.6,http://www.wikidata.org/entity/Q206702,grid.7400.3,
58,59,2,University of Groningen,University-of-Groningen,netherlands,31.1,13.4,25.2,28.9,19.5,54.5,35.6,http://www.wikidata.org/entity/Q850730,grid.4830.f,
59,60,3,University of Geneva,University-of-Geneva,switzerland,31.0,26.9,27.9,26.7,27.5,39.9,33.0,http://www.wikidata.org/entity/Q503473,grid.8591.5,
60,61,8,University of Bristol,University-of-Bristol,uk,30.1,7.2,16.1,30.9,33.3,47.7,31.5,http://www.wikidata.org/entity/Q459506,grid.5337.2,
61,62,1,University of Oslo,University-of-Oslo,norway,29.9,27.8,32.2,15.4,18.0,52.7,28.7,http://www.wikidata.org/entity/Q486156,grid.5510.1,
62,63,2,Uppsala University,Uppsala-University,sweden,29.8,17.6,27.1,18.9,25.0,51.6,29.3,http://www.wikidata.org/entity/Q185246,grid.8993.b,
63,64,34,"University of California, Irvine",University-of-California-Irvine,usa,29.4,0.0,28.9,30.9,24.2,46.8,26.8,http://www.wikidata.org/entity/Q868421,grid.266093.8,
64,65,2,Aarhus University,Aarhus-University,denmark,29.1,11.4,21.8,18.9,24.8,54.5,33.3,http://www.wikidata.org/entity/Q924265,grid.7048.b,
65,66,3,McMaster University,McMaster-University,canada,29.0,12.4,18.6,42.3,12.9,45.0,34.3,http://www.wikidata.org/entity/Q632891,grid.25073.33,
66,67,4,McGill University,McGill-University,canada,28.9,32.5,0.0,24.4,27.1,60.2,27.1,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
67,68,35,"University of Pittsburgh, Pittsburgh Campus",University-of-Pittsburgh-Pittsburgh-Campus,usa,28.7,18.3,0.0,42.3,19.0,60.3,19.9,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
68,69,3,Ecole Normale Superieure - Paris,Ecole-Normale-Superieure---Paris,france,28.6,48.4,27.6,0.0,18.3,28.3,83.1,http://www.wikidata.org/entity/Q83259,grid.5607.4,
69,69,1,Ghent University,Ghent-University,belgium,28.6,5.1,13.1,30.9,17.6,58.5,35.2,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
70,71,36,Mayo Medical School,Mayo-Medical-School,usa,28.5,0.0,0.0,55.6,15.2,49.9,37.9,http://www.wikidata.org/entity/Q48977467,grid.66875.3a,103.0
71,71,2,Peking University,Peking-University,china,28.5,11.4,0.0,26.7,27.0,68.4,23.4,http://www.wikidata.org/entity/Q16952,grid.11135.37,
72,73,3,Erasmus University Rotterdam,Erasmus-University,netherlands,28.4,0.0,14.7,54.6,14.2,34.3,42.9,,grid.6906.9,101.0
73,74,37,Rice University,Rice-University,usa,28.2,16.1,21.4,39.3,18.5,30.9,39.5,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
74,74,3,Stockholm University,Stockholm-University,sweden,28.2,23.8,27.1,21.8,21.2,41.8,28.2,http://www.wikidata.org/entity/Q221645,grid.10548.38,
75,76,4,Swiss Federal Institute of Technology Lausanne,Swiss-Federal-Institute-of-Technology-Lausanne,switzerland,28.1,0.0,0.0,39.3,33.0,42.6,45.7,http://www.wikidata.org/entity/Q262760,grid.5333.6,
76,77,38,Purdue University - West Lafayette,Purdue-University---West-Lafayette,usa,28.0,13.4,22.8,18.9,25.4,51.5,23.7,http://www.wikidata.org/entity/Q217741,grid.169077.e,
77,78,3,Monash University,Monash-University,australia,27.9,0.0,0.0,37.8,22.8,60.5,30.9,http://www.wikidata.org/entity/Q598841,grid.1002.3,
78,79,39,"Rutgers, The State University of New Jersey - New Brunswick",Rutgers-The-State-University-of-New-Jersey---New-Brunswick,usa,27.8,10.2,18.6,34.5,25.2,43.4,18.6,http://www.wikidata.org/entity/Q499451,grid.430387.b,
79,80,40,Boston University,Boston-University,usa,27.7,11.4,11.4,30.9,24.7,51.2,23.9,http://www.wikidata.org/entity/Q49110,grid.189504.1,
80,80,40,Carnegie Mellon University,Carnegie-Mellon-University,usa,27.7,31.3,31.2,24.4,14.1,34.9,30.9,http://www.wikidata.org/entity/Q190080,grid.147455.6,
81,80,40,The Ohio State University - Columbus,The-Ohio-State-University---Columbus,usa,27.7,12.4,0.0,36.2,21.2,62.5,19.3,http://www.wikidata.org/entity/Q309331,grid.261331.4,
82,83,4,University of Sydney,University-of-Sydney,australia,27.5,14.4,0.0,28.9,18.2,66.4,28.4,http://www.wikidata.org/entity/Q487556,grid.1013.3,
83,84,3,Nagoya University,Nagoya-University,japan,27.2,28.7,25.0,18.9,18.3,44.3,24.7,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
84,85,43,Georgia Institute of Technology,Georgia-Institute-of-Technology,usa,27.1,12.4,0.0,40.8,24.3,44.8,33.1,http://www.wikidata.org/entity/Q864855,grid.213917.f,
85,85,43,Pennsylvania State University - University Park,Pennsylvania-State-University---University-Park,usa,27.1,10.2,0.0,32.7,28.6,54.4,24.1,http://www.wikidata.org/entity/Q739627,grid.29857.31,
86,85,43,"University of California, Davis",University-of-California-Davis,usa,27.1,0.0,0.0,30.9,31.2,58.6,24.8,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
87,88,4,Leiden University,Leiden-University,netherlands,27.0,17.6,9.3,26.7,20.7,50.6,32.8,http://www.wikidata.org/entity/Q156598,grid.5132.5,
88,88,46,University of Florida,University-of-Florida,usa,27.0,16.8,0.0,30.9,19.5,61.0,24.4,http://www.wikidata.org/entity/Q501758,grid.15276.37,
89,90,2,KU Leuven,KU-Leuven,belgium,26.9,0.0,0.0,34.5,22.9,58.6,31.1,http://www.wikidata.org/entity/Q833670,grid.5596.f,
90,91,1,National University of Singapore,National-University-of-Singapore,singapore,26.8,0.0,0.0,32.7,20.6,60.1,35.5,http://www.wikidata.org/entity/Q738236,grid.4280.e,
91,91,5,The University of Western Australia,The-University-of-Western-Australia,australia,26.8,13.4,13.9,28.9,15.8,49.5,33.1,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
92,93,1,Moscow State University,Moscow-State-University,russia,26.6,40.9,32.6,0.0,8.9,51.6,33.8,http://www.wikidata.org/entity/Q13164,grid.14476.30,
93,93,1,Technion-Israel Institute of Technology,Technion-Israel-Institute-of-Technology,israel,26.6,23.3,37.2,15.4,18.7,33.0,28.6,http://www.wikidata.org/entity/Q333705,grid.6451.6,
94,95,5,University of Basel,University-of-Basel,switzerland,26.3,19.0,16.1,18.9,25.5,40.1,37.4,http://www.wikidata.org/entity/Q372608,grid.6612.3,
95,95,4,University of Goettingen,University-of-Goettingen,germany,26.3,30.5,14.7,24.4,22.1,38.5,28.3,http://www.wikidata.org/entity/Q152838,grid.7450.6,
96,97,6,The Australian National University,The-Australian-National-University,australia,26.1,13.4,19.0,15.4,24.5,47.2,30.5,http://www.wikidata.org/entity/Q127990,grid.1001.0,
97,98,47,"University of California, Santa Cruz",University-of-California-Santa-Cruz,usa,26.0,0.0,0.0,47.6,29.5,29.1,42.1,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
98,99,9,Cardiff University,Cardiff-University,uk,25.9,0.0,16.1,36.2,17.3,43.0,28.6,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
99,99,48,University of Arizona,University-of-Arizona,usa,25.9,14.4,0.0,30.9,27.3,49.0,24.7,http://www.wikidata.org/entity/Q503419,grid.134563.6,
100,101-150,4-6,Aix Marseille University,Aix-Marseille-University,france,,13.4,0.0,24.4,25.9,52.4,19.5,http://www.wikidata.org/entity/Q2302586,grid.5399.6,
101,101-150,49-60,Arizona State University,Arizona-State-University,usa,,0.0,19.7,21.8,22.5,44.9,22.9,http://www.wikidata.org/entity/Q670897,grid.215654.1,
102,101-150,49-60,Baylor College of Medicine,Baylor-College-of-Medicine,usa,,0.0,0.0,26.7,30.7,42.2,19.7,http://www.wikidata.org/entity/Q2892284,grid.39382.33,
103,101-150,49-60,Brown University,Brown-University,usa,,14.4,19.7,15.4,19.9,44.5,33.4,http://www.wikidata.org/entity/Q49114,grid.40263.33,
104,101-150,49-60,Case Western Reserve University,Case-Western-Reserve-University,usa,,30.0,10.7,21.8,17.9,39.5,24.9,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
105,101-150,3,Catholic University of Louvain,Catholic-University-of-Louvain,belgium,,10.2,13.1,26.7,9.9,35.7,29.4,http://www.wikidata.org/entity/Q378134,grid.7942.8,
106,101-150,49-60,Emory University,Emory-University,usa,,0.0,0.0,32.7,22.1,52.3,23.3,http://www.wikidata.org/entity/Q621043,grid.189967.8,
107,101-150,3-6,Fudan University,Fudan-University,china,,0.0,0.0,24.4,14.8,61.1,23.4,http://www.wikidata.org/entity/Q495015,grid.8547.e,
108,101-150,49-60,Icahn School of Medicine at Mount Sinai,Icahn-School-of-Medicine-at-Mount-Sinai,usa,,0.0,0.0,45.0,24.2,39.5,21.1,http://www.wikidata.org/entity/Q1950740,grid.59734.3c,
109,101-150,49-60,Indiana University Bloomington,Indiana-University-Bloomington,usa,,10.2,21.3,21.8,18.0,40.3,20.8,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
110,101-150,1-2,King Abdulaziz University,King-Abdulaziz-University,saudiarabia,,0.0,0.0,52.3,11.0,46.4,18.0,http://www.wikidata.org/entity/Q1795928,grid.412125.1,
111,101-150,1-2,King Saud University,King-Saud-University,saudiarabia,,0.0,0.0,45.0,3.9,48.2,18.3,http://www.wikidata.org/entity/Q1752043,grid.56302.32,
112,101-150,4,Lund University,Lund-University,sweden,,20.9,0.0,15.4,18.0,52.3,23.1,http://www.wikidata.org/entity/Q218506,grid.4514.4,
113,101-150,49-60,Michigan State University,Michigan-State-University,usa,,8.8,0.0,26.7,24.2,52.7,19.9,http://www.wikidata.org/entity/Q270222,grid.17088.36,
114,101-150,2,Nanyang Technological University,Nanyang-Technological-University,singapore,,0.0,0.0,37.8,14.9,53.3,33.3,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
115,101-150,2,Norwegian University of Science and Technology - NTNU,Norwegian-University-of-Science-and-Technology---NTNU,norway,,13.4,20.8,15.4,13.5,39.9,22.7,http://www.wikidata.org/entity/Q314536,grid.5947.f,
116,101-150,4-5,Osaka University,Osaka-University,japan,,8.8,0.0,30.9,23.6,50.9,22.2,http://www.wikidata.org/entity/Q651233,grid.136593.b,
117,101-150,5-8,Radboud University Nijmegen,Radboud-University-Nijmegen,netherlands,,16.1,0.0,15.4,19.5,51.7,35.0,http://www.wikidata.org/entity/Q632004,grid.5590.9,
118,101-150,1,Seoul National University,Seoul-National-University,southkorea,,0.0,0.0,18.9,17.2,69.1,23.8,http://www.wikidata.org/entity/Q39913,grid.31501.36,
119,101-150,3-6,Shanghai Jiao Tong University,Shanghai-Jiao-Tong-University,china,,0.0,0.0,15.4,11.3,74.4,26.4,http://www.wikidata.org/entity/Q525169,grid.16821.3c,
120,101-150,49-60,Texas A&M; University,Texas-AM-University,usa,,0.0,0.0,28.9,17.8,52.0,19.2,http://www.wikidata.org/entity/Q49212,grid.264756.4,
121,101-150,2-3,The Hebrew University of Jerusalem,The-Hebrew-University-of-Jerusalem,israel,,31.7,27.9,10.9,17.7,38.5,28.1,http://www.wikidata.org/entity/Q174158,grid.9619.7,
122,101-150,7-8,The University of Adelaide,The-University-of-Adelaide,australia,,14.4,0.0,26.7,13.8,45.5,30.9,http://www.wikidata.org/entity/Q15574,grid.1010.0,
123,101-150,10-17,The University of Glasgow,The-University-of-Glasgow,uk,,7.2,0.0,28.9,18.9,43.1,24.8,http://www.wikidata.org/entity/Q192775,grid.8756.c,
124,101-150,1,The University of Hong Kong,The-University-of-Hong-Kong,china-hk,,0.0,0.0,34.5,13.4,45.9,28.1,http://www.wikidata.org/entity/Q15568,grid.194645.b,
125,101-150,7-8,The University of New South Wales,The-University-of-New-South-Wales,australia,,0.0,0.0,18.9,19.2,62.1,25.2,http://www.wikidata.org/entity/Q734764,grid.1005.4,
126,101-150,10-17,The University of Sheffield,The-University-of-Sheffield,uk,,17.6,13.1,18.9,17.1,45.9,23.5,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
127,101-150,49-60,The University of Texas M. D. Anderson Cancer Center,The-University-of-Texas-M-D-Anderson-Cancer-Center,usa,,0.0,0.0,36.2,20.6,41.5,50.5,http://www.wikidata.org/entity/Q1525831,grid.240145.6,
128,101-150,4-5,Tohoku University,Tohoku-University,japan,,14.4,0.0,18.9,18.1,51.4,21.6,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
129,101-150,5,University of Alberta,University-of-Alberta,canada,,11.4,0.0,24.4,17.7,56.6,24.5,http://www.wikidata.org/entity/Q640694,grid.17089.37,
130,101-150,5-8,University of Amsterdam,University-of-Amsterdam,netherlands,,5.1,0.0,30.9,20.4,53.5,30.7,http://www.wikidata.org/entity/Q214341,grid.7177.6,
131,101-150,6,University of Bern,University-of-Bern,switzerland,,12.4,0.0,32.7,24.8,43.0,34.8,http://www.wikidata.org/entity/Q659080,grid.5734.5,
132,101-150,10-17,University of Birmingham,University-of-Birmingham,uk,,18.3,9.3,28.9,12.4,46.7,24.2,http://www.wikidata.org/entity/Q223429,grid.6572.6,
133,101-150,5-7,University of Bonn,University-of-Bonn,germany,,15.2,19.5,24.4,20.5,39.1,27.4,http://www.wikidata.org/entity/Q152171,grid.10388.32,
134,101-150,5-7,University of Frankfurt,University-of-Frankfurt,germany,,30.0,0.0,26.7,20.2,37.5,27.1,http://www.wikidata.org/entity/Q50662,grid.7839.5,
135,101-150,5-7,University of Freiburg,University-of-Freiburg,germany,,18.3,18.6,18.9,17.4,38.8,25.7,http://www.wikidata.org/entity/Q153987,grid.5963.9,
136,101-150,10-17,University of Leeds,University-of-Leeds,uk,,16.8,0.0,32.7,20.5,44.9,24.3,http://www.wikidata.org/entity/Q503424,grid.9909.9,
137,101-150,10-17,University of Liverpool,University-of-Liverpool,uk,,16.8,13.1,15.4,19.4,43.9,24.8,http://www.wikidata.org/entity/Q499510,grid.10025.36,
138,101-150,10-17,University of Nottingham,University-of-Nottingham,uk,,11.4,19.7,24.4,14.8,47.9,22.1,http://www.wikidata.org/entity/Q472316,grid.4563.4,
139,101-150,49-60,University of Rochester,University-of-Rochester,usa,,24.3,7.6,18.9,18.6,39.1,20.3,http://www.wikidata.org/entity/Q149990,grid.16416.34,
140,101-150,3-6,University of Science and Technology of China,University-of-Science-and-Technology-of-China,china,,0.0,0.0,18.9,18.6,56.0,27.0,http://www.wikidata.org/entity/Q1074103,grid.59053.3a,
141,101-150,10-17,University of Southampton,University-of-Southampton,uk,,0.0,0.0,28.9,22.2,48.8,26.2,http://www.wikidata.org/entity/Q76473,grid.5491.9,
142,101-150,4-6,University of Strasbourg,University-of-Strasbourg,france,,28.3,33.1,0.0,17.1,37.4,21.8,http://www.wikidata.org/entity/Q157575,grid.11843.3f,
143,101-150,49-60,University of Utah,University-of-Utah,usa,,0.0,11.4,26.7,25.7,49.0,24.0,http://www.wikidata.org/entity/Q168515,grid.223827.e,
144,101-150,5-8,University of Wageningen,University-of-Wageningen,netherlands,,0.0,0.0,28.9,17.4,42.4,35.3,http://www.wikidata.org/entity/Q422208,grid.4818.5,
145,101-150,10-17,University of Warwick,University-of-Warwick,uk,,13.4,29.4,10.9,16.1,41.5,26.1,http://www.wikidata.org/entity/Q865528,grid.7372.1,
146,101-150,4-6,University Paris Diderot - Paris 7,University-Paris-Diderot---Paris-7,france,,11.4,9.3,15.4,29.5,46.2,24.5,http://www.wikidata.org/entity/Q1235608,grid.7452.4,
147,101-150,5-8,VU University Amsterdam,VU-University-Amsterdam,netherlands,,0.0,0.0,36.2,16.0,54.1,35.9,http://www.wikidata.org/entity/Q1065414,grid.12380.38,
148,101-150,2-3,Weizmann Institute of Science,Weizmann-Institute-of-Science,israel,,17.6,16.1,18.9,33.9,28.0,25.8,http://www.wikidata.org/entity/Q4182,grid.13992.30,
149,101-150,3-6,Zhejiang University,Zhejiang-University,china,,0.0,0.0,26.7,15.2,70.8,21.8,http://www.wikidata.org/entity/Q197543,grid.13402.34,
150,151-200,1-2,China Medical University (Taichung),China-Medical-University-(Taichung),china-tw,,0.0,0.0,37.8,2.1,32.1,35.0,http://www.wikidata.org/entity/Q706177,grid.254145.3,
151,151-200,9-10,Curtin University,Curtin-University,australia,,0.0,0.0,21.8,13.6,42.1,29.1,http://www.wikidata.org/entity/Q1145497,grid.1032.0,
152,151-200,9,Delft University of Technology,Delft-University-of-Technology,netherlands,,11.4,0.0,15.4,16.7,41.6,24.4,http://www.wikidata.org/entity/Q752663,grid.5292.c,
153,151-200,7-9,Harbin Institute of Technology,Harbin-Institute-of-Technology,china,,0.0,0.0,21.8,7.7,55.1,17.7,http://www.wikidata.org/entity/Q632558,grid.19373.3f,
154,151-200,6-7,Hokkaido University,Hokkaido-University,japan,,11.4,16.1,10.9,13.2,43.6,20.0,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
155,151-200,18-20,London School of Economics and Political Science,London-School-of-Economics-and-Political-Science,uk,,23.8,16.1,10.9,,29.7,28.1,http://www.wikidata.org/entity/Q174570,grid.13063.37,
156,151-200,9-10,Macquarie University,Macquarie-University,australia,,0.0,0.0,26.7,11.7,36.4,28.3,http://www.wikidata.org/entity/Q741082,grid.1004.5,
157,151-200,1-2,National Taiwan University,National-Taiwan-University,china-tw,,11.4,0.0,15.4,11.9,52.4,19.4,http://www.wikidata.org/entity/Q32746,grid.19188.39,
158,151-200,61-70,Oregon State University,Oregon-State-University,usa,,10.2,0.0,18.9,21.2,37.1,23.3,http://www.wikidata.org/entity/Q861888,grid.4391.f,
