,WorldRank,NationalRank,Name,ARWU_university_ID,Country,TotalScore,Alumni,Award,HiCi,NS,PUB,PCP,item,GRID_ID,fuzz
29,30,22,"University of Minnesota, Twin Cities",University-of-Minnesota-Twin-Cities,usa,38.5,29.5,16.3,47.3,32.5,64.0,26.2,http://www.wikidata.org/entity/Q238101,grid.17635.36,
30,31,23,Duke University,Duke-University,usa,38.0,15.4,14.9,50.2,39.0,61.7,23.9,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
31,32,24,Washington University in St. Louis,Washington-University-in-St-Louis,usa,37.4,22.9,24.9,40.7,41.8,50.5,26.0,http://www.wikidata.org/entity/Q777403,grid.4367.6,
32,33,25,Rockefeller University,Rockefeller-University,usa,36.5,17.0,59.8,30.3,40.9,19.0,39.6,http://www.wikidata.org/entity/Q270272,grid.134907.8,
33,34,26,University of Colorado at Boulder,University-of-Colorado-at-Boulder,usa,36.0,12.6,34.1,37.1,36.0,45.0,34.2,http://www.wikidata.org/entity/Q736674,grid.266190.a,
34,35,1,University of Copenhagen,University-of-Copenhagen,denmark,35.7,21.8,18.8,28.0,34.0,63.2,39.2,http://www.wikidata.org/entity/Q186285,grid.5254.6,
35,36,1,Pierre and Marie  Curie University - Paris 6,Pierre-and-Marie--Curie-University---Paris-6,france,35.0,33.6,27.4,25.8,29.8,59.2,23.9,,grid.5805.8,103.0
36,37,27,The University of Texas at Austin,The-University-of-Texas-at-Austin,usa,34.8,16.2,16.3,38.6,37.5,56.0,26.6,http://www.wikidata.org/entity/Q49213,grid.89336.37,
37,38,28,"University of California, Santa Barbara",University-of-California-Santa-Barbara,usa,34.6,14.5,39.1,38.7,27.5,37.3,38.0,http://www.wikidata.org/entity/Q263064,grid.133342.4,
38,39,29,University of North Carolina at Chapel Hill,University-of-North-Carolina-at-Chapel-Hill,usa,34.4,8.9,16.3,39.8,33.5,61.2,25.6,http://www.wikidata.org/entity/Q192334,grid.10698.36,
39,40,2,University of British Columbia,University-of-British-Columbia,canada,34.1,15.4,18.8,32.8,32.0,63.0,24.2,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
40,41,5,The University of Manchester,The-University-of-Manchester,uk,33.6,18.5,32.6,27.1,26.1,56.2,25.6,http://www.wikidata.org/entity/Q230899,grid.5379.8,
41,41,2,University of Paris-Sud (Paris 11),University-of-Paris-Sud-(Paris-11),france,33.6,30.3,54.3,16.8,17.4,47.3,26.6,http://www.wikidata.org/entity/Q1480643,grid.5842.b,
42,43,30,"University of Maryland, College Park",University-of-Maryland-College-Park,usa,32.8,19.2,20.0,33.0,31.6,52.7,26.5,http://www.wikidata.org/entity/Q503415,grid.164295.d,
43,44,1,The University of Melbourne,The-University-of-Melbourne,australia,32.3,17.0,13.3,28.6,25.3,66.9,30.2,http://www.wikidata.org/entity/Q319078,grid.1008.9,
44,44,31,The University of Texas Southwestern Medical Center at Dallas,The-University-of-Texas-Southwestern-Medical-Center-at-Dallas,usa,32.3,18.5,34.5,31.1,35.6,35.8,22.4,http://www.wikidata.org/entity/Q2725999,grid.267313.2,
45,46,1,Heidelberg University,Heidelberg-University,germany,32.2,19.9,25.3,23.7,29.4,51.7,34.2,http://www.wikidata.org/entity/Q151510,grid.7700.0,
46,47,6,The University of Edinburgh,The-University-of-Edinburgh,uk,32.0,20.5,24.9,25.8,30.5,51.9,25.9,http://www.wikidata.org/entity/Q160302,grid.4305.2,
47,48,1,Karolinska Institute,Karolinska-Institute,sweden,31.9,22.4,26.6,24.8,23.5,50.8,37.4,http://www.wikidata.org/entity/Q219564,grid.4714.6,
48,49,32,University of Southern California,University-of-Southern-California,usa,31.3,0.0,31.7,35.6,22.1,53.2,20.3,http://www.wikidata.org/entity/Q4614,grid.42505.36,
49,50,33,"University of California, Irvine",University-of-California-Irvine,usa,31.0,0.0,29.3,34.3,28.9,45.3,27.5,http://www.wikidata.org/entity/Q868421,grid.266093.8,
50,51,2,Technical University Munich,Technical-University-Munich,germany,30.5,34.8,21.6,22.3,23.2,48.3,32.3,http://www.wikidata.org/entity/Q157808,grid.6936.a,
51,52,3,University of Munich,University-of-Munich,germany,30.3,25.6,19.1,20.3,28.9,50.7,32.6,http://www.wikidata.org/entity/Q55044,grid.5252.0,
52,53,34,Vanderbilt University,Vanderbilt-University,usa,30.2,15.4,29.0,28.4,21.8,51.0,19.0,http://www.wikidata.org/entity/Q29052,grid.152326.1,
53,54,2,University of Zurich,University-of-Zurich,switzerland,30.1,5.1,24.0,27.1,29.0,51.6,25.4,http://www.wikidata.org/entity/Q206702,grid.7400.3,
54,55,7,King's College London,Kings-College-London,uk,30.0,21.2,21.0,29.5,18.2,54.3,25.6,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
55,56,1,Utrecht University,Utrecht-University,netherlands,29.8,22.9,20.0,29.1,25.4,46.0,26.9,http://www.wikidata.org/entity/Q221653,grid.5477.1,
56,57,35,"University of California, Davis",University-of-California-Davis,usa,29.7,0.0,0.0,41.0,33.0,58.0,26.0,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
57,58,3,University of Geneva,University-of-Geneva,switzerland,29.4,27.1,28.2,21.4,27.6,38.1,29.4,http://www.wikidata.org/entity/Q503473,grid.8591.5,
58,58,1,University of Oslo,University-of-Oslo,norway,29.4,28.1,32.6,15.9,18.2,49.1,26.9,http://www.wikidata.org/entity/Q486156,grid.5510.1,
59,60,36,Pennsylvania State University - University Park,Pennsylvania-State-University---University-Park,usa,29.3,10.3,0.0,41.6,31.6,53.4,22.4,http://www.wikidata.org/entity/Q739627,grid.29857.31,
60,61,37,Carnegie Mellon University,Carnegie-Mellon-University,usa,29.2,31.6,31.6,28.6,15.2,34.3,34.4,http://www.wikidata.org/entity/Q190080,grid.147455.6,
61,61,37,Purdue University - West Lafayette,Purdue-University---West-Lafayette,usa,29.2,13.6,23.1,27.7,25.1,49.0,22.4,http://www.wikidata.org/entity/Q217741,grid.169077.e,
62,61,2,Uppsala University,Uppsala-University,sweden,29.2,17.8,27.4,18.4,24.6,49.8,27.1,http://www.wikidata.org/entity/Q185246,grid.8993.b,
63,64,3,McGill University,McGill-University,canada,28.5,32.8,0.0,22.8,27.3,59.3,26.8,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
64,64,39,"Rutgers, The State University of New Jersey - New Brunswick",Rutgers-The-State-University-of-New-Jersey---New-Brunswick,usa,28.5,10.3,18.8,34.5,24.8,44.6,22.9,http://www.wikidata.org/entity/Q499451,grid.430387.b,
65,66,8,University of Bristol,University-of-Bristol,uk,28.3,7.3,16.3,25.7,32.4,45.5,29.3,http://www.wikidata.org/entity/Q459506,grid.5337.2,
66,67,1,The Hebrew University of Jerusalem,The-Hebrew-University-of-Jerusalem,israel,28.2,32.0,28.2,19.6,21.5,37.6,29.1,http://www.wikidata.org/entity/Q174158,grid.9619.7,
67,67,40,The Ohio State University - Columbus,The-Ohio-State-University---Columbus,usa,28.2,12.6,0.0,38.3,22.8,60.9,18.9,http://www.wikidata.org/entity/Q309331,grid.261331.4,
68,67,1,University of Helsinki,University-of-Helsinki,finland,28.2,12.6,16.3,25.2,22.4,51.8,31.3,http://www.wikidata.org/entity/Q28695,grid.7737.4,
69,70,41,"University of Pittsburgh, Pittsburgh Campus",University-of-Pittsburgh-Pittsburgh-Campus,usa,28.1,18.5,0.0,39.8,19.2,59.6,18.3,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
70,71,1,Ghent University,Ghent-University,belgium,27.8,5.1,13.3,26.9,18.3,57.5,34.5,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
71,72,3,Ecole Normale Superieure - Paris,Ecole-Normale-Superieure---Paris,france,27.6,48.9,28.0,6.2,19.5,26.4,60.5,http://www.wikidata.org/entity/Q83259,grid.5607.4,
72,73,2,Aarhus University,Aarhus-University,denmark,27.3,11.5,22.1,12.3,25.8,51.8,31.0,http://www.wikidata.org/entity/Q924265,grid.7048.b,
73,73,42,Boston University,Boston-University,usa,27.3,11.5,11.5,29.1,26.3,49.5,21.8,http://www.wikidata.org/entity/Q49110,grid.189504.1,
74,75,43,Brown University,Brown-University,usa,27.0,14.5,13.3,26.2,25.1,43.6,32.8,http://www.wikidata.org/entity/Q49114,grid.40263.33,
75,75,2,University of Groningen,University-of-Groningen,netherlands,27.0,0.0,18.8,23.0,21.0,52.6,32.7,http://www.wikidata.org/entity/Q850730,grid.4830.f,
76,77,3,Nagoya University,Nagoya-University,japan,26.7,29.0,25.3,16.8,17.7,44.3,23.1,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
77,77,3,Stockholm University,Stockholm-University,sweden,26.7,24.1,27.4,18.1,19.4,40.4,25.6,http://www.wikidata.org/entity/Q221645,grid.10548.38,
78,77,2,Technion-Israel Institute of Technology,Technion-Israel-Institute-of-Technology,israel,26.7,23.5,37.6,15.2,18.3,33.3,28.2,http://www.wikidata.org/entity/Q333705,grid.6451.6,
79,77,2,The Australian National University,The-Australian-National-University,australia,26.7,13.6,19.2,24.8,20.1,45.1,29.1,http://www.wikidata.org/entity/Q127990,grid.1001.0,
80,77,2,The University of Queensland,The-University-of-Queensland,australia,26.7,12.6,0.0,22.0,24.0,63.2,29.3,http://www.wikidata.org/entity/Q866012,grid.1003.2,
81,82,3,Leiden University,Leiden-University,netherlands,26.5,17.8,9.4,25.7,22.0,46.9,32.9,http://www.wikidata.org/entity/Q156598,grid.5132.5,
82,83,44,University of Florida,University-of-Florida,usa,26.2,17.0,0.0,30.9,21.0,58.7,17.3,http://www.wikidata.org/entity/Q501758,grid.15276.37,
83,84,45,Rice University,Rice-University,usa,26.0,16.2,21.7,28.1,22.8,29.2,34.3,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
84,85,4,Osaka University,Osaka-University,japan,25.7,8.9,0.0,31.6,26.7,51.7,21.7,http://www.wikidata.org/entity/Q651233,grid.136593.b,
85,86,1,Moscow State University,Moscow-State-University,russia,25.3,41.4,33.0,0.0,7.7,46.4,31.3,http://www.wikidata.org/entity/Q13164,grid.14476.30,
86,87,4,The University of Western Australia,The-University-of-Western-Australia,australia,24.9,13.6,14.1,24.1,14.5,47.5,28.9,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
87,87,4,University of Basel,University-of-Basel,switzerland,24.9,19.2,16.3,17.4,21.4,39.2,35.0,http://www.wikidata.org/entity/Q372608,grid.6612.3,
88,87,4,University of Strasbourg,University-of-Strasbourg,france,24.9,25.1,28.8,15.9,19.0,34.6,21.7,http://www.wikidata.org/entity/Q157575,grid.11843.3f,
89,90,2,KU Leuven,KU-Leuven,belgium,24.7,0.0,0.0,30.1,18.6,56.6,30.4,http://www.wikidata.org/entity/Q833670,grid.5596.f,
90,90,46,University of Arizona,University-of-Arizona,usa,24.7,14.5,0.0,27.2,27.5,48.4,20.3,http://www.wikidata.org/entity/Q503419,grid.134563.6,
91,92,9,University of Warwick,University-of-Warwick,uk,24.6,0.0,29.8,23.7,14.0,39.3,26.8,http://www.wikidata.org/entity/Q865528,grid.7372.1,
92,93,47,Arizona State University,Arizona-State-University,usa,24.5,0.0,20.0,22.2,25.5,42.6,19.1,http://www.wikidata.org/entity/Q670897,grid.215654.1,
93,93,47,"University of California, Santa Cruz",University-of-California-Santa-Cruz,usa,24.5,0.0,0.0,37.9,33.9,29.0,37.6,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
94,93,47,University of Utah,University-of-Utah,usa,24.5,0.0,11.5,26.5,25.5,46.7,18.7,http://www.wikidata.org/entity/Q168515,grid.223827.e,
95,96,4,McMaster University,McMaster-University,canada,24.4,12.6,18.8,23.2,15.1,44.5,22.5,http://www.wikidata.org/entity/Q632891,grid.25073.33,
96,97,4,University of Bonn,University-of-Bonn,germany,24.3,15.4,19.8,17.4,21.1,39.8,25.9,http://www.wikidata.org/entity/Q152171,grid.10388.32,
97,98,4,VU University Amsterdam,VU-University-Amsterdam,netherlands,24.2,0.0,0.0,27.8,18.0,55.5,33.3,http://www.wikidata.org/entity/Q1065414,grid.12380.38,
98,99,50,Michigan State University,Michigan-State-University,usa,24.0,8.9,0.0,30.7,21.8,50.6,18.9,http://www.wikidata.org/entity/Q270222,grid.17088.36,
99,100,51,Texas A&M; University,Texas-AM-University,usa,23.9,0.0,0.0,34.3,22.7,49.5,20.9,http://www.wikidata.org/entity/Q49212,grid.264756.4,
100,101-150,5-6,Aix Marseille University,Aix-Marseille-University,france,,13.6,0.0,15.2,20.3,50.1,27.6,http://www.wikidata.org/entity/Q2302586,grid.5399.6,
101,101-150,52-65,Baylor College of Medicine,Baylor-College-of-Medicine,usa,,0.0,0.0,23.7,29.2,39.7,19.9,http://www.wikidata.org/entity/Q2892284,grid.39382.33,
102,101-150,52-65,Case Western Reserve University,Case-Western-Reserve-University,usa,,30.3,10.9,15.9,19.0,39.7,22.9,http://www.wikidata.org/entity/Q1047060,grid.67105.35,
103,101-150,52-65,Emory University,Emory-University,usa,,0.0,0.0,28.4,22.0,51.3,18.0,http://www.wikidata.org/entity/Q621043,grid.189967.8,
104,101-150,3,Université libre de Bruxelles (ULB),Free-University-Brussels,belgium,,19.9,26.6,11.3,11.8,32.7,30.4,,grid.4989.c,103.0
105,101-150,52-65,Georgia Institute of Technology,Georgia-Institute-of-Technology,usa,,12.6,0.0,30.3,22.4,43.2,28.1,http://www.wikidata.org/entity/Q864855,grid.213917.f,
106,101-150,52-65,Icahn School of Medicine at Mount Sinai,Icahn-School-of-Medicine-at-Mount-Sinai,usa,,0.0,0.0,26.8,25.0,36.6,21.5,http://www.wikidata.org/entity/Q1950740,grid.59734.3c,
107,101-150,52-65,Indiana University Bloomington,Indiana-University-Bloomington,usa,,10.3,21.6,18.5,21.9,39.6,20.2,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
108,101-150,10-17,London School of Economics and Political Science,London-School-of-Economics-and-Political-Science,uk,,19.9,16.3,15.2,,31.2,28.7,http://www.wikidata.org/entity/Q174570,grid.13063.37,
109,101-150,4,Lund University,Lund-University,sweden,,21.2,0.0,22.5,16.3,49.7,21.2,http://www.wikidata.org/entity/Q218506,grid.4514.4,
110,101-150,52-65,Mayo Medical School,Mayo-Medical-School,usa,,0.0,0.0,35.4,12.8,46.5,29.5,http://www.wikidata.org/entity/Q48977467,grid.66875.3a,103.0
111,101-150,5-7,Monash University,Monash-University,australia,,0.0,0.0,18.4,22.6,58.6,25.5,http://www.wikidata.org/entity/Q598841,grid.1002.3,
112,101-150,1,National University of Singapore,National-University-of-Singapore,singapore,,0.0,0.0,19.3,20.3,59.5,32.2,http://www.wikidata.org/entity/Q738236,grid.4280.e,
113,101-150,2,Norwegian University of Science and Technology - NTNU,Norwegian-University-of-Science-and-Technology---NTNU,norway,,13.6,21.0,10.1,12.9,36.4,20.0,http://www.wikidata.org/entity/Q314536,grid.5947.f,
114,101-150,1-4,Peking University,Peking-University,china,,0.0,0.0,11.2,21.5,64.0,19.5,http://www.wikidata.org/entity/Q16952,grid.11135.37,
115,101-150,5-7,Radboud University Nijmegen,Radboud-University-Nijmegen,netherlands,,16.2,0.0,12.3,19.3,50.4,32.2,http://www.wikidata.org/entity/Q632004,grid.5590.9,
116,101-150,1,Seoul National University,Seoul-National-University,southkorea,,0.0,0.0,12.3,17.9,67.1,23.5,http://www.wikidata.org/entity/Q39913,grid.31501.36,
117,101-150,1-4,Shanghai Jiao Tong University,Shanghai-Jiao-Tong-University,china,,0.0,0.0,12.6,10.6,68.5,23.0,http://www.wikidata.org/entity/Q525169,grid.16821.3c,
118,101-150,5,Swiss Federal Institute of Technology Lausanne,Swiss-Federal-Institute-of-Technology-Lausanne,switzerland,,0.0,0.0,26.1,29.2,41.8,38.4,http://www.wikidata.org/entity/Q262760,grid.5333.6,
119,101-150,3,Technical University of Denmark,Technical-University-of-Denmark,denmark,,5.1,11.5,21.1,14.6,39.0,23.4,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
120,101-150,10-17,The University of Glasgow,The-University-of-Glasgow,uk,,7.3,0.0,24.9,18.5,42.1,22.9,http://www.wikidata.org/entity/Q192775,grid.8756.c,
121,101-150,5-7,The University of New South Wales,The-University-of-New-South-Wales,australia,,0.0,0.0,20.2,17.8,58.6,23.9,http://www.wikidata.org/entity/Q734764,grid.1005.4,
122,101-150,10-17,The University of Sheffield,The-University-of-Sheffield,uk,,17.8,13.3,18.4,17.5,42.8,21.7,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
123,101-150,52-65,The University of Texas M. D. Anderson Cancer Center,The-University-of-Texas-M-D-Anderson-Cancer-Center,usa,,0.0,0.0,28.2,21.4,41.3,32.4,http://www.wikidata.org/entity/Q1525831,grid.240145.6,
124,101-150,5,Tohoku University,Tohoku-University,japan,,14.5,0.0,23.9,21.0,52.2,21.6,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
125,101-150,1-4,Tsinghua University,Tsinghua-University,china,,10.3,0.0,10.0,26.8,63.8,20.2,http://www.wikidata.org/entity/Q16955,grid.12527.33,
126,101-150,52-65,Tufts University,Tufts-University,usa,,18.5,16.3,20.1,15.4,34.9,25.7,http://www.wikidata.org/entity/Q49120,grid.429997.8,
127,101-150,5-6,University of Alberta,University-of-Alberta,canada,,11.5,0.0,23.9,19.2,54.2,22.5,http://www.wikidata.org/entity/Q640694,grid.17089.37,
128,101-150,5-7,University of Amsterdam,University-of-Amsterdam,netherlands,,5.1,0.0,20.8,18.8,53.3,28.2,http://www.wikidata.org/entity/Q214341,grid.7177.6,
129,101-150,10-17,University of Birmingham,University-of-Birmingham,uk,,18.5,9.4,20.8,12.7,44.7,20.5,http://www.wikidata.org/entity/Q223429,grid.6572.6,
130,101-150,52-65,"University of California, Riverside",University-of-California-Riverside,usa,,12.6,0.0,24.7,23.9,32.2,27.5,http://www.wikidata.org/entity/Q1075148,grid.266097.c,
131,101-150,5-8,University of Frankfurt,University-of-Frankfurt,germany,,30.3,0.0,19.6,21.2,37.7,25.3,http://www.wikidata.org/entity/Q50662,grid.7839.5,
132,101-150,5-8,University of Freiburg,University-of-Freiburg,germany,,18.5,18.8,13.0,24.4,37.9,25.3,http://www.wikidata.org/entity/Q153987,grid.5963.9,
133,101-150,5-8,University of Goettingen,University-of-Goettingen,germany,,30.8,14.9,13.1,20.0,38.9,25.6,http://www.wikidata.org/entity/Q152838,grid.7450.6,
134,101-150,10-17,University of Leeds,University-of-Leeds,uk,,17.0,0.0,18.4,18.4,42.5,19.8,http://www.wikidata.org/entity/Q503424,grid.9909.9,
135,101-150,10-17,University of Liverpool,University-of-Liverpool,uk,,17.0,13.3,14.9,18.6,41.2,22.5,http://www.wikidata.org/entity/Q499510,grid.10025.36,
136,101-150,52-65,University of Massachusetts Amherst,University-of-Massachusetts-Amherst,usa,,13.6,0.0,32.0,16.9,35.5,23.2,http://www.wikidata.org/entity/Q15142,grid.266683.f,
137,101-150,52-65,University of Massachusetts Medical School - Worcester,University-of-Massachusetts-Medical-School---Worcester,usa,,0.0,20.0,15.9,24.9,27.4,23.9,http://www.wikidata.org/entity/Q7895715,grid.168645.8,
138,101-150,5-6,University of Montreal,University-of-Montreal,canada,,11.5,0.0,17.2,17.3,50.6,21.7,http://www.wikidata.org/entity/Q392189,grid.14848.31,
139,101-150,5-8,University of Muenster,University-of-Muenster,germany,,19.2,13.3,14.8,14.7,36.0,22.2,http://www.wikidata.org/entity/Q168426,grid.5949.1,
140,101-150,10-17,University of Nottingham,University-of-Nottingham,uk,,11.5,20.0,19.1,15.9,45.9,20.1,http://www.wikidata.org/entity/Q472316,grid.4563.4,
141,101-150,52-65,University of Rochester,University-of-Rochester,usa,,24.6,7.7,25.2,20.8,39.0,20.8,http://www.wikidata.org/entity/Q149990,grid.16416.34,
142,101-150,1,University of Sao Paulo,University-of-Sao-Paulo,brazil,,0.0,0.0,12.2,12.1,72.0,15.5,http://www.wikidata.org/entity/Q835960,grid.11899.38,
143,101-150,10-17,University of Southampton,University-of-Southampton,uk,,0.0,0.0,24.6,19.5,46.2,24.3,http://www.wikidata.org/entity/Q76473,grid.5491.9,
144,101-150,5-7,University of Sydney,University-of-Sydney,australia,,14.5,0.0,9.6,18.1,64.7,25.3,http://www.wikidata.org/entity/Q487556,grid.1013.3,
145,101-150,52-65,University of Virginia,University-of-Virginia,usa,,0.0,0.0,27.0,27.7,43.7,19.1,http://www.wikidata.org/entity/Q213439,grid.27755.32,
146,101-150,5-7,University of Wageningen,University-of-Wageningen,netherlands,,0.0,0.0,24.1,19.8,42.0,33.0,http://www.wikidata.org/entity/Q422208,grid.4818.5,
147,101-150,5-6,University Paris Diderot - Paris 7,University-Paris-Diderot---Paris-7,france,,11.5,9.4,14.9,30.2,45.0,19.5,http://www.wikidata.org/entity/Q1235608,grid.7452.4,
148,101-150,3,Weizmann Institute of Science,Weizmann-Institute-of-Science,israel,,17.8,16.3,17.0,34.7,26.8,25.1,http://www.wikidata.org/entity/Q4182,grid.13992.30,
149,101-150,1-4,Zhejiang University,Zhejiang-University,china,,0.0,0.0,7.1,13.5,68.5,19.9,http://www.wikidata.org/entity/Q197543,grid.13402.34,
150,151-200,18-21,Cardiff University,Cardiff-University,uk,,0.0,16.3,13.6,17.8,39.2,20.3,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
151,151-200,4,Catholic University of Louvain,Catholic-University-of-Louvain,belgium,,10.3,13.3,15.9,9.1,37.4,26.9,http://www.wikidata.org/entity/Q378134,grid.7942.8,
152,151-200,8,Erasmus University Rotterdam,Erasmus-University,netherlands,,0.0,14.9,22.0,8.0,33.6,26.4,,grid.6906.9,101.0
153,151-200,5-7,Fudan University,Fudan-University,china,,0.0,0.0,12.2,13.1,56.1,21.5,http://www.wikidata.org/entity/Q495015,grid.8547.e,
154,151-200,66-78,George Mason University,George-Mason-University,usa,,0.0,31.9,5.1,8.9,28.7,18.5,http://www.wikidata.org/entity/Q1411222,grid.22448.38,
155,151-200,6-7,Hokkaido University,Hokkaido-University,japan,,11.5,16.3,7.2,15.6,42.2,18.7,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
156,151-200,66-78,Iowa State University,Iowa-State-University,usa,,0.0,0.0,20.1,17.1,39.3,19.8,http://www.wikidata.org/entity/Q1136919,grid.34421.30,
157,151-200,7-8,Joseph Fourier University (Grenoble 1),Joseph-Fourier-University-(Grenoble-1),france,,0.0,14.9,16.3,21.9,32.9,18.2,,grid.9621.c,103.0
158,151-200,1-2,King Abdulaziz University,King-Abdulaziz-University,saudiarabia,,0.0,0.0,29.1,7.2,47.0,13.4,http://www.wikidata.org/entity/Q1795928,grid.412125.1,
