,Rank,Name,score_list,Academic_reputation,Employer_reputation,Faculty_Student,International_Faculty,International_Students,Citations,href,location,QS_World_University_ID,item,GRID_ID,fuzz
236,=236,Université Grenoble-Alpes,42.9,69.5,38.2,,,20.9,32.5,/universities/universite-grenoble-alpes,France,universite-grenoble-alpes,http://www.wikidata.org/entity/Q945876,grid.411819.4,
237,238,University of Leicester,42.8,28.7,50.9,,46.2,87.1,91.1,/universities/university-leicester,United Kingdom,university-leicester,http://www.wikidata.org/entity/Q1333399,grid.9918.9,
238,239,Rheinische Friedrich-Wilhelms-Universität Bonn,42.6,56.6,23.7,,47.9,,31.2,/universities/rheinische-friedrich-wilhelms-universitat-bonn,Germany,rheinische-friedrich-wilhelms-universitat-bonn,http://www.wikidata.org/entity/Q152171,grid.10388.32,
239,=240,Macquarie University,42.5,41.2,47.2,55.6,,85.9,78.2,/universities/macquarie-university,Australia,macquarie-university,http://www.wikidata.org/entity/Q741082,grid.1004.5,
240,=240,Saint Petersburg State University,42.5,42.4,,35.2,97.7,,28.6,/universities/saint-petersburg-state-university,Russia,saint-petersburg-state-university,http://www.wikidata.org/entity/Q27621,grid.15447.33,
241,242,Université Paris-Sud,42.3,34.7,24.1,34.0,78.1,42.5,46.7,/universities/universite-paris-sud,France,universite-paris-sud,http://www.wikidata.org/entity/Q1480643,grid.5842.b,
242,=243,National University of Ireland Galway,42.0,28.4,,45.1,73.5,89.8,66.2,/universities/national-university-ireland-galway,Ireland,national-university-ireland-galway,http://www.wikidata.org/entity/Q644478,grid.6142.1,
243,=243,Tufts University,42.0,,62.8,,66.1,56.3,33.3,/universities/tufts-university,United States,tufts-university,http://www.wikidata.org/entity/Q49120,grid.429997.8,
244,=245,Chulalongkorn University,41.8,74.5,,48.1,,,,/universities/chulalongkorn-university,Thailand,chulalongkorn-university,http://www.wikidata.org/entity/Q855730,grid.7922.e,
245,=245,Simon Fraser University,41.8,31.5,78.0,,,94.2,91.9,/universities/simon-fraser-university,Canada,simon-fraser-university,http://www.wikidata.org/entity/Q201603,grid.61971.38,
246,=247,Queensland University of Technology (QUT),41.6,46.7,36.8,63.0,,97.2,42.9,/universities/queensland-university-technology-qut,Australia,queensland-university-technology-qut,http://www.wikidata.org/entity/Q1144750,grid.1024.7,
247,=247,RMIT University,41.6,43.8,23.0,74.8,,100.0,84.4,/universities/rmit-university,Australia,rmit-university,http://www.wikidata.org/entity/Q1057890,grid.1017.7,
248,249,University of Massachusetts Amherst,41.5,51.9,63.1,,,,,/universities/university-massachusetts-amherst,United States,university-massachusetts-amherst,http://www.wikidata.org/entity/Q15142,grid.266683.f,
249,=250,Novosibirsk State University,41.3,37.6,,43.6,82.4,,56.3,/universities/novosibirsk-state-university,Russia,novosibirsk-state-university,http://www.wikidata.org/entity/Q1637997,grid.4605.7,
250,=250,University of Tsukuba,41.3,42.4,23.8,,70.7,,32.0,/universities/university-tsukuba,Japan,university-tsukuba,http://www.wikidata.org/entity/Q743615,grid.20515.33,
251,252,University of Miami,41.2,,46.5,,85.8,,46.9,/universities/university-miami,United States,university-miami,http://www.wikidata.org/entity/Q738258,grid.26790.3a,
252,253,Universiti Teknologi Malaysia ,41.1,32.8,,38.9,85.9,35.2,51.4,/universities/universiti-teknologi-malaysia,,universiti-teknologi-malaysia,http://www.wikidata.org/entity/Q24401,grid.410877.d,
253,=254,Universidad Nacional de Colombia,40.9,72.0,,82.7,,,,/universities/universidad-nacional-de-colombia,Colombia,universidad-nacional-de-colombia,http://www.wikidata.org/entity/Q1150419,grid.10689.36,
254,=254,Universität Frankfurt am Main,40.9,58.5,,58.4,,,38.3,/universities/universitat-frankfurt-am-main,Germany,universitat-frankfurt-am-main,http://www.wikidata.org/entity/Q50662,grid.7839.5,
255,=256,Beijing Normal University ,40.6,49.3,44.5,,32.0,33.3,,/universities/beijing-normal-university,,beijing-normal-university,http://www.wikidata.org/entity/Q1604022,grid.20513.35,
256,=256,Kyung Hee University,40.6,34.7,,61.6,71.4,,28.3,/universities/kyung-hee-university,South Korea,kyung-hee-university,http://www.wikidata.org/entity/Q496536,grid.289247.2,
257,=256,Universidad de los Andes,40.6,66.0,,77.2,,30.9,,/universities/universidad-de-los-andes,Colombia,universidad-de-los-andes,http://www.wikidata.org/entity/Q1569421,grid.7247.6,
258,=259,Norwegian University of Science And Technology,40.5,36.4,43.9,47.9,38.4,72.0,,/universities/norwegian-university-science-technology,Norway,norwegian-university-science-technology,http://www.wikidata.org/entity/Q314536,grid.5947.f,
259,=259,Royal Holloway University of London,40.5,,63.4,,26.7,98.2,99.0,/universities/royal-holloway-university-london,United Kingdom,royal-holloway-university-london,http://www.wikidata.org/entity/Q1202039,grid.4970.a,
260,=259,Universität Stuttgart,40.5,36.2,48.8,71.7,,35.0,62.0,/universities/universitat-stuttgart,Germany,universitat-stuttgart,http://www.wikidata.org/entity/Q122453,grid.5719.a,
261,262,Curtin University,40.4,38.7,35.0,49.1,,100.0,64.7,/universities/curtin-university,Australia,curtin-university,http://www.wikidata.org/entity/Q1145497,grid.1032.0,
262,263,North Carolina State University,40.3,41.3,46.7,,36.0,60.8,40.0,/universities/north-carolina-state-university,United States,north-carolina-state-university,http://www.wikidata.org/entity/Q1132346,grid.40803.3f,
263,=264,Indian Institute of Technology Madras (IITM),40.2,41.1,67.6,51.6,,,,/universities/indian-institute-technology-madras-iitm,India,indian-institute-technology-madras-iitm,http://www.wikidata.org/entity/Q858662,grid.417969.4,
264,=264,National Taiwan University of Science and Technology (Taiwan Tech),40.2,30.1,37.1,,79.5,,28.5,/universities/national-taiwan-university-science-technology-taiwan-tech,Taiwan,national-taiwan-university-science-technology-taiwan-tech,http://www.wikidata.org/entity/Q699543,grid.45907.3f,
265,=264,Universiti Sains Malaysia (USM),40.2,48.2,,43.8,46.7,27.2,27.5,/universities/universiti-sains-malaysia-usm,Malaysia,universiti-sains-malaysia-usm,http://www.wikidata.org/entity/Q1973130,grid.11875.3a,
266,=264,University of Surrey,40.2,29.4,47.9,35.6,,94.6,98.7,/universities/university-surrey,United Kingdom,university-surrey,http://www.wikidata.org/entity/Q546976,grid.5475.3,
267,=267,King Abdulaziz University (KAU),40.1,31.1,,,67.5,98.9,66.0,/universities/king-abdulaziz-university-kau,Saudi Arabia,king-abdulaziz-university-kau,http://www.wikidata.org/entity/Q1795928,grid.412125.1,
268,=267, University of Dundee,40.1,,25.7,,80.9,87.6,74.8,/universities/university-dundee,,university-dundee,http://www.wikidata.org/entity/Q1249005,grid.8241.f,
269,269,Université Paris 1 Panthéon-Sorbonne ,40.0,63.4,,78.8,,22.2,77.5,/universities/universite-paris-1-pantheon-sorbonne,,universite-paris-1-pantheon-sorbonne,http://www.wikidata.org/entity/Q999763,grid.10988.38,
270,=270,Ecole des Ponts ParisTech,39.8,,,82.5,93.0,,99.7,/universities/ecole-des-ponts-paristech,France,ecole-des-ponts-paristech,http://www.wikidata.org/entity/Q273523,grid.424447.5,
271,=270,University of Navarra,39.8,33.3,,85.7,52.2,,55.3,/universities/university-navarra,Spain,university-navarra,http://www.wikidata.org/entity/Q926068,grid.5924.a,
272,=272,Technische Universität Darmstadt,39.6,,69.6,87.6,,55.5,49.7,/universities/technische-universitat-darmstadt,Germany,technische-universitat-darmstadt,http://www.wikidata.org/entity/Q310695,grid.6546.1,
273,274,University of East Anglia (UEA),39.5,,49.8,,43.4,82.1,82.7,/universities/university-east-anglia-uea,United Kingdom,university-east-anglia-uea,http://www.wikidata.org/entity/Q1045828,grid.8273.e,
274,275,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),39.4,42.4,22.3,49.1,55.0,,30.7,/universities/universitat-politecnica-de-catalunya-barcelonatech-upc,Spain,universitat-politecnica-de-catalunya-barcelonatech-upc,,grid.6835.8,103.0
275,276,University of Turku,39.3,32.8,25.3,33.6,75.2,46.4,,/universities/university-turku,Finland,university-turku,http://www.wikidata.org/entity/Q501841,grid.1374.1,
276,=277,Universitas Indonesia,39.2,48.1,,60.1,44.3,87.1,,/universities/universitas-indonesia,Indonesia,universitas-indonesia,http://www.wikidata.org/entity/Q534515,grid.9581.5,
277,=277,University of Strathclyde,39.2,30.4,32.6,63.9,29.0,87.6,77.7,/universities/university-strathclyde,United Kingdom,university-strathclyde,http://www.wikidata.org/entity/Q1859178,grid.11984.35,
278,=279,Dalhousie University,39.1,,68.5,,,100.0,72.3,/universities/dalhousie-university,Canada,dalhousie-university,http://www.wikidata.org/entity/Q579321,grid.55602.34,
279,=279,University of South Australia,39.1,32.0,41.9,36.4,29.4,100.0,65.7,/universities/university-south-australia,Australia,university-south-australia,http://www.wikidata.org/entity/Q15576,grid.1026.5,
280,281,Universidad Carlos III de Madrid (UC3M),38.9,37.6,,64.9,68.3,34.4,,/universities/universidad-carlos-iii-de-madrid-uc3m,Spain,universidad-carlos-iii-de-madrid-uc3m,http://www.wikidata.org/entity/Q1247135,grid.7840.b,
281,282,Wuhan University,38.8,43.9,37.5,57.9,,52.7,,/universities/wuhan-university,China,wuhan-university,http://www.wikidata.org/entity/Q1108197,grid.49470.3e,
282,=283,Rutgers University–New Brunswick,38.6,49.1,32.0,,35.2,26.3,26.4,/universities/rutgers-university-new-brunswick,United States,rutgers-university-new-brunswick,http://www.wikidata.org/entity/Q499451,grid.430387.b,
283,=283,University College Cork,38.6,37.8,36.7,47.7,,94.8,34.9,/universities/university-college-cork,Ireland,university-college-cork,http://www.wikidata.org/entity/Q1574185,grid.7872.a,
284,=283,University of Gothenburg,38.6,43.5,32.9,,45.8,39.5,33.2,/universities/university-gothenburg,Sweden,university-gothenburg,http://www.wikidata.org/entity/Q371522,grid.8761.8,
285,286,Universität Innsbruck,38.5,29.1,,47.6,42.6,97.9,99.1,/universities/universitat-innsbruck,Austria,universitat-innsbruck,http://www.wikidata.org/entity/Q875788,grid.5771.4,
286,=287,Linköping University,38.4,27.3,30.4,44.4,70.2,39.0,,/universities/linkoping-university,Sweden,linkoping-university,http://www.wikidata.org/entity/Q782600,grid.5640.7,
287,=287,Friedrich-Alexander-Universität Erlangen-Nürnberg,38.4,28.9,97.3,40.2,,23.9,27.4,/universities/friedrich-alexander-universitat-erlangen-nurnberg,Germany,friedrich-alexander-universitat-erlangen-nurnberg,http://www.wikidata.org/entity/Q40025,grid.5330.5,
288,=289,National Taiwan Normal University,38.3,36.7,,,73.0,,86.0,/universities/national-taiwan-normal-university,Taiwan,national-taiwan-normal-university,http://www.wikidata.org/entity/Q706712,grid.412090.e,
289,=289,University of Ottawa,38.3,32.6,66.0,36.0,,85.1,52.1,/universities/university-ottawa,Canada,university-ottawa,http://www.wikidata.org/entity/Q627969,grid.28046.38,
290,291,Bauman Moscow State Technical University,38.2,28.0,,60.2,99.9,,,/universities/bauman-moscow-state-technical-university,Russia,bauman-moscow-state-technical-university,http://www.wikidata.org/entity/Q1472245,grid.61569.3d,
291,292,University of Waikato,38.1,,64.4,,,97.3,79.7,/universities/university-waikato,New Zealand,university-waikato,http://www.wikidata.org/entity/Q606140,grid.49481.30,
292,=293,Deakin University,37.9,39.9,38.9,48.9,,96.1,59.6,/universities/deakin-university,Australia,deakin-university,http://www.wikidata.org/entity/Q1180978,grid.1021.2,
293,=293,Indian Institute of Technology Kanpur (IITK),37.9,38.8,73.2,43.8,,,,/universities/indian-institute-technology-kanpur-iitk,India,indian-institute-technology-kanpur-iitk,http://www.wikidata.org/entity/Q782682,grid.417965.8,
294,=293,Université Paris-Sorbonne (Paris IV),37.9,65.8,,47.2,,24.4,48.3,/universities/universite-paris-sorbonne-paris-iv,France,universite-paris-sorbonne-paris-iv,,grid.46900.3b,103.0
295,=296,SOAS University of London,37.8,33.7,,,43.1,100.0,100.0,/universities/soas-university-london,United Kingdom,soas-university-london,http://www.wikidata.org/entity/Q220144,grid.22631.34,
296,=296,Università di Padova,37.8,58.0,39.6,38.8,,,,/universities/universita-di-padova,Italy,universita-di-padova,http://www.wikidata.org/entity/Q193510,grid.5608.b,
297,=296,Universitat Pompeu Fabra,37.8,37.8,47.7,36.3,,74.8,31.6,/universities/universitat-pompeu-fabra,Spain,universitat-pompeu-fabra,http://www.wikidata.org/entity/Q24543,grid.5612.0,
298,=299,Ewha Womans University,37.7,29.8,,,83.6,,45.4,/universities/ewha-womans-university,South Korea,ewha-womans-university,http://www.wikidata.org/entity/Q41114,grid.255649.9,
299,=299,Hong Kong Baptist University,37.7,,52.6,,35.6,100.0,86.3,/universities/hong-kong-baptist-university,Hong Kong,hong-kong-baptist-university,http://www.wikidata.org/entity/Q603686,grid.221309.b,
300,=301,"University of California, Santa Cruz",37.6,30.6,94.4,,,24.2,,/universities/university-california-santa-cruz,United States,university-california-santa-cruz,http://www.wikidata.org/entity/Q1047293,grid.205975.c,
301,=301,University of Porto,37.6,45.6,52.8,49.3,,,,/universities/university-porto,Portugal,university-porto,http://www.wikidata.org/entity/Q1422903,grid.5808.5,
302,303,Université de Strasbourg,37.5,57.4,27.9,,,35.7,50.9,/universities/universite-de-strasbourg,France,universite-de-strasbourg,http://www.wikidata.org/entity/Q157575,grid.11843.3f,
303,304,Indiana University Bloomington,37.4,53.5,,41.6,,37.6,26.1,/universities/indiana-university-bloomington,United States,indiana-university-bloomington,http://www.wikidata.org/entity/Q1079140,grid.411377.7,
304,=305,Université Diderot  Paris 7,37.3,53.7,38.1,,,21.3,56.5,/universities/universite-diderot-paris-7,France,universite-diderot-paris-7,http://www.wikidata.org/entity/Q1235608,grid.7452.4,
305,=305,University of Lisbon ,37.3,47.4,37.5,61.0,,,32.1,/universities/university-lisbon,,university-lisbon,http://www.wikidata.org/entity/Q1122926,grid.9983.b,
306,307,Politecnico di Torino,37.0,36.0,63.8,71.1,,,38.1,/universities/politecnico-di-torino,Italy,politecnico-di-torino,http://www.wikidata.org/entity/Q392897,grid.4800.c,
307,=308,"Birkbeck, University of London",36.9,,61.7,,25.9,97.3,99.1,/universities/birkbeck-university-london,United Kingdom,birkbeck-university-london,http://www.wikidata.org/entity/Q375606,grid.88379.3d,
308,=308,Indian Institute of Technology Kharagpur (IIT-KGP),36.9,31.4,81.8,49.5,,,,/universities/indian-institute-technology-kharagpur-iit-kgp,India,indian-institute-technology-kharagpur-iit-kgp,http://www.wikidata.org/entity/Q1661243,grid.429017.9,
309,=308,Westfälische Wilhelms-Universität Münster ,36.9,42.0,22.2,50.9,43.5,24.6,,/universities/westfalische-wilhelms-universitat-munster,,westfalische-wilhelms-universitat-munster,http://www.wikidata.org/entity/Q168426,grid.5949.1,
310,311,Universidade Federal do Rio de Janeiro,36.7,67.1,,,,,,/universities/universidade-federal-do-rio-de-janeiro,Brazil,universidade-federal-do-rio-de-janeiro,http://www.wikidata.org/entity/Q586904,grid.8536.8,
311,312,Heriot-Watt University,36.6,,37.5,46.8,32.9,95.4,98.9,/universities/heriot-watt-university,United Kingdom,heriot-watt-university,http://www.wikidata.org/entity/Q1610024,grid.9531.e,
312,313,University of Tasmania,36.5,,46.2,,31.2,97.3,90.1,/universities/university-tasmania,Australia,university-tasmania,http://www.wikidata.org/entity/Q962011,grid.1009.8,
313,=314,Charles University,36.3,48.5,,40.6,37.1,,45.2,/universities/charles-university,Czech Republic,charles-university,http://www.wikidata.org/entity/Q31519,grid.4491.8,
314,=314,University of Tartu,36.3,28.5,,37.9,79.2,,,/universities/university-tartu,Estonia,university-tartu,http://www.wikidata.org/entity/Q204181,grid.10939.32,
315,=316,Massey University,36.2,37.2,,35.6,,96.8,86.6,/universities/massey-university,New Zealand,massey-university,http://www.wikidata.org/entity/Q1134606,grid.148374.d,
316,=316,Tongji University,36.2,36.1,43.8,,,83.2,24.2,/universities/tongji-university,China,tongji-university,http://www.wikidata.org/entity/Q16947,grid.24516.34,
317,318,University at Buffalo SUNY,36.1,,73.3,,,82.9,63.2,/universities/university-buffalo-suny,United States,university-buffalo-suny,http://www.wikidata.org/entity/Q681025,grid.273335.3,
318,=319,Lincoln University ,35.9,,33.3,,68.5,95.4,93.2,/universities/lincoln-university,,lincoln-university,http://www.wikidata.org/entity/Q1048626,grid.16488.33,
319,=319,Sun Yat-sen University,35.9,42.4,31.0,49.4,28.6,30.6,,/universities/sun-yat-sen-university,China,sun-yat-sen-university,http://www.wikidata.org/entity/Q178972,grid.12981.33,
320,=319,Université de Liège,35.9,,78.6,33.9,,,63.8,/universities/universite-de-liege,Belgium,universite-de-liege,http://www.wikidata.org/entity/Q1334582,grid.4861.b,
321,322,Hiroshima University,35.8,31.4,,,83.8,,,/universities/hiroshima-university,Japan,hiroshima-university,http://www.wikidata.org/entity/Q115220,grid.257022.0,
322,=323,Tomsk State University,35.7,,,,94.0,22.2,69.4,/universities/tomsk-state-university,Russia,tomsk-state-university,http://www.wikidata.org/entity/Q742494,grid.77602.34,
323,=323,"University of California, Riverside",35.7,,77.9,35.4,,76.5,,/universities/university-california-riverside,United States,university-california-riverside,http://www.wikidata.org/entity/Q1075148,grid.266097.c,
324,=325,Griffith University,35.6,33.6,40.2,35.8,,98.2,57.5,/universities/griffith-university,Australia,griffith-university,http://www.wikidata.org/entity/Q1202292,grid.1022.1,
325,=325,Harbin Institute of Technology,35.6,,60.0,,50.3,,,/universities/harbin-institute-technology,China,harbin-institute-technology,http://www.wikidata.org/entity/Q632558,grid.19373.3f,
326,=325,University of Milan,35.6,52.9,41.1,36.4,,,,/universities/university-milan,Italy,university-milan,http://www.wikidata.org/entity/Q46210,grid.4708.b,
327,=325,The Katz School at Yeshiva University,35.6,,65.9,,96.3,,24.2,/universities/katz-school-yeshiva-university,United States,katz-school-yeshiva-university,http://www.wikidata.org/entity/Q1048851,grid.268433.8,
328,329,National Yang Ming University,35.5,,37.4,,99.8,,,/universities/national-yang-ming-university,Taiwan,national-yang-ming-university,http://www.wikidata.org/entity/Q718328,grid.260770.4,
329,330,Ecole Normale Supérieure de Cachan,35.4,,31.6,,85.0,27.5,32.0,/universities/ecole-normale-superieure-de-cachan,France,ecole-normale-superieure-de-cachan,http://www.wikidata.org/entity/Q273604,grid.6390.c,
330,=331,Bandung Institute of Technology (ITB),35.3,52.9,,56.1,31.0,30.1,,/universities/bandung-institute-technology-itb,Indonesia,bandung-institute-technology-itb,http://www.wikidata.org/entity/Q1579397,grid.434933.a,
331,=331,Universidad Austral,35.3,28.8,,51.2,86.4,,,/universities/universidad-austral,Argentina,universidad-austral,http://www.wikidata.org/entity/Q4823399,grid.412850.a,
332,=331,University of Cologne,35.3,43.8,,62.4,33.4,26.7,21.3,/universities/university-cologne,Germany,university-cologne,http://www.wikidata.org/entity/Q54096,grid.6190.e,
333,=334,Belarusian State University,35.1,28.3,,,92.3,,25.5,/universities/belarusian-state-university,Belarus,belarusian-state-university,http://www.wikidata.org/entity/Q2418908,grid.17678.3f,
334,=334,Mahidol University,35.1,46.4,,,58.0,,,/universities/mahidol-university,Thailand,mahidol-university,http://www.wikidata.org/entity/Q626804,grid.10223.32,
335,336,L.N. Gumilyov Eurasian National University (ENU),35.0,,,35.7,98.2,31.7,,/universities/ln-gumilyov-eurasian-national-university-enu,Kazakhstan,ln-gumilyov-eurasian-national-university-enu,http://www.wikidata.org/entity/Q127745,grid.55380.3b,
336,337,Universidad de Belgrano,34.9,,,47.5,91.0,,86.5,/universities/universidad-de-belgrano,Argentina,universidad-de-belgrano,http://www.wikidata.org/entity/Q1789101,grid.441616.0,
337,338,Umea University,34.8,,23.4,,79.9,29.0,,/universities/umea-university,Sweden,umea-university,http://www.wikidata.org/entity/Q1144565,grid.12650.30,
338,=339,Boston College,34.7,29.9,43.4,38.2,,94.8,,/universities/boston-college,United States,boston-college,http://www.wikidata.org/entity/Q49118,grid.208226.c,
339,=339,Gwangju Institute of Science and Technology (GIST),34.7,,100.0,,37.6,,,/universities/gwangju-institute-science-technology-gist,South Korea,gwangju-institute-science-technology-gist,http://www.wikidata.org/entity/Q484900,grid.61221.36,
340,=341,Universität Jena,34.6,,,,87.6,,30.3,/universities/universitat-jena,Germany,universitat-jena,http://www.wikidata.org/entity/Q154561,grid.9613.d,
341,=341,University of Hawai'i at Mañoa ,34.6,,46.2,,56.5,62.2,22.9,/universities/university-hawaii-manoa,,university-hawaii-manoa,http://www.wikidata.org/entity/Q2000129,grid.410445.0,
342,343,"City, University of London",34.2,,37.5,48.0,,98.2,100.0,/universities/city-university-london,United Kingdom,city-university-london,http://www.wikidata.org/entity/Q1094046,grid.28577.3f,
343,=344,Nankai University,34.0,32.6,58.6,,30.1,19.5,,/universities/nankai-university,China,nankai-university,http://www.wikidata.org/entity/Q254204,grid.216938.7,
344,=344,Xi’an Jiaotong University,34.0,29.1,38.5,,48.5,28.9,,/universities/xian-jiaotong-university,China,xian-jiaotong-university,http://www.wikidata.org/entity/Q981237,grid.43169.39,
345,=346,Brunel University London,33.9,,49.8,,,97.3,99.3,/universities/brunel-university-london,United Kingdom,brunel-university-london,http://www.wikidata.org/entity/Q932411,grid.7728.a,
346,=346,Northeastern University,33.9,,40.1,35.1,25.2,71.8,96.5,/universities/northeastern-university,United States,northeastern-university,http://www.wikidata.org/entity/Q37548,grid.261112.7,
347,=346,University of Victoria (UVIC),33.9,,74.4,,,82.5,46.1,/universities/university-victoria-uvic,Canada,university-victoria-uvic,,grid.143640.4,103.0
348,=347,University of Essex,33.9,,38.5,,,100.0,99.8,/universities/university-essex,United Kingdom,university-essex,http://www.wikidata.org/entity/Q1075104,grid.8356.8,
349,=349,Qatar University,33.8,,,,59.9,100.0,99.9,/universities/qatar-university,Qatar,qatar-university,http://www.wikidata.org/entity/Q1574578,grid.412603.2,
350,=349,Universiti Brunei Darussalam (UBD),33.8,,,,92.5,100.0,64.7,/universities/universiti-brunei-darussalam-ubd,Brunei,universiti-brunei-darussalam-ubd,http://www.wikidata.org/entity/Q569243,grid.440600.6,
351,351,Kobe University,33.6,33.8,,36.8,61.8,,,/universities/kobe-university,Japan,kobe-university,http://www.wikidata.org/entity/Q1192597,grid.31432.37,
352,=352,Ben Gurion University of The Negev,33.5,,49.2,,,77.1,42.4,/universities/ben-gurion-university-negev,Israel,ben-gurion-university-negev,http://www.wikidata.org/entity/Q737332,grid.7489.2,
353,=352,George Washington University,33.5,35.3,33.8,37.0,,36.4,47.8,/universities/george-washington-university,United States,george-washington-university,http://www.wikidata.org/entity/Q432637,grid.253615.6,
354,=355,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),33.4,,,,98.3,23.7,33.5,/universities/moscow-institute-physics-technology-mipt-moscow-phystech,Russia,moscow-institute-physics-technology-mipt-moscow-phystech,http://www.wikidata.org/entity/Q1367256,grid.18763.3b,
355,=355,"Université Paris-Dauphine, Université PSL",33.4,28.8,,75.2,30.7,45.6,80.9,/universities/universite-paris-dauphine-universite-psl,France,universite-paris-dauphine-universite-psl,,grid.11024.36,103.0
356,=357,Tilburg University,33.3,,74.5,,,82.8,40.5,/universities/tilburg-university,Netherlands,tilburg-university,http://www.wikidata.org/entity/Q595668,grid.12295.3d,
357,=357,University Ulm,33.3,,51.2,,63.7,50.9,34.1,/universities/university-ulm,Germany,university-ulm,http://www.wikidata.org/entity/Q835662,grid.6582.9,
358,=357,University of Jyväskylä,33.3,,,,80.8,42.4,,/universities/university-jyvaskyla,Finland,university-jyvaskyla,http://www.wikidata.org/entity/Q578326,grid.9681.6,
359,360,La Trobe University,33.2,29.6,28.5,39.9,,97.3,95.3,/universities/la-trobe-university,Australia,la-trobe-university,http://www.wikidata.org/entity/Q1478723,grid.1018.8,
360,=361,Oxford Brookes University,33.1,30.3,,75.6,,65.5,83.9,/universities/oxford-brookes-university,United Kingdom,oxford-brookes-university,http://www.wikidata.org/entity/Q132478,grid.7628.b,
361,=361,Stellenbosch University,33.1,34.4,52.9,33.5,,78.2,,/universities/stellenbosch-university,South Africa,stellenbosch-university,http://www.wikidata.org/entity/Q1066492,grid.11956.3a,
362,=361,Universidade Nova de Lisboa,33.1,34.6,,60.9,35.4,,23.5,/universities/universidade-nova-de-lisboa,Portugal,universidade-nova-de-lisboa,http://www.wikidata.org/entity/Q1979891,grid.10772.33,
363,=364,Pontificia Universidad Católica Argentina,33.0,,,66.9,76.9,,,/universities/pontificia-universidad-catolica-argentina,Argentina,pontificia-universidad-catolica-argentina,http://www.wikidata.org/entity/Q973767,grid.412525.5,
364,=364,Rensselaer Polytechnic Institute,33.0,,78.2,,,26.4,47.7,/universities/rensselaer-polytechnic-institute,United States,rensselaer-polytechnic-institute,http://www.wikidata.org/entity/Q49211,grid.33647.35,
365,=364,University of Witwatersrand,33.0,34.7,33.7,43.6,,88.3,,/universities/university-witwatersrand,South Africa,university-witwatersrand,http://www.wikidata.org/entity/Q534643,grid.11951.3d,
366,=367,James Cook University,32.9,,56.8,,,91.5,96.2,/universities/james-cook-university,Australia,james-cook-university,http://www.wikidata.org/entity/Q536512,grid.1011.1,
367,=367,Tokyo Medical and Dental University (TMDU),32.9,,23.9,,100.0,,,/universities/tokyo-medical-dental-university-tmdu,Japan,tokyo-medical-dental-university-tmdu,http://www.wikidata.org/entity/Q3180921,grid.265073.5,
368,=367,University of the Philippines,32.9,46.0,,56.6,40.7,,,/universities/university-philippines,Philippines,university-philippines,http://www.wikidata.org/entity/Q746592,grid.443239.b,
369,=367,University of Tromsø The Arctic University of Norway,32.9,,,,96.7,41.0,29.0,/universities/university-tromso-arctic-university-norway,Norway,university-tromso-arctic-university-norway,http://www.wikidata.org/entity/Q279724,grid.10919.30,
370,=367,Virginia Polytechnic Institute and State University,32.9,33.2,44.1,40.4,,19.8,23.4,/universities/virginia-polytechnic-institute-state-university,United States,virginia-polytechnic-institute-state-university,http://www.wikidata.org/entity/Q65379,grid.438526.e,
371,372,University of St.Gallen (HSG),32.8,,34.9,93.7,,100.0,95.9,/universities/university-stgallen-hsg,Switzerland,university-stgallen-hsg,http://www.wikidata.org/entity/Q673354,grid.15775.31,
372,=373,Aston University,32.5,,40.2,54.1,,95.8,87.2,/universities/aston-university,United Kingdom,aston-university,http://www.wikidata.org/entity/Q750066,grid.7273.1,
373,=373,Moscow State Institute of International Relations (MGIMO University),32.5,,,36.9,99.2,,50.1,/universities/moscow-state-institute-international-relations-mgimo-university,Russia,moscow-state-institute-international-relations-mgimo-university,http://www.wikidata.org/entity/Q322964,grid.446171.1,
374,=373,Moscow State Institute of International Relations (MGIMO University),32.5,,,36.9,99.2,,50.1,/universities/moscow-state-institute-international-relations-mgimo-university,Russia,moscow-state-institute-international-relations-mgimo-university,http://www.wikidata.org/entity/Q322964,grid.445986.2,
375,=373,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),32.5,,,,94.1,39.1,62.3,/universities/national-research-nuclear-university-mephi-moscow-engineering-physics-institute,Russia,national-research-nuclear-university-mephi-moscow-engineering-physics-institute,http://www.wikidata.org/entity/Q56837,grid.183446.c,
376,=373,Universitat Politècnica de València,32.5,,,36.7,65.6,,28.7,/universities/universitat-politecnica-de-valencia,Spain,universitat-politecnica-de-valencia,http://www.wikidata.org/entity/Q2003976,grid.157927.f,
377,=373,University of Kent,32.5,,24.5,,30.8,97.6,89.5,/universities/university-kent,United Kingdom,university-kent,http://www.wikidata.org/entity/Q1516684,grid.9759.2,
378,378,Université Laval,32.4,31.3,30.8,,27.8,67.1,32.9,/universities/universite-laval,Canada,universite-laval,http://www.wikidata.org/entity/Q1067935,grid.23856.3a,
379,379,Aalborg University,32.2,,26.9,47.3,31.9,74.3,42.8,/universities/aalborg-university,Denmark,aalborg-university,http://www.wikidata.org/entity/Q601956,grid.5117.2,
380,380,Tampere University of Technology ,32.1,,24.7,,84.8,34.8,,/universities/tampere-university-technology,,tampere-university-technology,http://www.wikidata.org/entity/Q277664,grid.6986.1,
