,Rank,Name,score_list,Academic_reputation,Employer_reputation,Faculty_Student,International_Faculty,International_Students,Citations,href,location,QS_World_University_ID,item,GRID_ID,fuzz
25,26,Duke University,83.9,88.2,74.7,99.3,14.3,55.0,88.2,/universities/duke-university,United States,duke-university,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
26,27,"University of California, Berkeley (UCB)",83.2,100.0,99.8,28.9,99.5,46.1,99.9,/universities/university-california-berkeley-ucb,United States,university-california-berkeley-ucb,http://www.wikidata.org/entity/Q168756,grid.47840.3f,
27,28,University of Toronto,83.0,98.7,94.0,74.8,96.4,92.9,47.6,/universities/university-toronto,Canada,university-toronto,http://www.wikidata.org/entity/Q180865,grid.17063.33,
28,29,The University of Manchester,82.9,94.6,98.5,76.0,93.2,98.8,51.2,/universities/university-manchester,United Kingdom,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
29,30,Peking University,82.6,99.0,99.8,64.0,68.2,53.8,69.4,/universities/peking-university,China,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
30,31,King's College London,82.5,87.7,83.2,85.1,98.6,99.7,59.9,/universities/kings-college-london,United Kingdom,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
31,32,"University of California, Los Angeles (UCLA)",81.9,100.0,99.1,41.8,56.1,42.0,92.4,/universities/university-california-los-angeles-ucla,United States,university-california-los-angeles-ucla,http://www.wikidata.org/entity/Q174710,grid.19006.3e,
32,33,McGill University,81.7,91.4,93.1,73.0,90.4,96.2,58.3,/universities/mcgill-university,Canada,mcgill-university,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
33,34,Northwestern University,81.5,85.0,73.1,99.8,72.0,54.8,68.4,/universities/northwestern-university,United States,northwestern-university,http://www.wikidata.org/entity/Q309350,grid.16753.36,
34,35,Kyoto University,81.2,98.6,93.2,95.7,17.4,18.2,56.6,/universities/kyoto-university,Japan,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
35,36,Seoul National University,80.6,96.2,92.7,87.7,22.1,14.0,66.5,/universities/seoul-national-university,South Korea,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
36,37,The Hong Kong University of Science and Technology,80.5,83.6,73.0,61.8,100.0,87.9,89.0,/universities/hong-kong-university-science-technology,Hong Kong,hong-kong-university-science-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
37,38,London School of Economics and Political Science (LSE),80.2,84.2,99.9,47.0,100.0,100.0,84.6,/universities/london-school-economics-political-science-lse,United Kingdom,london-school-economics-political-science-lse,http://www.wikidata.org/entity/Q174570,grid.13063.37,
38,39,The University of Melbourne,80.1,99.0,98.8,26.5,97.6,99.9,76.4,/universities/university-melbourne,Australia,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
39,40,KAIST - Korea Advanced Institute of Science & Technology,78.7,83.2,78.3,79.5,26.4,9.8,98.5,/universities/kaist-korea-advanced-institute-science-technology,South Korea,kaist-korea-advanced-institute-science-technology,http://www.wikidata.org/entity/Q39949,grid.37172.30,
40,41,"University of California, San Diego (UCSD)",78.6,91.7,56.1,62.1,64.9,70.7,84.5,/universities/university-california-san-diego-ucsd,United States,university-california-san-diego-ucsd,http://www.wikidata.org/entity/Q622664,grid.266100.3,
41,42,The University of Sydney,78.3,97.2,97.0,24.9,100.0,99.8,72.7,/universities/university-sydney,Australia,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
42,43,New York University (NYU),77.7,95.6,91.3,97.3,28.4,90.9,23.7,/universities/new-york-university-nyu,United States,new-york-university-nyu,http://www.wikidata.org/entity/Q49210,grid.137628.9,
43,44,Fudan University,77.6,81.8,95.9,84.7,89.3,39.2,58.6,/universities/fudan-university,China,fudan-university,http://www.wikidata.org/entity/Q495015,grid.8547.e,
44,45,The University of New South Wales (UNSW Sydney),77.0,90.4,96.7,23.8,100.0,97.4,81.6,/universities/university-new-south-wales-unsw-sydney,Australia,university-new-south-wales-unsw-sydney,http://www.wikidata.org/entity/Q734764,grid.1005.4,
45,46,Carnegie Mellon University,76.6,78.5,79.0,45.7,78.3,100.0,95.4,/universities/carnegie-mellon-university,United States,carnegie-mellon-university,http://www.wikidata.org/entity/Q190080,grid.147455.6,
46,47,University of British Columbia,75.8,96.7,88.1,37.6,92.2,77.7,60.7,/universities/university-british-columbia,Canada,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
47,48,The University of Queensland,75.7,87.3,79.9,29.9,100.0,97.6,83.4,/universities/university-queensland,Australia,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
48,49,The Chinese University of Hong Kong (CUHK),75.6,86.1,62.7,75.9,100.0,91.2,49.5,/universities/chinese-university-hong-kong-cuhk,Hong Kong,chinese-university-hong-kong-cuhk,http://www.wikidata.org/entity/Q15570,grid.10784.3a,
49,50,Université PSL,75.1,80.3,99.3,99.9,67.7,84.2,26.6,/universities/universite-psl,France,universite-psl,http://www.wikidata.org/entity/Q1163431,grid.440907.e,
50,51,University of Bristol,74.9,75.6,89.4,75.9,84.4,66.4,63.8,/universities/university-bristol,United Kingdom,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
51,52,Delft University of Technology,73.3,69.3,83.9,48.5,98.6,86.7,90.2,/universities/delft-university-technology,Netherlands,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
52,53,University of Wisconsin-Madison,73.2,88.5,51.2,87.4,58.8,30.6,52.6,/universities/university-wisconsin-madison,United States,university-wisconsin-madison,http://www.wikidata.org/entity/Q838330,grid.14003.36,
53,54,The University of Warwick,72.9,73.8,96.1,62.4,98.4,99.3,56.1,/universities/university-warwick,United Kingdom,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
54,55,City University of Hong Kong,72.1,55.6,39.2,90.9,100.0,97.3,88.7,/universities/city-university-hong-kong,Hong Kong,city-university-hong-kong,http://www.wikidata.org/entity/Q787360,grid.35030.35,
55,56,Brown University,72.0,62.5,52.7,81.2,88.1,58.3,89.8,/universities/brown-university,United States,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
56,57,University of Amsterdam,71.1,79.2,51.8,58.5,80.1,40.3,81.6,/universities/university-amsterdam,Netherlands,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
57,58,Tokyo Institute of Technology,71.0,74.6,80.0,90.4,31.0,27.1,59.8,/universities/tokyo-institute-technology,Japan,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
58,=59,Monash University,70.4,86.7,93.1,15.3,100.0,99.0,65.9,/universities/monash-university,Australia,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
59,=59,Shanghai Jiao Tong University,70.4,77.8,96.1,39.4,77.4,15.6,85.0,/universities/shanghai-jiao-tong-university,China,shanghai-jiao-tong-university,http://www.wikidata.org/entity/Q525169,grid.16821.3c,
60,61,Technical University of Munich,70.0,78.1,98.3,88.8,59.5,63.9,23.9,/universities/technical-university-munich,Germany,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
61,62,Ludwig-Maximilians-Universität München,69.4,90.0,84.4,51.8,60.2,38.8,47.1,/universities/ludwig-maximilians-universitat-munchen,Germany,ludwig-maximilians-universitat-munchen,http://www.wikidata.org/entity/Q55044,grid.5252.0,
62,63,University of Texas at Austin,68.7,93.8,78.1,14.7,7.3,20.4,94.1,/universities/university-texas-austin,United States,university-texas-austin,http://www.wikidata.org/entity/Q49213,grid.89336.37,
63,64,Ruprecht-Karls-Universität Heidelberg,68.0,78.4,55.4,91.4,53.6,52.4,36.8,/universities/ruprecht-karls-universitat-heidelberg,Germany,ruprecht-karls-universitat-heidelberg,http://www.wikidata.org/entity/Q151510,grid.7700.0,
64,65,Ecole Polytechnique,67.9,46.8,99.7,99.9,95.4,95.8,47.3,/universities/ecole-polytechnique,France,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
65,66,University of Washington,67.8,85.0,46.5,21.0,58.6,38.4,99.5,/universities/university-washington,United States,university-washington,http://www.wikidata.org/entity/Q219563,grid.34477.33,
66,67,Osaka University,67.7,79.4,70.5,81.3,23.9,15.5,52.2,/universities/osaka-university,Japan,osaka-university,http://www.wikidata.org/entity/Q651233,grid.136593.b,
67,68,Zhejiang University,67.5,65.6,85.0,60.9,86.9,45.1,69.2,/universities/zhejiang-university,China,zhejiang-university,http://www.wikidata.org/entity/Q197543,grid.13402.34,
68,=69,Georgia Institute of Technology,67.4,73.5,74.6,23.5,42.4,70.9,100.0,/universities/georgia-institute-technology,United States,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
69,=69,University of Glasgow,67.4,70.4,59.6,60.7,94.3,96.7,57.2,/universities/university-glasgow,United Kingdom,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
70,71,University of Illinois at Urbana-Champaign,67.0,89.1,53.6,15.9,20.7,70.0,90.7,/universities/university-illinois-urbana-champaign,United States,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
71,72,National Taiwan University (NTU),66.3,88.6,70.7,40.2,16.6,19.8,68.7,/universities/national-taiwan-university-ntu,Taiwan,national-taiwan-university-ntu,http://www.wikidata.org/entity/Q32746,grid.19188.39,
72,73,Universidad de Buenos Aires (UBA),66.2,86.1,91.6,79.1,53.4,68.5,2.5,/universities/universidad-de-buenos-aires-uba,Argentina,universidad-de-buenos-aires-uba,http://www.wikidata.org/entity/Q194223,grid.7345.5,
73,74,Durham University,65.7,57.1,94.1,38.0,95.5,87.5,82.5,/universities/durham-university,United Kingdom,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
74,=75,Sorbonne University,64.8,88.4,46.6,59.4,41.4,54.6,39.7,/universities/sorbonne-university,France,sorbonne-university,http://www.wikidata.org/entity/Q41497113,grid.462844.8,101.0
75,=75,The University of Sheffield,64.8,61.0,64.1,64.5,88.9,94.2,58.8,/universities/university-sheffield,United Kingdom,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
76,77,Tohoku University,64.3,68.7,61.8,98.4,14.5,18.2,45.7,/universities/tohoku-university,Japan,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
77,78,University of Zurich,63.6,55.6,70.8,99.0,100.0,59.2,31.8,/universities/university-zurich,Switzerland,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
78,=79,University of Birmingham,63.5,63.6,84.9,53.6,91.5,88.2,48.5,/universities/university-birmingham,United Kingdom,university-birmingham,http://www.wikidata.org/entity/Q223429,grid.6572.6,
79,=79,University of Copenhagen,63.5,67.2,47.0,99.9,91.6,28.0,28.8,/universities/university-copenhagen,Denmark,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
80,81,KU Leuven,63.4,76.5,60.8,13.4,89.6,39.8,87.1,/universities/ku-leuven,Belgium,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
81,82,University of Nottingham,63.1,61.3,79.5,60.4,93.5,83.8,47.5,/universities/university-nottingham,United Kingdom,university-nottingham,http://www.wikidata.org/entity/Q472316,grid.4563.4,
82,=83,Pohang University of Science And Technology (POSTECH),63.0,38.7,49.2,99.8,46.6,5.4,99.6,/universities/pohang-university-science-technology-postech,South Korea,pohang-university-science-technology-postech,http://www.wikidata.org/entity/Q40018,grid.49100.3c,
83,=83,"University of North Carolina, Chapel Hill",63.0,68.1,43.1,95.5,31.7,12.7,49.6,/universities/university-north-carolina-chapel-hill,United States,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
84,85,The University of Auckland,62.8,82.7,59.4,21.3,87.0,91.3,52.3,/universities/university-auckland,New Zealand,university-auckland,http://www.wikidata.org/entity/Q492467,grid.9654.e,
85,86,Korea University,62.7,66.7,84.7,86.8,16.9,44.2,34.8,/universities/korea-university,South Korea,korea-university,http://www.wikidata.org/entity/Q39997,grid.222754.4,
86,=87,Rice University,62.6,38.7,18.5,85.6,89.6,85.3,96.0,/universities/rice-university,United States,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
87,=87,Universiti Malaya (UM),62.6,63.9,57.7,93.5,55.9,61.2,32.6,/universities/universiti-malaya-um,Malaysia,universiti-malaya-um,http://www.wikidata.org/entity/Q1142924,grid.10347.31,
88,89,The Ohio State University,62.4,64.8,55.6,81.7,81.8,41.2,41.3,/universities/ohio-state-university,United States,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
89,90,Lomonosov Moscow State University,62.3,71.3,78.2,99.7,16.6,73.1,6.7,/universities/lomonosov-moscow-state-university,Russia,lomonosov-moscow-state-university,http://www.wikidata.org/entity/Q13164,grid.14476.30,
90,91,The University of Western Australia,62.2,60.0,58.6,24.0,100.0,94.7,88.4,/universities/university-western-australia,Australia,university-western-australia,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
91,92,Lund University,62.1,67.2,52.6,57.4,89.6,71.8,51.2,/universities/lund-university,Sweden,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
92,=93,Boston University,62.0,62.4,66.0,70.8,28.6,87.0,51.9,/universities/boston-university,United States,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
93,=93,University of Leeds,62.0,67.1,83.8,49.9,84.6,81.6,41.7,/universities/university-leeds,United Kingdom,university-leeds,http://www.wikidata.org/entity/Q503424,grid.9909.9,
94,95,Pennsylvania State University,61.9,77.7,70.4,26.8,14.1,40.3,77.8,/universities/pennsylvania-state-university,United States,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
95,96,University of Southampton,61.6,53.1,53.4,65.5,95.3,89.4,62.4,/universities/university-southampton,United Kingdom,university-southampton,http://www.wikidata.org/entity/Q76473,grid.5491.9,
96,97,University of St Andrews,61.4,43.2,47.7,69.0,99.0,99.9,77.0,/universities/university-st-andrews,United Kingdom,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
97,98,University of Science and Technology of China,60.8,53.7,35.9,74.2,15.9,5.9,98.4,/universities/university-science-technology-china,China,university-science-technology-china,http://www.wikidata.org/entity/Q1074103,grid.59053.3a,
98,99,Eindhoven University of Technology,59.8,29.7,51.2,82.1,97.7,47.5,94.9,/universities/eindhoven-university-technology,Netherlands,eindhoven-university-technology,http://www.wikidata.org/entity/Q280824,grid.6852.9,
99,=100,Purdue University,59.5,65.7,60.7,35.2,97.5,69.2,58.3,/universities/purdue-university,United States,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
100,=100,Sungkyunkwan University (SKKU),59.5,55.0,81.8,88.3,21.1,34.0,43.5,/universities/sungkyunkwan-university-skku,South Korea,sungkyunkwan-university-skku,http://www.wikidata.org/entity/Q41085,grid.264381.a,
101,=100,"University of California, Davis",59.5,71.4,40.4,33.8,56.7,49.5,73.5,/universities/university-california-davis,United States,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
102,=100,Washington University in St. Louis,59.5,43.4,18.7,99.8,74.1,60.1,67.2,/universities/washington-university-st-louis,United States,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
103,=104,KTH Royal Institute of Technology,59.3,45.5,69.5,60.5,95.1,42.6,75.2,/universities/kth-royal-institute-technology,Sweden,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
104,=104,"Trinity College Dublin, The University of Dublin",59.3,58.8,55.6,39.9,98.7,91.2,63.1,/universities/trinity-college-dublin-university-dublin,Ireland,trinity-college-dublin-university-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
105,106,The Hong Kong Polytechnic University,59.1,58.0,39.3,65.2,99.6,78.6,49.2,/universities/hong-kong-polytechnic-university,Hong Kong,hong-kong-polytechnic-university,http://www.wikidata.org/entity/Q1187271,grid.16890.36,
106,107,Yonsei University,58.9,59.8,81.6,86.1,17.2,38.0,33.4,/universities/yonsei-university,South Korea,yonsei-university,http://www.wikidata.org/entity/Q39988,grid.15444.30,
107,108,University of Geneva,58.4,48.0,27.8,56.9,100.0,98.6,75.0,/universities/university-geneva,Switzerland,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
108,109,University of Alberta,58.1,56.9,45.7,60.7,93.4,81.3,48.5,/universities/university-alberta,Canada,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
109,110,University of Helsinki,57.9,61.7,46.9,74.8,56.7,8.2,51.0,/universities/university-helsinki,Finland,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
110,111,Nagoya University,57.3,60.9,45.7,95.8,17.8,21.0,35.4,/universities/nagoya-university,Japan,nagoya-university,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
111,112,Technical University of Denmark,57.1,27.8,30.4,99.9,99.3,79.4,69.6,/universities/technical-university-denmark,Denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
112,113,Universidad Nacional Autónoma de México  (UNAM),56.8,89.3,87.1,50.8,20.4,3.9,4.0,/universities/universidad-nacional-autonoma-de-mexico-unam,Mexico,universidad-nacional-autonoma-de-mexico-unam,http://www.wikidata.org/entity/Q222738,grid.9486.3,
113,114,The University of Adelaide,56.6,56.8,46.7,31.1,97.0,99.0,65.2,/universities/university-adelaide,Australia,university-adelaide,http://www.wikidata.org/entity/Q15574,grid.1010.0,
114,115,University of Southern California,56.2,57.0,51.4,40.4,45.5,87.1,66.9,/universities/university-southern-california,United States,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
115,116,"KIT, Karlsruhe Institute of Technology",55.9,46.0,92.4,38.3,61.6,63.3,71.0,/universities/kit-karlsruhe-institute-technology,Germany,kit-karlsruhe-institute-technology,http://www.wikidata.org/entity/Q309988,grid.7892.4,
116,117,Uppsala University,55.8,63.3,37.1,47.3,62.2,45.3,58.9,/universities/uppsala-university,Sweden,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
117,118,Universidade de São Paulo,55.5,87.2,80.4,28.2,9.6,4.3,30.7,/universities/universidade-de-sao-paulo,Brazil,universidade-de-sao-paulo,http://www.wikidata.org/entity/Q835960,grid.11899.38,
118,119,Queen Mary University of London,55.4,50.0,42.4,48.2,97.2,99.5,57.5,/universities/queen-mary-university-london,United Kingdom,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
119,120,University of Groningen,55.2,47.7,30.3,62.7,93.6,99.4,53.6,/universities/university-groningen,Netherlands,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
120,121,Humboldt-Universität zu Berlin,55.1,86.9,57.8,13.6,60.7,36.9,33.9,/universities/humboldt-universitat-zu-berlin,Germany,humboldt-universitat-zu-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
121,=122,Leiden University,55.0,65.1,29.1,33.6,78.5,43.3,65.4,/universities/leiden-university,Netherlands,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
122,=122,Nanjing University,55.0,58.5,41.2,26.2,75.3,16.3,87.8,/universities/nanjing-university,China,nanjing-university,http://www.wikidata.org/entity/Q683580,grid.41156.37,
123,124,Utrecht University,54.5,59.8,37.7,46.4,46.1,25.1,69.3,/universities/utrecht-university,Netherlands,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
124,125,Wageningen University,54.4,37.3,18.1,95.8,38.4,86.6,60.6,/universities/wageningen-university,Netherlands,wageningen-university,http://www.wikidata.org/entity/Q422208,grid.4818.5,
125,=126,Kyushu University,54.1,54.8,56.6,89.8,17.7,21.5,32.4,/universities/kyushu-university,Japan,kyushu-university,http://www.wikidata.org/entity/Q1188786,grid.177174.3,
126,=126,"University of Maryland, College Park",54.1,54.8,29.1,52.5,30.6,29.0,78.0,/universities/university-maryland-college-park,United States,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
127,=128,Chalmers University of Technology,53.6,28.8,67.3,69.4,94.0,56.1,69.0,/universities/chalmers-university-technology,Sweden,chalmers-university-technology,http://www.wikidata.org/entity/Q836805,grid.5371.0,
128,=128,Hokkaido University,53.6,55.5,54.6,87.2,19.5,14.6,33.3,/universities/hokkaido-university,Japan,hokkaido-university,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
129,130,Freie Universitaet Berlin,53.4,78.4,49.1,6.8,64.0,50.5,49.6,/universities/freie-universitaet-berlin,Germany,freie-universitaet-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
130,131,Lancaster University,53.0,38.8,32.8,51.6,95.4,98.1,70.4,/universities/lancaster-university,United Kingdom,lancaster-university,http://www.wikidata.org/entity/Q262854,grid.9835.7,
131,=132,Pontificia Universidad Católica de Chile (UC),52.9,83.0,93.4,32.6,20.0,5.1,12.1,/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,pontificia-universidad-cat%C3%B3lica-de-chile-uc,,grid.7870.8,103.0
132,=132,"University of California, Santa Barbara (UCSB)",52.9,64.6,16.7,13.0,50.6,20.8,95.5,/universities/university-california-santa-barbara-ucsb,United States,university-california-santa-barbara-ucsb,http://www.wikidata.org/entity/Q263064,grid.133342.4,
133,134,University of York,52.4,42.9,44.2,57.9,92.0,68.2,55.6,/universities/university-york,United Kingdom,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
134,135,University of Oslo,51.9,49.2,26.1,69.9,82.6,36.5,47.8,/universities/university-oslo,Norway,university-oslo,http://www.wikidata.org/entity/Q486156,grid.5510.1,
135,136,University of Pittsburgh,51.8,44.5,20.5,98.7,29.5,22.6,47.5,/universities/university-pittsburgh,United States,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
136,137,CentraleSupélec,51.5,17.4,100.0,87.7,74.3,90.6,43.1,/universities/centralesupelec,France,centralesupelec,http://www.wikidata.org/entity/Q19203245,grid.494567.d,
137,138,Ghent University,51.3,48.9,33.0,83.2,62.8,20.3,37.3,/universities/ghent-university,Belgium,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
138,139,University of Bern,51.1,28.8,34.6,54.7,100.0,48.3,88.1,/universities/university-bern,Switzerland,university-bern,http://www.wikidata.org/entity/Q659080,grid.5734.5,
139,140,Aalto University,50.8,36.4,48.2,56.6,85.4,39.4,68.6,/universities/aalto-university,Finland,aalto-university,http://www.wikidata.org/entity/Q300980,grid.5373.2,
140,=141,Aarhus University,50.7,49.6,48.6,51.5,85.0,23.7,50.7,/universities/aarhus-university,Denmark,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
141,=141,Michigan State University,50.7,61.4,54.8,19.3,65.0,42.7,56.3,/universities/michigan-state-university,United States,michigan-state-university,http://www.wikidata.org/entity/Q270222,grid.17088.36,
