,Rank,Name,score_list,Academic_reputation,Employer_reputation,Faculty_Student,International_Faculty,International_Students,Citations,href,location,QS_World_University_ID,item,GRID_ID,fuzz
14,15,Yale University,92.2,100.0,100.0,100.0,89.9,65.5,71.3,/universities/yale-university,United States,yale-university,http://www.wikidata.org/entity/Q49112,grid.47100.32,
15,16,Johns Hopkins University,91.9,97.2,74.0,100.0,96.6,71.2,84.9,/universities/johns-hopkins-university,United States,johns-hopkins-university,http://www.wikidata.org/entity/Q193727,grid.21107.35,
16,17,Cornell University,91.8,99.9,96.7,73.9,90.2,66.0,97.1,/universities/cornell-university,United States,cornell-university,http://www.wikidata.org/entity/Q49115,grid.5386.8,
17,18,University of Pennsylvania,91.5,98.8,97.4,100.0,52.9,66.6,80.5,/universities/university-pennsylvania,United States,university-pennsylvania,http://www.wikidata.org/entity/Q49117,grid.25879.31,
18,=19,King's College London,91.0,95.2,95.9,89.9,95.4,98.2,77.5,/universities/kings-college-london,United Kingdom,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
19,=19,The Australian National University,91.0,99.6,94.4,68.9,100.0,96.7,89.4,/universities/australian-national-university,Australia,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
20,21,The University of Edinburgh,90.8,99.7,98.0,85.3,93.1,97.9,71.5,/universities/university-edinburgh,United Kingdom,university-edinburgh,http://www.wikidata.org/entity/Q160302,grid.4305.2,
21,22,Columbia University,89.7,100.0,99.4,100.0,33.0,89.8,67.0,/universities/columbia-university,United States,columbia-university,http://www.wikidata.org/entity/Q49088,grid.21729.3f,
22,23,"Ecole normale supérieure, Paris",89.2,89.6,78.9,91.9,55.6,82.6,100.0,/universities/ecole-normale-superieure-paris,France,ecole-normale-superieure-paris,,grid.5607.4,103.0
23,24,McGill University,88.6,99.1,94.7,80.8,88.3,92.3,70.4,/universities/mcgill-university,Canada,mcgill-university,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
24,25,Tsinghua University,88.5,99.6,99.5,87.5,47.8,36.1,84.2,/universities/tsinghua-university,China,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
25,26,"University of California, Berkeley (UCB)",88.4,100.0,99.9,46.9,96.8,79.3,99.9,/universities/university-california-berkeley-ucb,United States,university-california-berkeley-ucb,http://www.wikidata.org/entity/Q168756,grid.47840.3f,
26,27,"University of California, Los Angeles (UCLA)",88.2,100.0,99.7,74.2,57.4,49.0,89.6,/universities/university-california-los-angeles-ucla,United States,university-california-los-angeles-ucla,http://www.wikidata.org/entity/Q174710,grid.19006.3e,
27,28,The Hong Kong University of Science and Technology,88.0,94.3,91.8,65.8,100.0,97.0,89.4,/universities/hong-kong-university-science-technology,Hong Kong,hong-kong-university-science-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
28,29,Duke University,87.9,96.4,84.6,99.8,,57.4,85.4,/universities/duke-university,United States,duke-university,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
29,=30,The University of Hong Kong,87.8,99.5,97.4,84.5,100.0,98.6,56.3,/universities/university-hong-kong,Hong Kong,university-hong-kong,http://www.wikidata.org/entity/Q15568,grid.194645.b,
30,=30,University of Michigan,87.8,99.9,91.4,81.3,65.4,42.2,84.5,/universities/university-michigan,United States,university-michigan,http://www.wikidata.org/entity/Q230492,grid.214458.e,
31,32,Northwestern University,87.7,94.0,81.1,92.3,,51.7,96.4,/universities/northwestern-university,United States,northwestern-university,http://www.wikidata.org/entity/Q309350,grid.16753.36,
32,33,The University of Manchester,87.2,99.3,99.9,79.4,83.9,97.1,61.9,/universities/university-manchester,United Kingdom,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
33,34,University of Toronto,87.1,99.9,95.6,82.6,97.1,90.3,57.3,/universities/university-toronto,Canada,university-toronto,http://www.wikidata.org/entity/Q180865,grid.17063.33,
34,35,London School of Economics and Political Science (LSE),86.2,93.8,100.0,65.0,100.0,100.0,77.6,/universities/london-school-economics-political-science-lse,United Kingdom,london-school-economics-political-science-lse,http://www.wikidata.org/entity/Q174570,grid.13063.37,
35,36,Seoul National University,85.3,99.2,96.6,84.2,30.2,,79.0,/universities/seoul-national-university,South Korea,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
36,37,University of Bristol,85.0,92.1,98.2,79.7,86.1,81.2,69.0,/universities/university-bristol,United Kingdom,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
37,38,Kyoto University,84.9,99.9,96.6,94.1,,,71.5,/universities/kyoto-university,Japan,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
38,39,The University of Tokyo,84.8,100.0,99.9,96.3,,,64.9,/universities/university-tokyo,Japan,university-tokyo,http://www.wikidata.org/entity/Q7842,grid.26999.3d,
39,40,Ecole Polytechnique,83.8,73.5,99.6,99.2,96.2,88.5,75.7,/universities/ecole-polytechnique,France,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
40,41,Peking University,83.7,99.9,99.8,73.0,50.5,45.2,70.8,/universities/peking-university,China,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
41,42,The University of Melbourne,83.1,99.8,99.8,,80.1,97.9,80.9,/universities/university-melbourne,Australia,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
42,43,KAIST - Korea Advanced Institute of Science & Technology,82.6,89.4,86.6,78.5,,,100.0,/universities/kaist-korea-advanced-institute-science-technology,South Korea,kaist-korea-advanced-institute-science-technology,http://www.wikidata.org/entity/Q39949,grid.37172.30,
43,44,"University of California, San Diego (UCSD)",82.5,98.0,71.3,66.8,31.3,42.4,94.5,/universities/university-california-san-diego-ucsd,United States,university-california-san-diego-ucsd,http://www.wikidata.org/entity/Q622664,grid.266100.3,
44,45,The University of Sydney,81.9,99.5,99.4,,99.4,89.8,72.7,/universities/university-sydney,Australia,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
45,=46,The University of New South Wales (UNSW Sydney),81.8,96.9,99.6,,100.0,92.7,80.0,/universities/university-new-south-wales-unsw-sydney,Australia,university-new-south-wales-unsw-sydney,http://www.wikidata.org/entity/Q734764,grid.1005.4,
46,=46,The University of Queensland,81.8,95.6,91.3,41.9,99.6,82.4,84.0,/universities/university-queensland,Australia,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
47,48,The University of Warwick,81.6,90.4,99.7,62.4,93.5,98.1,66.3,/universities/university-warwick,United Kingdom,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
48,49,Brown University,81.5,81.9,71.2,81.7,49.4,66.2,96.6,/universities/brown-university,United States,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
49,50,University of British Columbia,81.2,99.6,95.8,47.0,85.4,63.2,73.7,/universities/university-british-columbia,Canada,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
50,=51,The Chinese University of Hong Kong (CUHK),81.1,95.4,85.6,69.3,97.8,63.7,61.2,/universities/chinese-university-hong-kong-cuhk,Hong Kong,chinese-university-hong-kong-cuhk,http://www.wikidata.org/entity/Q15570,grid.10784.3a,
51,=51,Fudan University,81.1,94.1,96.9,61.3,52.2,49.4,81.0,/universities/fudan-university,China,fudan-university,http://www.wikidata.org/entity/Q495015,grid.8547.e,
52,53,New York University (NYU),80.5,98.8,97.8,94.8,,82.3,,/universities/new-york-university-nyu,United States,new-york-university-nyu,http://www.wikidata.org/entity/Q49210,grid.137628.9,
53,54,University of Wisconsin-Madison,80.3,97.4,62.1,85.7,51.6,36.1,66.9,/universities/university-wisconsin-madison,United States,university-wisconsin-madison,http://www.wikidata.org/entity/Q838330,grid.14003.36,
54,55,University of Amsterdam,80.2,95.1,88.1,54.3,70.0,37.8,84.4,/universities/university-amsterdam,Netherlands,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
55,56,Tokyo Institute of Technology,79.4,86.2,84.5,87.2,,,80.4,/universities/tokyo-institute-technology,Japan,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
56,57,City University of Hong Kong,79.2,72.7,50.7,81.9,100.0,95.4,93.4,/universities/city-university-hong-kong,Hong Kong,city-university-hong-kong,http://www.wikidata.org/entity/Q787360,grid.35030.35,
57,58,Osaka University,78.3,92.5,80.9,86.8,,,69.2,/universities/osaka-university,Japan,osaka-university,http://www.wikidata.org/entity/Q651233,grid.136593.b,
58,59,University of Illinois at Urbana-Champaign,77.5,97.7,75.8,,62.1,70.0,98.2,/universities/university-illinois-urbana-champaign,United States,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
59,60,Technical University of Munich,77.3,90.4,98.3,90.3,53.0,65.2,,/universities/technical-university-munich,Germany,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
60,61,Durham University,77.0,75.4,98.4,48.7,91.7,88.1,90.6,/universities/durham-university,United Kingdom,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
61,=62,Carnegie Mellon University,76.8,88.1,83.9,,,99.3,99.9,/universities/carnegie-mellon-university,United States,carnegie-mellon-university,http://www.wikidata.org/entity/Q190080,grid.147455.6,
62,=62,University of Glasgow,76.8,87.5,68.3,64.4,86.9,94.4,64.4,/universities/university-glasgow,United Kingdom,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
63,64,Delft University of Technology,76.5,83.9,89.4,,93.2,71.2,96.1,/universities/delft-university-technology,Netherlands,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
64,65,University of Washington,76.3,95.5,55.8,54.1,,43.8,94.5,/universities/university-washington,United States,university-washington,http://www.wikidata.org/entity/Q219563,grid.34477.33,
65,66,Ruprecht-Karls-Universität Heidelberg,76.1,95.5,80.5,77.6,49.5,59.6,43.3,/universities/ruprecht-karls-universitat-heidelberg,Germany,ruprecht-karls-universitat-heidelberg,http://www.wikidata.org/entity/Q151510,grid.7700.0,
66,67,Monash University,76.0,94.5,96.9,,98.4,93.7,67.1,/universities/monash-university,Australia,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
67,68,University of St Andrews,75.9,65.9,68.2,79.0,96.6,99.9,84.5,/universities/university-st-andrews,United Kingdom,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
68,69,University of Copenhagen,75.7,89.1,77.7,99.9,82.0,37.8,,/universities/university-copenhagen,Denmark,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
69,=70,University of Nottingham,75.4,80.6,96.7,61.1,87.3,87.6,61.9,/universities/university-nottingham,United Kingdom,university-nottingham,http://www.wikidata.org/entity/Q472316,grid.4563.4,
70,=70,Lund University,75.4,89.3,84.2,58.1,83.5,72.7,58.1,/universities/lund-university,Sweden,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
71,=70,National Taiwan University (NTU),75.4,98.0,75.0,46.1,,,85.9,/universities/national-taiwan-university-ntu,Taiwan,national-taiwan-university-ntu,http://www.wikidata.org/entity/Q32746,grid.19188.39,
72,=70,Shanghai Jiao Tong University,75.4,88.8,95.9,47.3,60.8,,83.8,/universities/shanghai-jiao-tong-university,China,shanghai-jiao-tong-university,http://www.wikidata.org/entity/Q525169,grid.16821.3c,
73,74,Tohoku University,75.2,86.0,72.1,97.1,,,61.4,/universities/tohoku-university,Japan,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
74,75,Ludwig-Maximilians-Universität München,74.7,98.1,91.6,49.8,57.1,39.9,56.8,/universities/ludwig-maximilians-universitat-munchen,Germany,ludwig-maximilians-universitat-munchen,http://www.wikidata.org/entity/Q55044,grid.5252.0,
75,76,University of Birmingham,74.6,82.4,94.9,60.4,85.1,83.4,57.6,/universities/university-birmingham,United Kingdom,university-birmingham,http://www.wikidata.org/entity/Q223429,grid.6572.6,
76,77,University of Texas at Austin,74.5,98.5,85.8,,,,97.5,/universities/university-texas-austin,United States,university-texas-austin,http://www.wikidata.org/entity/Q49213,grid.89336.37,
77,78,"Trinity College Dublin, The University of Dublin",74.3,82.5,73.8,60.7,95.8,84.6,63.0,/universities/trinity-college-dublin-university-dublin,Ireland,trinity-college-dublin-university-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
78,79,"University of North Carolina, Chapel Hill",73.7,84.1,45.7,81.7,38.1,,79.9,/universities/university-north-carolina-chapel-hill,United States,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
79,80,The University of Sheffield,73.6,79.0,79.7,66.3,81.5,95.0,59.0,/universities/university-sheffield,United Kingdom,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
80,81,University of Southampton,72.8,72.9,64.0,76.6,89.2,92.3,63.5,/universities/university-southampton,United Kingdom,university-southampton,http://www.wikidata.org/entity/Q76473,grid.5491.9,
81,=82,The University of Auckland,72.4,92.7,93.6,,85.2,88.4,58.5,/universities/university-auckland,New Zealand,university-auckland,http://www.wikidata.org/entity/Q492467,grid.9654.e,
82,=82,KU Leuven,72.4,92.4,76.4,,80.0,41.6,92.6,/universities/ku-leuven,Belgium,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
83,84,Georgia Institute of Technology,72.3,81.8,78.2,44.5,,86.9,89.9,/universities/georgia-institute-technology,United States,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
84,=85,University of Zurich,72.2,78.1,72.7,90.8,100.0,62.6,,/universities/university-zurich,Switzerland,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
85,=85,"University of California, Davis",72.2,85.8,62.0,,65.7,46.9,93.9,/universities/university-california-davis,United States,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
86,=87,University of Leeds,72.0,81.7,90.7,57.9,75.8,73.7,55.2,/universities/university-leeds,United Kingdom,university-leeds,http://www.wikidata.org/entity/Q503424,grid.9909.9,
87,=87,Pohang University of Science And Technology (POSTECH),72.0,56.1,64.9,99.6,49.7,,100.0,/universities/pohang-university-science-technology-postech,South Korea,pohang-university-science-technology-postech,http://www.wikidata.org/entity/Q40018,grid.49100.3c,
88,=89,University of Geneva,71.2,69.8,,62.3,100.0,99.0,86.5,/universities/university-geneva,Switzerland,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
89,=89,Purdue University,71.2,81.0,77.2,,94.1,78.1,73.3,/universities/purdue-university,United States,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
90,91,Boston University,71.1,78.5,85.6,62.5,,73.7,71.2,/universities/boston-university,United States,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
91,92,KTH Royal Institute of Technology,70.9,64.1,88.0,67.7,86.1,46.2,80.9,/universities/kth-royal-institute-technology,Sweden,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
92,93,"KIT, Karlsruhe Institute of Technology",70.8,64.0,96.2,84.7,57.1,48.6,65.8,/universities/kit-karlsruhe-institute-technology,Germany,kit-karlsruhe-institute-technology,http://www.wikidata.org/entity/Q309988,grid.7892.4,
93,94,Utrecht University,70.7,83.7,69.0,47.1,59.4,,84.5,/universities/utrecht-university,Netherlands,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
94,95,Leiden University,70.3,87.1,55.2,43.6,66.7,,83.2,/universities/leiden-university,Netherlands,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
95,=96,University of Alberta,70.1,79.5,68.7,56.7,90.3,82.9,56.5,/universities/university-alberta,Canada,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
96,=96,University of Helsinki,70.1,83.7,64.7,94.6,59.9,,36.8,/universities/university-helsinki,Finland,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
97,98,The University of Western Australia,69.4,79.3,70.3,,99.7,65.6,76.1,/universities/university-western-australia,Australia,university-western-australia,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
98,99,The Ohio State University,69.3,82.0,57.4,71.9,80.4,55.2,47.0,/universities/ohio-state-university,United States,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
99,100,University of Groningen,68.8,69.1,58.5,81.1,93.4,94.2,48.0,/universities/university-groningen,Netherlands,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
100,101,Pennsylvania State University,68.7,85.7,73.3,,,45.5,86.1,/universities/pennsylvania-state-university,United States,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
101,102,Uppsala University,68.4,85.7,65.6,47.0,,75.8,64.2,/universities/uppsala-university,Sweden,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
102,103,University of York,68.3,67.7,70.1,51.5,87.1,81.1,76.6,/universities/university-york,United Kingdom,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
103,104,Korea University,68.2,78.4,84.6,83.2,,39.2,42.6,/universities/korea-university,South Korea,korea-university,http://www.wikidata.org/entity/Q39997,grid.222754.4,
104,105,Yonsei University,67.9,79.4,86.6,83.8,,,40.3,/universities/yonsei-university,South Korea,yonsei-university,http://www.wikidata.org/entity/Q39988,grid.15444.30,
105,106,Rice University,67.8,50.5,,84.2,86.1,87.1,99.7,/universities/rice-university,United States,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
106,107,Aarhus University,67.4,74.9,63.8,43.3,71.0,47.1,81.7,/universities/aarhus-university,Denmark,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
107,108,Lomonosov Moscow State University,67.2,84.2,82.1,99.6,,56.1,,/universities/lomonosov-moscow-state-university,Russia,lomonosov-moscow-state-university,http://www.wikidata.org/entity/Q13164,grid.14476.30,
108,109,Queen Mary University of London,67.0,63.4,57.4,72.4,96.6,99.3,57.5,/universities/queen-mary-university-london,United Kingdom,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
109,=110,Washington University in St. Louis,66.9,60.4,,99.9,,58.7,76.7,/universities/washington-university-st-louis,United States,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
110,=110,Zhejiang University,66.9,80.2,80.1,,,,90.3,/universities/zhejiang-university,China,zhejiang-university,http://www.wikidata.org/entity/Q197543,grid.13402.34,
111,112,Technical University of Denmark,66.8,44.1,52.9,95.4,97.1,74.8,80.2,/universities/technical-university-denmark,Denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
112,=113,The University of Adelaide,66.7,75.2,76.5,42.2,93.5,98.6,53.9,/universities/university-adelaide,Australia,university-adelaide,http://www.wikidata.org/entity/Q15574,grid.1010.0,
113,=113,University of Science and Technology of China,66.7,72.1,48.7,62.8,,,97.9,/universities/university-science-technology-china,China,university-science-technology-china,http://www.wikidata.org/entity/Q1074103,grid.59053.3a,
114,115,Université de Montréal,66.6,79.5,75.6,,85.0,80.1,62.0,/universities/universite-de-montreal,Canada,universite-de-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
115,116,The Hong Kong Polytechnic University,66.3,69.1,59.6,47.0,99.3,82.0,70.5,/universities/hong-kong-polytechnic-university,Hong Kong,hong-kong-polytechnic-university,http://www.wikidata.org/entity/Q1187271,grid.16890.36,
116,117,Eindhoven University of Technology,66.2,50.5,57.3,99.4,100.0,,69.6,/universities/eindhoven-university-technology,Netherlands,eindhoven-university-technology,http://www.wikidata.org/entity/Q280824,grid.6852.9,
117,118,Sungkyunkwan University (SKKU),66.1,68.9,99.4,86.9,,,43.5,/universities/sungkyunkwan-university-skku,South Korea,sungkyunkwan-university-skku,http://www.wikidata.org/entity/Q41085,grid.264381.a,
118,119,Freie Universitaet Berlin,65.7,93.3,62.7,,60.1,54.6,61.3,/universities/freie-universitaet-berlin,Germany,freie-universitaet-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
119,120,Nagoya University,65.6,73.7,58.0,93.7,,,45.7,/universities/nagoya-university,Japan,nagoya-university,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
120,121,Lancaster University,65.5,59.1,69.2,45.1,91.4,95.8,82.3,/universities/lancaster-university,United Kingdom,lancaster-university,http://www.wikidata.org/entity/Q262854,grid.9835.7,
121,122,Cardiff University,65.0,63.8,73.3,66.8,71.7,85.7,53.8,/universities/cardiff-university,United Kingdom,cardiff-university,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
122,123,University of Minnesota,64.9,84.1,46.3,,,37.6,97.4,/universities/university-minnesota,United States,university-minnesota,http://www.wikidata.org/entity/Q238101,grid.17635.36,
123,=124,Universidad de Buenos Aires (UBA),64.6,95.7,98.9,61.4,30.4,38.0,,/universities/universidad-de-buenos-aires-uba,Argentina,universidad-de-buenos-aires-uba,http://www.wikidata.org/entity/Q194223,grid.7345.5,
124,=124,Ghent University,64.6,71.5,54.9,90.3,55.8,,40.9,/universities/ghent-university,Belgium,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
125,=126,Erasmus University Rotterdam,64.5,55.1,90.4,65.7,69.2,65.3,67.1,/universities/erasmus-university-rotterdam,Netherlands,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
126,=126,Humboldt-Universität zu Berlin,64.5,96.6,76.6,,55.4,42.8,41.7,/universities/humboldt-universitat-zu-berlin,Germany,humboldt-universitat-zu-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
127,=126,"University of Maryland, College Park",64.5,70.0,,63.3,31.2,37.0,82.3,/universities/university-maryland-college-park,United States,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
128,129,"University of California, Santa Barbara (UCSB)",64.3,84.4,,,62.7,44.7,100.0,/universities/university-california-santa-barbara-ucsb,United States,university-california-santa-barbara-ucsb,http://www.wikidata.org/entity/Q263064,grid.133342.4,
129,=130,University of Southern California,64.2,70.4,65.1,42.9,34.8,74.1,76.7,/universities/university-southern-california,United States,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
130,=130,Nanjing University,64.2,76.7,63.6,,38.7,,86.5,/universities/nanjing-university,China,nanjing-university,http://www.wikidata.org/entity/Q683580,grid.41156.37,
131,132,Chalmers University of Technology,64.0,48.6,86.5,71.9,78.7,44.6,76.3,/universities/chalmers-university-technology,Sweden,chalmers-university-technology,http://www.wikidata.org/entity/Q836805,grid.5371.0,
132,=133,Albert-Ludwigs-Universitaet Freiburg,63.5,74.1,,59.3,58.3,45.4,64.7,/universities/albert-ludwigs-universitaet-freiburg,Germany,albert-ludwigs-universitaet-freiburg,http://www.wikidata.org/entity/Q153987,grid.5963.9,
133,=133,University of Pittsburgh,63.5,58.2,,93.8,64.6,,67.6,/universities/university-pittsburgh,United States,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
134,=135,Wageningen University,63.4,55.6,40.0,99.9,42.8,86.5,52.9,/universities/wageningen-university,Netherlands,wageningen-university,http://www.wikidata.org/entity/Q422208,grid.4818.5,
135,=135,University of Oslo,63.4,71.5,45.4,61.3,67.0,45.4,61.1,/universities/university-oslo,Norway,university-oslo,http://www.wikidata.org/entity/Q486156,grid.5510.1,
136,=137,University of Aberdeen,63.2,53.6,63.3,65.3,93.4,94.4,64.1,/universities/university-aberdeen,United Kingdom,university-aberdeen,http://www.wikidata.org/entity/Q270532,grid.7107.1,
137,=137,Université Pierre et Marie Curie (UPMC),63.2,72.3,52.3,,36.4,53.2,89.4,/universities/universite-pierre-et-marie-curie-upmc,France,universite-pierre-et-marie-curie-upmc,,grid.5805.8,103.0
138,=139,University of Basel,63.1,54.5,48.3,,100.0,85.1,96.6,/universities/university-basel,Switzerland,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
139,=139,Aalto University,63.1,50.5,58.5,92.6,75.6,38.7,63.5,/universities/aalto-university,Finland,aalto-university,http://www.wikidata.org/entity/Q300980,grid.5373.2,
140,=139,Hokkaido University,63.1,69.8,64.7,85.8,,,48.4,/universities/hokkaido-university,Japan,hokkaido-university,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
141,142,Kyushu University,62.7,69.3,66.4,98.8,,,,/universities/kyushu-university,Japan,kyushu-university,http://www.wikidata.org/entity/Q1188786,grid.177174.3,
142,=143,University of Lausanne,62.4,53.2,55.0,95.2,97.6,77.9,38.5,/universities/university-lausanne,Switzerland,university-lausanne,http://www.wikidata.org/entity/Q658975,grid.9851.5,
143,=143,Universidade de São Paulo,62.4,95.3,94.6,,,,,/universities/universidade-de-sao-paulo,Brazil,universidade-de-sao-paulo,http://www.wikidata.org/entity/Q835960,grid.11899.38,
