,Rank,Name,score_list,Academic_reputation,Employer_reputation,Faculty_Student,International_Faculty,International_Students,Citations,href,location,QS_World_University_ID,item,GRID_ID,fuzz
25,26,The University of Hong Kong,88.6,99.4,93.1,94.7,100.0,98.7,51.7,/universities/university-hong-kong,Hong Kong,university-hong-kong,http://www.wikidata.org/entity/Q15568,grid.194645.b,
26,27,The Australian National University,88.5,99.7,92.4,83.4,99.9,94.1,63.2,/universities/australian-national-university,Australia,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
27,28,"Ecole normale supérieure, Paris",87.8,89.7,77.4,97.1,58.7,52.1,94.3,/universities/ecole-normale-superieure-paris,France,ecole-normale-superieure-paris,,grid.5607.4,103.0
28,29,Northwestern University,87.3,92.9,90.7,87.2,12.0,55.4,99.5,/universities/northwestern-university,United States,northwestern-university,http://www.wikidata.org/entity/Q309350,grid.16753.36,
29,30,University of Bristol,86.6,92.2,98.3,78.6,83.7,81.0,78.1,/universities/university-bristol,United Kingdom,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
30,31,The University of Melbourne,86.0,99.8,100.0,50.1,81.5,96.6,84.0,/universities/university-melbourne,Australia,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
31,32,The University of Tokyo,85.7,100.0,99.3,91.4,11.1,27.3,76.3,/universities/university-tokyo,Japan,university-tokyo,http://www.wikidata.org/entity/Q7842,grid.26999.3d,
32,33,The University of Manchester,85.2,99.2,100.0,66.2,84.5,96.0,64.7,/universities/university-manchester,United Kingdom,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
33,34,The Hong Kong University of Science and Technology,84.4,93.3,90.6,86.5,100.0,98.6,52.6,/universities/hong-kong-university-science-technology,Hong Kong,hong-kong-university-science-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
34,=35,Kyoto University,84.1,99.9,92.1,94.8,16.5,22.9,68.4,/universities/kyoto-university,Japan,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
35,=35,Seoul National University,84.1,98.7,93.6,87.0,47.2,60.4,60.9,/universities/seoul-national-university,South Korea,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
36,37,University of Wisconsin-Madison,83.0,97.4,69.7,91.8,56.9,36.0,68.7,/universities/university-wisconsin-madison,United States,university-wisconsin-madison,http://www.wikidata.org/entity/Q838330,grid.14003.36,
37,38,The University of Sydney,82.9,99.5,98.0,50.1,99.7,87.2,68.4,/universities/university-sydney,Australia,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
38,39,The Chinese University of Hong Kong (CUHK),82.3,94.5,83.3,87.9,95.8,81.7,47.1,/universities/chinese-university-hong-kong-cuhk,Hong Kong,chinese-university-hong-kong-cuhk,http://www.wikidata.org/entity/Q15570,grid.10784.3a,
39,40,"University of California, Los Angeles (UCLA)",81.9,100.0,98.0,47.7,2.3,43.6,100.0,/universities/university-california-los-angeles-ucla,United States,university-california-los-angeles-ucla,http://www.wikidata.org/entity/Q174710,grid.19006.3e,
40,=41,Ecole Polytechnique,81.1,74.1,97.5,99.9,72.0,91.4,66.2,/universities/ecole-polytechnique,France,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
41,=41,"Nanyang Technological University, Singapore (NTU)",81.1,92.4,94.1,90.1,100.0,97.1,33.0,/universities/nanyang-technological-university-singapore-ntu,Singapore,nanyang-technological-university-singapore-ntu,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
42,43,The University of Queensland,80.9,95.7,91.9,49.8,98.8,86.8,69.3,/universities/university-queensland,Australia,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
43,44,New York University (NYU),80.8,98.4,92.0,94.9,23.5,60.0,43.8,/universities/new-york-university-nyu,United States,new-york-university-nyu,http://www.wikidata.org/entity/Q49210,grid.137628.9,
44,45,University of Copenhagen,80.5,89.0,78.9,99.7,67.5,37.5,57.4,/universities/university-copenhagen,Denmark,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
45,46,Peking University,80.0,99.8,98.8,79.0,64.5,32.1,46.5,/universities/peking-university,China,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
46,47,Brown University,79.8,81.1,65.5,85.2,23.5,55.8,97.6,/universities/brown-university,United States,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
47,48,Tsinghua University,79.7,99.3,99.1,88.6,48.7,38.9,38.3,/universities/tsinghua-university,China,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
48,49,University of British Columbia,79.4,99.6,86.5,35.4,83.4,53.5,83.4,/universities/university-british-columbia,Canada,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
49,50,Ruprecht-Karls-Universität Heidelberg,79.3,96.4,64.1,86.0,52.7,61.6,55.6,/universities/ruprecht-karls-universitat-heidelberg,Germany,ruprecht-karls-universitat-heidelberg,http://www.wikidata.org/entity/Q151510,grid.7700.0,
50,51,University of Glasgow,78.9,86.4,80.1,52.7,81.2,84.7,85.9,/universities/university-glasgow,United Kingdom,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
51,52,The University of New South Wales (UNSW Sydney),78.8,96.5,98.6,40.2,100.0,95.8,61.2,/universities/university-new-south-wales-unsw-sydney,Australia,university-new-south-wales-unsw-sydney,http://www.wikidata.org/entity/Q734764,grid.1005.4,
52,53,Technical University of Munich,78.5,90.7,96.1,95.5,51.0,57.7,39.1,/universities/technical-university-munich,Germany,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
53,54,"University of North Carolina, Chapel Hill",77.0,83.9,56.3,78.8,43.6,22.1,92.4,/universities/university-north-carolina-chapel-hill,United States,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
54,55,Osaka University,76.9,91.7,80.5,93.2,14.9,19.9,57.7,/universities/osaka-university,Japan,osaka-university,http://www.wikidata.org/entity/Q651233,grid.136593.b,
55,56,University of Illinois at Urbana-Champaign,76.7,97.9,77.5,23.6,67.6,62.6,91.3,/universities/university-illinois-urbana-champaign,United States,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
56,57,Carnegie Mellon University,76.6,85.8,82.6,46.4,18.6,98.0,93.4,/universities/carnegie-mellon-university,United States,carnegie-mellon-university,http://www.wikidata.org/entity/Q190080,grid.147455.6,
57,58,University of Amsterdam,76.4,93.8,83.9,41.1,67.0,30.6,85.7,/universities/university-amsterdam,Netherlands,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
58,59,University of Washington,76.2,95.2,54.6,54.7,8.7,22.3,99.5,/universities/university-washington,United States,university-washington,http://www.wikidata.org/entity/Q219563,grid.34477.33,
59,60,KAIST - Korea Advanced Institute of Science & Technology,75.8,85.1,72.8,90.8,40.7,21.8,64.5,/universities/kaist-korea-advanced-institute-science-technology,South Korea,kaist-korea-advanced-institute-science-technology,http://www.wikidata.org/entity/Q39949,grid.37172.30,
60,61,"Trinity College Dublin, The University of Dublin",75.1,81.8,82.6,59.8,98.0,78.7,65.4,/universities/trinity-college-dublin-university-dublin,Ireland,trinity-college-dublin-university-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
61,62,University of Birmingham,74.9,81.3,90.4,57.3,81.6,80.0,67.4,/universities/university-birmingham,United Kingdom,university-birmingham,http://www.wikidata.org/entity/Q223429,grid.6572.6,
62,63,"University of California, San Diego (UCSD)",74.8,98.0,50.4,45.5,2.1,22.3,99.8,/universities/university-california-san-diego-ucsd,United States,university-california-san-diego-ucsd,http://www.wikidata.org/entity/Q622664,grid.266100.3,
63,64,The University of Warwick,74.5,89.4,100.0,47.1,91.6,98.0,47.7,/universities/university-warwick,United Kingdom,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
64,65,Ludwig-Maximilians-Universität München,74.4,98.4,84.3,45.4,46.3,43.0,63.8,/universities/ludwig-maximilians-universitat-munchen,Germany,ludwig-maximilians-universitat-munchen,http://www.wikidata.org/entity/Q55044,grid.5252.0,
65,66,Tokyo Institute of Technology,74.2,79.8,84.6,76.8,15.0,35.1,78.3,/universities/tokyo-institute-technology,Japan,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
66,67,Lund University,74.0,89.6,90.0,50.8,51.4,52.4,67.7,/universities/lund-university,Sweden,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
67,68,London School of Economics and Political Science (LSE),73.9,92.6,100.0,63.5,100.0,100.0,19.6,/universities/london-school-economics-political-science-lse,United Kingdom,london-school-economics-political-science-lse,http://www.wikidata.org/entity/Q174570,grid.13063.37,
68,=69,Monash University,73.7,94.1,98.0,34.6,89.5,90.7,50.1,/universities/monash-university,Australia,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
69,=69,University of Helsinki,73.7,84.3,55.7,92.9,56.8,14.7,59.9,/universities/university-helsinki,Finland,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
70,=71,The University of Sheffield,73.3,79.3,84.7,59.4,80.4,91.4,62.0,/universities/university-sheffield,United Kingdom,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
71,=71,University of Geneva,73.3,66.6,36.9,64.8,100.0,99.0,98.9,/universities/university-geneva,Switzerland,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
72,=71,University of Texas at Austin,73.3,98.5,87.9,21.1,57.9,26.5,82.0,/universities/university-texas-austin,United States,university-texas-austin,http://www.wikidata.org/entity/Q49213,grid.89336.37,
73,74,Leiden University,73.2,86.6,59.8,44.5,68.8,22.7,94.3,/universities/leiden-university,Netherlands,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
74,=75,University of Nottingham,73.1,80.3,98.0,54.8,84.8,87.7,56.5,/universities/university-nottingham,United Kingdom,university-nottingham,http://www.wikidata.org/entity/Q472316,grid.4563.4,
75,=75,Tohoku University,73.1,81.8,76.0,97.9,18.5,21.2,54.9,/universities/tohoku-university,Japan,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
76,77,KU Leuven,73.0,93.1,79.6,21.7,74.9,44.3,86.2,/universities/ku-leuven,Belgium,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
77,78,University of Zurich,72.9,80.6,67.6,70.9,99.7,52.2,59.2,/universities/university-zurich,Switzerland,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
78,=79,Boston University,72.5,75.6,81.5,64.9,12.7,63.7,85.3,/universities/boston-university,United States,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
79,=79,Uppsala University,72.5,86.3,70.1,38.6,41.0,48.9,92.5,/universities/uppsala-university,Sweden,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
80,81,Utrecht University,72.3,84.9,63.2,46.5,55.7,18.1,93.7,/universities/utrecht-university,Netherlands,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
81,82,National Taiwan University (NTU),72.0,97.5,76.4,39.9,17.5,14.9,77.4,/universities/national-taiwan-university-ntu,Taiwan,national-taiwan-university-ntu,http://www.wikidata.org/entity/Q32746,grid.19188.39,
82,83,University of St Andrews,71.6,66.2,78.4,67.8,95.9,99.9,68.5,/universities/university-st-andrews,United Kingdom,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
83,84,The University of Western Australia,71.4,77.5,79.2,38.6,99.9,75.2,78.8,/universities/university-western-australia,Australia,university-western-australia,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
84,85,"University of California, Davis",71.3,83.8,48.6,38.7,68.9,41.3,96.9,/universities/university-california-davis,United States,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
85,=86,University of Southampton,71.0,73.9,65.8,61.0,87.0,89.2,67.9,/universities/university-southampton,United Kingdom,university-southampton,http://www.wikidata.org/entity/Q76473,grid.5491.9,
86,=86,Washington University in St. Louis,71.0,62.1,36.7,99.8,7.2,50.6,96.7,/universities/washington-university-st-louis,United States,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
87,88,Fudan University,70.8,92.5,92.9,40.4,18.3,46.5,64.9,/universities/fudan-university,China,fudan-university,http://www.wikidata.org/entity/Q495015,grid.8547.e,
88,89,University of Oslo,70.6,72.4,50.8,83.2,46.3,44.5,75.4,/universities/university-oslo,Norway,university-oslo,http://www.wikidata.org/entity/Q486156,grid.5510.1,
89,90,Durham University,70.4,75.3,98.7,48.9,89.7,76.3,60.4,/universities/durham-university,United Kingdom,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
90,91,Aarhus University,70.3,75.1,60.1,59.9,66.9,53.7,80.0,/universities/aarhus-university,Denmark,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
91,=92,Erasmus University Rotterdam,70.2,54.5,91.5,68.7,75.4,57.2,93.2,/universities/erasmus-university-rotterdam,Netherlands,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
92,=92,Université de Montréal,70.2,79.0,59.6,37.3,87.0,82.6,82.4,/universities/universite-de-montreal,Canada,universite-de-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
93,94,The University of Auckland,69.8,92.1,88.0,27.9,89.7,89.1,47.1,/universities/university-auckland,New Zealand,university-auckland,http://www.wikidata.org/entity/Q492467,grid.9654.e,
94,95,Delft University of Technology,69.4,79.8,81.8,36.6,90.2,74.8,67.3,/universities/delft-university-technology,Netherlands,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
95,96,University of Alberta,69.3,77.8,59.6,61.5,90.5,72.9,57.6,/universities/university-alberta,Canada,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
96,=97,University of Groningen,69.2,66.4,57.3,73.8,91.9,90.2,63.9,/universities/university-groningen,Netherlands,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
97,=97,University of Leeds,69.2,81.3,87.3,48.2,77.8,72.6,52.5,/universities/university-leeds,United Kingdom,university-leeds,http://www.wikidata.org/entity/Q503424,grid.9909.9,
98,=99,Georgia Institute of Technology,68.4,76.2,82.9,18.8,41.6,72.1,99.6,/universities/georgia-institute-technology,United States,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
99,=99,Nagoya University,68.4,72.3,64.7,94.1,21.8,28.8,57.0,/universities/nagoya-university,Japan,nagoya-university,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
100,=99,Purdue University,68.4,78.6,82.8,35.5,95.1,77.2,63.7,/universities/purdue-university,United States,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
101,=102,Albert-Ludwigs-Universitaet Freiburg,67.9,79.2,39.1,59.6,59.0,43.1,75.1,/universities/albert-ludwigs-universitaet-freiburg,Germany,albert-ludwigs-universitaet-freiburg,http://www.wikidata.org/entity/Q153987,grid.5963.9,
102,=102,University of Minnesota,67.9,83.1,50.0,35.6,6.1,41.4,99.4,/universities/university-minnesota,United States,university-minnesota,http://www.wikidata.org/entity/Q238101,grid.17635.36,
103,=104,City University of Hong Kong,67.7,67.0,55.1,80.5,100.0,89.4,47.9,/universities/city-university-hong-kong,Hong Kong,city-university-hong-kong,http://www.wikidata.org/entity/Q787360,grid.35030.35,
104,=104,The University of Adelaide,67.7,74.8,78.7,47.7,91.5,91.6,54.9,/universities/university-adelaide,Australia,university-adelaide,http://www.wikidata.org/entity/Q15574,grid.1010.0,
105,106,University of Pittsburgh,67.6,55.7,25.3,94.2,68.1,39.0,91.5,/universities/university-pittsburgh,United States,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
106,=107,Pennsylvania State University,67.5,82.4,85.8,34.5,12.7,40.5,80.6,/universities/pennsylvania-state-university,United States,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
107,=107,Pohang University of Science And Technology (POSTECH),67.5,51.7,54.7,99.9,59.1,18.2,86.4,/universities/pohang-university-science-technology-postech,South Korea,pohang-university-science-technology-postech,http://www.wikidata.org/entity/Q40018,grid.49100.3c,
108,109,Freie Universitaet Berlin,66.9,93.4,62.2,29.6,51.8,55.4,58.9,/universities/freie-universitaet-berlin,Germany,freie-universitaet-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
109,110,University of Basel,66.2,54.3,44.7,60.3,100.0,81.3,93.1,/universities/university-basel,Switzerland,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
110,111,University of Lausanne,66.1,51.8,44.5,61.7,93.2,89.7,96.2,/universities/university-lausanne,Switzerland,university-lausanne,http://www.wikidata.org/entity/Q658975,grid.9851.5,
111,112,Université Pierre et Marie Curie (UPMC),65.9,72.4,48.2,49.6,36.6,63.6,84.5,/universities/universite-pierre-et-marie-curie-upmc,France,universite-pierre-et-marie-curie-upmc,,grid.5805.8,103.0
112,113,The Ohio State University,65.8,78.9,59.5,45.8,82.4,40.6,63.9,/universities/ohio-state-university,United States,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
113,=114,University of York,65.2,72.5,72.9,44.8,82.9,82.9,57.3,/universities/university-york,United Kingdom,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
114,=114,Yonsei University,65.1,76.3,82.0,86.2,16.3,37.4,31.0,/universities/yonsei-university,South Korea,yonsei-university,http://www.wikidata.org/entity/Q39988,grid.15444.30,
115,115,Queen Mary University of London,64.8,63.4,53.5,68.6,95.5,96.7,52.7,/universities/queen-mary-university-london,United Kingdom,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
116,=116,"KIT, Karlsruhe Institute of Technology",64.7,66.0,92.3,92.1,54.5,55.1,24.5,/universities/kit-karlsruhe-institute-technology,Germany,kit-karlsruhe-institute-technology,http://www.wikidata.org/entity/Q309988,grid.7892.4,
117,=116,"University of Maryland, College Park",64.7,69.4,47.1,64.6,37.3,36.0,77.0,/universities/university-maryland-college-park,United States,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
118,118,KTH Royal Institute of Technology,64.5,61.9,83.1,69.0,86.9,76.9,46.0,/universities/kth-royal-institute-technology,Sweden,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
119,119,Dartmouth College,64.1,43.6,65.6,86.5,10.3,53.5,97.1,/universities/dartmouth-college,United States,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
120,120,Lomonosov Moscow State University,63.9,84.1,64.8,99.9,8.7,37.3,6.3,/universities/lomonosov-moscow-state-university,Russia,lomonosov-moscow-state-university,http://www.wikidata.org/entity/Q13164,grid.14476.30,
121,121,Maastricht University ,63.8,37.3,81.4,76.5,96.3,99.9,76.8,/universities/maastricht-university,,maastricht-university,http://www.wikidata.org/entity/Q1137652,grid.5012.6,
122,122,Ghent University,63.7,66.8,60.9,86.9,56.4,29.6,45.0,/universities/ghent-university,Belgium,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
123,123,Shanghai Jiao Tong University,63.6,83.6,90.7,41.1,20.4,12.3,54.9,/universities/shanghai-jiao-tong-university,China,shanghai-jiao-tong-university,http://www.wikidata.org/entity/Q525169,grid.16821.3c,
124,125,University of Southern California,63.2,67.1,59.7,55.3,20.1,71.7,72.7,/universities/university-southern-california,United States,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
125,126,Humboldt-Universität zu Berlin,63.1,97.2,58.5,29.2,48.7,43.4,38.7,/universities/humboldt-universitat-zu-berlin,Germany,humboldt-universitat-zu-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
126,127,Universidade de São Paulo,63.0,94.2,87.6,36.8,11.4,5.7,40.5,/universities/universidade-de-sao-paulo,Brazil,universidade-de-sao-paulo,http://www.wikidata.org/entity/Q835960,grid.11899.38,
127,128,University of Göttingen,62.8,76.0,38.6,81.1,44.5,35.8,40.4,/universities/university-gottingen,Germany,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
128,129,Newcastle University,62.5,50.4,77.0,64.8,82.1,91.0,63.8,/universities/newcastle-university,United Kingdom,newcastle-university,http://www.wikidata.org/entity/Q837164,grid.1006.7,
129,=130,"University of California, Santa Barbara (UCSB)",62.2,81.6,16.6,14.3,66.6,30.3,99.9,/universities/university-california-santa-barbara-ucsb,United States,university-california-santa-barbara-ucsb,http://www.wikidata.org/entity/Q263064,grid.133342.4,
130,=130,University of Liverpool,62.2,56.0,76.1,62.0,77.1,85.9,57.3,/universities/university-liverpool,United Kingdom,university-liverpool,http://www.wikidata.org/entity/Q499510,grid.10025.36,
131,132,University of Virginia,62.1,53.5,64.8,68.7,49.8,39.7,78.7,/universities/university-virginia,United States,university-virginia,http://www.wikidata.org/entity/Q213439,grid.27755.32,
132,133,Kyushu University,62.0,66.8,75.2,98.0,17.8,23.8,29.5,/universities/kyushu-university,Japan,kyushu-university,http://www.wikidata.org/entity/Q1188786,grid.177174.3,
133,=134,Eberhard Karls Universität Tübingen,61.8,66.9,55.8,89.5,35.1,41.2,37.6,/universities/eberhard-karls-universitat-tubingen,Germany,eberhard-karls-universitat-tubingen,http://www.wikidata.org/entity/Q153978,grid.10392.39,
134,=134,Technical University of Denmark,61.8,41.5,49.7,98.4,92.7,72.6,60.4,/universities/technical-university-denmark,Denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
135,=136,Cardiff University,61.7,60.2,66.3,63.8,72.5,72.7,53.7,/universities/cardiff-university,United Kingdom,cardiff-university,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
136,=136,Rice University,61.7,48.3,24.5,67.6,64.2,70.7,97.2,/universities/rice-university,United States,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
137,138,Université catholique de Louvain (UCL),61.3,75.5,68.5,40.0,81.0,66.6,43.3,/universities/universite-catholique-de-louvain-ucl,Belgium,universite-catholique-de-louvain-ucl,http://www.wikidata.org/entity/Q378134,grid.7942.8,
138,139,University College Dublin,61.2,61.5,66.7,54.6,93.3,96.5,46.4,/universities/university-college-dublin,Ireland,university-college-dublin,http://www.wikidata.org/entity/Q1068258,grid.7886.1,
139,140,McMaster University,61.0,60.4,52.3,39.3,82.4,51.8,84.0,/universities/mcmaster-university,Canada,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
140,=141,Emory University,60.9,42.7,30.8,87.8,18.1,43.5,99.4,/universities/emory-university,United States,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
141,=141,The Hebrew University of Jerusalem,60.9,68.0,37.5,73.4,28.2,9.2,65.7,/universities/hebrew-university-jerusalem,Israel,hebrew-university-jerusalem,http://www.wikidata.org/entity/Q174158,grid.9619.7,
