,Rank,Name,score_list,Academic_reputation,Employer_reputation,Faculty_Student,International_Faculty,International_Students,Citations,href,location,QS_World_University_ID,item,GRID_ID,fuzz
11,12,ETH Zurich - Swiss Federal Institute of Technology,95.3,99.9,98.6,79.7,100.0,98.1,97.1,/universities/eth-zurich-swiss-federal-institute-technology,Switzerland,eth-zurich-swiss-federal-institute-technology,http://www.wikidata.org/entity/Q11942,grid.5801.c,
12,13,University of Pennsylvania,94.5,98.5,96.8,99.9,54.4,67.3,95.9,/universities/university-pennsylvania,United States,university-pennsylvania,http://www.wikidata.org/entity/Q49117,grid.25879.31,
13,=14,Columbia University,94.1,100.0,99.9,95.4,15.6,86.0,98.6,/universities/columbia-university,United States,columbia-university,http://www.wikidata.org/entity/Q49088,grid.21729.3f,
14,=14,Johns Hopkins University,94.1,96.1,74.9,100.0,92.3,67.6,99.9,/universities/johns-hopkins-university,United States,johns-hopkins-university,http://www.wikidata.org/entity/Q193727,grid.21107.35,
15,16,King's College London,92.9,95.5,93.5,90.3,94.0,98.1,87.3,/universities/kings-college-london,United Kingdom,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
16,=17,The University of Edinburgh,92.8,99.8,98.2,79.4,90.3,97.5,87.9,/universities/university-edinburgh,United Kingdom,university-edinburgh,http://www.wikidata.org/entity/Q160302,grid.4305.2,
17,=17,EPFL - Ecole Polytechnique Federale de Lausanne,92.8,89.8,90.3,94.4,100.0,100.0,94.0,/universities/epfl-ecole-polytechnique-federale-de-lausanne,Switzerland,epfl-ecole-polytechnique-federale-de-lausanne,http://www.wikidata.org/entity/Q262760,grid.5333.6,
18,19,Cornell University,92.6,99.7,96.4,75.2,92.6,65.6,99.7,/universities/cornell-university,United States,cornell-university,http://www.wikidata.org/entity/Q49115,grid.5386.8,
19,20,University of Toronto,92.4,100.0,96.8,78.8,96.9,88.6,87.4,/universities/university-toronto,Canada,university-toronto,http://www.wikidata.org/entity/Q180865,grid.17063.33,
20,21,McGill University,91.5,99.3,96.4,90.2,80.1,90.7,76.6,/universities/mcgill-university,Canada,mcgill-university,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
21,22,National University of Singapore (NUS),91.1,100.0,100.0,92.1,100.0,94.9,63.8,/universities/national-university-singapore-nus,Singapore,national-university-singapore-nus,http://www.wikidata.org/entity/Q738236,grid.4280.e,
22,23,University of Michigan,90.3,99.8,90.2,85.0,61.9,33.3,97.2,/universities/university-michigan,United States,university-michigan,http://www.wikidata.org/entity/Q230492,grid.214458.e,
23,24,"Ecole normale supérieure, Paris",90.2,90.3,74.6,98.1,79.0,63.7,98.4,/universities/ecole-normale-superieure-paris,France,ecole-normale-superieure-paris,,grid.5607.4,103.0
24,=25,The Australian National University,89.7,99.6,95.8,76.9,100.0,96.4,74.2,/universities/australian-national-university,Australia,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
25,=25,Duke University,89.7,95.5,85.0,99.8,15.9,41.8,99.5,/universities/duke-university,United States,duke-university,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
26,27,"University of California, Berkeley (UCB)",89.5,100.0,100.0,52.4,96.8,81.9,99.6,/universities/university-california-berkeley-ucb,United States,university-california-berkeley-ucb,http://www.wikidata.org/entity/Q168756,grid.47840.3f,
27,28,The University of Hong Kong,88.8,99.3,96.7,89.1,100.0,98.4,57.2,/universities/university-hong-kong,Hong Kong,university-hong-kong,http://www.wikidata.org/entity/Q15568,grid.194645.b,
28,29,University of Bristol,88.5,93.7,99.1,82.5,84.7,82.2,80.1,/universities/university-bristol,United Kingdom,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
29,30,The University of Manchester,86.9,99.4,100.0,74.4,84.1,96.3,65.3,/universities/university-manchester,United Kingdom,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
30,=31,The University of Tokyo,86.7,100.0,99.8,91.3,11.9,26.4,81.6,/universities/university-tokyo,Japan,university-tokyo,http://www.wikidata.org/entity/Q7842,grid.26999.3d,
31,=31,Seoul National University,86.7,99.0,96.8,85.6,44.9,59.9,74.4,/universities/seoul-national-university,South Korea,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
32,33,The University of Melbourne,86.5,99.8,100.0,48.7,79.6,97.0,89.1,/universities/university-melbourne,Australia,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
33,34,Northwestern University,86.0,93.1,80.0,86.9,11.6,53.1,99.9,/universities/northwestern-university,United States,northwestern-university,http://www.wikidata.org/entity/Q309350,grid.16753.36,
34,35,Ecole Polytechnique,85.0,74.5,98.7,99.5,90.8,91.9,80.3,/universities/ecole-polytechnique,France,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
35,36,Kyoto University,84.7,99.9,96.1,94.8,17.4,22.0,69.9,/universities/kyoto-university,Japan,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
36,=37,"University of California, Los Angeles (UCLA)",84.3,100.0,99.2,54.1,26.7,40.6,100.0,/universities/university-california-los-angeles-ucla,United States,university-california-los-angeles-ucla,http://www.wikidata.org/entity/Q174710,grid.19006.3e,
37,=37,The University of Sydney,84.3,99.6,99.2,49.9,99.5,87.1,75.1,/universities/university-sydney,Australia,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
38,39,"Nanyang Technological University, Singapore (NTU)",84.0,93.0,97.2,92.8,100.0,95.3,42.6,/universities/nanyang-technological-university-singapore-ntu,Singapore,nanyang-technological-university-singapore-ntu,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
39,40,The Hong Kong University of Science and Technology,83.3,94.3,94.3,78.0,100.0,96.4,52.9,/universities/hong-kong-university-science-technology,Hong Kong,hong-kong-university-science-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
40,=41,New York University (NYU),82.5,98.3,96.1,95.6,22.0,68.7,48.5,/universities/new-york-university-nyu,United States,new-york-university-nyu,http://www.wikidata.org/entity/Q49210,grid.137628.9,
41,=41,University of Wisconsin-Madison,82.5,97.1,66.6,88.0,48.8,35.7,74.8,/universities/university-wisconsin-madison,United States,university-wisconsin-madison,http://www.wikidata.org/entity/Q838330,grid.14003.36,
42,=43,University of British Columbia,82.4,99.7,93.3,44.1,91.0,51.5,85.1,/universities/university-british-columbia,Canada,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
43,=43,The University of Queensland,82.4,96.3,92.4,48.6,99.8,83.2,78.0,/universities/university-queensland,Australia,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
44,45,University of Copenhagen,82.0,89.2,78.3,99.9,78.4,46.0,60.4,/universities/university-copenhagen,Denmark,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
45,46,The Chinese University of Hong Kong (CUHK),81.9,95.2,89.8,78.4,94.9,63.6,55.1,/universities/chinese-university-hong-kong-cuhk,Hong Kong,chinese-university-hong-kong-cuhk,http://www.wikidata.org/entity/Q15570,grid.10784.3a,
46,47,Tsinghua University,81.3,99.6,99.6,88.5,50.0,37.9,46.1,/universities/tsinghua-university,China,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
47,48,The University of New South Wales (UNSW Sydney),81.2,97.5,99.4,38.1,100.0,93.6,73.8,/universities/university-new-south-wales-unsw-sydney,Australia,university-new-south-wales-unsw-sydney,http://www.wikidata.org/entity/Q734764,grid.1005.4,
48,49,Ruprecht-Karls-Universität Heidelberg,81.1,96.5,76.2,86.8,51.6,59.0,59.2,/universities/ruprecht-karls-universitat-heidelberg,Germany,ruprecht-karls-universitat-heidelberg,http://www.wikidata.org/entity/Q151510,grid.7700.0,
49,50,University of Amsterdam,80.5,95.5,85.1,48.7,69.2,33.3,93.8,/universities/university-amsterdam,Netherlands,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
50,51,KAIST - Korea Advanced Institute of Science & Technology,79.9,88.1,84.1,87.9,32.2,21.1,79.2,/universities/kaist-korea-advanced-institute-science-technology,South Korea,kaist-korea-advanced-institute-science-technology,http://www.wikidata.org/entity/Q39949,grid.37172.30,
51,=52,Ludwig-Maximilians-Universität München,79.8,98.2,87.7,52.1,57.9,37.9,81.7,/universities/ludwig-maximilians-universitat-munchen,Germany,ludwig-maximilians-universitat-munchen,http://www.wikidata.org/entity/Q55044,grid.5252.0,
52,=52,Brown University,79.8,78.2,75.6,85.0,23.8,55.0,99.4,/universities/brown-university,United States,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
53,54,Technical University of Munich,79.7,90.8,97.7,93.6,50.5,66.0,44.2,/universities/technical-university-munich,Germany,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
54,=55,Osaka University,79.6,94.1,87.0,87.1,15.9,17.9,69.8,/universities/osaka-university,Japan,osaka-university,http://www.wikidata.org/entity/Q651233,grid.136593.b,
55,=55,University of Glasgow,79.6,87.9,64.7,59.5,82.5,90.2,86.2,/universities/university-glasgow,United Kingdom,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
56,=57,Peking University,78.8,99.9,99.6,82.0,35.8,24.7,46.4,/universities/peking-university,China,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
57,=57,University of Zurich,78.8,81.3,74.3,83.1,100.0,60.8,69.9,/universities/university-zurich,Switzerland,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
58,59,"University of California, San Diego (UCSD)",78.6,97.8,65.8,58.1,2.1,21.9,99.5,/universities/university-california-san-diego-ucsd,United States,university-california-san-diego-ucsd,http://www.wikidata.org/entity/Q622664,grid.266100.3,
59,60,Lund University,78.3,91.4,84.9,59.0,73.1,69.3,70.8,/universities/lund-university,Sweden,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
60,61,The University of Warwick,78.1,91.2,99.9,55.4,86.9,98.1,55.5,/universities/university-warwick,United Kingdom,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
61,62,"University of North Carolina, Chapel Hill",77.5,84.7,48.1,82.2,42.2,22.0,95.0,/universities/university-north-carolina-chapel-hill,United States,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
62,63,University of Illinois at Urbana-Champaign,76.9,97.5,76.3,24.9,63.9,65.4,93.1,/universities/university-illinois-urbana-champaign,United States,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
63,64,University of Birmingham,76.7,81.8,94.3,65.8,81.9,79.1,66.0,/universities/university-birmingham,United Kingdom,university-birmingham,http://www.wikidata.org/entity/Q223429,grid.6572.6,
64,=65,University of Washington,76.5,93.9,56.7,57.8,8.4,22.5,99.8,/universities/university-washington,United States,university-washington,http://www.wikidata.org/entity/Q219563,grid.34477.33,
65,=65,Carnegie Mellon University,76.5,86.5,86.8,38.9,18.1,98.8,97.1,/universities/carnegie-mellon-university,United States,carnegie-mellon-university,http://www.wikidata.org/entity/Q190080,grid.147455.6,
66,67,University of Helsinki,76.4,84.5,65.1,95.1,59.3,15.0,65.8,/universities/university-helsinki,Finland,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
67,68,Tokyo Institute of Technology,76.3,84.1,89.0,80.5,13.7,33.1,75.7,/universities/tokyo-institute-technology,Japan,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
68,69,The University of Sheffield,75.7,82.3,81.3,66.1,81.0,93.3,62.5,/universities/university-sheffield,United Kingdom,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
69,70,Monash University,75.5,93.1,98.5,30.5,94.2,94.4,63.3,/universities/monash-university,Australia,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
70,=71,Fudan University,75.3,94.7,96.5,51.9,40.9,55.9,62.0,/universities/fudan-university,China,fudan-university,http://www.wikidata.org/entity/Q495015,grid.8547.e,
71,=71,London School of Economics and Political Science (LSE),75.3,93.1,100.0,66.9,100.0,100.0,22.6,/universities/london-school-economics-political-science-lse,United Kingdom,london-school-economics-political-science-lse,http://www.wikidata.org/entity/Q174570,grid.13063.37,
72,=71,Tohoku University,75.3,86.2,79.2,97.3,16.4,21.7,56.8,/universities/tohoku-university,Japan,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
73,=71,"Trinity College Dublin, The University of Dublin",75.3,81.1,70.1,61.8,95.3,81.3,72.4,/universities/trinity-college-dublin-university-dublin,Ireland,trinity-college-dublin-university-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
74,75,Leiden University,75.2,89.6,50.1,49.8,68.4,22.9,98.1,/universities/leiden-university,Netherlands,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
75,76,National Taiwan University (NTU),75.1,97.9,83.0,45.7,18.4,20.6,82.0,/universities/national-taiwan-university-ntu,Taiwan,national-taiwan-university-ntu,http://www.wikidata.org/entity/Q32746,grid.19188.39,
76,77,University of Nottingham,74.9,81.5,97.2,61.3,85.0,87.9,57.5,/universities/university-nottingham,United Kingdom,university-nottingham,http://www.wikidata.org/entity/Q472316,grid.4563.4,
77,78,Boston University,74.8,77.0,83.6,63.8,11.5,66.9,93.7,/universities/boston-university,United States,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
78,79,University of Texas at Austin,74.6,98.4,88.5,21.0,54.4,24.7,90.1,/universities/university-texas-austin,United States,university-texas-austin,http://www.wikidata.org/entity/Q49213,grid.89336.37,
79,80,Utrecht University,74.5,86.4,66.2,52.3,53.0,12.8,97.2,/universities/utrecht-university,Netherlands,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
80,81,Uppsala University,74.2,88.0,64.0,40.7,35.3,68.9,95.2,/universities/uppsala-university,Sweden,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
81,82,KU Leuven,74.1,93.1,81.6,21.4,79.4,45.4,90.2,/universities/ku-leuven,Belgium,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
82,83,Université de Montréal,73.6,83.1,72.1,33.2,87.3,82.3,89.2,/universities/universite-de-montreal,Canada,universite-de-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
83,84,University of Alberta,73.3,81.6,71.2,61.7,90.1,76.1,63.7,/universities/university-alberta,Canada,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
84,85,University of Geneva,73.1,68.1,32.7,62.5,100.0,99.0,99.7,/universities/university-geneva,Switzerland,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
85,=86,Delft University of Technology,72.9,82.2,88.9,34.1,91.6,71.6,80.0,/universities/delft-university-technology,Netherlands,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
86,=86,Pohang University of Science And Technology (POSTECH),72.9,59.4,67.7,99.4,53.8,12.9,94.9,/universities/pohang-university-science-technology-postech,South Korea,pohang-university-science-technology-postech,http://www.wikidata.org/entity/Q40018,grid.49100.3c,
87,88,University of St Andrews,72.7,69.0,68.4,75.7,95.8,99.9,66.0,/universities/university-st-andrews,United Kingdom,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
88,89,The University of Western Australia,72.6,79.4,72.2,37.9,100.0,67.6,87.7,/universities/university-western-australia,Australia,university-western-australia,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
89,=90,University of Groningen,72.1,68.6,61.3,73.3,89.5,93.1,73.1,/universities/university-groningen,Netherlands,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
90,=90,Erasmus University Rotterdam,72.1,58.8,88.5,66.5,78.9,61.6,96.0,/universities/erasmus-university-rotterdam,Netherlands,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
91,=92,The University of Auckland,72.0,91.6,93.6,28.7,87.4,87.2,56.8,/universities/university-auckland,New Zealand,university-auckland,http://www.wikidata.org/entity/Q492467,grid.9654.e,
92,=92,Durham University,72.0,77.4,99.2,47.1,89.9,80.6,65.2,/universities/durham-university,United Kingdom,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
93,94,University of Southampton,71.9,73.8,56.3,69.8,86.2,91.2,68.8,/universities/university-southampton,United Kingdom,university-southampton,http://www.wikidata.org/entity/Q76473,grid.5491.9,
94,95,"University of California, Davis",71.7,82.2,62.1,37.2,63.3,41.6,98.7,/universities/university-california-davis,United States,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
95,96,Aarhus University,71.6,79.0,67.7,53.3,65.0,45.7,84.2,/universities/aarhus-university,Denmark,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
96,97,University of Leeds,71.3,81.1,92.4,56.2,77.5,70.4,54.2,/universities/university-leeds,United Kingdom,university-leeds,http://www.wikidata.org/entity/Q503424,grid.9909.9,
97,98,Queen Mary University of London,71.2,64.6,59.7,76.6,94.4,98.8,71.2,/universities/queen-mary-university-london,United Kingdom,queen-mary-university-london,http://www.wikidata.org/entity/Q195668,grid.4868.2,
98,99,Washington University in St. Louis,70.8,60.7,36.4,99.9,4.0,53.7,99.2,/universities/washington-university-st-louis,United States,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
99,100,The University of Adelaide,70.5,76.8,85.7,48.6,90.1,97.5,59.8,/universities/university-adelaide,Australia,university-adelaide,http://www.wikidata.org/entity/Q15574,grid.1010.0,
100,101,University of Oslo,70.1,71.3,41.7,74.8,54.3,42.5,87.0,/universities/university-oslo,Norway,university-oslo,http://www.wikidata.org/entity/Q486156,grid.5510.1,
101,102,Purdue University,69.5,78.4,78.2,37.0,94.0,76.2,71.1,/universities/purdue-university,United States,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
102,103,Nagoya University,69.4,78.1,65.4,94.2,21.0,26.7,51.4,/universities/nagoya-university,Japan,nagoya-university,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
103,104,Shanghai Jiao Tong University,69.1,87.6,95.0,48.5,42.5,12.6,59.6,/universities/shanghai-jiao-tong-university,China,shanghai-jiao-tong-university,http://www.wikidata.org/entity/Q525169,grid.16821.3c,
104,105,University of Lausanne,68.9,57.3,56.5,59.0,93.4,78.6,98.7,/universities/university-lausanne,Switzerland,university-lausanne,http://www.wikidata.org/entity/Q658975,grid.9851.5,
105,106,Yonsei University,68.4,81.6,88.9,84.3,13.9,35.9,36.9,/universities/yonsei-university,South Korea,yonsei-university,http://www.wikidata.org/entity/Q39988,grid.15444.30,
106,107,Georgia Institute of Technology,68.3,77.4,79.8,32.4,17.3,84.5,88.1,/universities/georgia-institute-technology,United States,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
107,108,City University of Hong Kong,68.2,67.5,56.6,75.4,100.0,89.5,54.3,/universities/city-university-hong-kong,Hong Kong,city-university-hong-kong,http://www.wikidata.org/entity/Q787360,grid.35030.35,
108,109,The Ohio State University,68.1,77.1,50.6,61.2,81.4,57.2,64.2,/universities/ohio-state-university,United States,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
109,110,KTH Royal Institute of Technology,67.9,63.8,89.0,74.5,80.6,58.2,57.6,/universities/kth-royal-institute-technology,Sweden,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
110,111,University of Pittsburgh,67.7,55.1,31.3,97.6,55.2,53.8,86.8,/universities/university-pittsburgh,United States,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
111,112,Pennsylvania State University,67.5,83.1,72.8,34.9,13.4,42.8,85.2,/universities/pennsylvania-state-university,United States,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
112,113,McMaster University,67.4,65.8,64.3,61.9,88.4,51.9,75.4,/universities/mcmaster-university,Canada,mcmaster-university,http://www.wikidata.org/entity/Q632891,grid.25073.33,
113,114,Lomonosov Moscow State University,66.9,86.1,76.2,99.9,10.9,52.1,7.8,/universities/lomonosov-moscow-state-university,Russia,lomonosov-moscow-state-university,http://www.wikidata.org/entity/Q13164,grid.14476.30,
114,115,Université Pierre et Marie Curie (UPMC),66.2,73.0,47.9,41.4,37.5,57.0,95.2,/universities/universite-pierre-et-marie-curie-upmc,France,universite-pierre-et-marie-curie-upmc,,grid.5805.8,103.0
115,=116,Korea University,66.0,77.1,86.0,83.7,23.5,37.2,33.1,/universities/korea-university,South Korea,korea-university,http://www.wikidata.org/entity/Q39997,grid.222754.4,
116,=116,University of Basel,66.0,55.8,49.2,48.4,100.0,79.2,99.7,/universities/university-basel,Switzerland,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
117,118,Maastricht University ,65.8,42.0,65.1,75.3,95.9,99.9,87.5,/universities/maastricht-university,,maastricht-university,http://www.wikidata.org/entity/Q1137652,grid.5012.6,
118,119,University of Minnesota,65.7,82.2,48.9,28.7,6.7,35.8,99.8,/universities/university-minnesota,United States,university-minnesota,http://www.wikidata.org/entity/Q238101,grid.17635.36,
119,120,University of York,65.1,71.3,62.8,51.4,77.8,83.3,59.2,/universities/university-york,United Kingdom,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
120,121,Albert-Ludwigs-Universitaet Freiburg,64.8,77.1,40.1,73.6,48.4,48.0,51.3,/universities/albert-ludwigs-universitaet-freiburg,Germany,albert-ludwigs-universitaet-freiburg,http://www.wikidata.org/entity/Q153987,grid.5963.9,
121,122,"University of Maryland, College Park",64.7,70.2,34.5,67.3,30.0,34.6,81.6,/universities/university-maryland-college-park,United States,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
122,=123,Cardiff University,64.5,63.8,64.1,65.6,73.2,73.3,59.9,/universities/cardiff-university,United Kingdom,cardiff-university,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
123,=123,University of Liverpool,64.5,58.9,65.6,67.1,76.3,91.9,62.2,/universities/university-liverpool,United Kingdom,university-liverpool,http://www.wikidata.org/entity/Q499510,grid.10025.36,
124,=123,Technical University of Denmark,64.5,46.2,54.7,95.8,96.2,73.9,63.5,/universities/technical-university-denmark,Denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
125,126,Kyushu University,64.4,73.3,71.6,98.4,17.8,24.3,29.9,/universities/kyushu-university,Japan,kyushu-university,http://www.wikidata.org/entity/Q1188786,grid.177174.3,
126,=127,"KIT, Karlsruhe Institute of Technology",64.3,62.5,95.7,95.4,53.9,49.3,26.7,/universities/kit-karlsruhe-institute-technology,Germany,kit-karlsruhe-institute-technology,http://www.wikidata.org/entity/Q309988,grid.7892.4,
127,=127,Newcastle University,64.3,53.0,74.9,68.4,77.3,91.2,67.0,/universities/newcastle-university,United Kingdom,newcastle-university,http://www.wikidata.org/entity/Q837164,grid.1006.7,
128,=129,Ghent University,64.2,67.7,58.9,90.2,55.3,26.6,44.7,/universities/ghent-university,Belgium,ghent-university,http://www.wikidata.org/entity/Q1137665,grid.5342.0,
129,=129,Rice University,64.2,49.0,17.4,77.4,79.4,84.3,95.2,/universities/rice-university,United States,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
130,131,University of Southern California,64.0,66.2,70.2,47.7,14.1,72.5,82.2,/universities/university-southern-california,United States,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
131,=132,Universidade de São Paulo,63.9,94.0,89.1,36.6,11.1,5.5,45.3,/universities/universidade-de-sao-paulo,Brazil,universidade-de-sao-paulo,http://www.wikidata.org/entity/Q835960,grid.11899.38,
132,=132,"University of California, Santa Barbara (UCSB)",63.9,83.3,27.7,13.9,64.3,34.0,100.0,/universities/university-california-santa-barbara-ucsb,United States,university-california-santa-barbara-ucsb,http://www.wikidata.org/entity/Q263064,grid.133342.4,
133,134,Humboldt-Universität zu Berlin,63.7,96.8,70.0,27.8,52.1,41.5,37.8,/universities/humboldt-universitat-zu-berlin,Germany,humboldt-universitat-zu-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
134,135,Hokkaido University,63.4,71.5,71.8,86.7,12.8,18.6,43.0,/universities/hokkaido-university,Japan,hokkaido-university,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
135,136,Dartmouth College,63.3,41.6,66.0,86.3,6.6,53.4,98.5,/universities/dartmouth-college,United States,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
136,137,University of Aberdeen,62.9,56.3,63.0,57.1,91.9,92.4,66.6,/universities/university-aberdeen,United Kingdom,university-aberdeen,http://www.wikidata.org/entity/Q270532,grid.7107.1,
137,138,The Hebrew University of Jerusalem,62.7,68.6,31.1,81.1,43.6,10.0,65.6,/universities/hebrew-university-jerusalem,Israel,hebrew-university-jerusalem,http://www.wikidata.org/entity/Q174158,grid.9619.7,
138,139,University College Dublin,62.6,61.5,75.4,50.9,90.5,95.9,54.2,/universities/university-college-dublin,Ireland,university-college-dublin,http://www.wikidata.org/entity/Q1068258,grid.7886.1,
139,140,Sungkyunkwan University (SKKU),62.2,62.9,95.6,87.2,18.4,42.3,34.1,/universities/sungkyunkwan-university-skku,South Korea,sungkyunkwan-university-skku,http://www.wikidata.org/entity/Q41085,grid.264381.a,
140,=141,University of Cape Town,62.0,70.5,64.4,34.4,69.3,54.9,70.4,/universities/university-cape-town,South Africa,university-cape-town,http://www.wikidata.org/entity/Q951305,grid.7836.a,
141,=141,Eberhard Karls Universität Tübingen,62.0,67.8,60.1,90.5,42.9,31.7,34.6,/universities/eberhard-karls-universitat-tubingen,Germany,eberhard-karls-universitat-tubingen,http://www.wikidata.org/entity/Q153978,grid.10392.39,
