,Rank,Name,score_list,Academic_reputation,Employer_reputation,Faculty_Student,International_Faculty,International_Students,Citations,href,location,QS_World_University_ID,item,GRID_ID,fuzz
10,11,Columbia University,94.68,99.9,100.0,97.2,16.2,84.9,96.3,/universities/columbia-university,United States,columbia-university,http://www.wikidata.org/entity/Q49088,grid.21729.3f,
11,12,University of Pennsylvania,94.5,98.5,96.2,99.6,55.7,66.8,92.4,/universities/university-pennsylvania,United States,university-pennsylvania,http://www.wikidata.org/entity/Q49117,grid.25879.31,
12,13,ETH Zurich - Swiss Federal Institute of Technology,92.84,99.3,94.0,67.0,100.0,98.7,97.2,/universities/eth-zurich-swiss-federal-institute-technology,Switzerland,eth-zurich-swiss-federal-institute-technology,http://www.wikidata.org/entity/Q11942,grid.5801.c,
13,14,Cornell University,92.08,99.7,96.4,73.9,74.3,67.4,98.8,/universities/cornell-university,United States,cornell-university,http://www.wikidata.org/entity/Q49115,grid.5386.8,
14,15,Stanford University,91.68,100.0,100.0,72.4,41.9,83.5,100.0,/universities/stanford-university,United States,stanford-university,http://www.wikidata.org/entity/Q41506,grid.168010.e,
15,16,Johns Hopkins University,91.18,94.6,60.2,100.0,56.8,74.7,99.1,/universities/johns-hopkins-university,United States,johns-hopkins-university,http://www.wikidata.org/entity/Q193727,grid.21107.35,
16,17,University of Michigan,91.17,99.8,96.1,92.0,50.6,46.5,87.3,/universities/university-michigan,United States,university-michigan,http://www.wikidata.org/entity/Q230492,grid.214458.e,
17,18,McGill University,90.43,98.5,95.1,89.6,86.0,91.3,69.1,/universities/mcgill-university,Canada,mcgill-university,http://www.wikidata.org/entity/Q201492,grid.14709.3b,
18,19,University of Toronto,89.64,99.9,94.3,73.8,96.1,74.8,80.2,/universities/university-toronto,Canada,university-toronto,http://www.wikidata.org/entity/Q180865,grid.17063.33,
19,20,Duke University,89.5,95.1,81.9,99.7,16.4,44.5,96.9,/universities/duke-university,United States,duke-university,http://www.wikidata.org/entity/Q168751,grid.26009.3d,
20,21,The University of Edinburgh,89.24,99.1,96.8,72.1,89.6,93.8,77.1,/universities/university-edinburgh,United Kingdom,university-edinburgh,http://www.wikidata.org/entity/Q160302,grid.4305.2,
21,22,"University of California, Berkeley (UCB)",88.12,100.0,100.0,47.0,86.1,78.8,97.9,/universities/university-california-berkeley-ucb,United States,university-california-berkeley-ucb,http://www.wikidata.org/entity/Q168756,grid.47840.3f,
22,23,The University of Hong Kong,87.89,99.3,83.8,94.2,100.0,99.1,50.5,/universities/university-hong-kong,Hong Kong,university-hong-kong,http://www.wikidata.org/entity/Q15568,grid.194645.b,
23,24,The Australian National University,87.61,99.7,82.5,79.6,100.0,96.3,64.3,/universities/australian-national-university,Australia,australian-national-university,http://www.wikidata.org/entity/Q127990,grid.1001.0,
24,25,National University of Singapore (NUS),87.24,100.0,99.4,81.4,100.0,98.2,51.1,/universities/national-university-singapore-nus,Singapore,national-university-singapore-nus,http://www.wikidata.org/entity/Q738236,grid.4280.e,
25,26,King's College London,87.12,92.6,83.8,89.1,93.8,90.6,68.9,/universities/kings-college-london,United Kingdom,kings-college-london,http://www.wikidata.org/entity/Q245247,grid.13097.3c,
26,27,Northwestern University,85.44,90.7,88.6,82.3,11.9,55.9,97.9,/universities/northwestern-university,United States,northwestern-university,http://www.wikidata.org/entity/Q309350,grid.16753.36,
27,28,University of Bristol,85.36,91.0,96.0,74.8,85.8,75.6,77.3,/universities/university-bristol,United Kingdom,university-bristol,http://www.wikidata.org/entity/Q459506,grid.5337.2,
28,29,EPFL - Ecole Polytechnique Federale de Lausanne,85.08,79.1,75.8,95.1,100.0,100.0,79.9,/universities/epfl-ecole-polytechnique-federale-de-lausanne,Switzerland,epfl-ecole-polytechnique-federale-de-lausanne,http://www.wikidata.org/entity/Q262760,grid.5333.6,
29,30,The University of Tokyo,84.95,100.0,97.6,89.3,11.1,25.8,73.1,/universities/university-tokyo,Japan,university-tokyo,http://www.wikidata.org/entity/Q7842,grid.26999.3d,
30,31,"University of California, Los Angeles (UCLA)",84.62,100.0,96.0,62.3,1.6,34.4,99.5,/universities/university-california-los-angeles-ucla,United States,university-california-los-angeles-ucla,http://www.wikidata.org/entity/Q174710,grid.19006.3e,
31,32,The University of Manchester,84.16,98.5,100.0,63.2,85.2,91.4,62.2,/universities/university-manchester,United Kingdom,university-manchester,http://www.wikidata.org/entity/Q230899,grid.5379.8,
32,33,The Hong Kong University of Science and Technology,83.48,92.5,79.7,83.9,100.0,98.9,54.7,/universities/hong-kong-university-science-technology,Hong Kong,hong-kong-university-science-technology,http://www.wikidata.org/entity/Q1333303,grid.24515.37,
33,34,"Ecole normale supérieure, Paris",83.28,90.8,66.9,92.4,26.2,66.2,81.6,/universities/ecole-normale-superieure-paris,France,ecole-normale-superieure-paris,,grid.5607.4,103.0
34,35,Kyoto University,83.27,99.8,81.1,92.6,15.5,21.9,70.0,/universities/kyoto-university,Japan,kyoto-university,http://www.wikidata.org/entity/Q336264,grid.258799.8,
35,36,The University of Melbourne,83.16,99.8,100.0,46.8,68.9,92.3,74.9,/universities/university-melbourne,Australia,university-melbourne,http://www.wikidata.org/entity/Q319078,grid.1008.9,
36,37,Seoul National University,82.19,98.8,83.4,90.7,47.8,61.0,49.6,/universities/seoul-national-university,South Korea,seoul-national-university,http://www.wikidata.org/entity/Q39913,grid.31501.36,
37,38,University of Wisconsin-Madison,81.43,97.1,68.6,85.2,52.4,32.9,68.0,/universities/university-wisconsin-madison,United States,university-wisconsin-madison,http://www.wikidata.org/entity/Q838330,grid.14003.36,
38,39,The University of Sydney,81.31,99.3,93.5,50.4,99.7,91.3,58.9,/universities/university-sydney,Australia,university-sydney,http://www.wikidata.org/entity/Q487556,grid.1013.3,
39,40,The Chinese University of Hong Kong (CUHK),80.09,93.5,72.4,79.8,95.7,83.1,48.7,/universities/chinese-university-hong-kong-cuhk,Hong Kong,chinese-university-hong-kong-cuhk,http://www.wikidata.org/entity/Q15570,grid.10784.3a,
40,41,Ecole Polytechnique,79.55,73.3,95.9,100.0,72.4,92.6,57.9,/universities/ecole-polytechnique,France,ecole-polytechnique,http://www.wikidata.org/entity/Q273626,grid.10877.39,
41,42,Brown University,79.52,81.5,68.8,76.7,32.0,54.7,97.8,/universities/brown-university,United States,brown-university,http://www.wikidata.org/entity/Q49114,grid.40263.33,
42,43,New York University (NYU),78.94,97.7,85.3,92.7,23.2,55.7,40.2,/universities/new-york-university-nyu,United States,new-york-university-nyu,http://www.wikidata.org/entity/Q49210,grid.137628.9,
43,44,Peking University,78.75,99.7,96.6,82.6,55.7,35.0,36.8,/universities/peking-university,China,peking-university,http://www.wikidata.org/entity/Q16952,grid.11135.37,
44,45,University of British Columbia,78.55,99.1,77.8,25.9,61.4,73.2,92.1,/universities/university-british-columbia,Canada,university-british-columbia,http://www.wikidata.org/entity/Q391028,grid.17091.3e,
45,46,The University of Queensland,78.22,95.3,83.3,45.3,95.5,90.5,63.1,/universities/university-queensland,Australia,university-queensland,http://www.wikidata.org/entity/Q866012,grid.1003.2,
46,47,"Nanyang Technological University, Singapore (NTU)",77.69,90.4,84.5,85.3,100.0,97.9,26.7,/universities/nanyang-technological-university-singapore-ntu,Singapore,nanyang-technological-university-singapore-ntu,http://www.wikidata.org/entity/Q721064,grid.59025.3b,
47,48,Tsinghua University,77.51,98.8,97.6,86.0,50.6,26.3,32.0,/universities/tsinghua-university,China,tsinghua-university,http://www.wikidata.org/entity/Q16955,grid.12527.33,
48,49,Carnegie Mellon University,77.41,86.0,81.0,55.4,17.7,97.1,86.5,/universities/carnegie-mellon-university,United States,carnegie-mellon-university,http://www.wikidata.org/entity/Q190080,grid.147455.6,
49,50,Osaka University,76.84,91.4,69.6,91.7,15.4,20.3,62.1,/universities/osaka-university,Japan,osaka-university,http://www.wikidata.org/entity/Q651233,grid.136593.b,
50,51,University of Copenhagen,76.66,83.5,71.5,99.8,71.8,41.3,48.6,/universities/university-copenhagen,Denmark,university-copenhagen,http://www.wikidata.org/entity/Q186285,grid.5254.6,
51,52,The University of New South Wales (UNSW Sydney),76.63,95.0,95.1,39.8,98.8,97.6,52.8,/universities/university-new-south-wales-unsw-sydney,Australia,university-new-south-wales-unsw-sydney,http://www.wikidata.org/entity/Q734764,grid.1005.4,
52,53,Technical University of Munich,76.43,86.4,91.0,97.9,48.1,63.0,34.3,/universities/technical-university-munich,Germany,technical-university-munich,http://www.wikidata.org/entity/Q157808,grid.6936.a,
53,54,University of Glasgow,76.28,82.4,70.7,60.3,78.5,76.7,78.3,/universities/university-glasgow,United Kingdom,university-glasgow,http://www.wikidata.org/entity/Q192775,grid.8756.c,
54,55,Ruprecht-Karls-Universität Heidelberg,75.5,93.3,42.8,86.5,52.6,65.2,49.7,/universities/ruprecht-karls-universitat-heidelberg,Germany,ruprecht-karls-universitat-heidelberg,http://www.wikidata.org/entity/Q151510,grid.7700.0,
55,56,University of Illinois at Urbana-Champaign,75.47,97.7,66.7,23.5,56.2,68.8,90.0,/universities/university-illinois-urbana-champaign,United States,university-illinois-urbana-champaign,http://www.wikidata.org/entity/Q457281,grid.35403.31,
56,57,"University of North Carolina, Chapel Hill",75.36,80.9,63.2,75.8,30.1,22.2,90.7,/universities/university-north-carolina-chapel-hill,United States,university-north-carolina-chapel-hill,http://www.wikidata.org/entity/Q192334,grid.10698.36,
57,58,The University of Warwick,73.88,89.4,100.0,52.3,90.3,98.0,37.5,/universities/university-warwick,United Kingdom,university-warwick,http://www.wikidata.org/entity/Q865528,grid.7372.1,
58,59,University of Washington,73.7,93.6,47.4,46.9,8.8,21.0,99.5,/universities/university-washington,United States,university-washington,http://www.wikidata.org/entity/Q219563,grid.34477.33,
59,60,Ludwig-Maximilians-Universität München,72.85,97.0,71.9,33.6,35.7,50.0,75.6,/universities/ludwig-maximilians-universitat-munchen,Germany,ludwig-maximilians-universitat-munchen,http://www.wikidata.org/entity/Q55044,grid.5252.0,
60,61,Monash University,72.16,95.4,96.5,33.6,77.0,94.5,41.6,/universities/monash-university,Australia,monash-university,http://www.wikidata.org/entity/Q598841,grid.1002.3,
61,62,University of Amsterdam,72.09,89.8,74.6,43.4,54.4,28.8,75.7,/universities/university-amsterdam,Netherlands,university-amsterdam,http://www.wikidata.org/entity/Q214341,grid.7177.6,
62,63,KAIST - Korea Advanced Institute of Science & Technology,71.77,85.1,51.7,90.0,36.6,24.1,54.0,/universities/kaist-korea-advanced-institute-science-technology,South Korea,kaist-korea-advanced-institute-science-technology,http://www.wikidata.org/entity/Q39949,grid.37172.30,
63,64,Boston University,71.66,72.5,77.0,73.2,29.4,63.2,74.8,/universities/boston-university,United States,boston-university,http://www.wikidata.org/entity/Q49110,grid.189504.1,
64,65,Tokyo Institute of Technology,71.35,76.1,74.5,79.8,14.3,38.0,70.8,/universities/tokyo-institute-technology,Japan,tokyo-institute-technology,http://www.wikidata.org/entity/Q587326,grid.32197.3e,
65,66,The University of Sheffield,71.34,77.7,75.3,58.8,79.6,84.5,60.2,/universities/university-sheffield,United Kingdom,university-sheffield,http://www.wikidata.org/entity/Q823917,grid.11835.3e,
66,67,"Trinity College Dublin, The University of Dublin",71.26,79.6,75.0,54.1,99.1,80.4,57.0,/universities/trinity-college-dublin-university-dublin,Ireland,trinity-college-dublin-university-dublin,http://www.wikidata.org/entity/Q258464,grid.8217.c,
67,68,University of Texas at Austin,71.23,97.4,81.0,21.1,58.3,27.4,74.7,/universities/university-texas-austin,United States,university-texas-austin,http://www.wikidata.org/entity/Q49213,grid.89336.37,
68,69,London School of Economics and Political Science (LSE),71.12,88.0,100.0,58.6,100.0,100.0,17.4,/universities/london-school-economics-political-science-lse,United Kingdom,london-school-economics-political-science-lse,http://www.wikidata.org/entity/Q174570,grid.13063.37,
69,70,"University of California, San Diego (UCSD)",70.93,97.5,35.7,31.7,3.0,23.1,100.0,/universities/university-california-san-diego-ucsd,United States,university-california-san-diego-ucsd,http://www.wikidata.org/entity/Q622664,grid.266100.3,
70,71,Lund University,70.87,84.7,82.2,41.9,33.3,53.7,76.6,/universities/lund-university,Sweden,lund-university,http://www.wikidata.org/entity/Q218506,grid.4514.4,
71,72,University of Nottingham,70.68,76.6,96.2,55.2,85.3,83.5,51.1,/universities/university-nottingham,United Kingdom,university-nottingham,http://www.wikidata.org/entity/Q472316,grid.4563.4,
72,73,University of Southampton,70.66,73.3,69.8,60.0,88.2,81.0,65.9,/universities/university-southampton,United Kingdom,university-southampton,http://www.wikidata.org/entity/Q76473,grid.5491.9,
73,74,University of Geneva,70.61,65.7,23.7,58.9,100.0,99.2,97.5,/universities/university-geneva,Switzerland,university-geneva,http://www.wikidata.org/entity/Q503473,grid.8591.5,
74,=75,Leiden University,70.5,83.8,47.2,33.3,80.4,24.1,98.3,/universities/leiden-university,Netherlands,leiden-university,http://www.wikidata.org/entity/Q156598,grid.5132.5,
75,=75,Tohoku University,70.5,76.4,66.0,96.8,22.3,25.3,54.4,/universities/tohoku-university,Japan,tohoku-university,http://www.wikidata.org/entity/Q1062129,grid.69566.3a,
76,77,University of Birmingham,70.26,77.3,80.5,50.1,82.6,70.6,64.5,/universities/university-birmingham,United Kingdom,university-birmingham,http://www.wikidata.org/entity/Q223429,grid.6572.6,
77,78,University of Helsinki,70.07,80.9,43.2,86.2,46.2,14.2,62.1,/universities/university-helsinki,Finland,university-helsinki,http://www.wikidata.org/entity/Q28695,grid.7737.4,
78,79,The University of Western Australia,69.97,77.8,70.9,39.9,99.3,81.7,70.1,/universities/university-western-australia,Australia,university-western-australia,http://www.wikidata.org/entity/Q1517021,grid.1012.2,
79,80,National Taiwan University (NTU),69.92,97.3,70.3,38.0,19.4,15.1,69.7,/universities/national-taiwan-university-ntu,Taiwan,national-taiwan-university-ntu,http://www.wikidata.org/entity/Q32746,grid.19188.39,
80,81,Uppsala University,69.75,84.3,51.5,42.7,52.7,39.9,85.0,/universities/uppsala-university,Sweden,uppsala-university,http://www.wikidata.org/entity/Q185246,grid.8993.b,
81,82,KU Leuven,69.72,88.5,70.1,22.7,71.0,43.5,81.7,/universities/ku-leuven,Belgium,ku-leuven,http://www.wikidata.org/entity/Q833670,grid.5596.f,
82,83,The University of Auckland,69.29,92.8,78.2,27.0,91.1,91.8,45.5,/universities/university-auckland,New Zealand,university-auckland,http://www.wikidata.org/entity/Q492467,grid.9654.e,
83,84,Washington University in St. Louis,69.14,60.4,22.0,99.7,3.6,51.9,96.8,/universities/washington-university-st-louis,United States,washington-university-st-louis,http://www.wikidata.org/entity/Q777403,grid.4367.6,
84,85,Utrecht University,68.65,81.4,48.4,45.8,56.1,18.9,88.2,/universities/utrecht-university,Netherlands,utrecht-university,http://www.wikidata.org/entity/Q221653,grid.5477.1,
85,86,Nagoya University,68.57,69.5,64.2,88.0,17.7,29.0,68.6,/universities/nagoya-university,Japan,nagoya-university,http://www.wikidata.org/entity/Q1191132,grid.27476.30,
86,87,Freie Universitaet Berlin,68.56,91.0,44.6,29.4,43.7,56.0,80.7,/universities/freie-universitaet-berlin,Germany,freie-universitaet-berlin,http://www.wikidata.org/entity/Q153006,grid.14095.39,
87,88,Georgia Institute of Technology,68.38,70.7,76.9,19.3,73.7,85.9,99.4,/universities/georgia-institute-technology,United States,georgia-institute-technology,http://www.wikidata.org/entity/Q864855,grid.213917.f,
88,89,Aarhus University,68.36,70.5,48.6,69.9,66.5,56.0,72.5,/universities/aarhus-university,Denmark,aarhus-university,http://www.wikidata.org/entity/Q924265,grid.7048.b,
89,=90,Fudan University,68.32,92.5,84.8,42.4,18.0,49.8,51.4,/universities/fudan-university,China,fudan-university,http://www.wikidata.org/entity/Q495015,grid.8547.e,
90,=90,University of Zurich,68.32,76.6,47.7,53.8,100.0,53.6,68.9,/universities/university-zurich,Switzerland,university-zurich,http://www.wikidata.org/entity/Q206702,grid.7400.3,
91,92,Durham University,67.88,71.1,96.8,45.0,91.0,70.4,60.0,/universities/durham-university,United Kingdom,durham-university,http://www.wikidata.org/entity/Q458393,grid.8250.f,
92,93,University of St Andrews,67.64,64.7,69.2,60.9,95.3,99.8,61.1,/universities/university-st-andrews,United Kingdom,university-st-andrews,http://www.wikidata.org/entity/Q216273,grid.11914.3c,
93,94,University of Leeds,67.26,81.2,78.9,46.9,77.0,73.2,46.6,/universities/university-leeds,United Kingdom,university-leeds,http://www.wikidata.org/entity/Q503424,grid.9909.9,
94,=95,City University of Hong Kong,66.88,73.2,42.8,72.6,100.0,81.2,45.3,/universities/city-university-hong-kong,Hong Kong,city-university-hong-kong,http://www.wikidata.org/entity/Q787360,grid.35030.35,
95,=95,Purdue University,66.88,75.8,83.2,34.6,95.0,74.2,60.9,/universities/purdue-university,United States,purdue-university,http://www.wikidata.org/entity/Q217741,grid.169077.e,
96,97,Pohang University of Science And Technology (POSTECH),66.79,57.5,37.4,99.2,67.7,13.4,77.4,/universities/pohang-university-science-technology-postech,South Korea,pohang-university-science-technology-postech,http://www.wikidata.org/entity/Q40018,grid.49100.3c,
97,98,University of Pittsburgh,66.13,53.4,26.3,93.3,68.6,36.4,87.8,/universities/university-pittsburgh,United States,university-pittsburgh,http://www.wikidata.org/entity/Q235034,grid.21925.3d,
98,99,Erasmus University Rotterdam,65.87,50.5,82.2,58.9,69.7,56.0,93.6,/universities/erasmus-university-rotterdam,Netherlands,erasmus-university-rotterdam,http://www.wikidata.org/entity/Q633529,grid.6906.9,
99,100,"University of California, Davis",65.85,74.6,38.0,35.4,60.0,42.5,96.7,/universities/university-california-davis,United States,university-california-davis,http://www.wikidata.org/entity/Q129421,grid.27860.3b,
100,101,Pennsylvania State University,65.7,77.3,83.3,33.8,17.1,37.3,81.5,/universities/pennsylvania-state-university,United States,pennsylvania-state-university,http://www.wikidata.org/entity/Q739627,grid.29857.31,
101,102,The University of Adelaide,65.27,73.8,69.5,41.0,86.9,92.6,54.8,/universities/university-adelaide,Australia,university-adelaide,http://www.wikidata.org/entity/Q15574,grid.1010.0,
102,103,Delft University of Technology,65.14,74.8,72.3,39.6,89.9,75.4,55.7,/universities/delft-university-technology,Netherlands,delft-university-technology,http://www.wikidata.org/entity/Q752663,grid.5292.c,
103,104,University of Minnesota,64.86,82.9,41.8,29.9,7.2,20.5,97.5,/universities/university-minnesota,United States,university-minnesota,http://www.wikidata.org/entity/Q238101,grid.17635.36,
104,105,The Ohio State University,64.65,73.7,66.9,35.1,78.6,39.9,74.4,/universities/ohio-state-university,United States,ohio-state-university,http://www.wikidata.org/entity/Q309331,grid.261331.4,
105,106,Albert-Ludwigs-Universitaet Freiburg,64.44,72.3,21.6,72.4,60.0,48.1,64.1,/universities/albert-ludwigs-universitaet-freiburg,Germany,albert-ludwigs-universitaet-freiburg,http://www.wikidata.org/entity/Q153987,grid.5963.9,
106,107,Maastricht University ,64.37,39.1,69.5,78.5,91.8,99.9,79.2,/universities/maastricht-university,,maastricht-university,http://www.wikidata.org/entity/Q1137652,grid.5012.6,
107,108,University of Alberta,64.22,71.6,46.6,58.1,90.8,71.0,52.8,/universities/university-alberta,Canada,university-alberta,http://www.wikidata.org/entity/Q640694,grid.17089.37,
108,109,University of Groningen,64.18,62.4,43.2,72.4,89.9,79.1,56.6,/universities/university-groningen,Netherlands,university-groningen,http://www.wikidata.org/entity/Q850730,grid.4830.f,
109,110,University of York,63.75,69.2,69.5,48.7,84.5,81.4,52.2,/universities/university-york,United Kingdom,university-york,http://www.wikidata.org/entity/Q967165,grid.5685.e,
110,111,University of Oslo,63.73,69.9,38.1,73.6,30.0,51.4,62.6,/universities/university-oslo,Norway,university-oslo,http://www.wikidata.org/entity/Q486156,grid.5510.1,
111,112,Yonsei University,63.54,80.0,65.3,83.7,12.6,38.0,25.5,/universities/yonsei-university,South Korea,yonsei-university,http://www.wikidata.org/entity/Q39988,grid.15444.30,
112,113,Dartmouth College,63.49,41.3,67.3,85.6,10.6,49.8,97.3,/universities/dartmouth-college,United States,dartmouth-college,http://www.wikidata.org/entity/Q49116,grid.254880.3,
113,114,Université de Montréal,63.47,69.3,37.9,38.5,83.4,84.1,76.2,/universities/universite-de-montreal,Canada,universite-de-montreal,http://www.wikidata.org/entity/Q392189,grid.14848.31,
114,115,University of Lausanne,62.35,48.0,26.8,64.3,92.4,87.2,90.0,/universities/university-lausanne,Switzerland,university-lausanne,http://www.wikidata.org/entity/Q658975,grid.9851.5,
115,116,Lomonosov Moscow State University,61.79,77.1,71.6,100.0,6.0,36.1,5.3,/universities/lomonosov-moscow-state-university,Russia,lomonosov-moscow-state-university,http://www.wikidata.org/entity/Q13164,grid.14476.30,
116,117,"University of Maryland, College Park",61.46,66.4,39.5,60.9,37.7,31.7,73.4,/universities/university-maryland-college-park,United States,university-maryland-college-park,http://www.wikidata.org/entity/Q503415,grid.164295.d,
117,118,"University of California, Santa Barbara (UCSB)",61.34,76.6,27.2,14.5,60.9,29.1,99.8,/universities/university-california-santa-barbara-ucsb,United States,university-california-santa-barbara-ucsb,http://www.wikidata.org/entity/Q263064,grid.133342.4,
118,119,University of Göttingen,60.89,70.6,27.3,77.9,42.4,37.6,48.6,/universities/university-gottingen,Germany,university-gottingen,http://www.wikidata.org/entity/Q152838,grid.7450.6,
119,120,Rice University,60.76,46.5,26.3,71.5,48.3,71.6,93.1,/universities/rice-university,United States,rice-university,http://www.wikidata.org/entity/Q842909,grid.21940.3e,
120,121,University of Basel,60.54,51.6,31.2,75.0,100.0,82.5,60.2,/universities/university-basel,Switzerland,university-basel,http://www.wikidata.org/entity/Q372608,grid.6612.3,
121,122,Emory University,60.44,38.7,40.4,86.8,18.1,45.7,98.8,/universities/emory-university,United States,emory-university,http://www.wikidata.org/entity/Q621043,grid.189967.8,
122,123,University of Virginia,60.4,52.4,70.7,66.2,29.3,39.9,75.3,/universities/university-virginia,United States,university-virginia,http://www.wikidata.org/entity/Q213439,grid.27755.32,
123,124,University of Liverpool,60.02,54.8,66.6,60.6,80.9,73.4,55.0,/universities/university-liverpool,United Kingdom,university-liverpool,http://www.wikidata.org/entity/Q499510,grid.10025.36,
124,125,Shanghai Jiao Tong University,59.88,80.0,82.3,42.4,20.6,17.5,43.3,/universities/shanghai-jiao-tong-university,China,shanghai-jiao-tong-university,http://www.wikidata.org/entity/Q525169,grid.16821.3c,
125,126,Newcastle University,59.73,45.8,73.8,61.8,82.3,90.5,62.1,/universities/newcastle-university,United Kingdom,newcastle-university,http://www.wikidata.org/entity/Q837164,grid.1006.7,
126,127,Université catholique de Louvain (UCL),59.65,70.4,55.8,30.1,74.2,67.8,60.9,/universities/universite-catholique-de-louvain-ucl,Belgium,universite-catholique-de-louvain-ucl,http://www.wikidata.org/entity/Q378134,grid.7942.8,
127,128,Kyushu University,59.59,59.8,67.3,97.7,15.3,22.3,34.6,/universities/kyushu-university,Japan,kyushu-university,http://www.wikidata.org/entity/Q1188786,grid.177174.3,
128,129,Université Pierre et Marie Curie (UPMC),59.58,63.6,27.7,58.7,32.8,67.0,70.2,/universities/universite-pierre-et-marie-curie-upmc,France,universite-pierre-et-marie-curie-upmc,,grid.5805.8,103.0
129,130,Humboldt-Universität zu Berlin,59.39,94.3,37.1,29.2,46.4,47.1,34.2,/universities/humboldt-universitat-zu-berlin,Germany,humboldt-universitat-zu-berlin,http://www.wikidata.org/entity/Q152087,grid.7468.d,
130,131,University College Dublin,59.05,59.8,68.6,53.1,92.4,94.6,38.5,/universities/university-college-dublin,Ireland,university-college-dublin,http://www.wikidata.org/entity/Q1068258,grid.7886.1,
131,132,Technical University of Denmark,59.03,38.6,36.3,97.3,93.1,73.4,57.9,/universities/technical-university-denmark,Denmark,technical-university-denmark,http://www.wikidata.org/entity/Q1269766,grid.5170.3,
132,133,University of Otago,58.93,65.8,60.2,31.0,100.0,79.8,54.0,/universities/university-otago,New Zealand,university-otago,http://www.wikidata.org/entity/Q1201513,grid.29980.3a,
133,134,University of Southern California,58.8,59.2,45.5,64.0,20.4,71.4,62.9,/universities/university-southern-california,United States,university-southern-california,http://www.wikidata.org/entity/Q4614,grid.42505.36,
134,135,University of Rochester,58.71,40.1,12.5,100.0,43.1,78.5,73.7,/universities/university-rochester,United States,university-rochester,http://www.wikidata.org/entity/Q149990,grid.16416.34,
135,136,Radboud University,58.52,41.2,39.8,84.9,68.5,33.6,76.9,/universities/radboud-university,Netherlands,radboud-university,http://www.wikidata.org/entity/Q632004,grid.5590.9,
136,137,Korea University,58.36,76.4,57.4,70.4,23.8,34.7,22.3,/universities/korea-university,South Korea,korea-university,http://www.wikidata.org/entity/Q39997,grid.222754.4,
137,138,Hokkaido University,58.3,56.6,64.7,80.3,13.9,18.1,54.7,/universities/hokkaido-university,Japan,hokkaido-university,http://www.wikidata.org/entity/Q1057199,grid.39158.36,
138,139,Universidade de São Paulo,58.06,86.8,76.2,37.9,11.3,5.3,33.6,/universities/universidade-de-sao-paulo,Brazil,universidade-de-sao-paulo,http://www.wikidata.org/entity/Q835960,grid.11899.38,
139,140,The Hebrew University of Jerusalem,58.0,60.9,25.0,76.2,26.2,9.6,67.6,/universities/hebrew-university-jerusalem,Israel,hebrew-university-jerusalem,http://www.wikidata.org/entity/Q174158,grid.9619.7,
140,141,"KIT, Karlsruhe Institute of Technology",57.86,55.4,76.5,83.1,55.8,58.6,25.6,/universities/kit-karlsruhe-institute-technology,Germany,kit-karlsruhe-institute-technology,http://www.wikidata.org/entity/Q309988,grid.7892.4,
141,142,KTH Royal Institute of Technology,57.69,55.3,63.5,63.7,74.4,91.0,38.1,/universities/kth-royal-institute-technology,Sweden,kth-royal-institute-technology,http://www.wikidata.org/entity/Q854280,grid.5037.1,
142,143,Cardiff University,57.5,54.5,64.4,56.1,71.7,71.0,51.6,/universities/cardiff-university,United Kingdom,cardiff-university,http://www.wikidata.org/entity/Q1035745,grid.5600.3,
